GEO_ID,B24010B_001E,B24010B_001M,B24010B_002E,B24010B_002M,B24010B_003E,B24010B_003M,B24010B_004E,B24010B_004M,B24010B_005E,B24010B_005M,B24010B_006E,B24010B_006M,B24010B_007E,B24010B_007M,B24010B_008E,B24010B_008M,B24010B_009E,B24010B_009M,B24010B_010E,B24010B_010M,B24010B_011E,B24010B_011M,B24010B_012E,B24010B_012M,B24010B_013E,B24010B_013M,B24010B_014E,B24010B_014M,B24010B_015E,B24010B_015M,B24010B_016E,B24010B_016M,B24010B_017E,B24010B_017M,B24010B_018E,B24010B_018M,B24010B_019E,B24010B_019M,B24010B_020E,B24010B_020M,B24010B_021E,B24010B_021M,B24010B_022E,B24010B_022M,B24010B_023E,B24010B_023M,B24010B_024E,B24010B_024M,B24010B_025E,B24010B_025M,B24010B_026E,B24010B_026M,B24010B_027E,B24010B_027M,B24010B_028E,B24010B_028M,B24010B_029E,B24010B_029M,B24010B_030E,B24010B_030M,B24010B_031E,B24010B_031M,B24010B_032E,B24010B_032M,B24010B_033E,B24010B_033M,B24010B_034E,B24010B_034M,B24010B_035E,B24010B_035M,B24010B_036E,B24010B_036M,B24010B_037E,B24010B_037M,B24010B_038E,B24010B_038M,B24010B_039E,B24010B_039M,B24010B_040E,B24010B_040M,B24010B_041E,B24010B_041M,B24010B_042E,B24010B_042M,B24010B_043E,B24010B_043M,B24010B_044E,B24010B_044M,B24010B_045E,B24010B_045M,B24010B_046E,B24010B_046M,B24010B_047E,B24010B_047M,B24010B_048E,B24010B_048M,B24010B_049E,B24010B_049M,B24010B_050E,B24010B_050M,B24010B_051E,B24010B_051M,B24010B_052E,B24010B_052M,B24010B_053E,B24010B_053M,B24010B_054E,B24010B_054M,B24010B_055E,B24010B_055M,B24010B_056E,B24010B_056M,B24010B_057E,B24010B_057M,B24010B_058E,B24010B_058M,B24010B_059E,B24010B_059M,B24010B_060E,B24010B_060M,B24010B_061E,B24010B_061M,B24010B_062E,B24010B_062M,B24010B_063E,B24010B_063M,B24010B_064E,B24010B_064M,B24010B_065E,B24010B_065M,B24010B_066E,B24010B_066M,B24010B_067E,B24010B_067M,B24010B_068E,B24010B_068M,B24010B_069E,B24010B_069M,B24010B_070E,B24010B_070M,B24010B_071E,B24010B_071M,B24010B_072E,B24010B_072M,B24010B_073E,B24010B_073M,NAME,B24010B_001MA,B24010B_001EA,B24010B_002MA,B24010B_002EA,B24010B_003EA,B24010B_003MA,B24010B_004EA,B24010B_004MA,B24010B_005EA,B24010B_005MA,B24010B_006MA,B24010B_006EA,B24010B_007MA,B24010B_007EA,B24010B_008EA,B24010B_008MA,B24010B_009EA,B24010B_009MA,B24010B_010EA,B24010B_010MA,B24010B_011MA,B24010B_011EA,B24010B_012MA,B24010B_012EA,B24010B_013MA,B24010B_013EA,B24010B_014EA,B24010B_014MA,B24010B_015EA,B24010B_015MA,B24010B_016EA,B24010B_016MA,B24010B_017MA,B24010B_017EA,B24010B_018MA,B24010B_018EA,B24010B_019EA,B24010B_019MA,B24010B_020EA,B24010B_020MA,B24010B_021EA,B24010B_021MA,B24010B_022MA,B24010B_022EA,B24010B_023MA,B24010B_023EA,B24010B_024MA,B24010B_024EA,B24010B_025EA,B24010B_025MA,B24010B_026EA,B24010B_026MA,B24010B_027EA,B24010B_027MA,B24010B_028MA,B24010B_028EA,B24010B_029MA,B24010B_029EA,B24010B_030EA,B24010B_030MA,B24010B_031EA,B24010B_031MA,B24010B_032EA,B24010B_032MA,B24010B_033MA,B24010B_033EA,B24010B_034MA,B24010B_034EA,B24010B_035MA,B24010B_035EA,B24010B_036EA,B24010B_036MA,B24010B_037EA,B24010B_037MA,B24010B_038EA,B24010B_038MA,B24010B_039MA,B24010B_039EA,B24010B_040MA,B24010B_040EA,B24010B_041EA,B24010B_041MA,B24010B_042EA,B24010B_042MA,B24010B_043EA,B24010B_043MA,B24010B_044MA,B24010B_044EA,B24010B_045MA,B24010B_045EA,B24010B_046MA,B24010B_046EA,B24010B_047EA,B24010B_047MA,B24010B_048EA,B24010B_048MA,B24010B_049EA,B24010B_049MA,B24010B_050EA,B24010B_050MA,B24010B_051MA,B24010B_051EA,B24010B_052EA,B24010B_052MA,B24010B_053EA,B24010B_053MA,B24010B_054EA,B24010B_054MA,B24010B_055EA,B24010B_055MA,B24010B_056MA,B24010B_056EA,B24010B_057MA,B24010B_057EA,B24010B_058EA,B24010B_058MA,B24010B_059EA,B24010B_059MA,B24010B_060EA,B24010B_060MA,B24010B_061MA,B24010B_061EA,B24010B_062MA,B24010B_062EA,B24010B_063EA,B24010B_063MA,B24010B_064EA,B24010B_064MA,B24010B_065EA,B24010B_065MA,B24010B_066MA,B24010B_066EA,B24010B_067MA,B24010B_067EA,B24010B_068MA,B24010B_068EA,B24010B_069EA,B24010B_069MA,B24010B_070EA,B24010B_070MA,B24010B_071EA,B24010B_071MA,B24010B_072MA,B24010B_072EA,B24010B_073MA,B24010B_073EA,state
0400000US01,494168,8205,221567,5998,37867,3270,16160,2337,11581,1858,4579,1185,7073,1468,3535,1165,2371,856,1167,625,10762,1770,2672,716,727,398,5234,1261,2129,835,3872,1654,1581,1267,2291,1035,47471,3630,2581,1243,9626,1780,4297,1113,5329,1421,14987,2485,16622,2138,3655,1022,31111,3405,16354,2628,14757,1988,26864,2550,557,313,13546,2000,12761,1949,78254,5332,37002,3372,18477,2318,22775,3130,272601,5092,80034,4112,26410,2583,14161,1958,12249,2062,6567,1843,3055,994,2076,1034,1436,795,26294,2837,6959,1360,667,405,17857,2361,811,369,20763,2220,9857,1601,10906,1398,73961,4077,18746,2337,5746,1325,2825,689,2921,1118,21228,2184,15270,2342,12971,1789,83485,4009,33210,2844,50275,3315,2516,937,262,192,560,411,1694,780,32605,3042,22827,2181,4634,1167,5144,1561,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,117605,4431,62928,3105,17928,2397,7276,1619,4234,1049,3042,1214,3709,1022,1917,731,1240,548,552,456,5139,1320,1587,843,486,336,2286,782,780,563,1804,813,922,436,882,704,13911,2123,844,394,4458,1354,2968,1037,1490,696,2605,810,3187,953,2817,1149,17351,2130,7634,1451,9717,1787,3818,1093,130,125,1792,812,1896,783,9920,1846,1569,624,6212,1631,2139,810,54677,2820,18601,2187,7897,1735,4127,1161,3770,1176,918,570,295,268,201,180,422,479,6746,1198,2947,934,275,215,2835,825,689,423,3040,852,1460,617,1580,661,12368,1789,2122,788,1432,712,617,552,815,568,2779,879,796,404,5239,1362,20188,2138,5254,1490,14934,1873,318,334,0,200,0,200,318,334,3202,792,1067,382,1084,526,1051,587,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,178559,5722,80272,4399,13540,1898,4607,916,3159,835,1448,715,2248,898,1248,698,486,419,514,424,5243,1194,2640,969,430,348,1140,428,1033,556,1442,738,212,225,1230,690,15368,2326,1104,675,3041,860,680,453,2361,793,4694,1393,5642,1463,887,462,13221,2760,5953,1825,7268,1847,8328,1773,1374,567,2956,938,3998,1124,29815,2691,12506,2060,9164,1858,8145,1619,98287,3687,31516,3240,9357,1729,5906,1490,3451,1039,1026,515,778,464,248,227,0,190,13059,2092,3254,1087,343,227,8936,1452,526,440,8074,1821,3613,995,4461,1583,31132,2673,9849,1767,2240,782,1090,550,1150,577,8374,1715,3659,982,7010,1734,25195,2567,10469,1746,14726,2178,1076,607,437,449,264,255,375,349,9368,1557,6259,1226,982,410,2127,745,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,902091,12682,434508,8314,140122,6572,57033,4201,37476,3240,19557,2490,24930,2813,13526,2055,8020,1656,3384,855,43656,3884,9775,1596,3875,1148,17172,2549,12834,2136,14503,1981,7122,1387,7381,1457,85070,5596,4773,1180,32065,3077,23188,2461,8877,1709,18264,2796,16264,2350,13704,2280,94241,4864,44214,3487,50027,3789,35814,3093,1597,539,19113,2269,15104,2373,79261,4843,18862,2468,36297,3051,24102,3010,467583,8304,179465,6131,66632,4017,38703,2969,27929,2796,8153,1304,5147,1013,1135,635,1871,773,64274,4149,17627,2270,5360,1229,34383,3078,6904,1538,40406,2916,22772,2321,17634,2189,111146,6501,24599,3050,13518,1961,10238,1676,3280,963,18090,2712,7923,1452,47016,3870,152131,6208,48657,3981,103474,5299,3611,1388,1035,933,574,349,2002,1010,21230,2176,5329,1282,11098,1607,4803,1279,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,101082,3613,54559,3038,12890,1938,4816,1182,2877,957,1939,795,2969,863,2186,687,590,491,193,179,4209,1112,2072,902,80,98,854,457,1203,556,896,548,146,139,750,533,13289,2125,1697,969,2832,846,2052,822,780,415,5347,1553,2171,721,1242,584,13543,1779,4800,1282,8743,1580,4025,922,65,92,2180,780,1780,582,10812,1583,3691,966,3846,1049,3275,930,46523,2620,16802,2085,6437,1515,3857,1163,2580,945,400,305,250,261,150,201,0,192,6703,1229,1423,637,124,154,4489,972,667,434,3262,980,2169,775,1093,568,13507,1546,3792,917,279,346,232,339,47,76,2864,962,3098,840,3474,1036,13786,2210,4239,1095,9547,1839,381,316,172,223,94,109,115,144,2047,711,887,559,955,530,205,279,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,167270,5415,76086,3722,20887,2515,6992,1269,4419,1024,2573,746,4646,1315,2691,1098,1181,613,774,475,6959,1498,2691,924,407,287,3097,854,764,448,2290,1026,1166,763,1124,746,17496,2350,2310,837,3091,878,1348,467,1743,787,3884,869,4856,1098,3355,1190,15486,1941,6079,1347,9407,1418,6125,1466,267,262,3984,1199,1874,682,16092,2223,6657,1448,5921,1237,3514,1082,91184,3440,33385,3043,8476,1600,4223,1156,4253,1162,1839,764,1226,566,268,230,345,316,12519,1883,4570,1097,722,351,6886,1577,341,282,10551,1615,6067,1377,4484,1049,27363,2686,11797,1884,1501,676,660,510,841,401,5607,1303,2652,928,5806,1250,25855,2568,9553,1633,16302,1901,433,320,0,197,45,78,388,313,4148,862,2571,791,1149,491,428,403,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,92262,3696,41861,2372,10996,1570,4785,1096,3748,994,1037,461,2216,852,1557,749,505,375,154,158,2767,1019,856,527,40,67,1610,764,261,303,1228,597,492,374,736,529,9277,1434,369,265,2216,743,1020,547,1196,591,2971,893,2637,957,1084,626,5877,1202,2373,847,3504,916,4117,1211,16,33,2489,870,1612,733,11594,1752,4507,1101,3987,1239,3100,834,50401,2705,19795,1817,8068,1391,5371,1241,2697,767,1250,599,549,378,205,248,496,406,5083,1155,1005,596,636,436,2998,860,444,429,5394,1184,3109,904,2285,728,11709,1706,2720,767,672,445,139,139,533,458,3932,1339,1881,1008,2504,770,15352,2270,5823,1446,9529,1898,0,185,0,185,0,185,0,185,3545,1054,2863,937,495,300,187,147,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,127769,4122,55336,2432,19451,1901,8302,1393,5126,1128,3176,892,4305,922,3379,925,778,451,148,148,5739,1083,947,490,1576,626,1831,600,1385,556,1105,558,410,316,695,406,12112,1693,962,461,2242,697,1632,592,610,326,3064,871,4427,1187,1417,599,8976,1319,3160,903,5816,1130,5049,991,0,198,3276,896,1773,571,9748,1575,1879,821,5453,1218,2416,884,72433,3386,29379,2652,13210,2089,7288,1468,5922,1398,2252,700,1813,650,189,160,250,171,10989,1934,2452,893,2767,941,4379,1119,1391,730,2928,940,1898,779,1030,485,18285,2340,3322,1028,3507,1081,2820,993,687,498,4081,1120,3215,893,4160,1152,22378,2197,6676,1364,15702,1952,451,346,0,198,215,250,236,237,1940,718,429,300,1105,519,406,277,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1328201,14021,611906,10090,117631,6038,51921,4420,35197,4219,16724,2260,20885,2480,12708,1930,6699,1586,1478,537,32392,3456,8800,1692,1652,676,13335,2144,8605,1567,12433,2251,6655,1782,5778,1459,161161,7821,9684,1987,31709,3276,20819,3038,10890,1754,61194,5087,45180,4870,13394,2439,129118,7332,58197,4608,70921,5413,81119,5676,3664,987,45019,4451,32436,3430,122877,6114,29104,3325,52676,4420,41097,3581,716295,9207,222430,7171,66273,4776,36282,3420,29991,2960,10743,2332,6091,1528,2260,1396,2392,1008,79224,4705,19429,2308,4530,1279,49587,4017,5678,1369,66190,4394,39614,3497,26576,2556,220143,7565,74304,4685,16960,2265,8720,1559,8240,1601,50629,4504,40987,4807,37263,3415,233262,7638,91618,5437,141644,6483,5706,1483,1340,598,2532,912,1834,1015,34754,3828,15419,2468,12240,2332,7095,1521,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
