GEO_ID,C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,NAME,C23002A_001EA,C23002A_001MA,C23002A_002EA,C23002A_002MA,C23002A_003MA,C23002A_003EA,C23002A_004EA,C23002A_004MA,C23002A_005EA,C23002A_005MA,C23002A_006EA,C23002A_006MA,C23002A_007EA,C23002A_007MA,C23002A_008MA,C23002A_008EA,C23002A_009EA,C23002A_009MA,C23002A_010EA,C23002A_010MA,C23002A_011EA,C23002A_011MA,C23002A_012EA,C23002A_012MA,C23002A_013MA,C23002A_013EA,C23002A_014MA,C23002A_014EA,C23002A_015EA,C23002A_015MA,C23002A_016EA,C23002A_016MA,C23002A_017EA,C23002A_017MA,C23002A_018MA,C23002A_018EA,C23002A_019MA,C23002A_019EA,C23002A_020EA,C23002A_020MA,C23002A_021EA,C23002A_021MA,C23002A_022EA,C23002A_022MA,C23002A_023MA,C23002A_023EA,C23002A_024MA,C23002A_024EA,C23002A_025MA,C23002A_025EA,C23002A_026EA,C23002A_026MA,C23002A_027EA,C23002A_027MA,state
0400000US01,2715225,4506,1319305,3384,1058089,3464,808328,6885,9317,1554,799011,7298,742911,7675,56100,4495,249761,6956,261216,733,51568,2900,49939,2874,1629,453,209648,3008,1395920,3126,1063166,3044,666246,8313,736,421,665510,8332,620103,7699,45407,3508,396920,8147,332754,1158,38024,2275,36660,2215,1364,393,294730,2635,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,392525,2234,211013,1540,183480,1545,154226,2353,11910,1528,142316,2912,134555,3121,7761,1144,29254,2318,27533,535,8062,1148,7659,1111,403,272,19471,1189,181512,1491,155490,1491,113395,2813,1015,385,112380,2773,106765,2942,5615,1130,42095,2717,26022,392,6227,939,6101,931,126,153,19795,910,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4244283,16439,2092666,9702,1643119,9518,1262186,12623,11187,1422,1250999,12891,1160140,13551,90859,5356,380933,8911,449547,1617,75573,3761,71585,3602,3988,734,373974,4303,2151617,8834,1629845,8569,1073509,12196,1901,566,1071608,12168,997975,12847,73633,4121,556336,10494,521772,1570,59680,3119,57446,2965,2234,752,462092,3701,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1870849,4331,913147,2806,728794,2839,553948,5998,3018,750,550930,5998,518337,6120,32593,2677,174846,5262,184353,866,36848,2211,35988,2248,860,396,147505,2312,957702,2701,730208,2596,464321,6321,92,114,464229,6292,437560,6809,26669,2870,265887,6184,227494,738,27411,2209,27292,2218,119,105,200083,2295,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,19193517,38336,9525896,23116,7920005,22480,6236579,24621,86464,5144,6150115,24293,5659899,24475,490216,11345,1683426,17337,1605891,5505,369575,6412,348173,6125,21402,2235,1236316,8232,9667621,22766,7677199,21079,5117531,22278,10705,1596,5106826,22216,4693417,22707,413409,11150,2559668,22895,1990422,6002,282376,7427,269779,7357,12597,1439,1708046,8897,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3631427,9711,1813500,6185,1529002,6056,1265454,8766,21221,2185,1244233,9093,1177535,9355,66698,4016,263548,7728,284498,1210,70673,2761,67732,2756,2941,864,213825,2863,1817927,5774,1477984,5435,1081224,9191,2563,698,1078661,9271,1026175,9113,52486,3404,396760,8437,339943,1445,52877,2398,50849,2378,2028,658,287066,2574,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2296631,9011,1107851,5493,893486,5389,741112,6998,5994,989,735118,7118,681745,7591,53373,3794,152374,4989,214365,883,58475,2903,55208,2679,3267,851,155890,2952,1188780,5051,908669,4792,684332,6856,972,516,683360,6886,641552,7142,41808,3090,224337,6127,280111,1025,47876,2472,45399,2383,2477,702,232235,2624,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,538242,2907,259109,1990,202035,1899,160128,3117,1773,469,158355,3121,148162,3187,10193,1733,41907,2771,57074,404,13191,1267,12537,1208,654,294,43883,1293,279133,1724,209504,1709,154934,3553,298,266,154636,3535,144024,3598,10612,1884,54570,3036,69629,324,8680,1172,8470,1143,210,161,60949,1207,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,236468,2908,117641,1823,105537,1753,91786,2432,2355,557,89431,2426,87225,2346,2206,686,13751,1901,12104,486,3679,730,3612,719,67,79,8425,759,118827,1586,104553,1584,85332,2081,234,200,85098,2101,82552,2165,2546,682,19221,1947,14274,344,4325,811,4295,816,30,51,9949,834,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12703463,21841,6180691,11996,4667129,11994,3616102,19872,34608,2878,3581494,20227,3335176,21794,246318,10166,1051027,17670,1513562,2640,277764,8411,263915,8221,13849,1864,1235798,8818,6522772,13813,4694573,13018,3165476,19803,5726,1167,3159750,19816,2931038,18945,228712,8895,1529097,17490,1828199,4023,213474,6974,204738,7203,8736,1159,1614725,7028,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
