GEO_ID,B22005A_001E,B22005A_001M,B22005A_002E,B22005A_002M,B22005A_003E,B22005A_003M,NAME,B22005A_001EA,B22005A_001MA,B22005A_002EA,B22005A_002MA,B22005A_003EA,B22005A_003MA,state
0400000US01,1301024,8129,134843,5410,1166181,9772,Alabama,null,null,null,null,null,null,01
0400000US02,185661,2963,10514,1418,175147,2980,Alaska,null,null,null,null,null,null,02
0400000US04,2015686,11869,223823,7026,1791863,11516,Arizona,null,null,null,null,null,null,04
0400000US05,906193,7188,104323,4597,801870,8084,Arkansas,null,null,null,null,null,null,05
0400000US06,8501057,23835,707704,12092,7793353,25855,California,null,null,null,null,null,null,06
0400000US08,1786357,8098,136866,6562,1649491,9105,Colorado,null,null,null,null,null,null,08
0400000US09,1096451,8068,102007,4875,994444,8050,Connecticut,null,null,null,null,null,null,09
0400000US10,254714,3145,26361,2334,228353,3542,Delaware,null,null,null,null,null,null,10
0400000US11,125176,2570,1936,663,123240,2652,District of Columbia,null,null,null,null,null,null,11
0400000US12,5897961,22424,708201,13839,5189760,23866,Florida,null,null,null,null,null,null,12
0400000US13,2259369,13909,225118,7274,2034251,14730,Georgia,null,null,null,null,null,null,13
0400000US15,150317,3477,11949,1561,138368,3556,Hawaii,null,null,null,null,null,null,15
0400000US16,557416,4828,61409,3694,496007,5822,Idaho,null,null,null,null,null,null,16
0400000US17,3635551,10428,340852,7301,3294699,11783,Illinois,null,null,null,null,null,null,17
0400000US18,2158486,9183,226003,6902,1932483,10671,Indiana,null,null,null,null,null,null,18
0400000US19,1160552,5719,123660,4224,1036892,6739,Iowa,null,null,null,null,null,null,19
0400000US20,971872,5618,77445,3945,894427,5910,Kansas,null,null,null,null,null,null,20
0400000US21,1524636,7733,244535,6601,1280101,8995,Kentucky,null,null,null,null,null,null,21
0400000US22,1129510,7373,106190,5189,1023320,8583,Louisiana,null,null,null,null,null,null,22
0400000US23,529425,4737,85843,3511,443582,4789,Maine,null,null,null,null,null,null,23
0400000US24,1329132,7621,97341,4382,1231791,7880,Maryland,null,null,null,null,null,null,24
0400000US25,2122455,9300,211486,7781,1910969,9877,Massachusetts,null,null,null,null,null,null,25
0400000US26,3123350,11151,384168,8701,2739182,12657,Michigan,null,null,null,null,null,null,26
0400000US27,1887884,6743,123510,4837,1764374,7175,Minnesota,null,null,null,null,null,null,27
0400000US28,681180,6542,71084,4664,610096,6927,Mississippi,null,null,null,null,null,null,28
0400000US29,1986239,10271,208920,6556,1777319,11949,Missouri,null,null,null,null,null,null,29
0400000US30,381133,3389,37346,2656,343787,4551,Montana,null,null,null,null,null,null,30
0400000US31,675342,4357,53452,3182,621890,5560,Nebraska,null,null,null,null,null,null,31
0400000US32,745536,6437,75667,4172,669869,7478,Nevada,null,null,null,null,null,null,32
0400000US33,494366,4729,37314,3090,457052,4758,New Hampshire,null,null,null,null,null,null,33
0400000US34,2288893,10923,147254,5650,2141639,10871,New Jersey,null,null,null,null,null,null,34
0400000US35,595094,7473,78914,4051,516180,7668,New Mexico,null,null,null,null,null,null,35
0400000US36,5014859,16641,531197,11324,4483662,18278,New York,null,null,null,null,null,null,36
0400000US37,2734275,11841,269360,8054,2464915,13708,North Carolina,null,null,null,null,null,null,37
0400000US38,276848,3916,17150,1967,259698,4060,North Dakota,null,null,null,null,null,null,38
0400000US39,3846130,13901,448068,9314,3398062,13241,Ohio,null,null,null,null,null,null,39
0400000US40,1129241,5544,128452,4400,1000789,6193,Oklahoma,null,null,null,null,null,null,40
0400000US41,1358304,7548,238999,7054,1119305,8627,Oregon,null,null,null,null,null,null,41
0400000US42,4186453,12799,411355,7902,3775098,12252,Pennsylvania,null,null,null,null,null,null,42
0400000US44,347756,3837,49723,3177,298033,4662,Rhode Island,null,null,null,null,null,null,44
0400000US45,1291107,9186,109583,4870,1181524,10046,South Carolina,null,null,null,null,null,null,45
0400000US46,302264,2901,24766,2235,277498,3521,South Dakota,null,null,null,null,null,null,46
0400000US47,2008853,10453,286327,6539,1722526,11588,Tennessee,null,null,null,null,null,null,47
0400000US48,7109368,21687,811753,14380,6297615,23092,Texas,null,null,null,null,null,null,48
0400000US49,830858,5003,59026,4204,771832,5989,Utah,null,null,null,null,null,null,49
0400000US50,247618,2965,34456,2214,213162,3097,Vermont,null,null,null,null,null,null,50
0400000US51,2238669,12122,159507,7338,2079162,11730,Virginia,null,null,null,null,null,null,51
0400000US53,2213353,9940,279849,7165,1933504,10976,Washington,null,null,null,null,null,null,53
0400000US54,698621,6279,110299,4588,588322,6103,West Virginia,null,null,null,null,null,null,54
0400000US55,2069151,8019,212591,6209,1856560,8988,Wisconsin,null,null,null,null,null,null,55
0400000US56,216307,3083,12229,1710,204078,3508,Wyoming,null,null,null,null,null,null,56
0400000US72,868492,9644,324779,7509,543713,9088,Puerto Rico,null,null,null,null,null,null,72
