GEO_ID,B22005F_001E,B22005F_001M,B22005F_002E,B22005F_002M,B22005F_003E,B22005F_003M,NAME,B22005F_001MA,B22005F_001EA,B22005F_002EA,B22005F_002MA,B22005F_003EA,B22005F_003MA,state
0400000US01,15625,1780,3457,1054,12168,1725,Alabama,null,null,null,null,null,null,01
0400000US02,2602,727,305,370,2297,670,Alaska,null,null,null,null,null,null,02
0400000US04,116911,5669,31529,3380,85382,4683,Arizona,null,null,null,null,null,null,04
0400000US05,13311,1798,2822,954,10489,1684,Arkansas,null,null,null,null,null,null,05
0400000US06,1230432,15796,217825,7238,1012607,14796,California,null,null,null,null,null,null,06
0400000US08,63373,4211,11500,1844,51873,3612,Colorado,null,null,null,null,null,null,08
0400000US09,56494,3721,22914,2812,33580,3267,Connecticut,null,null,null,null,null,null,09
0400000US10,5811,1105,2160,865,3651,899,Delaware,null,null,null,null,null,null,10
0400000US11,8015,1323,1149,680,6866,1203,District of Columbia,null,null,null,null,null,null,11
0400000US12,134409,6730,35665,3176,98744,5124,Florida,null,null,null,null,null,null,12
0400000US13,69944,3896,15275,2122,54669,4005,Georgia,null,null,null,null,null,null,13
0400000US15,3932,955,666,425,3266,827,Hawaii,null,null,null,null,null,null,15
0400000US16,8388,1346,2448,750,5940,1149,Idaho,null,null,null,null,null,null,16
0400000US17,189010,5716,48612,3517,140398,5478,Illinois,null,null,null,null,null,null,17
0400000US18,40076,2918,8483,1405,31593,3023,Indiana,null,null,null,null,null,null,18
0400000US19,8767,1423,2178,745,6589,1299,Iowa,null,null,null,null,null,null,19
0400000US20,17702,1555,2567,701,15135,1548,Kansas,null,null,null,null,null,null,20
0400000US21,8689,1412,1777,627,6912,1292,Kentucky,null,null,null,null,null,null,21
0400000US22,13133,1738,1108,474,12025,1615,Louisiana,null,null,null,null,null,null,22
0400000US23,761,365,122,155,639,323,Maine,null,null,null,null,null,null,23
0400000US24,45731,2896,7311,1550,38420,3096,Maryland,null,null,null,null,null,null,24
0400000US25,86390,4605,40669,3574,45721,3723,Massachusetts,null,null,null,null,null,null,25
0400000US26,33523,2618,7248,1350,26275,2374,Michigan,null,null,null,null,null,null,26
0400000US27,21163,2199,4429,1045,16734,2055,Minnesota,null,null,null,null,null,null,27
0400000US28,6179,1403,411,251,5768,1360,Mississippi,null,null,null,null,null,null,28
0400000US29,19325,1923,3177,936,16148,1696,Missouri,null,null,null,null,null,null,29
0400000US30,761,331,90,106,671,324,Montana,null,null,null,null,null,null,30
0400000US31,7765,1101,1427,547,6338,1053,Nebraska,null,null,null,null,null,null,31
0400000US32,71450,3885,12676,1972,58774,3601,Nevada,null,null,null,null,null,null,32
0400000US33,2142,747,469,360,1673,647,New Hampshire,null,null,null,null,null,null,33
0400000US34,178051,6755,44231,3514,133820,6353,New Jersey,null,null,null,null,null,null,34
0400000US35,70130,4072,17645,2715,52485,3325,New Mexico,null,null,null,null,null,null,35
0400000US36,515934,9513,188671,5969,327263,8829,New York,null,null,null,null,null,null,36
0400000US37,82878,4537,19775,2368,63103,4197,North Carolina,null,null,null,null,null,null,37
0400000US38,1675,696,179,161,1496,694,North Dakota,null,null,null,null,null,null,38
0400000US39,28044,2699,7247,1302,20797,2460,Ohio,null,null,null,null,null,null,39
0400000US40,26561,1691,4654,964,21907,1560,Oklahoma,null,null,null,null,null,null,40
0400000US41,35586,3255,12555,2117,23031,2823,Oregon,null,null,null,null,null,null,41
0400000US42,65000,4702,27351,2914,37649,3324,Pennsylvania,null,null,null,null,null,null,42
0400000US44,18871,1618,8573,1491,10298,1472,Rhode Island,null,null,null,null,null,null,44
0400000US45,18466,2600,5240,1627,13226,2167,South Carolina,null,null,null,null,null,null,45
0400000US46,1776,808,766,652,1010,500,South Dakota,null,null,null,null,null,null,46
0400000US47,25142,2447,8417,1420,16725,1919,Tennessee,null,null,null,null,null,null,47
0400000US48,421018,10917,84683,4957,336335,10393,Texas,null,null,null,null,null,null,48
0400000US49,32497,2258,6768,1507,25729,2319,Utah,null,null,null,null,null,null,49
0400000US50,324,179,75,101,249,134,Vermont,null,null,null,null,null,null,50
0400000US51,44315,3964,6449,1295,37866,3873,Virginia,null,null,null,null,null,null,51
0400000US53,65442,4232,17196,2321,48246,3972,Washington,null,null,null,null,null,null,53
0400000US54,674,401,316,253,358,316,West Virginia,null,null,null,null,null,null,54
0400000US55,27445,2162,10877,1413,16568,1663,Wisconsin,null,null,null,null,null,null,55
0400000US56,3942,913,841,488,3101,874,Wyoming,null,null,null,null,null,null,56
0400000US72,167012,6299,74599,3868,92413,4610,Puerto Rico,null,null,null,null,null,null,72
