GEO_ID,B17001G_001E,B17001G_001M,B17001G_002E,B17001G_002M,B17001G_003E,B17001G_003M,B17001G_004E,B17001G_004M,B17001G_005E,B17001G_005M,B17001G_006E,B17001G_006M,B17001G_007E,B17001G_007M,B17001G_008E,B17001G_008M,B17001G_009E,B17001G_009M,B17001G_010E,B17001G_010M,B17001G_011E,B17001G_011M,B17001G_012E,B17001G_012M,B17001G_013E,B17001G_013M,B17001G_014E,B17001G_014M,B17001G_015E,B17001G_015M,B17001G_016E,B17001G_016M,B17001G_017E,B17001G_017M,B17001G_018E,B17001G_018M,B17001G_019E,B17001G_019M,B17001G_020E,B17001G_020M,B17001G_021E,B17001G_021M,B17001G_022E,B17001G_022M,B17001G_023E,B17001G_023M,B17001G_024E,B17001G_024M,B17001G_025E,B17001G_025M,B17001G_026E,B17001G_026M,B17001G_027E,B17001G_027M,B17001G_028E,B17001G_028M,B17001G_029E,B17001G_029M,B17001G_030E,B17001G_030M,B17001G_031E,B17001G_031M,B17001G_032E,B17001G_032M,B17001G_033E,B17001G_033M,B17001G_034E,B17001G_034M,B17001G_035E,B17001G_035M,B17001G_036E,B17001G_036M,B17001G_037E,B17001G_037M,B17001G_038E,B17001G_038M,B17001G_039E,B17001G_039M,B17001G_040E,B17001G_040M,B17001G_041E,B17001G_041M,B17001G_042E,B17001G_042M,B17001G_043E,B17001G_043M,B17001G_044E,B17001G_044M,B17001G_045E,B17001G_045M,B17001G_046E,B17001G_046M,B17001G_047E,B17001G_047M,B17001G_048E,B17001G_048M,B17001G_049E,B17001G_049M,B17001G_050E,B17001G_050M,B17001G_051E,B17001G_051M,B17001G_052E,B17001G_052M,B17001G_053E,B17001G_053M,B17001G_054E,B17001G_054M,B17001G_055E,B17001G_055M,B17001G_056E,B17001G_056M,B17001G_057E,B17001G_057M,B17001G_058E,B17001G_058M,B17001G_059E,B17001G_059M,NAME,B17001G_001MA,B17001G_001EA,B17001G_002EA,B17001G_002MA,B17001G_003EA,B17001G_003MA,B17001G_004EA,B17001G_004MA,B17001G_005MA,B17001G_005EA,B17001G_006MA,B17001G_006EA,B17001G_007MA,B17001G_007EA,B17001G_008EA,B17001G_008MA,B17001G_009EA,B17001G_009MA,B17001G_010MA,B17001G_010EA,B17001G_011EA,B17001G_011MA,B17001G_012MA,B17001G_012EA,B17001G_013EA,B17001G_013MA,B17001G_014EA,B17001G_014MA,B17001G_015EA,B17001G_015MA,B17001G_016MA,B17001G_016EA,B17001G_017EA,B17001G_017MA,B17001G_018MA,B17001G_018EA,B17001G_019EA,B17001G_019MA,B17001G_020MA,B17001G_020EA,B17001G_021MA,B17001G_021EA,B17001G_022MA,B17001G_022EA,B17001G_023MA,B17001G_023EA,B17001G_024MA,B17001G_024EA,B17001G_025MA,B17001G_025EA,B17001G_026EA,B17001G_026MA,B17001G_027MA,B17001G_027EA,B17001G_028EA,B17001G_028MA,B17001G_029MA,B17001G_029EA,B17001G_030EA,B17001G_030MA,B17001G_031EA,B17001G_031MA,B17001G_032MA,B17001G_032EA,B17001G_033MA,B17001G_033EA,B17001G_034MA,B17001G_034EA,B17001G_035EA,B17001G_035MA,B17001G_036EA,B17001G_036MA,B17001G_037EA,B17001G_037MA,B17001G_038MA,B17001G_038EA,B17001G_039EA,B17001G_039MA,B17001G_040MA,B17001G_040EA,B17001G_041EA,B17001G_041MA,B17001G_042EA,B17001G_042MA,B17001G_043MA,B17001G_043EA,B17001G_044MA,B17001G_044EA,B17001G_045MA,B17001G_045EA,B17001G_046EA,B17001G_046MA,B17001G_047EA,B17001G_047MA,B17001G_048EA,B17001G_048MA,B17001G_049MA,B17001G_049EA,B17001G_050EA,B17001G_050MA,B17001G_051MA,B17001G_051EA,B17001G_052EA,B17001G_052MA,B17001G_053EA,B17001G_053MA,B17001G_054MA,B17001G_054EA,B17001G_055EA,B17001G_055MA,B17001G_056MA,B17001G_056EA,B17001G_057EA,B17001G_057MA,B17001G_058EA,B17001G_058MA,B17001G_059EA,B17001G_059MA,state
0400000US01,83182,6381,23244,3953,10817,2096,2661,797,335,234,2436,988,490,361,841,469,312,262,1266,729,777,527,486,311,670,361,398,210,102,120,43,73,12427,2377,2126,814,1217,721,2637,1005,895,582,257,267,484,384,1273,552,645,426,1023,528,597,395,968,364,175,156,130,163,59938,5267,29098,2960,3472,889,819,361,5285,1416,2097,717,812,503,464,339,3331,1155,3017,914,2813,784,1582,579,2717,749,1666,683,1023,471,30840,3742,2682,906,1254,531,4691,1361,3682,1258,774,398,985,550,2952,1089,3176,865,2976,782,2649,790,2080,659,1868,558,1071,455,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,60291,4158,8073,2226,3811,1215,778,355,221,205,980,733,44,66,69,110,84,92,544,497,578,319,115,103,119,103,265,233,14,25,0,145,4262,1272,652,347,176,252,436,304,468,323,311,389,321,327,549,330,771,440,168,221,205,160,205,234,0,145,0,145,52218,4126,26423,2334,4317,808,968,514,4248,1021,2166,967,374,244,1011,512,3985,1075,3503,793,2300,709,1164,477,1396,450,765,382,226,129,25795,2825,3223,929,810,466,4729,960,1763,509,639,523,1011,463,2895,776,4115,963,2708,713,1662,571,1621,559,419,176,200,108,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,217836,11083,40753,4859,19905,2961,4355,1547,609,375,3101,910,1716,619,564,317,1205,549,2657,894,1625,741,1462,645,1229,525,1036,398,234,183,112,159,20848,2622,3552,1049,535,293,3494,868,1504,732,359,243,359,236,4665,1316,2230,796,1558,638,846,425,577,268,697,326,472,306,177083,9804,87650,6141,13265,2152,2252,774,14095,1945,5323,1055,2498,770,4852,1063,9037,1729,11585,1948,10144,2025,5679,1193,4643,1034,2939,665,1338,477,89433,5539,12597,1880,2727,872,15359,1855,6389,1442,2354,848,4739,1124,9460,1864,11360,1585,9581,1703,6306,1231,4473,815,2792,783,1296,402,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,63223,5642,17343,3526,7656,1832,1471,812,594,442,1333,585,469,395,79,136,370,334,1508,776,334,310,717,483,560,405,141,134,0,190,80,121,9687,2304,2518,1086,165,178,590,365,529,357,363,356,638,521,2078,1010,441,374,1260,622,360,357,366,255,248,217,131,104,45880,3775,21630,2650,2306,674,529,292,2261,666,1385,451,535,394,1223,499,2756,1162,2064,702,1944,725,2343,732,2050,582,1531,693,703,393,24250,2493,3043,845,428,302,3562,828,1112,451,497,377,1955,806,2438,887,2713,835,2610,710,1786,497,1964,613,1745,604,397,316,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1730552,28089,269149,15670,125952,7963,19020,2860,5125,1154,22292,3245,8135,1829,2885,902,4822,1233,19871,2342,11955,1867,11592,2125,9442,1574,6414,1163,2965,896,1434,412,143197,9373,19248,2937,3047,920,18745,3052,7749,1530,2626,763,6862,1471,25743,3047,19042,2520,13292,1836,11204,1883,8509,1436,4218,896,2912,631,1461403,27854,724330,16100,103270,5799,20501,2096,106969,6539,47654,3386,15947,1979,25533,2077,86821,5250,108476,6357,74434,4103,60320,4148,42653,3233,21850,2060,9902,1206,737073,17743,100754,5843,15834,1974,104248,6270,50424,3726,15878,1911,31738,2789,78424,4799,104059,6125,78524,4043,63200,3904,48992,3136,26005,1963,18993,2039,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,177995,9473,27284,3253,12107,2000,1480,567,349,263,1883,589,1625,777,396,317,232,203,2321,660,1540,714,983,584,505,314,583,351,136,126,74,99,15177,2102,1301,708,962,742,2048,695,834,435,686,494,700,408,3005,960,1911,685,876,427,928,363,1282,642,246,273,398,222,150711,8573,74413,5014,10577,1436,2018,669,10765,1515,4496,1009,1820,683,2991,765,8584,1532,12165,1873,8404,1618,5201,818,3918,873,2164,760,1310,509,76298,5137,10940,1715,2335,888,9623,1422,4757,986,1324,582,3758,978,8739,1479,12813,1654,7665,1317,6278,1101,4916,992,2205,569,945,354,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,97553,7563,17347,3726,6892,1431,1126,529,278,218,1607,563,599,389,345,240,253,212,797,512,143,151,385,294,502,350,624,437,207,196,26,44,10455,3014,1945,856,345,288,1962,876,1077,601,180,166,506,321,629,436,1272,591,1160,554,526,292,501,394,326,226,26,46,80206,6739,40713,4191,6027,1376,1311,557,6173,1131,3273,881,1413,696,1403,481,4866,1306,4848,1380,4323,1250,3295,1046,1807,451,1418,730,556,406,39493,3597,6425,1352,1573,703,6972,1694,2430,573,885,458,1367,626,3590,974,5552,1349,4160,1038,2862,802,2128,655,1012,420,537,338,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22833,3210,4504,1291,2175,883,358,324,172,145,576,465,173,140,0,185,83,108,240,240,340,388,0,185,99,163,22,36,71,121,41,69,2329,805,274,218,50,83,779,537,268,262,30,51,30,51,292,218,351,267,48,73,169,151,0,185,12,25,26,46,18329,2753,9334,1644,1819,735,450,357,1581,557,1288,663,222,238,487,368,1551,761,344,280,430,324,220,170,449,423,439,366,54,76,8995,1804,2178,762,236,268,1602,631,466,254,252,228,367,306,1016,481,938,564,823,423,499,310,369,233,249,176,0,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,461822,19985,89117,8200,43911,5295,8986,1911,1147,570,8349,2141,3659,1243,1349,729,2091,868,5760,1280,4684,1209,1449,691,2882,1002,1965,667,1126,479,464,272,45206,4883,6694,1565,1611,672,7796,1928,3382,1092,917,488,1661,749,5663,1432,5461,1367,4151,962,3094,930,2917,671,1230,507,629,336,372705,17360,182683,9927,26193,3302,5161,1255,30493,3470,10557,1875,4338,1059,7078,1337,20805,3043,24885,3574,18571,2583,13572,1904,10346,1687,7323,1263,3361,812,190022,10852,26278,3952,5227,1736,27437,3186,13704,2577,4461,1209,7931,1485,20640,2891,22999,3425,20141,2379,16299,1970,13700,2078,6412,1158,4793,802,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
