GEO_ID,C27016_001E,C27016_001M,C27016_002E,C27016_002M,C27016_003E,C27016_003M,C27016_004E,C27016_004M,C27016_005E,C27016_005M,C27016_006E,C27016_006M,C27016_007E,C27016_007M,C27016_008E,C27016_008M,C27016_009E,C27016_009M,C27016_010E,C27016_010M,C27016_011E,C27016_011M,C27016_012E,C27016_012M,C27016_013E,C27016_013M,C27016_014E,C27016_014M,C27016_015E,C27016_015M,C27016_016E,C27016_016M,C27016_017E,C27016_017M,C27016_018E,C27016_018M,C27016_019E,C27016_019M,C27016_020E,C27016_020M,C27016_021E,C27016_021M,C27016_022E,C27016_022M,C27016_023E,C27016_023M,C27016_024E,C27016_024M,C27016_025E,C27016_025M,C27016_026E,C27016_026M,C27016_027E,C27016_027M,C27016_028E,C27016_028M,C27016_029E,C27016_029M,C27016_030E,C27016_030M,C27016_031E,C27016_031M,C27016_032E,C27016_032M,C27016_033E,C27016_033M,C27016_034E,C27016_034M,C27016_035E,C27016_035M,C27016_036E,C27016_036M,C27016_037E,C27016_037M,C27016_038E,C27016_038M,C27016_039E,C27016_039M,C27016_040E,C27016_040M,C27016_041E,C27016_041M,NAME,C27016_001EA,C27016_001MA,C27016_002EA,C27016_002MA,C27016_003MA,C27016_003EA,C27016_004MA,C27016_004EA,C27016_005EA,C27016_005MA,C27016_006EA,C27016_006MA,C27016_007EA,C27016_007MA,C27016_008MA,C27016_008EA,C27016_009MA,C27016_009EA,C27016_010EA,C27016_010MA,C27016_011EA,C27016_011MA,C27016_012EA,C27016_012MA,C27016_013EA,C27016_013MA,C27016_014MA,C27016_014EA,C27016_015MA,C27016_015EA,C27016_016EA,C27016_016MA,C27016_017EA,C27016_017MA,C27016_018EA,C27016_018MA,C27016_019EA,C27016_019MA,C27016_020EA,C27016_020MA,C27016_021EA,C27016_021MA,C27016_022EA,C27016_022MA,C27016_023EA,C27016_023MA,C27016_024EA,C27016_024MA,C27016_025MA,C27016_025EA,C27016_026MA,C27016_026EA,C27016_027EA,C27016_027MA,C27016_028EA,C27016_028MA,C27016_029EA,C27016_029MA,C27016_030MA,C27016_030EA,C27016_031EA,C27016_031MA,C27016_032EA,C27016_032MA,C27016_033EA,C27016_033MA,C27016_034EA,C27016_034MA,C27016_035EA,C27016_035MA,C27016_036MA,C27016_036EA,C27016_037MA,C27016_037EA,C27016_038MA,C27016_038EA,C27016_039EA,C27016_039MA,C27016_040EA,C27016_040MA,C27016_041MA,C27016_041EA,state
0400000US01,4716397,3470,1309309,29019,417231,13101,396631,12974,20600,3608,741218,18023,461652,10310,279566,13087,150860,5008,148979,4881,1881,760,598005,22947,140591,9808,134018,9546,6573,1910,346339,13505,261153,11140,85186,6299,111075,5781,110281,5790,794,446,1447788,27352,309897,11897,298507,11819,11390,2852,891238,18800,771091,17773,120147,8138,246653,6021,245661,5987,992,613,1361295,22171,224818,8323,222097,8561,2721,926,919896,16693,875639,16827,44257,3561,216581,6513,216401,6496,180,197,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,706055,1836,121088,8227,40601,4786,35545,4369,5056,1551,72624,4849,42614,3271,30010,3032,7863,1431,7186,1379,677,430,63733,5291,20728,2832,18409,2745,2319,664,36010,3122,23437,2604,12573,2310,6995,1153,6906,1159,89,88,198045,9509,60041,4908,51755,4449,8286,2017,120425,6050,87010,5342,33415,3317,17579,1758,16994,1730,585,457,323189,8283,61128,3956,56102,3947,5026,1252,225480,5821,202278,5949,23202,2400,36581,2015,36194,2004,387,349,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6560899,3999,1732396,30783,578685,14240,506014,15020,72671,5857,973394,20275,667178,16631,306216,12400,180317,6048,173036,5902,7281,1521,812811,23830,225440,11626,188222,10317,37218,4739,453333,14650,318789,12156,134544,8335,134038,5012,132645,4936,1393,636,2011632,32338,455425,13509,415788,13181,39637,3866,1189708,21813,988089,18762,201619,9756,366499,8205,364617,7982,1882,809,2004060,26576,332228,9915,321642,9977,10586,2277,1294680,18043,1211303,17359,83377,6266,377152,8026,374620,7753,2532,1583,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2879848,1971,809982,20264,256697,8771,245409,8517,11288,2801,457601,13877,319924,10653,137677,8443,95684,4232,94798,4267,886,630,421184,16183,113513,6595,106544,6521,6969,1757,234970,10416,176898,9006,58072,5333,72701,4494,72517,4490,184,160,918453,20683,203184,8789,189746,8607,13438,2688,561435,15590,478317,13825,83118,6169,153834,5519,153467,5586,367,270,730229,19772,122317,7460,120372,7407,1945,721,481801,13307,455178,12978,26623,3763,126111,6092,126032,6105,79,132,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37984821,9218,9233726,71281,2951919,36636,2740406,37012,211513,12510,5373824,41366,3737422,32350,1636402,29033,907983,14515,878223,14258,29760,3240,4482095,61247,1196137,26252,1103289,26764,92848,8604,2712418,37969,1920975,31689,791443,19081,573540,13013,559363,12704,14177,2650,10305061,79569,2342476,33909,2215360,33970,127116,7570,6557979,49341,5361910,42877,1196069,20549,1404606,18387,1385397,18727,19209,2624,13963939,78086,2524017,26501,2468274,25782,55743,4591,9428236,53243,8868325,46282,559911,16404,2011686,19927,1998643,19360,13043,2259,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5217407,2951,965760,25400,299437,11546,278328,11974,21109,3157,574710,14766,430954,13068,143756,8120,91613,4349,90165,4348,1448,641,548005,18974,155157,9775,139355,8766,15802,3426,320477,11215,235865,9256,84612,6449,72371,4280,70954,4197,1417,696,1566410,26474,376106,12006,352864,11727,23242,4017,977500,17509,815233,15505,162267,8652,212804,7184,210834,6898,1970,900,2137232,28027,400039,11257,390798,11083,9241,1877,1449701,18653,1375358,18543,74343,5618,287492,5953,285725,5857,1767,747,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3480470,2173,536298,16159,162663,7882,155839,7758,6824,2251,306584,9671,251852,8844,54732,5047,67051,3852,65714,3787,1337,606,312465,15443,80370,7010,74617,6898,5753,1741,174179,9842,136222,8759,37957,4664,57916,3381,57365,3280,551,509,856471,22025,184801,8362,177348,8265,7453,1903,514191,14590,447127,13044,67064,5682,157479,5525,156354,5501,1125,608,1775236,21238,336586,8752,328602,8422,7984,2652,1187571,15003,1136549,14098,51022,5316,251079,4805,249792,4888,1287,637,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907185,1427,160070,9578,49831,5577,44849,4986,4982,2024,90521,5233,74696,5037,15825,2213,19718,2240,19523,2200,195,314,89340,8548,26147,4149,24646,4075,1501,783,47546,4857,35877,3965,11669,1969,15647,1813,15647,1813,0,185,279020,10803,60862,4643,57540,4780,3322,1194,166427,7173,146457,6746,19970,2757,51731,3788,51529,3763,202,190,378755,12440,63534,4383,61947,4420,1587,837,252591,8901,240874,8905,11717,2276,62630,3471,62560,3477,70,116,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,622480,737,145968,8432,38487,4038,37709,4050,778,530,92116,5464,84989,5392,7127,2038,15365,1736,14578,1635,787,620,50496,5637,11394,2437,10662,2388,732,598,32105,4005,28152,3584,3953,1388,6997,1263,6997,1263,0,198,131311,8743,22064,3351,21865,3362,199,192,94586,6220,83454,5907,11132,2184,14661,1845,14599,1809,62,102,294705,9023,41178,3366,40740,3298,438,545,218570,6685,211195,6387,7375,2057,34957,2124,34957,2124,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19434036,6973,4816271,59706,1390011,27880,1243682,27599,146329,10165,2732494,36127,1618775,28653,1113719,23674,693766,13936,670240,13934,23526,3217,2562638,43466,597026,18031,514473,17514,82553,7543,1463868,30425,950945,20920,512923,21000,501744,12887,493761,12974,7983,2106,6143201,71291,1142091,24949,1031138,22492,110953,8718,3756841,47558,2898249,38755,858592,24109,1244269,18014,1229780,17741,14489,2622,5911926,63826,857183,22381,827524,21838,29659,4565,3771023,41573,3449560,38484,321463,13844,1283720,15871,1275436,16124,8284,1712,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
