GEO_ID,B19001A_001E,B19001A_001M,B19001A_002E,B19001A_002M,B19001A_003E,B19001A_003M,B19001A_004E,B19001A_004M,B19001A_005E,B19001A_005M,B19001A_006E,B19001A_006M,B19001A_007E,B19001A_007M,B19001A_008E,B19001A_008M,B19001A_009E,B19001A_009M,B19001A_010E,B19001A_010M,B19001A_011E,B19001A_011M,B19001A_012E,B19001A_012M,B19001A_013E,B19001A_013M,B19001A_014E,B19001A_014M,B19001A_015E,B19001A_015M,B19001A_016E,B19001A_016M,B19001A_017E,B19001A_017M,NAME,B19001A_001EA,B19001A_001MA,B19001A_002EA,B19001A_002MA,B19001A_003MA,B19001A_003EA,B19001A_004MA,B19001A_004EA,B19001A_005EA,B19001A_005MA,B19001A_006EA,B19001A_006MA,B19001A_007EA,B19001A_007MA,B19001A_008EA,B19001A_008MA,B19001A_009MA,B19001A_009EA,B19001A_010MA,B19001A_010EA,B19001A_011EA,B19001A_011MA,B19001A_012EA,B19001A_012MA,B19001A_013EA,B19001A_013MA,B19001A_014MA,B19001A_014EA,B19001A_015MA,B19001A_015EA,B19001A_016EA,B19001A_016MA,B19001A_017MA,B19001A_017EA,state
0400000US15,150317,3477,9413,1454,4786,928,5393,1097,4420,991,5427,1046,5198,964,5416,1155,7347,1409,5395,1018,11645,1570,16925,2155,21523,1906,14938,1692,9861,1447,11672,1644,10958,1335,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,557416,4828,38695,3776,29014,2840,30928,2820,33549,3228,30206,3134,37021,3378,29197,2787,31306,2875,26287,2129,48936,3301,61339,3932,66900,4489,38070,3272,21086,2872,17018,1860,17864,2495,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3635551,10428,195717,6191,144050,5122,161045,6064,170639,5098,150368,4801,170483,5487,155494,4799,156416,5563,145737,4928,289537,6677,379097,9631,487056,9654,353681,7464,204631,7339,233020,7321,238580,5902,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2158486,9183,122553,5650,101482,4632,118855,4873,114993,5188,116504,5260,124722,4841,111294,4492,118536,5346,104205,4367,199173,5794,244404,6601,281825,6840,167989,5597,91538,4234,75364,4554,65049,3182,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1160552,5719,62818,3459,57230,3413,60813,3077,62658,2960,56388,2598,58494,2996,57793,3448,62148,2884,47182,2696,104336,4469,131049,4319,158910,5015,99073,3866,53121,3457,48684,3381,39855,2333,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,971872,5618,54528,3458,46327,2897,46426,2486,51579,3565,50088,3019,54730,2970,48165,3288,47394,3328,42413,2758,83945,3785,109282,3762,128536,4188,78929,3859,46516,2585,41295,2933,41719,2583,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1524636,7733,142045,5511,101984,4046,93602,4706,95153,4316,85993,3921,83551,4014,81949,4323,77757,3865,65768,3860,129141,4402,147686,5719,168505,5601,106185,4607,55676,3208,48405,3449,41236,2592,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129510,7373,77989,4770,56667,3350,58822,4505,60577,3665,55192,3871,58186,3665,50537,2896,54106,3218,49299,3444,86166,4059,111027,5576,135966,6166,102511,5787,60067,4006,59084,3282,53314,3308,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,529425,4737,36496,2639,34893,2908,28712,2226,28923,2383,28619,2348,32569,2577,24801,2059,25209,2346,24012,2024,47253,3216,53107,2914,68177,3325,39151,2559,21000,2097,19251,2081,17252,2032,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1329132,7621,53040,3157,38079,2895,36923,2357,44874,3394,42118,2962,45088,2957,40752,3429,45717,3018,42829,2614,89334,4089,131436,6080,180095,6047,146802,5187,108151,4844,137864,5030,146030,4321,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2122455,9300,108087,4812,96655,4801,88632,4888,85976,4682,74172,4160,82105,4665,67406,3800,71958,3986,68364,3978,142642,5617,189698,5293,270490,6920,217869,5896,160327,5191,186424,5853,211650,5686,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3123350,11151,186492,5981,146985,4359,161530,5840,170995,4970,161835,5009,173530,5190,156090,5590,160979,5370,141490,5098,266496,6871,342527,8148,393820,7908,255910,5779,146430,5127,137626,4724,120615,4484,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1887884,6743,81341,3389,75920,3563,75315,3599,81926,3493,81076,3594,82098,3413,83234,3868,82467,3425,76195,3222,154957,5793,210153,5246,271431,5848,188520,4845,118690,4307,113011,3751,111550,3826,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,681180,6542,50464,3977,39024,2961,40687,3159,40724,3389,36438,2904,37852,2866,36766,3603,37945,3138,28322,2887,55893,4190,69289,3942,83895,3738,52105,4040,28356,2735,23208,2152,20212,2215,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1986239,10271,135559,5875,100962,4251,103205,4444,110624,4287,109641,4408,115046,5611,104404,4367,98805,4497,86765,4673,174222,4888,213644,6101,250840,7358,148744,5730,87623,4167,79136,3492,67019,2935,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,381133,3389,25268,2820,24500,2330,21206,2115,21996,1885,22584,2078,23365,2266,22208,2286,20651,2283,16333,1501,32366,2401,40175,2512,43040,2684,28435,2392,13846,1496,12462,1555,12698,1399,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,675342,4357,34397,2518,31142,2494,33325,2169,36995,2477,34838,2130,35563,2336,34656,2695,32049,2066,31077,2558,63520,3298,75412,2845,90859,3469,60728,3089,29704,1800,28296,1945,22781,1859,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,745536,6437,41899,2874,34856,2808,35910,3019,43686,3277,35689,2786,40662,2920,38427,3052,36652,2924,33603,2588,64338,3862,85602,3885,99052,4341,61585,3838,34619,2433,31055,2549,27901,2211,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,494366,4729,18186,2257,21407,2376,18870,1862,19911,2151,20921,2235,23586,2633,19341,2109,21044,1918,18942,1933,39147,2663,52108,3289,68927,3546,52212,2933,31742,2495,36328,2709,31694,2237,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2288893,10923,101333,4620,72740,3973,83970,3887,90746,3886,80890,4496,81465,4307,73200,3783,85690,4618,70836,4190,153358,6082,212272,6766,289074,7937,246655,6864,165013,5612,216785,6649,264866,6670,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,595094,7473,53504,4046,36418,2914,33894,2791,37030,3378,30393,2424,28489,2607,30820,2765,30684,2982,26272,2193,45248,3331,56762,3651,72616,3859,44551,3401,24121,2115,24221,2397,20071,2013,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5014859,16641,296499,8381,224593,6392,217703,7878,219157,7285,208318,7051,207561,5813,189496,5689,199709,7093,173061,4794,343965,7438,492500,9369,628728,12009,485844,10079,310360,8660,360146,8337,457219,9319,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2734275,11841,168346,5871,145565,5540,140985,6961,153970,5675,148830,5816,154585,6056,137675,5552,138863,6095,129423,5821,228414,7134,277195,8290,341372,8248,213301,6482,119565,5238,117156,5656,119030,4771,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,276848,3916,13684,1773,11627,1356,11216,1493,11345,1582,13206,1694,14043,1580,12191,1597,12723,1328,12574,1886,21047,2124,32153,2581,40365,2237,25495,2398,15834,1669,14146,1928,15199,1725,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3846130,13901,240914,6996,184924,6350,205949,6411,212489,6382,200561,5808,208446,5616,191803,6049,193677,5813,174171,6433,334403,7163,412335,8000,490067,10762,311824,8161,177634,5260,164146,5854,142787,5667,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1129241,5544,75779,3490,64181,3328,62938,2800,63727,2986,62202,2991,63577,3308,57265,2757,55218,2720,49426,2582,99011,3120,122279,4337,136210,4318,84454,3646,45168,2499,43821,2488,43985,2585,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1358304,7548,91618,5497,72858,4472,74576,3761,70366,3900,68491,4434,71898,3825,71481,4252,69411,3911,60280,4009,112381,4748,142942,5765,169809,6489,111385,5053,58440,3235,58717,3129,53651,2732,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4186453,12799,233699,6591,199534,6409,213420,5407,213998,7269,198498,6472,210579,6560,196399,5960,197756,5993,175805,5900,343541,8203,452280,8037,548876,8311,368496,7994,214445,5145,216809,5019,202318,6099,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,347756,3837,25137,2850,17894,2050,15630,1979,16636,2111,13592,1523,16818,1752,15917,2246,15474,2105,11646,1559,26151,2488,33157,2216,43934,2918,31934,2849,20683,1832,20583,1856,22570,1642,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1291107,9186,74530,3902,68522,4482,68027,4559,74686,4736,70041,3989,66303,4258,68323,4205,65866,3502,61475,3494,107823,4834,139252,5119,166120,5130,96940,4751,59708,3842,54082,3207,49409,3184,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,302264,2901,16818,1707,16456,1839,14163,1660,15477,1747,17095,1791,17204,1800,15793,1782,14758,1711,14272,1471,24965,1914,34773,2193,43019,2569,25386,1989,12601,1353,9281,1491,10203,1274,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2008853,10453,154669,6108,117161,5301,114646,5682,128598,5094,110832,4755,110030,4981,108151,5263,105704,5184,88069,4933,166838,6584,206484,7906,231581,7142,140221,5006,79619,4069,71429,4303,74821,3559,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7109368,21687,455768,10535,341646,10012,359054,10461,364957,10059,341602,8549,357367,8436,336895,9923,322497,9173,287385,9804,572211,12397,706335,13935,867951,13707,614926,10782,363272,10365,385737,9119,431765,8797,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,830858,5003,38087,2949,29274,2515,28950,2544,39103,2655,34288,2880,39620,3177,37836,2675,36502,2714,32280,2748,80834,3267,101195,4003,127846,4009,80718,3874,44444,2495,41781,2729,38100,2529,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,247618,2965,14839,1680,13534,1448,12713,1390,12259,1345,12194,1329,13639,1633,10517,1226,12535,1496,11334,1240,20197,1693,28274,2127,34065,1995,21610,1878,11020,1277,10292,1126,8596,1119,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2238669,12122,103319,4062,85670,4975,78175,3898,89090,4889,85379,4286,85648,4032,88814,4179,91333,4645,83115,4769,170943,6688,223393,7069,299650,7922,223915,6546,155630,5602,167872,5249,206723,5693,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2213353,9940,122701,5351,88849,4401,92177,4999,96256,4817,90105,4838,103472,5058,96065,4356,99642,4528,89844,4711,175079,5985,246509,6914,296908,9222,219405,7126,124354,4854,141159,5864,130828,5125,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,698621,6279,66606,4442,46641,2646,51307,3619,49495,3411,41508,3133,42228,2937,38687,2897,34215,2401,32925,2903,59400,3518,69766,3188,72116,3961,40944,2987,21128,2038,18339,1735,13316,1629,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2069151,8019,100827,4532,90100,4414,105050,3991,109102,3782,104160,4226,109080,4233,103324,3972,105805,4059,98178,3817,179375,4824,235515,5429,287073,5772,187627,5823,95307,4348,87846,4057,70782,3034,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,216307,3083,10209,1428,8682,1469,10919,1803,11685,1680,10242,1806,11362,1769,8022,1250,11906,1982,9838,1567,16607,2252,23752,2627,30050,2636,23800,2146,11961,1549,10102,1660,7170,1268,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,868492,9644,253526,6617,104973,5325,84513,4532,70264,3822,57574,3832,48702,3200,38123,2848,32491,3116,24213,2606,41690,3502,44209,3214,27979,2411,17716,2061,7199,1349,7042,1120,8278,1168,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
