GEO_ID,C16007_001E,C16007_001M,C16007_002E,C16007_002M,C16007_003E,C16007_003M,C16007_004E,C16007_004M,C16007_005E,C16007_005M,C16007_006E,C16007_006M,C16007_007E,C16007_007M,C16007_008E,C16007_008M,C16007_009E,C16007_009M,C16007_010E,C16007_010M,C16007_011E,C16007_011M,C16007_012E,C16007_012M,C16007_013E,C16007_013M,NAME,C16007_001MA,C16007_001EA,C16007_002MA,C16007_002EA,C16007_003EA,C16007_003MA,C16007_004EA,C16007_004MA,C16007_005EA,C16007_005MA,C16007_006EA,C16007_006MA,C16007_007MA,C16007_007EA,C16007_008EA,C16007_008MA,C16007_009EA,C16007_009MA,C16007_010EA,C16007_010MA,C16007_011EA,C16007_011MA,C16007_012MA,C16007_012EA,C16007_013MA,C16007_013EA,state
0400000US01,4558217,2782,817440,3350,773239,4382,34690,2916,9511,1529,2994265,3280,2833281,6785,101311,5204,59673,4223,746512,2631,729212,2805,6688,1526,10612,1573,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683324,986,133361,1184,113673,3009,2494,1030,17194,2359,480064,1374,397355,4149,18307,1922,64402,3336,69899,1172,58731,1395,1533,438,9635,935,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6298821,1394,1189408,1571,852351,8574,288568,7590,48489,3973,4038656,2065,2854980,15467,893891,12174,289785,9506,1070757,1582,893777,3990,116208,2523,60772,3107,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2775973,2624,515744,3120,466604,3906,40121,3270,9019,1853,1795217,2962,1664029,5247,95808,4270,35380,3120,465012,2183,454220,2101,5094,1332,5698,1078,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36290808,2542,6639887,2642,3722108,26164,2292664,22770,625115,11810,24660829,4058,13413279,39384,7332514,27902,3915036,26691,4990092,3267,3226121,13452,812115,8463,951856,10376,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5023808,2144,915087,2257,726404,7374,150691,6373,37992,3168,3429149,2314,2835343,12559,401336,9143,192470,7263,679572,1928,595615,3602,48935,2014,35022,2703,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3407815,964,586014,1141,465330,5579,76830,4493,43854,3878,2266273,1466,1732922,11048,285892,5911,247459,9751,555528,1349,467011,3916,26657,1450,61860,3740,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879604,228,147832,596,126375,1880,15180,1556,6277,1178,578013,857,496387,4657,42795,2240,38831,4259,153759,750,142788,1254,2929,589,8042,1388,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,616130,6,72267,4,58106,1914,7940,1255,6221,1527,469398,229,381770,4454,41416,3012,46212,3554,74465,229,66344,1196,3561,476,4560,1036,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18815725,3345,2976451,3914,2141944,15662,651150,12576,183357,8623,12048320,4691,8313216,27783,2775261,16796,959843,22394,3790954,4204,3038855,10590,507509,5635,244590,8985,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9442904,3708,1836982,4152,1554065,9536,204158,7997,78759,6028,6357052,3871,5428544,14155,525919,9892,402589,13067,1248870,3267,1176531,3787,24803,2084,47536,2953,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1328554,275,217347,544,175281,3917,3649,1148,38417,3670,883146,896,657162,7732,19901,2626,206083,7381,228061,859,161646,3061,1364,641,65051,3141,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1522757,1716,319558,1971,281100,3657,31595,3246,6863,1831,968220,2063,859881,5463,80538,4393,27801,2909,234979,1379,224335,1682,5935,1052,4709,1190,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12091454,2665,2195608,2428,1667983,10706,381581,7311,146044,8201,8107992,2942,6173682,18286,1121754,9412,812556,14396,1787854,2583,1516194,6509,100942,2464,170718,6115,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6178831,2447,1165650,3083,1056358,5918,70676,5169,38616,3794,4071687,2984,3727992,11042,188700,6239,154995,8056,941494,2436,904305,3114,12813,1172,24376,2152,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2913555,2012,532020,2556,485429,4205,29633,2680,16958,2310,1890907,2323,1741252,5138,76292,3125,73363,4274,490628,1523,476648,1416,4436,798,9544,1511,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2704673,2557,523139,3094,454436,4272,55751,3319,12952,1794,1764001,2639,1548630,6437,137894,4803,77477,4675,417533,1926,396567,1788,10063,1579,10903,1259,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4138825,2463,740671,3237,692985,4185,24739,2268,22947,2837,2745132,3645,2589031,6765,73580,3497,82521,5167,653022,2137,640649,2276,3739,860,8634,1351,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4344222,2904,809330,2875,758864,4793,30540,3518,19926,3150,2903722,2911,2656668,8195,118201,5207,128853,6699,631170,1970,562729,3671,10296,1020,58145,3487,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1267172,687,195055,1157,186301,1905,1895,668,6859,1362,829553,1271,776641,3405,8779,1567,44133,2910,242564,850,217481,2225,656,285,24427,2147,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5609124,1397,983892,1546,818713,6788,87060,4295,78119,5016,3803061,1960,3106671,12637,285911,8290,410479,10249,822171,1837,722718,4861,22639,1579,76814,4098,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6379441,1190,1024718,1448,803091,8018,106198,5010,115429,6476,4339146,1598,3284337,15761,405510,6509,649299,13995,1015577,1477,847090,4913,36427,1396,132060,4700,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9340973,2043,1654732,2508,1485964,6209,67485,3826,101283,5688,6155174,2663,5565805,11089,184601,5322,404768,9481,1531067,2143,1426781,4055,19450,1499,84836,3546,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
