GEO_ID,C17010F_001E,C17010F_001M,C17010F_002E,C17010F_002M,C17010F_003E,C17010F_003M,C17010F_004E,C17010F_004M,C17010F_005E,C17010F_005M,C17010F_006E,C17010F_006M,C17010F_007E,C17010F_007M,C17010F_008E,C17010F_008M,C17010F_009E,C17010F_009M,C17010F_010E,C17010F_010M,C17010F_011E,C17010F_011M,C17010F_012E,C17010F_012M,C17010F_013E,C17010F_013M,C17010F_014E,C17010F_014M,C17010F_015E,C17010F_015M,C17010F_016E,C17010F_016M,C17010F_017E,C17010F_017M,NAME,C17010F_001MA,C17010F_001EA,C17010F_002MA,C17010F_002EA,C17010F_003EA,C17010F_003MA,C17010F_004EA,C17010F_004MA,C17010F_005EA,C17010F_005MA,C17010F_006MA,C17010F_006EA,C17010F_007MA,C17010F_007EA,C17010F_008MA,C17010F_008EA,C17010F_009MA,C17010F_009EA,C17010F_010EA,C17010F_010MA,C17010F_011EA,C17010F_011MA,C17010F_012MA,C17010F_012EA,C17010F_013MA,C17010F_013EA,C17010F_014EA,C17010F_014MA,C17010F_015EA,C17010F_015MA,C17010F_016EA,C17010F_016MA,C17010F_017MA,C17010F_017EA,state
0400000US01,12654,1660,4979,1247,3226,1029,3147,1014,1753,766,541,450,541,450,1212,624,952,538,7675,1308,4999,1072,3481,838,2676,939,1555,734,1077,694,1121,595,909,541,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,90737,5073,24411,2901,9876,1978,9016,1893,14535,1975,3454,1141,3105,1137,11081,1900,9443,1795,66326,4347,41425,3320,25948,2715,24901,2826,9028,1501,5394,1352,15873,2231,9590,1700,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,10499,1625,2791,786,1171,544,1027,516,1620,631,301,309,301,309,1319,579,1319,579,7708,1520,4891,1247,3038,969,2817,829,1307,634,907,490,1510,712,1420,702,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1012995,12591,221752,8038,94171,5055,80622,4616,127581,5900,28621,2616,23819,2489,98960,4927,89547,4584,791243,11544,519989,11114,336032,9554,271254,7517,112104,4754,63461,4301,159150,6178,100056,5347,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,47881,3832,10607,1873,5307,1445,4152,1388,5300,1164,819,550,707,508,4481,1054,3522,994,37274,3307,25345,2636,15076,2050,11929,1988,5162,1413,3587,1224,6767,1445,4924,1305,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40800,3022,11187,1790,2146,871,1665,784,9041,1808,2003,860,1491,768,7038,1494,6021,1563,29613,2760,16867,1988,11761,1772,12746,1992,4129,1118,2969,1005,8617,1520,5511,1305,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,4257,978,969,641,369,374,369,374,600,513,228,275,228,275,372,423,372,423,3288,832,1860,665,1035,567,1428,575,716,468,187,216,712,488,621,478,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,5227,1087,1123,750,414,494,414,494,709,554,494,501,94,157,215,239,133,207,4104,924,1998,864,958,593,2106,785,1490,636,918,534,616,361,373,333,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,99329,6346,22090,2724,9878,2105,7821,1833,12212,1854,2497,1030,1919,841,9715,1663,8859,1659,77239,5002,52367,3908,28168,3170,24872,3096,9634,1879,5402,1613,15238,2330,8637,1801,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
