GEO_ID,B23008_001E,B23008_001M,B23008_002E,B23008_002M,B23008_003E,B23008_003M,B23008_004E,B23008_004M,B23008_005E,B23008_005M,B23008_006E,B23008_006M,B23008_007E,B23008_007M,B23008_008E,B23008_008M,B23008_009E,B23008_009M,B23008_010E,B23008_010M,B23008_011E,B23008_011M,B23008_012E,B23008_012M,B23008_013E,B23008_013M,B23008_014E,B23008_014M,B23008_015E,B23008_015M,B23008_016E,B23008_016M,B23008_017E,B23008_017M,B23008_018E,B23008_018M,B23008_019E,B23008_019M,B23008_020E,B23008_020M,B23008_021E,B23008_021M,B23008_022E,B23008_022M,B23008_023E,B23008_023M,B23008_024E,B23008_024M,B23008_025E,B23008_025M,B23008_026E,B23008_026M,B23008_027E,B23008_027M,NAME,B23008_001EA,B23008_001MA,B23008_002MA,B23008_002EA,B23008_003EA,B23008_003MA,B23008_004EA,B23008_004MA,B23008_005EA,B23008_005MA,B23008_006EA,B23008_006MA,B23008_007MA,B23008_007EA,B23008_008EA,B23008_008MA,B23008_009EA,B23008_009MA,B23008_010EA,B23008_010MA,B23008_011EA,B23008_011MA,B23008_012MA,B23008_012EA,B23008_013EA,B23008_013MA,B23008_014EA,B23008_014MA,B23008_015EA,B23008_015MA,B23008_016EA,B23008_016MA,B23008_017MA,B23008_017EA,B23008_018EA,B23008_018MA,B23008_019EA,B23008_019MA,B23008_020EA,B23008_020MA,B23008_021EA,B23008_021MA,B23008_022MA,B23008_022EA,B23008_023MA,B23008_023EA,B23008_024EA,B23008_024MA,B23008_025EA,B23008_025MA,B23008_026EA,B23008_026MA,B23008_027MA,B23008_027EA,state
0400000US01,1036087,7021,330483,5699,190255,5924,107342,5646,72579,4846,6534,1632,3800,1317,140228,6109,24032,3464,20298,3170,3734,1128,116196,6326,83366,4752,32830,4032,705604,7039,434238,7903,275211,9145,123851,8363,24039,4103,11137,1849,271366,8241,43858,4450,35257,4026,8601,2102,227508,8422,170710,7407,56798,4829,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,175939,2151,61427,1757,41922,2440,20636,1835,18746,2319,1850,683,690,312,19505,2347,6947,1544,6112,1493,835,449,12558,1510,9233,1245,3325,1008,114512,2306,80113,3752,49861,3455,22958,3031,4479,1241,2815,1152,34399,3361,10773,2251,9911,2285,862,328,23626,2795,19276,2529,4350,1059,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1524523,6689,499076,6950,305127,8527,150566,7166,136689,7456,8714,1591,9158,2338,193949,8125,51431,4954,45051,4762,6380,1549,142518,7083,97336,6858,45182,4423,1025447,6881,650602,13781,378089,11329,228353,8555,27187,3619,16973,2714,374845,12846,94426,8193,82077,7388,12349,2462,280419,11646,216251,11922,64168,5174,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,659918,5132,217002,4682,127992,4730,72429,4250,49874,3599,4627,1370,1062,482,89010,4812,17248,2408,15100,2169,2148,1210,71762,4729,53344,4154,18418,2820,442916,5148,272743,8814,176553,8239,74012,5880,15079,2912,7099,1913,170173,7505,39295,4423,32855,3908,6440,1965,130878,7117,97704,6546,33174,3801,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8721788,13757,2895155,11844,1875732,20108,1009060,18622,773667,18771,58757,5441,34248,4388,1019423,19285,263164,10279,235424,9606,27740,3413,756259,16994,507193,14387,249066,9612,5826633,16339,3849607,25998,2251206,25728,1354903,22774,161357,7183,82141,7300,1977026,26442,488624,15666,431718,13687,56906,5495,1488402,26820,1133663,24925,354739,15039,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1197828,5419,392952,5065,283784,7471,165709,6245,105751,5291,8687,2013,3637,1136,109168,6410,27663,3164,25687,3147,1976,1036,81505,5678,59562,4864,21943,3369,804876,5990,547266,9112,344442,9378,173350,7399,21169,2841,8305,1747,257610,8798,78655,5964,71960,5644,6695,1975,178955,7816,148937,7292,30018,3828,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,744456,3956,221557,3312,144083,5050,93569,5098,46554,3838,2492,817,1468,687,77474,3883,18015,3013,15432,2637,2583,1532,59459,3311,47947,3328,11512,2227,522899,5009,348040,7442,243232,8817,87480,6707,12454,1778,4874,1545,174859,7210,35076,3629,32807,3370,2269,1032,139783,6875,117411,6313,22372,3584,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,190578,2472,64487,2152,36974,2548,25004,2700,9992,1679,1241,804,737,663,27513,2483,6898,1688,6471,1663,427,342,20615,2269,15229,2298,5386,1677,126091,2870,73817,3964,53744,3537,15888,2561,2178,971,2007,1031,52274,4083,11566,2071,10678,1960,888,835,40708,3667,33116,3451,7592,2154,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,106942,1891,45895,1229,25581,2125,18122,2321,6463,1844,677,362,319,338,20314,2275,3344,1043,3277,1050,67,108,16970,1976,12477,2130,4493,1563,61047,1827,24815,2492,17150,2141,5712,1675,1240,609,713,870,36232,2640,4813,1294,3986,1266,827,549,31419,2671,24877,3013,6542,2178,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3837835,12306,1242026,11463,722584,15768,414293,14715,269240,10770,24907,3666,14144,2576,519442,13535,122523,8920,109850,8271,12673,2295,396919,11710,292020,10775,104899,7779,2595809,15152,1567752,23697,995547,19432,455337,17115,78856,7179,38012,5032,1028057,23046,210167,11617,186145,11372,24022,3859,817890,19720,668089,18858,149801,11103,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
