GEO_ID,B14001_001E,B14001_001M,B14001_002E,B14001_002M,B14001_003E,B14001_003M,B14001_004E,B14001_004M,B14001_005E,B14001_005M,B14001_006E,B14001_006M,B14001_007E,B14001_007M,B14001_008E,B14001_008M,B14001_009E,B14001_009M,B14001_010E,B14001_010M,NAME,B14001_001MA,B14001_001EA,B14001_002MA,B14001_002EA,B14001_003MA,B14001_003EA,B14001_004EA,B14001_004MA,B14001_005MA,B14001_005EA,B14001_006MA,B14001_006EA,B14001_007MA,B14001_007EA,B14001_008MA,B14001_008EA,B14001_009EA,B14001_009MA,B14001_010EA,B14001_010MA,state
0400000US01,4678136,4604,1190580,11549,59737,4097,62394,3924,243947,7497,260594,7138,254587,5745,259231,7284,50090,4082,3487556,11185,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,704965,1871,195830,4001,9746,1426,11381,1664,41669,2182,39748,2623,43189,2064,39461,3067,10636,1481,509135,3968,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6482310,5280,1757664,11447,85253,4242,89927,5184,361440,8112,365068,7509,374467,6705,407409,8758,74100,4012,4724646,11228,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2859437,3668,746254,8910,52244,3736,39222,3229,156841,4515,151965,5124,161768,5150,159808,6122,24406,2840,2113183,8336,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37329816,14378,10531321,31282,581804,11749,510695,10233,2018345,14025,2020072,16330,2208576,13441,2694117,24463,497712,10231,26798495,29511,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5156812,4098,1404518,12323,89753,4842,76226,3961,277147,7608,290742,6763,273153,5441,324910,8602,72587,4554,3752294,11555,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3487342,4034,928526,8601,58443,3669,38825,3004,170805,5539,188859,5822,201482,4002,219093,6268,51019,3883,2558816,7541,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,903972,1888,235650,5097,16354,2090,12421,1819,43327,2598,44922,3180,46424,2144,57189,3295,15013,2170,668322,4833,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,633315,1782,164598,3962,16324,1710,6211,1256,24381,1940,20716,2044,24045,1900,49560,3121,23361,2255,468717,3775,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19260349,9382,4674255,23589,278581,8708,225755,8091,918972,15099,914926,15367,977627,12293,1142524,17585,215870,7472,14586094,24456,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9716948,7287,2780545,18302,173348,6332,148661,6574,567255,10195,576624,12442,579840,8666,604042,14423,130775,6938,6936403,17095,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1364015,2142,335539,5882,19893,1984,15994,1606,67092,3104,67412,3611,64885,2488,83207,4619,17056,2220,1028476,5524,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1569382,2680,445627,7132,20427,2484,25504,2323,95175,3939,97932,4554,98389,3176,94809,5619,13391,1884,1123755,7534,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12417902,6279,3379651,14053,228612,6853,168143,5399,657511,8794,684625,9584,699486,7759,746794,12210,194480,6244,9038251,14249,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6351063,5115,1727143,12086,100340,4659,85506,5229,355238,6917,363338,7805,364658,5680,387953,9139,70110,4072,4623920,12948,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2992054,3307,804095,7500,56066,3025,44534,2381,158975,4573,162913,4347,160313,3794,183254,5647,38040,3040,2187959,6800,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2785340,3469,785489,7795,50455,3104,42020,2916,162293,4979,157201,4753,161241,3616,171266,7063,41013,3272,1999851,7508,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4253594,4307,1078943,8830,57377,3347,58787,3596,234811,5980,223283,5302,227977,4343,230713,6256,45995,3261,3174651,9637,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4469571,5373,1179507,11035,82487,4096,64725,4643,255711,7045,255941,6945,233237,5045,239852,8420,47554,3583,3290064,11761,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1293060,1579,296931,4264,15240,1705,13335,1739,59060,2825,60425,2937,64300,1850,70805,3460,13766,1823,996129,4201,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5763330,3814,1563158,11379,98378,4376,80196,4309,292647,7157,299172,6240,308071,5634,367144,9267,117550,5114,4200172,11644,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6528886,4288,1737678,10246,112058,4302,78706,4129,294975,6299,323828,8037,339241,4983,447403,9203,141467,5895,4791208,10810,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9571271,5277,2555615,13907,138526,4944,122363,4811,487945,6887,509560,7795,544185,6743,626755,12496,126281,4692,7015656,13662,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5252805,3642,1398073,8131,89528,3624,73932,3883,284051,6127,286409,6590,290280,4684,306588,6281,67285,3691,3854732,8884,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2881773,4195,806652,8472,46887,3446,47269,3906,165110,5653,171187,5880,164355,4335,179073,6480,32771,3543,2075121,8841,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5843961,4074,1537651,10699,89133,4356,78397,3312,319243,6726,313791,7645,306899,4376,352213,8154,77975,4350,4306310,10323,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,988349,1611,236766,4714,13931,1518,13411,1480,50555,2155,49984,2153,48539,2149,50892,3387,9454,1390,751583,4340,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1803373,2694,501598,5876,30572,2224,25805,2189,105178,3623,102299,3273,101027,3011,110093,4370,26624,1907,1301775,6106,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2736916,3379,699683,6967,29595,2596,38704,3553,153313,4885,150048,5099,154783,3940,143750,5899,29490,2901,2037233,7345,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1290944,1909,314674,4541,17726,1690,15024,1617,59060,2874,60898,2986,70289,1961,75654,3515,16023,2303,976270,4181,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8628695,5850,2272659,12194,174739,6213,111035,5099,443330,8151,458056,8930,484152,7141,486006,10610,115341,5437,6356036,12260,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2005740,3551,560799,8382,26381,3247,31894,2735,112750,4470,111652,3880,115582,3746,134882,5753,27658,2977,1444941,7588,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19062160,9613,4874923,18598,302978,7999,241705,7251,925731,11781,921928,12062,1000546,9373,1175072,14640,306963,8209,14187237,17444,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9592631,6714,2556055,14377,146508,5366,130610,6675,515608,11318,523422,9487,519062,7342,597715,11968,123130,6769,7036576,14881,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,709716,1582,182606,3666,10350,1433,11025,1571,37635,2051,32368,2161,33698,1779,49979,3512,7551,1249,527110,4028,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11190481,5938,2901361,15916,172955,6791,143736,5558,587389,10486,591354,10987,618928,6231,647950,10963,139049,6609,8289120,15781,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
