GEO_ID,B25013_001E,B25013_001M,B25013_002E,B25013_002M,B25013_003E,B25013_003M,B25013_004E,B25013_004M,B25013_005E,B25013_005M,B25013_006E,B25013_006M,B25013_007E,B25013_007M,B25013_008E,B25013_008M,B25013_009E,B25013_009M,B25013_010E,B25013_010M,B25013_011E,B25013_011M,NAME,B25013_001EA,B25013_001MA,B25013_002MA,B25013_002EA,B25013_003MA,B25013_003EA,B25013_004MA,B25013_004EA,B25013_005EA,B25013_005MA,B25013_006EA,B25013_006MA,B25013_007MA,B25013_007EA,B25013_008MA,B25013_008EA,B25013_009MA,B25013_009EA,B25013_010EA,B25013_010MA,B25013_011EA,B25013_011MA,state
0400000US01,1841217,10615,1246080,12085,148262,5626,355328,7987,379369,9215,363121,8016,595137,11423,107681,5107,179098,7600,210591,8803,97767,4746,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249659,2978,156006,4250,9363,1134,33592,2618,59251,2790,53800,3137,93653,4082,5764,988,26257,2400,42095,3350,19537,2121,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2428743,11353,1484857,11801,134569,5200,291862,8066,524220,10669,534206,9876,943886,14175,141064,5916,225373,7358,362204,9493,215245,7986,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1131288,8373,744318,10448,88170,4891,233976,6454,227261,6596,194911,6184,386970,9803,67900,4378,131019,5403,126867,7110,61184,3595,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12758648,18835,6855688,27608,696550,11235,1085823,15630,2162625,18387,2910690,21056,5902960,28154,1134773,14227,1174607,14709,1913024,23157,1680556,16169,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2039592,7530,1302533,10820,70990,4354,225319,7005,395611,7848,610613,8459,737059,11315,88180,5348,160614,6973,270959,7751,217306,7272,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1355817,6673,900039,8072,47705,3224,201286,6670,228483,6198,422565,7797,455778,8159,72348,4239,139792,6430,123070,5142,120568,4680,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,349743,3705,245808,4425,18434,2191,68767,3280,66683,2735,91924,4002,103935,3908,14636,1753,30846,2510,32345,3102,26108,2512,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,277378,3304,112492,3641,5084,1028,10795,1410,16769,1860,79844,3071,164886,4965,18899,2240,31311,2836,32473,2978,82203,3353,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7328046,25793,4693821,26616,406277,9598,1149454,14459,1488581,19229,1649509,16466,2634225,22450,353674,11581,757325,18226,905352,17415,617874,13484,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3587521,13961,2232553,17839,209893,6841,549971,10830,629569,11805,843120,12854,1354968,15864,229769,7450,378898,9655,446032,10952,300269,9087,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450769,4870,255375,5028,14018,1601,54313,3676,80611,3709,106433,4273,195394,4468,13938,1589,52154,3616,73768,3844,55534,3080,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,591587,4733,402394,6319,29216,2710,97310,5038,150838,5500,125030,5329,189193,5697,22373,2341,54093,3806,78225,4739,34502,3405,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4772421,12392,3125655,15819,239074,6805,742992,11075,933287,12286,1210302,10908,1646766,13919,242111,7992,419556,11180,523091,9659,462008,9415,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
