GEO_ID,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,NAME,B02001_001MA,B02001_001EA,B02001_002MA,B02001_002EA,B02001_003MA,B02001_003EA,B02001_004MA,B02001_004EA,B02001_005EA,B02001_005MA,B02001_006EA,B02001_006MA,B02001_007EA,B02001_007MA,B02001_008MA,B02001_008EA,B02001_009MA,B02001_009EA,B02001_010EA,B02001_010MA,state
0400000US01,4849377,-555555555,3320273,6197,1291826,7415,22553,2263,58456,3055,1446,723,69859,6642,84964,6399,5747,1716,79217,6270,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,736732,-555555555,483584,2777,24790,2506,103273,3251,43915,2139,8395,1144,9967,2196,62808,4350,3340,1322,59468,4093,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6731484,-555555555,5273335,23780,280518,6306,294757,5954,212116,4644,12721,1540,433934,21381,224103,10975,48297,5481,175806,10287,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2966369,-555555555,2322472,6143,468231,4648,17091,2248,36555,2279,7148,2176,50385,5783,64487,5713,5166,1535,59321,5447,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38802500,-555555555,23814044,55051,2259681,15273,286631,13165,5398090,18287,150072,5167,5114193,54578,1779789,27724,381235,15696,1398554,25820,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5355866,-555555555,4520381,14471,215446,4979,55784,5557,157958,4063,6679,1548,215290,14446,184328,9649,34186,3782,150142,8059,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3596677,-555555555,2763949,11640,371857,7049,7085,1449,151402,3740,1019,668,197532,12084,103833,7876,23831,4290,80002,6679,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,935614,-555555555,647533,4080,203326,3317,3284,911,36172,888,216,252,20966,3483,24117,3277,1881,733,22236,3257,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,658893,-555555555,265077,3969,321346,2832,1859,722,24910,1142,172,198,28798,4648,16731,2508,1379,487,15352,2430,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19893297,-555555555,15113860,28793,3221160,14886,53014,5155,524583,7659,15149,3314,489726,24853,475805,19977,84510,9271,391295,17549,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10097343,-555555555,6043917,17213,3163620,12109,25301,4140,371688,5501,6638,2517,282876,16095,203303,11149,29331,4282,173972,9806,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1419561,-555555555,360711,3547,30729,2376,2191,783,534189,9753,147612,5023,13830,2449,330299,10633,10591,2189,319708,10619,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1634464,-555555555,1498107,5221,11354,1682,21550,2490,24009,3453,1984,843,36664,4390,40796,4211,5718,1590,35078,3934,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12880580,-555555555,9290445,21829,1837715,10948,27995,3491,663454,5604,5825,1486,763579,22418,291567,11291,61846,5910,229721,10526,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6596855,-555555555,5547390,10643,612890,6872,13063,2182,130250,3827,3216,1261,143931,10528,146115,6741,18422,2575,127693,6610,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3107126,-555555555,2837758,4198,97874,3370,9617,1171,68419,3108,2576,1311,30497,3874,60385,4438,5516,1500,54869,4277,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2904021,-555555555,2466138,7001,171976,4756,24500,2148,76245,2414,2471,1696,63129,5802,99562,5710,10347,2265,89215,5545,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4413457,-555555555,3858261,5024,350141,6964,10526,2316,54542,2814,2650,1378,43094,4741,94243,5982,7039,1700,87204,5642,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4649676,-555555555,2919142,5872,1502184,7081,26009,2449,78675,2378,2816,1582,42238,5421,78612,6002,8923,2096,69689,5516,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1330089,-555555555,1260278,1558,16557,1197,8322,1255,14447,1256,36,39,2947,1313,27502,2120,862,359,26640,2038,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5976407,-555555555,3432582,12913,1774618,8851,14657,2039,369996,4570,2086,543,209461,13474,173007,8314,20650,3718,152357,7482,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6745408,-555555555,5347420,13679,477527,8002,15599,2686,413079,4865,1329,571,279928,13749,210526,11366,29925,4124,180601,10931,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9909877,-555555555,7816586,10212,1375194,8062,55729,2799,281404,4069,2260,680,121859,9960,256845,10687,21450,3219,235395,9697,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5457173,-555555555,4606959,7887,312432,5955,56934,2820,250352,3570,2392,968,85069,7176,143035,6682,10531,2102,132504,6804,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2994079,-555555555,1761195,4009,1132556,5543,12252,1701,24009,2276,458,384,25266,3313,38343,4290,3119,1043,35224,4313,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6063589,-555555555,4990271,5990,711601,6936,26387,2475,107426,3866,3763,1221,73680,6990,150461,7713,12763,2896,137698,7277,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1023579,-555555555,914571,1553,5812,1118,70035,2384,8176,1500,276,194,2856,1056,21853,2394,1178,574,20675,2267,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1881503,-555555555,1660976,5151,88620,3209,17959,2436,38892,1651,1056,647,30095,3853,43905,4253,4518,1374,39387,3708,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2839099,-555555555,1931264,12232,242994,3963,30503,2361,221841,4609,18553,1480,268796,12699,125148,7195,19787,3227,105361,6498,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1326813,-555555555,1239410,2714,17009,2081,2339,702,33974,2254,437,312,6252,1438,27392,3155,4359,1544,23033,2735,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8938175,-555555555,6053656,22978,1212054,10107,15270,2236,827493,4813,2595,1051,621199,22403,205908,10145,49332,5247,156576,9280,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
