GEO_ID,C05010_001E,C05010_001M,C05010_002E,C05010_002M,C05010_003E,C05010_003M,C05010_004E,C05010_004M,C05010_005E,C05010_005M,C05010_006E,C05010_006M,C05010_007E,C05010_007M,NAME,C05010_001MA,C05010_001EA,C05010_002MA,C05010_002EA,C05010_003MA,C05010_003EA,C05010_004EA,C05010_004MA,C05010_005EA,C05010_005MA,C05010_006EA,C05010_006MA,C05010_007MA,C05010_007EA,state
0400000US01,1036087,7021,520447,13934,471126,12440,49321,5044,515640,13548,485597,13031,30043,4433,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,175939,2151,57641,4395,45504,4204,12137,3435,118298,4623,107918,4318,10380,2037,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1524523,6689,755779,15700,472222,15427,283557,12151,768744,15135,611316,14200,157428,8549,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,659918,5132,347099,9235,291560,9064,55539,4634,312819,10395,288610,9635,24209,2864,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8721788,13757,3964916,38078,1615345,30285,2349571,33141,4756872,39671,2824447,31493,1932425,30352,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1197828,5419,435151,13976,279983,12810,155168,8923,762677,13074,646964,12222,115713,7053,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,744456,3956,230261,8955,167105,8566,63156,6142,514195,8303,401980,9384,112215,6511,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,190578,2472,70895,4941,58796,4262,12099,2163,119683,4602,100930,4279,18753,2358,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,106942,1891,46253,3709,34465,2948,11788,2532,60689,3332,44303,3445,16386,2509,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3837835,12306,1891484,28627,1201609,26135,689875,22035,1946351,28085,1379056,23602,567295,18367,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2355347,8545,1149190,23940,858807,19106,290383,14019,1206157,23312,997374,19493,208783,11668,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,285579,2739,89790,5787,62249,4951,27541,4427,195789,6005,136891,5574,58898,5021,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,413137,3016,192932,7883,157017,8208,35915,5200,220205,8102,202730,7791,17475,3381,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2855560,6974,1145420,21578,752173,16573,393247,14640,1710140,20402,1348911,17998,361229,12947,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1493797,7117,669911,14974,582113,14506,87798,7213,823886,15281,763386,15390,60500,5774,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,693714,3941,251365,9551,210702,8753,40663,4715,442349,9646,409711,9572,32638,3747,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,687266,4084,275647,8046,213952,8172,61695,5141,411619,7709,367429,6992,44190,3816,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,935119,7114,447588,10749,402741,10628,44847,4987,487531,11139,460627,11138,26904,2727,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1048386,6082,525021,13682,483787,13176,41234,4819,523365,11844,489795,11508,33570,4149,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,242986,2477,97949,5330,90771,5447,7178,1531,145037,5844,138170,5908,6867,1356,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1287529,5488,397709,13029,269570,11577,128139,8078,889820,13211,667138,12049,222682,8630,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1336784,4088,390630,11430,248811,11045,141819,8301,946154,11554,716932,10732,229222,8612,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2121245,5766,926986,15987,790887,15763,136099,8787,1194259,15459,1059558,15897,134701,6464,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1235352,4444,405640,12130,285311,10342,120329,7801,829712,11251,732687,10403,97025,7008,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,684064,5491,369297,12015,352385,11800,16912,2352,314767,10370,304382,10397,10385,1774,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
