GEO_ID,C05010_001E,C05010_001M,C05010_002E,C05010_002M,C05010_003E,C05010_003M,C05010_004E,C05010_004M,C05010_005E,C05010_005M,C05010_006E,C05010_006M,C05010_007E,C05010_007M,NAME,C05010_001MA,C05010_001EA,C05010_002MA,C05010_002EA,C05010_003MA,C05010_003EA,C05010_004EA,C05010_004MA,C05010_005EA,C05010_005MA,C05010_006EA,C05010_006MA,C05010_007MA,C05010_007EA,state
0400000US29,1312197,5038,558161,13808,512971,13028,45190,4633,754036,13106,707476,12893,46560,3958,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212495,2755,90995,5717,86375,5473,4620,1280,121500,5682,116057,5647,5443,1465,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,450143,2552,171061,6890,124301,6358,46760,4836,279082,6250,257190,6192,21892,2900,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,632603,3290,312328,10849,169351,9939,142977,7848,320275,10764,223206,8927,97069,6278,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,256607,2462,69802,5595,61681,5285,8121,1884,186805,5713,168316,5794,18489,1993,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1937762,5180,614902,13015,323755,12987,291147,11994,1322860,12091,892049,12686,430811,11820,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,468317,3648,256308,7864,186034,8453,70274,5575,212009,7803,179635,8214,32374,4255,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4023786,9392,1685864,23026,955221,18087,730643,19462,2337922,24367,1616208,20729,721714,18876,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2173707,7353,1060912,19614,793972,18954,266940,10199,1112795,17870,980695,16544,132100,7551,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,159130,1850,49696,3647,43593,3441,6103,1465,109434,3796,104983,3531,4451,1088,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2490976,6375,1078610,14728,993587,14654,85023,7029,1412366,15612,1312598,17024,99768,6109,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,886455,4522,418506,9770,347140,9414,71366,4889,467949,9491,426994,9075,40955,3318,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,812814,4853,369978,10670,252884,9466,117094,7168,442836,9680,369591,8936,73245,5217,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2576606,6679,1003442,17156,863181,15494,140261,7530,1573164,17108,1405496,16531,167668,7884,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,205915,1732,80448,5263,52161,4977,28287,3066,125467,5299,102246,4537,23221,2953,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1013030,6680,511465,16071,446339,15337,65126,6068,501565,15732,460251,14345,41314,4845,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,198507,2150,78186,4198,70935,4276,7251,1649,120321,3745,114799,3763,5522,1333,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1399449,6583,695831,15251,593416,14745,102415,7300,703618,13951,645574,13382,58044,5754,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6766340,15051,3274137,33956,1805939,30215,1468198,27580,3492203,30983,2618499,29756,873704,23710,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,878267,3613,319436,11702,234868,11833,84568,6209,558831,11651,493907,10906,64924,5455,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,117001,1353,41222,2998,39138,2988,2084,658,75779,3002,70771,3119,5008,1027,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1780359,5701,603258,18159,453686,15573,149572,8228,1177101,18433,930656,16783,246445,8044,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1526063,5456,577536,16945,374547,14482,202989,10451,948527,16609,744741,14313,203786,8982,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,353067,3826,174203,7673,171020,7443,3183,1658,178864,7351,174265,7032,4599,1569,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1242798,4513,477309,11303,399445,10945,77864,5574,765489,11078,709876,11051,55613,4883,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,129878,1992,44000,3770,39410,3739,4590,1287,85878,4133,80347,4025,5531,1466,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,740446,3432,599835,8470,582807,8980,17028,2798,140611,8154,133061,8155,7550,2042,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
