GEO_ID,C25121_001E,C25121_001M,C25121_002E,C25121_002M,C25121_003E,C25121_003M,C25121_004E,C25121_004M,C25121_005E,C25121_005M,C25121_006E,C25121_006M,C25121_007E,C25121_007M,C25121_008E,C25121_008M,C25121_009E,C25121_009M,C25121_010E,C25121_010M,C25121_011E,C25121_011M,C25121_012E,C25121_012M,C25121_013E,C25121_013M,C25121_014E,C25121_014M,C25121_015E,C25121_015M,C25121_016E,C25121_016M,C25121_017E,C25121_017M,C25121_018E,C25121_018M,C25121_019E,C25121_019M,C25121_020E,C25121_020M,C25121_021E,C25121_021M,C25121_022E,C25121_022M,C25121_023E,C25121_023M,C25121_024E,C25121_024M,C25121_025E,C25121_025M,C25121_026E,C25121_026M,C25121_027E,C25121_027M,C25121_028E,C25121_028M,C25121_029E,C25121_029M,C25121_030E,C25121_030M,C25121_031E,C25121_031M,NAME,C25121_001EA,C25121_001MA,C25121_002EA,C25121_002MA,C25121_003EA,C25121_003MA,C25121_004MA,C25121_004EA,C25121_005MA,C25121_005EA,C25121_006MA,C25121_006EA,C25121_007EA,C25121_007MA,C25121_008EA,C25121_008MA,C25121_009EA,C25121_009MA,C25121_010MA,C25121_010EA,C25121_011MA,C25121_011EA,C25121_012EA,C25121_012MA,C25121_013EA,C25121_013MA,C25121_014EA,C25121_014MA,C25121_015MA,C25121_015EA,C25121_016MA,C25121_016EA,C25121_017EA,C25121_017MA,C25121_018EA,C25121_018MA,C25121_019EA,C25121_019MA,C25121_020EA,C25121_020MA,C25121_021MA,C25121_021EA,C25121_022EA,C25121_022MA,C25121_023EA,C25121_023MA,C25121_024EA,C25121_024MA,C25121_025EA,C25121_025MA,C25121_026MA,C25121_026EA,C25121_027EA,C25121_027MA,C25121_028EA,C25121_028MA,C25121_029EA,C25121_029MA,C25121_030EA,C25121_030MA,C25121_031EA,C25121_031MA,state
0400000US01,1246080,12085,71246,3695,33020,2738,13816,1739,16377,1926,8033,1480,125919,4788,52792,3342,32099,2259,28034,2208,12994,1934,196482,6556,62343,4287,50898,3227,60232,3804,23009,2305,182776,6143,41173,2918,45913,3374,67136,3922,28554,2682,239463,7457,36360,2627,46568,3316,100955,4359,55580,3588,430194,9341,29668,2504,48554,3064,152143,5443,199829,6444,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,156006,4250,4466,764,993,372,407,276,1178,414,1888,452,6081,911,1531,460,737,247,1839,641,1974,454,12064,1381,2846,782,1144,396,3249,586,4825,939,13357,1415,1711,527,787,239,4346,857,6513,1030,28294,2391,2996,673,1179,398,8379,1237,15740,1769,91744,3194,3894,789,1663,445,14411,1803,71776,3357,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1484857,11801,70508,3667,20386,2061,12405,1426,21145,1738,16572,2081,112183,4469,35026,2746,21897,1776,33132,2480,22128,2360,207515,5994,43502,3234,37411,2759,74369,4137,52233,3112,205239,6349,30287,2526,30413,2299,82336,3740,62203,3672,289320,7286,27520,2517,32598,2420,124401,4774,104801,3908,600092,10265,28881,2256,27606,2742,151747,5682,391858,8006,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,744318,10448,37833,2795,17928,1771,8498,1246,7437,1242,3970,1058,79981,4085,37458,2831,20609,1772,15787,2088,6127,1275,124100,4993,39957,2792,36882,2413,36068,2779,11193,1371,119255,5393,31366,2605,32668,2651,42138,3144,13083,1565,145570,5780,26571,2210,33949,3058,61853,4048,23197,2179,237579,7460,18127,2005,29864,2658,97174,5201,92414,3643,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6855688,27608,214931,7655,31098,2782,11796,1516,31794,2759,140243,5843,365540,8697,66569,4040,25433,2600,64608,4230,208930,6029,668268,12055,83675,4133,41803,2915,122281,4139,420509,8827,680906,12783,55944,2901,36812,2969,116988,5287,471162,10553,1113416,15744,64367,3028,35149,2688,167520,6458,846380,13773,3812627,23914,98248,4606,35061,2579,208587,6199,3470731,21765,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1302533,10820,37546,2779,7796,1086,3105,705,10093,1344,16552,1894,64239,3507,12791,1396,6616,900,20570,2068,24262,1909,131114,5267,18819,1816,11036,1561,44146,2758,57113,3660,144567,5336,15066,1810,10257,1407,53965,3296,65279,3448,246542,6481,16063,1969,9593,1362,77055,3756,143831,5285,678525,9637,20481,2030,8226,1166,97271,3908,552547,8565,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,900039,8072,20091,2299,1799,596,1206,387,6071,1217,11015,1710,35824,2630,3356,921,2516,664,13122,1694,16830,1832,74184,3606,5677,1026,4913,1143,28135,2308,35459,2382,85091,4468,5139,967,3761,786,33320,3357,42871,2951,141152,5018,6786,1049,4860,913,48174,3280,81332,3297,543697,8612,14847,1693,7267,1489,95433,4808,426150,7338,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,245808,4425,9292,1468,976,326,896,435,2943,733,4477,1202,13943,1878,2850,776,1275,500,4126,787,5692,1269,29825,2086,4974,1144,2481,741,10155,1161,12215,1422,31703,2533,3153,873,1595,553,11141,1667,15814,1832,45508,2784,3698,748,2284,792,14723,1733,24803,2269,115537,4071,4240,836,2383,709,23918,2441,84996,3195,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112492,3641,4664,851,327,193,249,240,334,207,3754,787,4015,764,428,262,101,101,569,298,2917,701,6157,1214,371,214,192,192,1051,519,4543,1115,7173,1124,260,253,45,74,736,402,6132,999,14777,1566,625,276,177,157,1517,421,12458,1520,75706,3345,1744,645,497,282,2324,682,71141,3381,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693821,26616,246058,7686,70167,4699,51680,4165,65719,3575,58492,3237,412490,9930,126409,5283,95510,5967,114665,5746,75906,3785,713236,11321,160430,5739,155923,6306,235721,7467,161162,5278,657550,12337,115964,4864,127869,5900,234695,7675,179022,6666,911869,14037,106141,4770,145467,5155,351622,8824,308639,10060,1752618,20343,91823,4179,122657,5678,485190,12069,1052948,14848,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2232553,17839,99727,4736,36681,3082,22082,2375,27026,3025,13938,1922,170670,6681,61078,3971,40467,3339,47153,3832,21972,2439,288837,8725,77767,3804,69895,3674,96733,5027,44442,3622,297796,7616,55782,2938,69830,4562,114479,6143,57705,3808,433720,10656,56853,4152,88130,4315,184734,7326,104003,5268,941803,12291,49558,3276,80138,4439,307965,8433,504142,8956,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
