GEO_ID,B27018_001E,B27018_001M,B27018_002E,B27018_002M,B27018_003E,B27018_003M,B27018_004E,B27018_004M,B27018_005E,B27018_005M,B27018_006E,B27018_006M,B27018_007E,B27018_007M,B27018_008E,B27018_008M,B27018_009E,B27018_009M,B27018_010E,B27018_010M,B27018_011E,B27018_011M,B27018_012E,B27018_012M,B27018_013E,B27018_013M,B27018_014E,B27018_014M,B27018_015E,B27018_015M,B27018_016E,B27018_016M,B27018_017E,B27018_017M,B27018_018E,B27018_018M,B27018_019E,B27018_019M,B27018_020E,B27018_020M,B27018_021E,B27018_021M,B27018_022E,B27018_022M,B27018_023E,B27018_023M,B27018_024E,B27018_024M,B27018_025E,B27018_025M,B27018_026E,B27018_026M,B27018_027E,B27018_027M,B27018_028E,B27018_028M,B27018_029E,B27018_029M,B27018_030E,B27018_030M,B27018_031E,B27018_031M,B27018_032E,B27018_032M,B27018_033E,B27018_033M,B27018_034E,B27018_034M,B27018_035E,B27018_035M,B27018_036E,B27018_036M,B27018_037E,B27018_037M,B27018_038E,B27018_038M,B27018_039E,B27018_039M,B27018_040E,B27018_040M,B27018_041E,B27018_041M,B27018_042E,B27018_042M,B27018_043E,B27018_043M,B27018_044E,B27018_044M,B27018_045E,B27018_045M,B27018_046E,B27018_046M,B27018_047E,B27018_047M,B27018_048E,B27018_048M,B27018_049E,B27018_049M,B27018_050E,B27018_050M,B27018_051E,B27018_051M,B27018_052E,B27018_052M,B27018_053E,B27018_053M,B27018_054E,B27018_054M,B27018_055E,B27018_055M,B27018_056E,B27018_056M,B27018_057E,B27018_057M,B27018_058E,B27018_058M,B27018_059E,B27018_059M,B27018_060E,B27018_060M,B27018_061E,B27018_061M,B27018_062E,B27018_062M,B27018_063E,B27018_063M,B27018_064E,B27018_064M,B27018_065E,B27018_065M,B27018_066E,B27018_066M,B27018_067E,B27018_067M,B27018_068E,B27018_068M,B27018_069E,B27018_069M,B27018_070E,B27018_070M,B27018_071E,B27018_071M,B27018_072E,B27018_072M,B27018_073E,B27018_073M,B27018_074E,B27018_074M,B27018_075E,B27018_075M,B27018_076E,B27018_076M,B27018_077E,B27018_077M,B27018_078E,B27018_078M,B27018_079E,B27018_079M,B27018_080E,B27018_080M,B27018_081E,B27018_081M,B27018_082E,B27018_082M,B27018_083E,B27018_083M,B27018_084E,B27018_084M,B27018_085E,B27018_085M,B27018_086E,B27018_086M,B27018_087E,B27018_087M,B27018_088E,B27018_088M,B27018_089E,B27018_089M,B27018_090E,B27018_090M,B27018_091E,B27018_091M,NAME,B27018_001EA,B27018_001MA,B27018_002EA,B27018_002MA,B27018_003EA,B27018_003MA,B27018_004MA,B27018_004EA,B27018_005MA,B27018_005EA,B27018_006EA,B27018_006MA,B27018_007EA,B27018_007MA,B27018_008MA,B27018_008EA,B27018_009EA,B27018_009MA,B27018_010MA,B27018_010EA,B27018_011MA,B27018_011EA,B27018_012EA,B27018_012MA,B27018_013MA,B27018_013EA,B27018_014EA,B27018_014MA,B27018_015MA,B27018_015EA,B27018_016MA,B27018_016EA,B27018_017EA,B27018_017MA,B27018_018MA,B27018_018EA,B27018_019EA,B27018_019MA,B27018_020EA,B27018_020MA,B27018_021MA,B27018_021EA,B27018_022MA,B27018_022EA,B27018_023MA,B27018_023EA,B27018_024EA,B27018_024MA,B27018_025EA,B27018_025MA,B27018_026MA,B27018_026EA,B27018_027MA,B27018_027EA,B27018_028MA,B27018_028EA,B27018_029MA,B27018_029EA,B27018_030EA,B27018_030MA,B27018_031EA,B27018_031MA,B27018_032MA,B27018_032EA,B27018_033EA,B27018_033MA,B27018_034MA,B27018_034EA,B27018_035EA,B27018_035MA,B27018_036EA,B27018_036MA,B27018_037MA,B27018_037EA,B27018_038MA,B27018_038EA,B27018_039MA,B27018_039EA,B27018_040MA,B27018_040EA,B27018_041EA,B27018_041MA,B27018_042EA,B27018_042MA,B27018_043MA,B27018_043EA,B27018_044MA,B27018_044EA,B27018_045EA,B27018_045MA,B27018_046EA,B27018_046MA,B27018_047MA,B27018_047EA,B27018_048EA,B27018_048MA,B27018_049MA,B27018_049EA,B27018_050EA,B27018_050MA,B27018_051EA,B27018_051MA,B27018_052EA,B27018_052MA,B27018_053MA,B27018_053EA,B27018_054MA,B27018_054EA,B27018_055MA,B27018_055EA,B27018_056EA,B27018_056MA,B27018_057EA,B27018_057MA,B27018_058EA,B27018_058MA,B27018_059MA,B27018_059EA,B27018_060MA,B27018_060EA,B27018_061EA,B27018_061MA,B27018_062EA,B27018_062MA,B27018_063MA,B27018_063EA,B27018_064EA,B27018_064MA,B27018_065MA,B27018_065EA,B27018_066MA,B27018_066EA,B27018_067EA,B27018_067MA,B27018_068MA,B27018_068EA,B27018_069EA,B27018_069MA,B27018_070MA,B27018_070EA,B27018_071MA,B27018_071EA,B27018_072EA,B27018_072MA,B27018_073MA,B27018_073EA,B27018_074EA,B27018_074MA,B27018_075EA,B27018_075MA,B27018_076MA,B27018_076EA,B27018_077MA,B27018_077EA,B27018_078MA,B27018_078EA,B27018_079EA,B27018_079MA,B27018_080EA,B27018_080MA,B27018_081MA,B27018_081EA,B27018_082MA,B27018_082EA,B27018_083MA,B27018_083EA,B27018_084MA,B27018_084EA,B27018_085EA,B27018_085MA,B27018_086EA,B27018_086MA,B27018_087MA,B27018_087EA,B27018_088EA,B27018_088MA,B27018_089MA,B27018_089EA,B27018_090EA,B27018_090MA,B27018_091EA,B27018_091MA,state
0400000US01,4716397,3470,390019,18009,143017,10338,130087,9831,12930,2383,228011,9945,66487,4830,161524,8086,18991,2310,18032,2225,959,472,520149,18936,159719,9023,130712,8045,29007,3798,298228,11661,113515,6052,184713,8844,62202,3847,60913,3814,1289,747,399141,21849,114495,10591,81000,8447,33495,5222,214979,11840,63570,4982,151409,9983,69667,3754,68799,3716,868,509,124542,8961,29463,4132,17684,2939,11779,2756,71624,5968,16622,2473,55002,4921,23455,2386,23181,2371,274,201,473463,20697,111128,8413,50009,4608,61119,6999,274715,12372,56908,4342,217807,11128,87620,5196,86108,5131,1512,548,445250,18706,99873,7709,33904,4471,65969,6710,266574,12221,39466,3730,227108,10775,78803,4628,77249,4571,1554,642,384247,16589,81749,6610,17014,2858,64735,6412,236586,10942,29109,2584,207477,10248,65912,4044,64815,4034,1097,592,618291,21821,128275,8727,16403,2646,111872,8381,388078,15241,41275,3898,346803,14066,101938,4849,99679,4778,2259,737,1361295,22171,224818,8323,14904,2332,209914,7784,919896,16693,54613,3757,865283,16037,216581,6513,209254,6789,7327,1549,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,706055,1836,34344,4016,10493,2040,6869,1648,3624,1377,22570,2699,6831,1422,15739,2121,1281,506,916,392,365,339,46023,6185,18358,3438,16000,3421,2358,822,25963,3462,11085,2289,14878,2637,1702,520,1543,468,159,205,40721,5536,11750,2756,8003,2075,3747,1764,24091,3153,8347,1629,15744,2502,4880,1081,4653,1088,227,196,13471,2558,4542,1482,2652,1212,1890,776,7058,1348,2039,883,5019,1048,1871,640,1871,640,0,145,50262,4596,16186,2331,8032,1755,8154,1585,28952,2702,7225,1606,21727,2606,5124,1007,4967,1009,157,141,54012,5992,17931,3739,5834,1541,12097,3322,31167,3024,4214,979,26953,2714,4914,988,4811,1009,103,129,49532,5942,14498,2716,3071,991,11427,2472,31043,3551,4365,1410,26678,2937,3991,995,3947,984,44,41,94501,7765,27612,3831,4302,1619,23310,3181,58215,4595,5063,1196,53152,4449,8674,1207,7649,1121,1025,514,323189,8283,61128,3956,4732,1175,56396,3609,225480,5821,16340,1695,209140,5921,36581,2015,33227,2116,3354,949,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6560899,3999,560848,19298,192834,11437,149812,10152,43022,5146,335694,11143,145989,7895,189705,9010,32320,3039,25362,2906,6958,1321,637776,22743,214861,11388,168462,10727,46399,5774,355286,13835,182926,9280,172360,8927,67629,4400,64334,4210,3295,1057,533772,21683,170990,11307,103955,9008,67035,7243,282414,12978,110800,7184,171614,10009,80368,4200,78032,4005,2336,1038,144774,11539,39978,4780,17659,3404,22319,3886,81711,7325,23058,3114,58653,6407,23085,2844,22791,2798,294,254,668037,23153,185462,10848,66705,5961,118757,9907,371622,14280,87024,6266,284598,12821,110953,4377,108396,4335,2557,758,604980,22267,149960,9539,34230,4601,115730,7983,345199,13720,57231,4586,287968,12018,109821,5046,108106,5125,1715,701,546229,20078,126908,9237,19733,3863,107175,7941,326534,13547,47728,4524,278806,11600,92787,5330,90339,5366,2448,854,860423,27401,178557,11273,15984,2549,162573,10434,517975,16079,51448,4140,466527,14883,163891,7078,160793,6929,3098,804,2004060,26576,332228,9915,20457,3087,311771,10238,1294680,18043,79240,5450,1215440,17105,377152,8026,361743,7917,15409,2551,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2879848,1971,217844,11688,76905,6698,67417,6613,9488,2203,130186,6745,45986,4045,84200,5895,10753,1562,10292,1488,461,382,325976,13405,106925,6745,97656,6557,9269,1830,182391,8209,92523,5425,89868,6707,36660,2932,35960,2903,700,635,266162,14730,72867,6633,56372,5612,16495,3190,145024,8650,52517,4221,92507,7024,48271,3299,47937,3297,334,287,87275,8169,25281,3935,17712,3366,7569,2004,47062,4616,14429,2276,32633,4224,14932,1744,14732,1694,200,219,333909,13853,88232,6228,51240,4084,36992,5567,187908,8968,47377,4523,140531,7140,57769,3842,57334,3834,435,292,294351,14401,67990,6120,30592,4188,37398,4193,177412,9297,32157,2861,145255,8494,48949,3149,48364,3110,585,464,237329,13771,54473,6461,15100,2456,39373,5654,144334,8398,21370,2870,122964,8162,38522,3159,37559,3160,963,532,386773,15588,80721,6069,12115,2120,68606,5746,239689,11316,24906,3019,214783,10733,66363,4299,64696,4415,1667,802,730229,19772,122317,7460,10303,1955,112014,7195,481801,13307,32757,3172,449044,12989,126111,6092,122420,5787,3691,1035,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37984821,9218,2676933,46304,836435,25712,695269,23466,141166,8707,1691527,28501,708810,15837,982717,22944,148971,7282,129878,6138,19093,2858,3580276,52410,1210824,29415,988001,27842,222823,14178,1999291,29360,1000221,21093,999070,22379,370161,11470,354216,10869,15945,2412,2976517,51326,904660,21734,639971,18550,264689,14919,1683006,32593,659001,17604,1024005,24060,388851,10534,374573,10248,14278,2277,906040,31402,254459,12315,162731,9560,91728,8956,536522,20442,175471,10033,361051,15746,115059,5514,109846,4987,5213,1649,3576055,54867,941678,22532,506588,16264,435090,15844,2175896,36128,555655,14770,1620241,30583,458481,11350,439534,11409,18947,2421,3169303,53795,747794,20055,293953,12474,453841,14623,1998852,36398,365200,11677,1633652,30673,422657,11539,407170,11807,15487,1861,2719785,55702,645998,23059,187117,11440,458881,18485,1700044,33473,265200,11131,1434844,30004,373743,10943,355931,10312,17812,2273,4415973,62183,948684,23857,175559,8111,773125,22333,2859083,42181,330005,10167,2529078,38680,608206,12052,577704,10994,30502,3468,13963939,78086,2524017,26501,160991,8536,2363026,25322,9428236,53243,530547,13935,8897689,52881,2011686,19927,1873497,18279,138189,6921,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5217407,2951,287952,11728,82089,7020,66038,6155,16051,2957,191733,7185,74634,5158,117099,5787,14130,1938,12829,1623,1301,836,342570,17491,107956,9291,86261,9232,21695,4580,201731,9385,95584,7345,106147,6205,32883,2659,31819,2608,1064,560,335238,15444,109392,7602,78567,6976,30825,4159,181246,8663,71169,6138,110077,6902,44600,3356,43169,3267,1431,659,99006,10230,30399,5177,17885,3313,12514,3336,54946,5414,16058,3211,38888,4530,13661,1846,13360,1802,301,274,448999,18383,124758,9316,62087,5857,62671,6323,265531,11103,64099,4573,201432,9982,58710,3895,56673,3848,2037,809,448248,20167,112490,9555,40624,5157,71866,7342,273876,13391,46061,4840,227815,12473,61882,4170,59920,4196,1962,650,402497,16038,101963,7390,24945,2923,77018,6440,245829,10171,37322,4202,208507,9287,54705,3760,53029,3611,1676,641,715665,20587,161653,8043,25841,4240,135812,7173,457795,14575,42702,4118,415093,13480,96217,5439,92325,5184,3892,1079,2137232,28027,400039,11257,23174,2786,376865,10964,1449701,18653,74529,4398,1375172,18252,287492,5953,269531,6224,17961,2151,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3480470,2173,171654,10666,52464,5734,44317,5163,8147,2315,105620,6151,57735,4448,47885,4478,13570,1776,11874,1634,1696,778,203092,12526,61248,6485,55469,6153,5779,1950,114040,7049,75566,5275,38474,3855,27804,2755,27138,2678,666,405,161552,10996,48951,5816,39559,5256,9392,2149,86924,6045,48366,4448,38558,3841,25677,2484,25144,2419,533,326,56428,6547,14284,3100,9511,2482,4773,2058,32554,4547,15684,2958,16870,2982,9590,1559,9355,1550,235,245,256037,14355,66086,6515,43862,5238,22224,3356,141625,9114,55870,5213,85755,6583,48326,3192,47688,3057,638,499,228309,12884,49563,4517,21223,2796,28340,4043,132800,8815,31044,3798,101756,7524,45946,3663,45029,3617,917,496,203048,12823,44932,4759,12766,2631,32166,4155,117777,8385,21508,2678,96269,7654,40339,3074,38883,3063,1456,787,425114,18142,90306,6414,13925,2642,76381,5359,263614,12622,32754,3398,230860,11593,71194,4368,69269,4380,1925,623,1775236,21238,336586,8752,19263,3271,317323,7955,1187571,15003,59993,5495,1127578,14697,251079,4805,233230,4953,17849,1982,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907185,1427,54216,5471,15613,3112,12072,2664,3541,1623,33865,3309,17408,2582,16457,2409,4738,1442,4156,1181,582,499,59215,5628,19878,3082,16233,3010,3645,1394,32892,3394,18907,2631,13985,2282,6445,1206,6445,1206,0,185,46639,6057,14340,3217,10432,2459,3908,2008,23764,3071,12445,2101,11319,2245,8535,1443,8517,1442,18,32,17269,4171,5797,2154,3561,1546,2236,1240,9174,2170,2059,726,7115,1953,2298,564,2298,564,0,185,72071,7514,20350,3385,10849,2599,9501,2318,38372,4552,12339,2516,26033,3713,13349,1742,13109,1673,240,266,75386,7220,16869,3173,4967,1591,11902,2683,44620,4809,9179,1868,35441,4128,13897,1816,13681,1801,216,206,68857,6986,16058,3267,3888,1487,12170,2611,39279,4067,5264,1448,34015,3923,13520,2009,13362,2019,158,169,134777,8505,27935,3132,3958,1176,23977,3220,82528,6077,11413,2057,71115,5837,24314,2446,23121,2468,1193,563,378755,12440,63534,4383,4712,1276,58822,4395,252591,8901,19739,2523,232852,8634,62630,3471,60485,3394,2145,722,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,622480,737,56790,6173,14004,3091,12614,3146,1390,1013,39551,3788,21903,3056,17648,2542,3235,942,2531,775,704,549,53834,6207,15400,3359,14314,3218,1086,844,31199,3571,23816,3354,7383,1257,7235,1116,7196,1122,39,67,35344,5088,9083,2443,7035,2163,2048,1078,21366,3090,13385,2637,7981,1717,4895,1133,4641,1088,254,270,12186,3403,4457,1852,2704,1433,1753,1202,6371,1672,3232,1080,3139,1307,1358,533,1358,533,0,198,38310,4505,6937,1746,5043,1431,1894,1080,25734,3582,11858,3142,13876,2332,5639,1089,5276,1044,363,410,34254,4057,5601,1429,4199,1364,1402,601,24569,2960,7239,1555,17330,2603,4084,831,3830,803,254,228,32147,4480,5768,1790,3220,1366,2548,1121,22409,3147,6504,1610,15905,2262,3970,965,3231,849,739,345,64910,6770,10695,2327,4962,1752,5733,1439,47608,5135,10143,2708,37465,3641,6607,1208,6039,1173,568,286,294705,9023,41178,3366,3245,1112,37933,3065,218570,6685,14561,2408,204009,6205,34957,2124,30331,1935,4626,1157,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19434036,6973,1396446,36778,412497,19016,337931,17175,74566,7207,861751,21623,259439,12155,602312,16282,122198,5907,100486,5417,21712,3070,1814310,47116,535968,21590,425916,17468,110052,9211,1010734,27508,382561,14143,628173,21427,267608,8816,257451,8292,10157,1866,1605515,39632,441546,19153,296932,16957,144614,11218,860009,23630,231222,10028,628787,18656,303960,9668,296047,9667,7913,2042,532953,23279,139863,9575,85850,7347,54013,6741,295539,14448,69208,6077,226331,12108,97551,5848,95503,5834,2048,946,2029685,36634,457163,16511,221524,14113,235639,12931,1168329,25629,213974,10322,954355,22578,404193,11242,391919,10870,12274,2489,1912243,40629,380256,17654,126246,8364,254010,14013,1140008,25497,150941,7303,989067,23394,391979,10578,381264,10734,10715,2304,1643651,35228,312904,13837,76250,6227,236654,13379,1004991,24503,113921,7279,891070,23481,325756,9985,316552,9900,9204,1975,2587307,53646,448931,16504,78746,7505,370185,13375,1611842,38018,141325,6718,1470517,35316,526534,13372,509752,13145,16782,2610,5911926,63826,857183,22381,70059,6509,787124,21543,3771023,41573,201977,9037,3569046,38785,1283720,15871,1231404,16033,52316,3932,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
