GEO_ID,B12002H_001E,B12002H_001M,B12002H_002E,B12002H_002M,B12002H_003E,B12002H_003M,B12002H_004E,B12002H_004M,B12002H_005E,B12002H_005M,B12002H_006E,B12002H_006M,B12002H_007E,B12002H_007M,B12002H_008E,B12002H_008M,B12002H_009E,B12002H_009M,B12002H_010E,B12002H_010M,B12002H_011E,B12002H_011M,B12002H_012E,B12002H_012M,B12002H_013E,B12002H_013M,NAME,B12002H_001MA,B12002H_001EA,B12002H_002EA,B12002H_002MA,B12002H_003EA,B12002H_003MA,B12002H_004MA,B12002H_004EA,B12002H_005MA,B12002H_005EA,B12002H_006MA,B12002H_006EA,B12002H_007EA,B12002H_007MA,B12002H_008EA,B12002H_008MA,B12002H_009EA,B12002H_009MA,B12002H_010MA,B12002H_010EA,B12002H_011MA,B12002H_011EA,B12002H_012MA,B12002H_012EA,B12002H_013EA,B12002H_013MA,state
0400000US13,4545243,2790,2222657,2457,657779,10363,1237657,12613,29280,3046,61924,3620,236017,8216,2322586,2574,519133,9286,1218442,13049,41369,3638,231016,6912,312626,7414,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,288398,447,160746,474,47999,2623,90350,3143,2167,794,3333,696,16897,1835,127652,577,27877,2076,68554,3012,833,404,11165,1475,19223,2177,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1082565,771,536076,827,153877,4667,302178,5940,6085,1555,15696,1871,58240,3495,546489,904,116369,4234,300594,6485,7330,1499,45940,2818,76256,4560,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6739215,2252,3277406,1838,1064078,10566,1770015,13439,32387,3124,94206,4259,316720,8854,3461809,1338,898990,9331,1752391,12885,40867,3105,351906,6692,417655,8677,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4353769,1772,2120943,1502,646607,8600,1134165,11924,21064,1824,57920,2943,261187,6683,2232826,1520,536626,7574,1128936,11600,31398,2544,215585,5761,320281,8176,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2230797,779,1091648,873,327314,5465,607348,7077,9072,1440,32436,2084,115478,4490,1139149,957,276024,5309,607055,6664,13042,1831,115948,3104,127080,4513,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1825312,881,894709,1003,261870,4698,500577,6809,8311,1252,26659,2189,97292,4000,930603,1042,211555,5150,499022,8401,10107,1382,91311,3426,118608,4794,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3102865,1546,1507504,1925,441159,7520,807654,10506,26281,2495,49914,3750,182496,5854,1595361,1651,353295,5923,806017,10033,41747,3102,169174,4810,225128,6687,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2277104,1380,1111766,1473,344791,5528,590783,8502,17772,2495,33487,2490,124933,6329,1165338,1381,276677,5971,584070,8797,25704,2858,123742,4101,155145,6987,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1058867,962,512809,947,157367,4080,266038,5070,3560,751,16032,1511,69812,3496,546058,533,137451,3221,265509,5669,6884,1320,50972,2563,85242,3907,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2649996,2339,1287312,1296,405467,6184,708328,8281,22686,2040,37896,2725,112935,5417,1362684,1524,343593,5743,699773,9366,24224,2440,136872,3868,158222,5760,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4258592,4551,2041179,2353,746527,9003,1037523,10541,28114,3089,56196,3123,172819,6407,2217413,2869,686522,8578,1027411,11365,32059,3001,219553,5753,251868,7261,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6280958,1829,3075430,1035,987705,9638,1632132,12370,26693,2239,89947,3911,338953,8064,3205528,1328,812225,9185,1629761,11349,36172,2482,313047,4967,414323,8337,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3685297,2568,1811655,1946,585786,6487,998507,8462,12320,1429,43161,2464,171881,4668,1873642,1272,484931,6542,999215,9753,15310,1615,160221,3951,213965,6030,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1413162,1361,687374,1501,186051,4680,383306,7022,11157,1939,20894,1949,85966,5914,725788,1523,149720,4301,378437,6713,14099,2144,87150,3588,96382,4707,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4008182,1973,1950656,1922,581416,7592,1057772,10560,28506,2268,56113,2819,226849,7555,2057526,1602,486987,7519,1046724,10892,36965,2885,209293,4822,277557,7507,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,740860,222,371162,510,110412,3599,198494,4956,4982,1065,11444,1544,45830,3154,369698,481,87689,2958,192709,4898,5753,1227,35620,2162,47927,3353,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1239286,730,607241,763,183695,3701,340881,4588,4728,964,16365,1346,61572,3279,632045,753,149802,3598,337850,5163,7082,1282,61797,2040,75514,3452,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1254694,1241,638169,1029,198230,4704,311734,6062,9807,1745,19601,2116,98797,4733,616525,924,143131,3893,294486,5835,10890,1796,61930,3564,106088,4148,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1024995,904,501619,892,158587,4229,267869,4534,4433,1050,12771,1543,57959,3467,523376,317,135887,4206,265565,4840,5857,1205,46170,2476,69897,3629,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4276927,2743,2064383,1896,674946,7731,1150234,8826,21306,2481,64733,3556,153164,5616,2212544,1768,575462,8453,1116266,10778,31111,2561,253800,5923,235905,7372,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,705383,1672,346774,1385,95173,3519,187888,4241,5822,1353,12286,1635,45605,3483,358609,1360,77615,3812,180244,4778,4075,1067,36638,2399,60037,2857,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9434010,4814,4570347,2662,1627092,11978,2367192,14676,70805,3686,137529,5339,367729,8833,4863663,2852,1444791,11638,2297083,14789,87629,5655,524879,8245,509281,10894,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5356060,2539,2590773,2299,740902,9176,1455945,12147,58441,4295,79122,4472,256363,8779,2765287,2094,609466,9082,1447275,12288,75251,4206,289249,5896,344046,6761,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,528869,862,269813,838,93030,3348,145412,3697,1812,721,6496,865,23063,1858,259056,565,63755,2803,143418,3338,1702,692,25187,1596,24994,1980,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7704807,1913,3741442,1351,1187284,11424,1965611,13335,49064,3785,114066,3642,425417,9354,3963365,1277,1001264,9534,1956043,14361,64056,3891,410957,6923,531045,10985,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2166873,716,1057004,645,284136,3957,584857,5826,16360,1676,35119,2420,136532,4307,1109869,635,220278,4403,582861,6036,22294,2110,120732,3352,163704,4768,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2598197,1836,1268387,1241,398093,6378,649200,8357,17710,2579,37916,2783,165468,6598,1329810,1151,327979,6177,644311,8723,23086,2929,121159,4753,213275,6864,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8425680,3394,4080113,2958,1331030,12335,2175498,16038,70334,3623,134289,4550,368962,7601,4345567,1382,1140398,10507,2174782,14783,86130,4093,483177,7011,461080,10313,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,677480,1245,322882,719,115030,2616,160712,4279,3397,1071,11244,1469,32499,2900,354598,696,103744,3225,159311,4902,4388,1307,38282,2743,48873,3662,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2592270,1324,1257612,1335,358512,5439,697784,7860,27310,2879,39157,3221,134849,5306,1334658,1225,303128,6101,686733,10187,32414,2968,144062,4996,168321,5525,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,580245,253,288873,608,88839,3312,160493,4070,2636,709,8375,1125,28530,2659,291372,645,69767,2098,156419,3759,2798,785,31604,1724,30784,2496,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4068598,1726,1965813,1742,541999,8339,1092994,12665,33151,3064,61523,3984,236146,7233,2102785,1909,462042,8173,1083805,12490,46876,3346,216989,5483,293073,7594,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9797929,5244,4816113,4148,1374692,13358,2707532,17959,63872,4377,130514,4846,539503,12821,4981816,3598,1099759,12246,2622384,18439,82982,5124,471726,9286,704965,13692,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1763053,1640,875944,1112,267562,5134,507847,6311,10281,1803,16607,1954,73647,3642,887109,749,215586,5422,513471,6514,11648,1656,53479,2777,92925,5004,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,495861,1167,242299,645,79338,2307,126452,3172,2601,644,6198,713,27710,2239,253562,634,68229,2274,124643,3332,3559,779,22636,1617,34495,2189,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4400540,2780,2158296,1784,648707,7900,1207353,10687,38025,3098,63003,3295,201208,5480,2242244,2899,544565,8262,1170454,12215,45285,3838,214285,5318,267655,8469,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4196379,2427,2080396,1600,645082,10004,1114282,12180,27464,2724,51883,3274,241685,7688,2115983,1419,512986,7323,1076605,10554,32601,3242,182056,5150,311735,7516,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1432244,1305,698983,1250,213514,5213,363529,7044,10715,1927,25493,2069,85732,4195,733261,1109,166688,4771,357032,7833,12162,1677,89806,3168,107573,4815,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3966933,738,1953536,624,620118,7834,1058309,9727,14086,1891,54256,2567,206767,5558,2013397,434,506681,6012,1060575,9874,18421,2027,187401,4520,240319,6016,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,401445,511,203632,746,57003,2585,110876,3568,2869,923,4981,922,27903,2693,197813,716,44121,2625,106265,3755,1815,760,16257,1546,29355,2621,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,21091,2495,10622,1536,4320,1156,4907,1145,256,294,215,230,924,442,10469,1792,2401,817,5212,1155,136,168,1229,502,1491,629,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
