GEO_ID,B10061_001E,B10061_001M,B10061_002E,B10061_002M,B10061_003E,B10061_003M,B10061_004E,B10061_004M,B10061_005E,B10061_005M,B10061_006E,B10061_006M,B10061_007E,B10061_007M,B10061_008E,B10061_008M,B10061_009E,B10061_009M,B10061_010E,B10061_010M,B10061_011E,B10061_011M,NAME,B10061_001MA,B10061_001EA,B10061_002MA,B10061_002EA,B10061_003EA,B10061_003MA,B10061_004EA,B10061_004MA,B10061_005MA,B10061_005EA,B10061_006MA,B10061_006EA,B10061_007MA,B10061_007EA,B10061_008EA,B10061_008MA,B10061_009EA,B10061_009MA,B10061_010EA,B10061_010MA,B10061_011MA,B10061_011EA,state
0400000US01,114534,6358,81418,5393,43054,4175,21988,2820,21066,2645,38364,3534,33116,3610,16856,2514,13101,2218,3755,1042,16260,2336,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14694,1540,11204,1362,4205,714,2277,570,1928,480,6999,1191,3490,763,1519,519,942,379,577,327,1971,534,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,161497,8100,107512,6543,39263,3256,21957,2604,17306,1877,68249,5252,53985,4674,19501,2353,13635,2117,5866,1184,34484,4198,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,69002,4700,50269,4265,27705,3110,15483,2303,12222,1884,22564,2732,18733,2573,9948,1933,8461,1916,1487,498,8785,1940,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1160800,19999,708555,14214,168735,8641,78702,5505,90033,5629,539820,13108,452245,14953,115386,6023,83159,5529,32227,3228,336859,11964,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,92261,5807,67811,5119,22629,2820,12481,2199,10148,1949,45182,3847,24450,3361,10014,2256,7249,1945,2765,836,14436,2485,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,61354,4156,45487,3769,12173,2169,7280,1714,4893,1003,33314,3523,15867,2299,7336,1902,4989,1531,2347,959,8531,1736,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,25008,2731,20165,2347,7498,1299,4335,984,3163,822,12667,2165,4843,1398,2480,899,2055,919,425,303,2363,1046,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9919,1771,5326,1383,1864,775,875,584,989,421,3462,1058,4593,1057,2329,760,1510,659,819,412,2264,830,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,480854,16171,326363,12846,105726,7390,55833,5283,49893,4788,220637,9422,154491,9215,49982,5051,34482,4416,15500,2481,104509,6838,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,260132,10221,179225,9097,77236,5562,44228,4100,33008,3198,101989,6654,80907,5702,37461,3988,27166,3642,10295,2054,43446,4388,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,55204,3811,38303,2870,8139,1365,3259,987,4880,1119,30164,2414,16901,2667,5646,1615,2958,1011,2688,1138,11255,2025,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,28354,3992,22862,3803,10287,2619,5183,1813,5104,1455,12575,2670,5492,1379,2263,759,1578,645,685,420,3229,1129,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,269537,9161,194326,7159,62365,5144,35482,3872,26883,2386,131961,6190,75211,5253,28883,2939,21733,2571,7150,1244,46328,4596,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,127546,6365,96839,5355,42711,3917,27589,2810,15122,2314,54128,3985,30707,3420,14661,2241,11383,1823,3278,1066,16046,2421,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,37826,3149,29164,2818,10720,1634,6593,1429,4127,864,18444,2241,8662,1396,4077,1075,3636,1062,441,239,4585,1011,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,51363,4603,37252,3142,16143,2048,9129,1576,7014,1285,21109,2410,14111,2700,6952,1755,4672,1327,2280,883,7159,1783,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,103367,6085,76652,5507,40843,3982,24049,2935,16794,2012,35809,3285,26715,3111,15078,2571,12729,2393,2349,724,11637,1991,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,116492,6651,86656,5574,40836,3357,23721,2592,17115,2293,45820,3564,29836,3288,15804,2019,12419,1991,3385,827,14032,2374,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19701,2279,15701,1917,5281,1229,3048,943,2233,642,10420,1625,4000,1336,2302,1188,1623,1147,679,445,1698,696,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,144451,7255,103809,5482,30278,2536,16490,2191,13788,1866,73531,4956,40642,4122,16636,2414,10901,1884,5735,1521,24006,3150,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,123020,7068,87056,5902,22293,2506,12791,2146,9502,1333,64763,5108,35964,3396,13858,2448,10152,2268,3706,1059,22106,2779,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,174991,7733,134639,6779,46981,4223,26248,2923,20733,2340,87658,5187,40352,3429,15502,2049,11714,1708,3788,800,24850,2777,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,65875,4343,50557,3363,16063,1700,10073,1286,5990,1061,34494,2525,15318,2188,5596,1354,4808,1296,788,294,9722,1695,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,89392,5698,65880,5484,36707,3568,21545,2863,15162,2187,29173,3204,23512,3037,11779,2153,9415,2128,2364,766,11733,2007,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,115574,6555,84582,6006,37189,4001,19891,3114,17298,2099,47393,4158,30992,3002,14332,2102,10923,1678,3409,924,16660,2579,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,15868,2180,11740,1977,6054,1483,3777,1259,2277,719,5686,1262,4128,995,2199,738,1210,469,989,568,1929,689,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24793,2675,17615,2236,8106,1496,5416,1167,2690,803,9509,1396,7178,1514,3328,965,2414,797,914,506,3850,1015,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,68360,5014,39651,4069,15570,2182,8781,1586,6789,1504,24081,3610,28709,3597,10210,1804,6880,1459,3330,1077,18499,3495,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,24703,2885,20392,2847,6757,1805,4319,1644,2438,925,13635,2159,4311,1406,1445,776,1046,689,399,318,2866,1197,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,194936,7736,136108,6846,33441,3196,15754,2377,17687,2057,102667,5890,58828,5076,16155,2724,10272,2112,5883,1546,42673,4414,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,53568,4807,42653,4190,20523,2733,12215,2274,8308,1527,22130,2622,10915,2228,5097,1455,3697,1239,1400,535,5818,1585,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,430935,11633,250303,8975,65161,4809,34029,3588,31132,2903,185142,7323,180632,8296,61665,4493,36276,3060,25389,3557,118967,6833,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,212546,7454,151203,6944,68859,5098,39185,4245,29674,2900,82344,5142,61343,4482,29886,3050,22715,2636,7171,1469,31457,3230,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8038,1458,5346,1158,1794,568,1075,436,719,333,3552,947,2692,940,1091,545,891,549,200,130,1601,793,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,222827,7922,161526,7154,70843,4828,43467,3945,27376,2299,90683,5384,61301,4693,29347,3076,21697,2600,7650,1635,31954,3634,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,90222,4265,65731,3861,35018,2817,19307,1963,15711,1706,30713,2497,24491,2420,11826,1545,8443,1203,3383,909,12665,1800,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,72036,5499,48535,4024,16241,2453,7732,1580,8509,1646,32294,2955,23501,3714,8092,2111,5888,1844,2204,847,15409,2541,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,242129,7119,182330,6583,65820,4234,39985,3662,25835,2380,116510,5649,59799,4154,25666,3281,20460,3000,5206,1168,34133,3047,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20302,2541,13466,2193,3486,1045,1732,669,1754,794,9980,1958,6836,1408,2501,725,1528,721,973,558,4335,1125,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,116121,5688,83600,5169,38857,3788,18058,2393,20799,2992,44743,3704,32521,3408,16851,2836,11524,2447,5327,1812,15670,2060,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13307,1855,9705,1685,5381,1047,2968,787,2413,735,4324,1192,3602,900,2544,706,1807,598,737,375,1058,553,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,165382,7646,120547,6104,55903,4233,32332,3322,23571,2468,64644,4484,44835,4729,21114,2674,17032,2648,4082,870,23721,3445,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,763261,19956,567699,17957,216321,11046,132611,8649,83710,4631,351378,13404,195562,11049,85154,6873,66590,6111,18564,2233,110408,7704,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,64125,4316,48888,3283,13237,1919,7269,1346,5968,1340,35651,2755,15237,2577,3543,1229,1708,863,1835,945,11694,2307,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,11234,1713,7613,1243,2473,783,1507,586,966,485,5140,1045,3621,1248,1007,587,914,572,93,89,2614,1120,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,187210,8609,134818,6820,44359,3958,22862,2548,21497,2719,90459,5390,52392,5152,19418,2720,13849,2395,5569,1159,32974,3930,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,136453,6427,94697,6227,27244,2697,14878,2035,12366,1961,67453,5314,41756,4016,13872,2027,9533,1633,4339,1081,27884,3506,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,41641,3388,33580,3187,17193,2285,8837,1671,8356,1624,16387,2221,8061,1662,3755,1130,2306,797,1449,710,4306,1324,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,71848,4557,50242,3333,19651,2457,11837,1888,7814,1426,30591,2543,21606,2641,8074,1360,6674,1237,1400,514,13532,2106,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8269,1768,6392,1607,2874,1052,1400,618,1474,720,3518,1051,1877,873,1125,704,1001,686,124,157,752,367,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,93731,5215,74899,4526,33923,3336,16738,2198,17185,2234,40976,3327,18832,2721,9256,1739,6164,1468,3092,1035,9576,2027,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
