GEO_ID,C18105_001E,C18105_001M,C18105_002E,C18105_002M,C18105_003E,C18105_003M,C18105_004E,C18105_004M,C18105_005E,C18105_005M,C18105_006E,C18105_006M,C18105_007E,C18105_007M,C18105_008E,C18105_008M,C18105_009E,C18105_009M,C18105_010E,C18105_010M,C18105_011E,C18105_011M,C18105_012E,C18105_012M,C18105_013E,C18105_013M,C18105_014E,C18105_014M,C18105_015E,C18105_015M,C18105_016E,C18105_016M,C18105_017E,C18105_017M,C18105_018E,C18105_018M,C18105_019E,C18105_019M,C18105_020E,C18105_020M,C18105_021E,C18105_021M,NAME,C18105_001MA,C18105_001EA,C18105_002MA,C18105_002EA,C18105_003EA,C18105_003MA,C18105_004EA,C18105_004MA,C18105_005MA,C18105_005EA,C18105_006MA,C18105_006EA,C18105_007MA,C18105_007EA,C18105_008EA,C18105_008MA,C18105_009EA,C18105_009MA,C18105_010MA,C18105_010EA,C18105_011MA,C18105_011EA,C18105_012MA,C18105_012EA,C18105_013MA,C18105_013EA,C18105_014EA,C18105_014MA,C18105_015MA,C18105_015EA,C18105_016MA,C18105_016EA,C18105_017MA,C18105_017EA,C18105_018MA,C18105_018EA,C18105_019EA,C18105_019MA,C18105_020EA,C18105_020MA,C18105_021MA,C18105_021EA,state
0400000US01,4476223,3498,2139309,5487,414448,4426,3697,1108,410751,4344,1407781,3396,101970,5026,1305811,6412,317080,1997,76555,3630,240525,3884,2336914,4419,401239,3680,3935,1197,397304,3662,1527586,3213,133409,4933,1394177,6202,408089,2062,127653,3859,280436,4279,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,658133,1917,336823,2347,67890,1694,319,318,67571,1727,235033,2140,8706,1431,226327,2591,33900,1002,6432,835,27468,1298,321310,1662,64947,1159,611,450,64336,1199,221245,1198,12198,1537,209047,1860,35118,972,9713,1195,25405,1107,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6190411,2225,3030095,2898,605156,1992,5472,1355,599684,2417,1937999,2770,92725,5101,1845274,5852,486940,1367,90224,4456,396716,4637,3160316,2795,582757,1936,2295,633,580462,2060,2006493,2365,115824,4716,1890669,4849,571066,1364,139465,4869,431601,5024,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2723980,2678,1325395,4796,262374,3612,1844,714,260530,3663,861325,3214,61788,3374,799537,4605,201696,1438,48738,2620,152958,2756,1398585,4111,251041,3092,2937,975,248104,3155,900910,3016,88290,4242,812620,4915,246634,1843,77246,3444,169388,3204,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35785882,5903,17584481,8096,3376978,3764,20292,2392,3356686,4700,12038061,7340,433378,10778,11604683,12568,2169442,2989,412517,8378,1756925,8417,18201401,5965,3246580,3595,18034,1872,3228546,3514,12226448,3884,517249,12676,11709199,13037,2728373,3145,721556,9401,2006817,9682,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4933964,3327,2449343,4716,467232,2681,2116,668,465116,2624,1678778,3434,60898,4691,1617880,5835,303333,1624,45835,2574,257498,2846,2484621,3723,446142,2336,3143,993,442999,2564,1677532,2424,70582,4842,1606950,5646,360947,1439,82045,3483,278902,3507,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3352420,1511,1623431,2392,299009,1487,1890,712,297119,1634,1091478,1984,36159,3157,1055319,3774,232944,1423,37915,2426,195029,2523,1728989,2303,286150,1244,918,449,285232,1334,1142258,1885,50337,3164,1091921,3804,300581,1319,68784,3052,231797,3303,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,864920,583,414369,1083,74777,578,662,433,74115,698,272159,1135,12536,1593,259623,2086,67433,733,12256,1354,55177,1313,450551,968,72627,536,611,459,72016,669,295631,700,16465,2025,279166,2085,82293,658,16936,1469,65357,1568,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605203,509,281710,990,36059,173,48,81,36011,208,216572,977,9222,1494,207350,1728,29079,646,6328,1064,22751,1226,323493,1011,36012,188,73,83,35939,208,244580,597,12192,1660,232388,1829,42901,869,12554,1340,30347,1340,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18505785,5532,8944652,7099,1519797,4888,8878,1689,1510919,4748,5747594,5911,288401,8369,5459193,10351,1677261,3397,302076,8321,1375185,7854,9561133,6297,1448781,4389,8107,1610,1440674,4812,6066114,4654,325257,10936,5740857,12518,2046238,3447,497071,9293,1549167,9974,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
