GEO_ID,C17026_001E,C17026_001M,C17026_002E,C17026_002M,C17026_003E,C17026_003M,C17026_004E,C17026_004M,C17026_005E,C17026_005M,C17026_006E,C17026_006M,C17026_007E,C17026_007M,C17026_008E,C17026_008M,NAME,C17026_001EA,C17026_001MA,C17026_002EA,C17026_002MA,C17026_003EA,C17026_003MA,C17026_004MA,C17026_004EA,C17026_005MA,C17026_005EA,C17026_006MA,C17026_006EA,C17026_007EA,C17026_007MA,C17026_008EA,C17026_008MA,state
0400000US01,1232515,11755,76823,5149,108018,5078,59605,4748,57440,3756,79076,4747,35350,2838,816203,11824,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,5286,1053,7713,1304,4495,971,5662,913,6887,1007,3086,724,131886,3678,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,90473,4549,118528,5323,69988,4407,62022,4350,100834,4866,43989,3129,1093647,11985,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,39931,3120,64207,3941,38895,3504,40425,2596,56036,3586,24812,2637,487906,9748,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,407803,9627,659616,12129,378217,8941,403985,11441,521206,10766,212972,8638,6178260,26633,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,42818,3371,62742,4197,44537,3829,45913,3881,66985,3875,30340,2320,1021948,11193,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,27604,2994,39345,3702,22089,2504,21973,2472,38047,3428,17302,1917,720903,9627,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,8327,1466,11406,1622,6745,1539,7409,1291,12155,1881,5148,1167,181810,4348,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,7571,1423,9136,1452,3265,857,5528,1274,4071,846,3061,933,85232,2915,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,223028,8523,340733,10953,205377,8857,229144,8307,308281,8599,132944,5540,3253904,24339,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2426392,15122,143940,6835,198724,6991,103347,4862,109263,5385,157868,6101,65762,5214,1647488,15583,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314151,5725,9615,1553,14918,2013,8870,1434,9244,1460,14200,1946,6876,1463,250428,6255,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,407499,5941,15624,2274,26009,1980,19279,2325,20986,2585,29217,3142,11512,1541,284872,6238,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099184,17994,137157,5503,188325,6688,108082,4875,116317,4955,150542,5393,71040,4164,2327721,18158,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1657223,12597,72684,3978,107850,5666,64760,3757,64996,3787,101640,4684,43951,2881,1201342,11057,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
