GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,NAME,B13004_001MA,B13004_001EA,B13004_002EA,B13004_002MA,B13004_003EA,B13004_003MA,B13004_004MA,B13004_004EA,B13004_005MA,B13004_005EA,B13004_006MA,B13004_006EA,B13004_007EA,B13004_007MA,B13004_008EA,B13004_008MA,B13004_009EA,B13004_009MA,B13004_010MA,B13004_010EA,B13004_011MA,B13004_011EA,state
0400000US13,2488325,7441,135793,7088,82456,5509,53337,4095,12761,1950,40576,3762,2352532,10173,1014527,12003,1338005,12499,135967,6933,1202038,12226,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,312291,2386,20253,2205,13788,1756,6465,1436,1234,588,5231,1385,292038,2890,134226,3836,157812,4227,21062,2462,136750,4335,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,368863,3359,21728,1940,16391,1720,5337,1162,2538,903,2799,924,347135,3971,175302,5648,171833,6145,22048,2129,149785,5973,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3064220,6644,152416,5269,100452,4465,51964,3396,14084,1970,37880,2872,2911804,8176,1233957,13021,1677847,14510,207491,7736,1470356,15495,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1514154,6534,84584,4942,50831,3539,33753,3250,11525,1847,22228,2725,1429570,8055,643350,8771,786220,10260,120620,6472,665600,9500,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,673438,3960,42427,2970,28014,2537,14413,1777,5745,1097,8668,1501,631011,4678,311515,5651,319496,6212,60642,3594,258854,6912,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,647457,3654,37371,2760,25436,2134,11935,1823,4651,972,7284,1539,610086,4485,297156,6050,312930,7539,49117,3527,263813,8493,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,999941,4443,57271,3491,37128,2643,20143,2430,7756,1607,12387,1933,942670,5370,457340,6918,485330,7861,75347,3944,409983,8256,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1105203,4705,54997,3524,29805,3096,25192,2290,5108,1137,20084,2408,1050206,5543,414705,8241,635501,8966,74281,5158,561220,8920,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,281553,1914,13747,1740,7951,1232,5796,1473,3096,1007,2700,976,267806,2558,116727,4537,151079,4568,33422,2756,117657,4251,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1440042,4587,69353,4025,44835,3224,24518,2696,6214,1222,18304,2287,1370689,6399,580822,9529,789867,10564,94667,5396,695200,10288,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1576841,4401,73012,4272,51545,3780,21467,2253,5919,1348,15548,2083,1503829,5817,624074,8998,879755,9809,116008,6015,763747,9328,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2245012,4589,124469,5464,75709,3826,48760,3418,17109,2569,31651,2613,2120543,7255,882817,11206,1237726,12032,172063,6217,1065663,12359,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1234919,3796,77120,3907,55592,3255,21528,2327,9944,1594,11584,1598,1157799,5608,538781,7125,619018,7078,109618,5063,509400,7612,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,697919,4650,36280,3031,19347,2274,16933,2213,3043,793,13890,2124,661639,5617,275062,7834,386577,8762,36500,3301,350077,9008,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1377421,5239,71775,3572,44553,2994,27222,2685,8564,1481,18658,2216,1305646,5977,592047,8504,713599,8739,97555,4905,616044,9341,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,215141,2034,11493,1516,8395,1403,3098,757,975,403,2123,697,203648,2572,94569,3288,109079,3512,21007,2209,88072,3881,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,414859,2725,27676,2578,20259,2024,7417,1394,3547,1105,3870,802,387183,3436,186037,4557,201146,5343,32572,2642,168574,5578,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,677013,2853,34722,2762,21642,1989,13080,2079,5871,1331,7209,1365,642291,3748,270290,6544,372001,7182,57733,4433,314268,7297,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,290181,2372,15202,1636,10306,1425,4896,1014,1751,575,3145,841,274979,2847,127158,4059,147821,4178,31520,2659,116301,4429,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2093936,4379,100650,5235,69397,3764,31253,3092,9505,1864,21748,2371,1993286,6536,875769,8737,1117517,10264,116848,5601,1000669,11578,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,468988,2944,27888,2784,16232,2299,11656,2196,3310,903,8346,1900,441100,3675,180472,5863,260628,5601,39606,3412,221022,6212,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4746025,7908,219380,6445,146566,5919,72814,4356,19412,2454,53402,4095,4526645,9390,1802647,12053,2723998,13172,303501,10298,2420497,16620,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2338660,6847,121053,6961,75989,5428,45064,3733,11364,1780,33700,3236,2217607,8818,1018863,11096,1198744,13340,142604,7103,1056140,12580,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,163836,2233,11445,1933,8386,1867,3059,881,1156,481,1903,626,152391,3019,73965,3175,78426,3297,17846,2305,60580,3360,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2608964,6204,133826,5527,77041,4190,56785,4472,19265,2393,37520,3376,2475138,9052,1064264,12114,1410874,13450,218726,7579,1192148,12039,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,882098,3904,52222,3056,32534,2186,19688,2051,6549,1148,13139,1887,829876,5414,402214,5738,427662,6052,58980,3363,368682,5896,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,900059,3645,43633,3576,28170,2870,15463,2322,7822,1670,7641,1776,856426,5052,382041,6768,474385,7730,85921,5416,388464,9289,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2820198,7684,146391,6001,92091,4735,54300,3060,17009,1911,37291,2793,2673807,8948,1160639,11257,1513168,11219,210148,7741,1303020,10777,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,239636,1883,10163,1561,5427,1021,4736,1122,1449,580,3287,1022,229473,2480,88770,3494,140703,3896,20645,2504,120058,4637,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1108680,4777,55927,4416,30481,3214,25446,2903,4779,1114,20667,2602,1052753,6770,448956,8356,603797,9074,67186,4898,536611,9358,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,178691,2107,10647,1251,7333,1181,3314,717,2016,644,1298,361,168044,2413,80387,2657,87657,2961,13908,1914,73749,3122,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1531358,5793,80447,4361,48369,3396,32078,3083,8381,1563,23697,2696,1450911,6793,664916,11331,785995,10289,92064,6310,693931,10325,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6593939,9428,388274,10886,249215,9548,139059,6716,35041,2858,104018,6014,6205665,14538,2901792,22727,3303873,22354,376472,9285,2927401,22524,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,717588,2858,50704,3810,43223,3031,7481,1814,1616,716,5865,1477,666884,4880,357248,7362,309636,6151,31844,2461,277792,6354,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,134531,1373,6730,1145,4752,935,1978,783,582,282,1396,725,127801,1848,58085,2406,69716,2678,16869,1987,52847,2769,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1980535,6707,112485,5122,80512,4047,31973,3077,7995,1649,23978,2774,1868050,8574,867567,9926,1000483,12551,108427,4807,892056,13149,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1637495,4750,86613,5171,61535,3755,25078,3059,9519,1734,15559,2253,1550882,7809,728601,10041,822281,10904,127896,5516,694385,10764,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,395349,2856,18653,2200,11252,1632,7401,1364,2932,880,4469,1047,376696,3580,170998,5398,205698,5585,33217,2837,172481,5672,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1282651,3963,66790,3569,45217,2873,21573,2090,9714,1271,11859,1776,1215861,4900,544872,7293,670989,8594,123085,5542,547904,8227,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,128497,2299,7497,1221,5588,1090,1909,702,1218,586,691,423,121000,2630,60192,3486,60808,3574,11126,1766,49682,3617,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,857546,3056,35742,3816,14909,2268,20833,2971,5989,1318,14844,2642,821804,4951,259903,7178,561901,8375,72294,4491,489607,8001,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
