GEO_ID,B14004_001E,B14004_001M,B14004_002E,B14004_002M,B14004_003E,B14004_003M,B14004_004E,B14004_004M,B14004_005E,B14004_005M,B14004_006E,B14004_006M,B14004_007E,B14004_007M,B14004_008E,B14004_008M,B14004_009E,B14004_009M,B14004_010E,B14004_010M,B14004_011E,B14004_011M,B14004_012E,B14004_012M,B14004_013E,B14004_013M,B14004_014E,B14004_014M,B14004_015E,B14004_015M,B14004_016E,B14004_016M,B14004_017E,B14004_017M,B14004_018E,B14004_018M,B14004_019E,B14004_019M,B14004_020E,B14004_020M,B14004_021E,B14004_021M,B14004_022E,B14004_022M,B14004_023E,B14004_023M,B14004_024E,B14004_024M,B14004_025E,B14004_025M,B14004_026E,B14004_026M,B14004_027E,B14004_027M,B14004_028E,B14004_028M,B14004_029E,B14004_029M,B14004_030E,B14004_030M,B14004_031E,B14004_031M,B14004_032E,B14004_032M,B14004_033E,B14004_033M,NAME,B14004_001MA,B14004_001EA,B14004_002MA,B14004_002EA,B14004_003MA,B14004_003EA,B14004_004EA,B14004_004MA,B14004_005EA,B14004_005MA,B14004_006MA,B14004_006EA,B14004_007MA,B14004_007EA,B14004_008MA,B14004_008EA,B14004_009EA,B14004_009MA,B14004_010EA,B14004_010MA,B14004_011MA,B14004_011EA,B14004_012MA,B14004_012EA,B14004_013MA,B14004_013EA,B14004_014EA,B14004_014MA,B14004_015EA,B14004_015MA,B14004_016EA,B14004_016MA,B14004_017MA,B14004_017EA,B14004_018EA,B14004_018MA,B14004_019EA,B14004_019MA,B14004_020EA,B14004_020MA,B14004_021EA,B14004_021MA,B14004_022MA,B14004_022EA,B14004_023EA,B14004_023MA,B14004_024EA,B14004_024MA,B14004_025EA,B14004_025MA,B14004_026EA,B14004_026MA,B14004_027EA,B14004_027MA,B14004_028EA,B14004_028MA,B14004_029EA,B14004_029MA,B14004_030EA,B14004_030MA,B14004_031EA,B14004_031MA,B14004_032EA,B14004_032MA,B14004_033MA,B14004_033EA,state
0400000US01,3931966,3565,1878536,4030,108930,4998,478,295,68605,4244,21441,2154,18406,2182,21020,2229,0,189,10928,1894,5098,1301,4994,1175,1748586,6241,96218,3050,165537,4195,273046,4236,1213785,4066,2053430,3383,151855,6995,1409,666,91786,4846,32417,3151,26243,2480,27516,2925,143,234,14252,2194,5079,1318,8042,1313,1874059,7098,92941,2435,132903,3864,278867,4345,1369348,4692,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,579778,1194,305440,1713,20679,2296,70,85,11037,1611,5592,1307,3980,831,4500,1380,0,145,938,440,1931,1095,1631,774,280261,3157,14649,942,36519,2197,53851,1739,175242,1814,274338,1697,21127,2170,66,90,8325,1193,5054,989,7682,1354,3791,883,82,139,660,290,1103,366,1946,800,249420,3050,14948,1196,27335,1521,46243,1653,160894,2037,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5381925,2298,2655529,2772,191273,6462,1442,617,113136,5403,46595,3760,30100,2659,33415,2822,127,153,10599,1634,10997,1673,11692,1677,2430841,7272,138612,2309,222659,5271,404766,4715,1664804,3786,2726396,1795,210797,6942,1821,613,118723,4868,46137,3221,44116,3269,46024,3922,215,357,16875,2948,14035,2036,14899,1883,2469575,7613,130295,1570,191195,4797,372989,4381,1775096,4137,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2381476,2931,1157713,3880,66456,4636,417,333,43334,3578,13685,2058,9020,1609,11201,1691,66,110,7231,1274,1620,482,2284,823,1080056,5466,61694,2966,98552,4264,173831,3516,745979,3761,1223763,3540,94084,4639,619,337,52434,2915,21248,2312,19783,2332,12473,2135,34,57,6760,1692,2523,762,3156,938,1117206,4886,58417,2363,83504,3144,165402,3334,809883,3485,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31206124,3092,15387827,3823,1193542,16801,9178,1432,757949,12468,269829,9011,156586,6743,285458,8900,559,259,122864,6444,93981,5556,68054,3887,13908827,18718,784600,2908,1183309,12588,2572295,11732,9368623,7571,15818297,3340,1349231,18962,10011,1693,812928,12001,304528,9449,221764,8529,363598,9827,2002,770,164630,7181,104680,5700,92286,4855,14105468,22027,748853,3058,954949,12140,2377611,11626,10024055,9980,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4309301,2682,2153568,3483,161789,6116,540,329,93063,4584,39873,3391,28313,2440,30244,2685,177,189,13330,2064,8349,1491,8388,1418,1961535,7164,101922,2356,168322,5070,364296,4384,1326995,3549,2155733,2503,163962,5529,232,171,90032,4201,42285,3471,31413,2729,41502,3538,36,72,17410,2605,10872,1734,13184,1955,1950269,6331,97673,1715,142101,4799,333010,4321,1377485,4091,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2967896,1050,1433554,1802,72157,3634,63,84,51210,3285,11120,1451,9764,1633,43837,3812,108,120,28004,2780,8419,1913,7306,1255,1317560,4742,74962,1103,101342,3404,200946,2804,940310,2449,1534342,1569,94480,4737,785,521,53902,3805,20022,2188,19771,2172,59638,3951,388,386,35793,2971,12449,1821,11008,1416,1380224,5102,69789,992,79732,3678,185465,3068,1045238,2957,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,765491,834,366631,834,24340,2301,243,230,15345,2063,4946,1054,3806,947,7389,1377,40,65,3073,907,2193,730,2083,734,334902,2581,16659,477,28497,2202,52864,1425,236882,1377,398860,760,30337,2512,112,129,18044,1829,6071,1314,6110,1190,10136,1588,0,185,4175,973,2521,741,3440,1011,358387,2868,16665,524,22295,1771,53369,1514,266058,1501,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,559363,238,262074,505,8305,1618,0,198,3520,1109,2832,973,1953,696,21640,1919,150,162,13558,1475,6231,1380,1701,535,232129,2307,7558,128,20262,1603,60982,1601,143327,889,297289,534,11534,2036,106,133,4706,1095,4068,1035,2654,859,31442,2026,222,238,20853,1577,6364,1098,4003,1050,254313,2663,7464,312,17753,1586,69734,1568,159362,1520,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16544829,3434,8013533,5072,466205,13982,2732,819,279147,9931,112995,6892,71331,4370,132910,7440,338,256,55952,5040,39186,3856,37434,3268,7414418,14542,359914,3718,588581,10473,1115637,8766,5350286,8332,8531296,4298,569048,11754,5878,1708,324528,8522,131851,6475,106791,5174,190231,7803,978,533,73443,4545,56493,4558,59317,4425,7772017,15502,335715,3184,476427,8868,1056467,8108,5903408,8632,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
