GEO_ID,C17016_001E,C17016_001M,C17016_002E,C17016_002M,C17016_003E,C17016_003M,C17016_004E,C17016_004M,C17016_005E,C17016_005M,C17016_006E,C17016_006M,C17016_007E,C17016_007M,C17016_008E,C17016_008M,C17016_009E,C17016_009M,NAME,C17016_001EA,C17016_001MA,C17016_002EA,C17016_002MA,C17016_003EA,C17016_003MA,C17016_004EA,C17016_004MA,C17016_005MA,C17016_005EA,C17016_006MA,C17016_006EA,C17016_007MA,C17016_007EA,C17016_008EA,C17016_008MA,C17016_009EA,C17016_009MA,state
0400000US01,1232515,11755,184841,6662,29311,3053,59926,3740,95604,4948,1047674,12321,566861,9403,158673,5759,322140,6202,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,12999,1612,1049,414,6010,1028,5940,1081,152016,3662,89265,3519,33073,2324,29678,1906,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,209001,6363,39063,3332,66060,4468,103878,4235,1370480,13405,704417,12178,248096,7895,417967,8408,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,104138,4501,17742,2064,34441,2918,51955,3042,648074,9714,345921,8393,107964,4942,194189,5374,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1067419,13044,195170,7541,367356,9901,504893,8443,7694640,28159,4217907,26456,1562500,16056,1914233,17954,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,105560,4841,19282,2203,40211,3378,46067,3576,1209723,10079,693138,10309,244146,7435,272439,5304,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,66949,4874,6097,1208,27705,2915,33147,3362,820314,9845,459856,8849,178453,6330,182005,6273,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,19733,2314,4564,1096,6368,1285,8801,1493,213267,4508,115746,3953,38357,2829,59164,2764,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,16707,2102,2259,943,4714,1265,9734,1684,101157,3173,61558,3239,17710,1800,21889,1991,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,563761,13976,102725,5264,179325,8623,281711,9194,4129650,24086,2112174,23070,699848,14432,1317628,14356,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2426392,15122,342664,9063,74939,5075,115194,6231,152531,6875,2083728,15808,1232320,15727,334806,9504,516602,7366,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314151,5725,24533,2343,4271,1004,7176,1248,13086,1868,289618,5942,161939,4909,49089,3187,78590,3706,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,407499,5941,41633,2770,7762,1380,16819,2221,17052,2111,365866,6060,191859,6415,78784,4355,95223,4722,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099184,17994,325482,8355,55768,4337,116485,5080,153229,6621,2773702,18072,1579814,15325,525224,9385,668664,9628,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1657223,12597,180534,6423,31338,3215,74427,4647,74769,4214,1476689,11767,835006,11334,278730,8292,362953,6757,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,801562,6871,63382,3549,12478,1612,25597,2614,25307,2187,738180,7501,436016,7346,143633,4981,158531,3927,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,728602,7887,66858,3402,13726,1608,25822,2618,27310,2036,661744,7678,388419,6406,121578,4932,151747,4296,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
