GEO_ID,B16002_001E,B16002_001M,B16002_002E,B16002_002M,B16002_003E,B16002_003M,B16002_004E,B16002_004M,B16002_005E,B16002_005M,B16002_006E,B16002_006M,B16002_007E,B16002_007M,B16002_008E,B16002_008M,B16002_009E,B16002_009M,B16002_010E,B16002_010M,B16002_011E,B16002_011M,B16002_012E,B16002_012M,B16002_013E,B16002_013M,B16002_014E,B16002_014M,NAME,B16002_001MA,B16002_001EA,B16002_002MA,B16002_002EA,B16002_003EA,B16002_003MA,B16002_004MA,B16002_004EA,B16002_005MA,B16002_005EA,B16002_006MA,B16002_006EA,B16002_007EA,B16002_007MA,B16002_008EA,B16002_008MA,B16002_009MA,B16002_009EA,B16002_010MA,B16002_010EA,B16002_011EA,B16002_011MA,B16002_012EA,B16002_012MA,B16002_013MA,B16002_013EA,B16002_014EA,B16002_014MA,state
0400000US01,1841217,10615,1740393,10287,58968,3033,14144,1763,44824,3158,20673,2282,1442,708,19231,2283,16226,1696,4716,1027,11510,1547,4957,1124,721,458,4236,1043,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249659,2978,200755,3485,11407,1624,1028,478,10379,1517,9181,1665,846,477,8335,1586,13685,1317,2704,745,10981,1485,14631,1230,558,121,14073,1242,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2428743,11353,1762978,12352,480041,6388,86926,4570,393115,7122,69003,4021,7333,1370,61670,3710,54632,2539,12399,1740,42233,2700,62089,2921,10497,1451,51592,2763,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1131288,8373,1054678,8707,52897,2739,16475,2146,36422,2891,10468,1387,572,346,9896,1359,11303,1405,3082,898,8221,1300,1942,782,257,210,1685,706,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12758648,18835,7271204,26861,3253821,16996,665108,12800,2588713,17316,730554,12519,120200,4781,610354,12545,1355271,13908,376050,8970,979221,14643,147798,6419,26499,3127,121299,5196,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2039592,7530,1673221,9997,234627,5552,40924,3648,193703,5256,68547,3837,7168,1280,61379,3710,42629,2455,9476,1535,33153,2376,20568,2634,3147,864,17421,2417,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1355817,6673,1030943,8318,159679,4838,36123,2584,123556,4099,119084,4739,23046,2226,96038,4298,33974,2172,9370,1314,24604,2147,12137,1813,1602,677,10535,1746,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,349743,3705,300900,4363,24645,1740,4491,1040,20154,1797,12117,1729,1245,557,10872,1565,8864,1238,1996,632,6868,1253,3217,963,108,95,3109,968,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,277378,3304,221295,4055,23534,2219,5918,1319,17616,1949,19056,2566,1506,767,17550,2458,6331,968,1472,619,4859,844,7162,1393,1825,753,5337,1235,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7328046,25793,5302864,26225,1429374,12307,393226,9658,1036148,13252,421021,10084,74308,4759,346713,9173,126570,4674,26530,2757,100040,4108,48217,3031,6137,1305,42080,2860,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3587521,13961,3101472,14873,257273,5435,67688,3983,189585,5314,112145,5827,11986,1942,100159,5704,83434,3757,22341,2424,61093,3492,33197,3029,5602,1472,27595,2840,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450769,4870,310286,4969,12966,1778,672,333,12294,1737,8489,1444,785,429,7704,1270,116903,3861,25424,2391,91479,3745,2125,789,816,421,1309,623,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,591587,4733,529083,5304,42972,2709,9368,2032,33604,2694,10131,1591,416,285,9715,1600,6130,1111,1484,603,4646,991,3271,906,887,445,2384,706,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4772421,12392,3743352,15913,532226,6843,111886,4699,420340,7356,302285,7402,63928,3948,238357,7026,144905,4299,34438,2524,110467,4514,49653,4196,8720,2030,40933,3628,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2502739,10912,2295468,10737,108965,4004,24088,2837,84877,4040,54796,3575,5911,1100,48885,3572,33096,2533,9789,1453,23307,2072,10414,1462,2096,713,8318,1228,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1241471,6257,1147899,6403,46343,2064,9784,1624,36559,2242,22276,2296,2029,672,20247,2150,18401,1718,5664,1293,12737,1638,6552,1385,2459,932,4093,1077,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
