GEO_ID,B07003_001E,B07003_001M,B07003_002E,B07003_002M,B07003_003E,B07003_003M,B07003_004E,B07003_004M,B07003_005E,B07003_005M,B07003_006E,B07003_006M,B07003_007E,B07003_007M,B07003_008E,B07003_008M,B07003_009E,B07003_009M,B07003_010E,B07003_010M,B07003_011E,B07003_011M,B07003_012E,B07003_012M,B07003_013E,B07003_013M,B07003_014E,B07003_014M,B07003_015E,B07003_015M,B07003_016E,B07003_016M,B07003_017E,B07003_017M,B07003_018E,B07003_018M,NAME,B07003_001EA,B07003_001MA,B07003_002EA,B07003_002MA,B07003_003EA,B07003_003MA,B07003_004MA,B07003_004EA,B07003_005MA,B07003_005EA,B07003_006EA,B07003_006MA,B07003_007EA,B07003_007MA,B07003_008EA,B07003_008MA,B07003_009MA,B07003_009EA,B07003_010MA,B07003_010EA,B07003_011MA,B07003_011EA,B07003_012EA,B07003_012MA,B07003_013EA,B07003_013MA,B07003_014EA,B07003_014MA,B07003_015MA,B07003_015EA,B07003_016MA,B07003_016EA,B07003_017EA,B07003_017MA,B07003_018EA,B07003_018MA,state
0400000US01,4791931,4065,2319734,5968,2472197,5498,4081522,22252,1972350,14043,2109172,12694,433594,16491,208252,9965,225342,9133,155617,10155,75716,6047,79901,6069,107919,8282,55793,4778,52126,4744,13279,2672,7623,1725,5656,1388,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,725206,1461,380138,2296,345068,2101,585916,7276,303760,5332,282156,3884,79177,6423,42688,3927,36489,3215,18181,3059,10712,1768,7469,1715,37842,4013,21058,2594,16784,2303,4090,1210,1920,669,2170,799,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6651964,4638,3303952,3948,3348012,3950,5431241,29624,2675534,17708,2755707,16280,802723,23953,403762,13528,398961,14459,119406,10233,68550,6447,50856,5115,249730,12340,128425,6957,121305,7164,48864,5666,27681,4203,21183,2925,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2931123,2667,1439800,4778,1491323,4867,2464189,16201,1209003,10421,1255186,8765,277335,12841,134510,7324,142825,7367,105752,7406,54864,4547,50888,4216,74741,6045,37131,3577,37610,3760,9106,2535,4292,1731,4814,1350,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38340324,10835,19033603,8798,19306721,8852,32849251,61601,16252721,33756,16596530,34886,3568783,53411,1784752,28618,1784031,30858,1090301,29041,570185,16386,520116,16447,513968,18847,267081,10087,246887,11284,318021,12211,158864,7747,159157,6549,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5293943,3847,2661209,4676,2632734,3785,4263998,25609,2129203,14714,2134795,13125,504223,15887,256405,8212,247818,9816,273476,13231,142834,8149,130642,6548,218728,12727,115884,7467,102844,6548,33518,4790,16883,2494,16635,2871,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3558915,2621,1732628,2766,1826287,2517,3111779,13932,1504226,8440,1607553,8170,273080,10699,136918,6761,136162,6644,61127,4905,31880,2807,29247,3336,82746,8190,43249,4576,39497,4537,30183,4320,16355,2612,13828,2470,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,924770,1262,447366,1395,477404,1160,810905,7547,391006,4072,419899,4957,67894,6499,33323,3510,34571,3722,9352,1634,4704,1058,4648,1087,32166,3413,15899,2215,16267,1946,4453,1284,2434,904,2019,697,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,648586,1757,307216,1338,341370,1295,513634,7913,245080,4740,268554,4740,67286,5744,30533,3202,36753,3588,0,198,0,198,0,198,56234,4603,26943,2739,29291,3054,11432,2238,4660,1176,6772,1683,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19683763,7910,9616427,8618,10067336,7992,16504838,45685,8027662,25144,8477176,29217,1824077,35893,893341,21296,930736,20988,612542,19025,321549,11711,290993,10422,546501,21034,273020,10956,273481,13178,195805,13262,100855,8112,94950,7064,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9970167,6089,4857027,7174,5113140,7819,8406436,36778,4072441,20226,4333995,21454,765710,25707,372445,13932,393265,14373,472429,21812,243858,11989,228571,11807,274095,15049,138921,8295,135174,8587,51497,5340,29362,3654,22135,2898,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1401004,1966,708282,1926,692722,2057,1198766,10297,603113,5806,595653,6287,124846,8421,62542,4968,62304,4906,7128,2063,4241,1550,2887,903,58144,5069,31537,3198,26607,2871,12120,1939,6849,1469,5271,1002,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1613068,2061,806149,3260,806919,3107,1335689,14615,664601,8510,671088,9176,148695,11362,74521,6045,74174,6547,58360,6101,30037,3361,28323,3548,64633,6253,33797,3421,30836,3665,5691,1235,3193,798,2498,830,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12730206,5665,6245159,5744,6485047,6024,11021611,32616,5384381,20386,5637230,18817,1090742,26711,540251,15077,550491,16401,340160,11603,177068,7409,163092,6840,209536,11110,108934,7369,100602,5982,68157,6190,34525,3933,33632,3227,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6516181,4079,3201809,6190,3314372,5379,5540754,26629,2713086,17060,2827668,13288,576965,18569,278824,11153,298141,9762,233553,12110,127384,7179,106169,6766,139846,8352,68833,5074,71013,4564,25063,3166,13682,2205,11381,1806,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3067872,2609,1524342,3980,1543530,3882,2594781,13916,1284893,8578,1309888,8150,266980,12098,133594,6271,133386,7762,112538,7466,59036,4357,53502,4567,79194,6405,38954,3468,40240,3845,14379,3114,7865,1961,6514,1544,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2866584,2600,1425636,3720,1440948,3907,2378716,16745,1175145,10479,1203571,9459,277001,14532,136702,8265,140299,7753,99238,6329,54167,3840,45071,3737,96467,7973,50980,4424,45487,4594,15162,2856,8642,2039,6520,1384,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4357819,2944,2146163,4395,2211656,4168,3663490,18486,1796610,11261,1866880,11066,398346,14450,193576,7968,204770,8835,177083,11396,93795,6574,83288,6265,104975,7798,55133,4428,49842,4845,13925,2546,7049,1342,6876,1681,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4593505,3584,2242703,4616,2350802,4512,3970442,20735,1929391,12804,2041051,12556,360705,17438,179411,9476,181294,10396,150997,9530,75942,5406,75055,6440,97814,7800,50120,4977,47694,4502,13547,2624,7839,1538,5708,1766,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1317638,1582,641574,2031,676064,2119,1138397,9455,552836,5112,585561,5617,96104,6907,49424,3997,46680,4027,38507,3944,18429,2277,20078,2560,39065,4220,18579,2469,20486,2494,5565,1464,2306,997,3259,988,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5911235,3586,2862000,3815,3049235,3757,5091903,22914,2456667,13129,2635236,14589,448850,15831,219599,9100,229251,10108,166751,10246,86576,5743,80175,6038,156787,9338,74908,6127,81879,5014,46944,5391,24250,3149,22694,3011,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6674907,3547,3234407,3431,3440500,3562,5784744,21481,2796419,12880,2988325,12859,491560,17619,237859,10505,253701,9968,180950,8894,95015,6181,85935,5186,146622,7649,71367,4900,75255,5008,71031,6462,33747,3519,37284,4031,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9795659,4600,4806809,4553,4988850,4071,8336037,29138,4083145,16326,4252892,16926,878098,19880,426749,11859,451349,11910,383397,14452,192751,7526,190646,9244,149991,9956,78274,5285,71717,6045,48136,4766,25890,2944,22246,2636,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5385219,3037,2677903,4118,2707316,3722,4612655,18403,2290281,9978,2322374,11516,385099,11859,190474,6779,194625,7557,250781,10092,128704,6044,122077,6465,106783,7233,54312,4007,52471,4294,29901,5398,14132,2485,15769,3260,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2957658,3082,1437510,4070,1520148,4161,2554296,14497,1226588,9016,1327708,9452,208502,11432,104300,6682,104202,6498,112734,7352,60305,4304,52429,4533,73927,6852,42756,4468,31171,3485,8199,1517,3561,881,4638,1221,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5992195,3743,2933319,4451,3058876,4922,5042396,23817,2463120,12638,2579276,15188,530657,17442,255784,9755,274873,10312,245862,12002,126408,6771,119454,7045,153320,9335,78453,5353,74867,5608,19960,2263,9554,1312,10406,1803,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
