GEO_ID,B27013_001E,B27013_001M,B27013_002E,B27013_002M,B27013_003E,B27013_003M,B27013_004E,B27013_004M,B27013_005E,B27013_005M,B27013_006E,B27013_006M,B27013_007E,B27013_007M,B27013_008E,B27013_008M,B27013_009E,B27013_009M,B27013_010E,B27013_010M,B27013_011E,B27013_011M,B27013_012E,B27013_012M,B27013_013E,B27013_013M,B27013_014E,B27013_014M,B27013_015E,B27013_015M,B27013_016E,B27013_016M,B27013_017E,B27013_017M,B27013_018E,B27013_018M,B27013_019E,B27013_019M,B27013_020E,B27013_020M,B27013_021E,B27013_021M,B27013_022E,B27013_022M,B27013_023E,B27013_023M,B27013_024E,B27013_024M,B27013_025E,B27013_025M,B27013_026E,B27013_026M,B27013_027E,B27013_027M,B27013_028E,B27013_028M,B27013_029E,B27013_029M,B27013_030E,B27013_030M,B27013_031E,B27013_031M,B27013_032E,B27013_032M,B27013_033E,B27013_033M,B27013_034E,B27013_034M,B27013_035E,B27013_035M,B27013_036E,B27013_036M,B27013_037E,B27013_037M,B27013_038E,B27013_038M,B27013_039E,B27013_039M,B27013_040E,B27013_040M,B27013_041E,B27013_041M,B27013_042E,B27013_042M,B27013_043E,B27013_043M,B27013_044E,B27013_044M,B27013_045E,B27013_045M,B27013_046E,B27013_046M,NAME,B27013_001MA,B27013_001EA,B27013_002EA,B27013_002MA,B27013_003EA,B27013_003MA,B27013_004MA,B27013_004EA,B27013_005MA,B27013_005EA,B27013_006EA,B27013_006MA,B27013_007EA,B27013_007MA,B27013_008EA,B27013_008MA,B27013_009EA,B27013_009MA,B27013_010MA,B27013_010EA,B27013_011EA,B27013_011MA,B27013_012MA,B27013_012EA,B27013_013EA,B27013_013MA,B27013_014EA,B27013_014MA,B27013_015MA,B27013_015EA,B27013_016EA,B27013_016MA,B27013_017MA,B27013_017EA,B27013_018EA,B27013_018MA,B27013_019EA,B27013_019MA,B27013_020EA,B27013_020MA,B27013_021EA,B27013_021MA,B27013_022MA,B27013_022EA,B27013_023MA,B27013_023EA,B27013_024EA,B27013_024MA,B27013_025EA,B27013_025MA,B27013_026MA,B27013_026EA,B27013_027MA,B27013_027EA,B27013_028MA,B27013_028EA,B27013_029EA,B27013_029MA,B27013_030EA,B27013_030MA,B27013_031MA,B27013_031EA,B27013_032EA,B27013_032MA,B27013_033MA,B27013_033EA,B27013_034MA,B27013_034EA,B27013_035EA,B27013_035MA,B27013_036MA,B27013_036EA,B27013_037EA,B27013_037MA,B27013_038MA,B27013_038EA,B27013_039MA,B27013_039EA,B27013_040EA,B27013_040MA,B27013_041MA,B27013_041EA,B27013_042EA,B27013_042MA,B27013_043EA,B27013_043MA,B27013_044MA,B27013_044EA,B27013_045MA,B27013_045EA,B27013_046MA,B27013_046EA,state
0400000US13,7418631,4122,3198283,24724,1778676,16339,1715175,16044,1386767,17449,328408,10875,63501,3508,48636,3005,14865,1693,1419607,14823,1378800,14290,1184049,13193,194751,7234,40807,2809,30924,2924,9883,1216,1665623,21209,728444,14201,663873,14374,382878,12448,280995,8665,64571,3239,37899,2580,26672,2245,937179,13843,873825,13461,562544,12813,311281,9846,63354,3146,41356,2731,21998,2297,2554725,18214,991212,12958,592073,12885,242763,7692,349310,11596,399139,4962,228694,5689,170445,5225,1563513,14229,976899,13193,474447,11474,502452,11890,586614,4848,316770,6285,269844,6498,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1059752,2332,470648,7518,261593,5058,246659,5272,227422,5413,19237,2576,14934,1462,12885,1424,2049,581,209055,5100,198422,4997,187040,4912,11382,1772,10633,1182,9689,1154,944,542,240574,7290,109580,4846,97850,4524,68229,3667,29621,3079,11730,1374,8112,1064,3618,785,130994,4908,118789,4592,89035,4699,29754,2879,12205,1470,9145,1221,3060,753,348530,7567,145659,3871,71883,3493,36922,2722,34961,3317,73776,2024,50445,2105,23331,1801,202871,5611,102466,5263,60637,4097,41829,3727,100405,1792,66717,2525,33688,2079,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1182227,2150,479749,9590,289410,6047,280579,5868,230299,5937,50280,4397,8831,1362,6876,1114,1955,585,190339,6950,185294,6887,154400,5922,30894,3172,5045,972,4129,895,916,360,323923,8310,140428,5127,124158,4830,80366,4015,43792,3459,16270,1621,10050,1314,6220,1060,183495,5782,168248,5499,120294,5033,47954,3660,15247,1593,9016,1231,6231,1170,378555,7942,149730,5181,65951,4560,30964,3289,34987,3026,83779,2282,53341,2469,30438,2551,228825,6142,126664,5662,73720,4548,52944,4368,102161,1891,67746,2666,34415,2492,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9721491,2658,4266878,20738,2435821,14396,2347928,13986,2000713,15255,347215,9021,87893,3860,69343,3511,18550,1876,1831057,15269,1773690,14779,1546057,15518,227633,7796,57367,3024,47083,2713,10284,1469,2408396,17881,1060287,12525,948859,12892,602868,9172,345991,9240,111428,4310,75809,3718,35619,2742,1348109,15289,1245580,14913,852176,13484,393404,10587,102529,4220,70809,3313,31720,2747,3046217,20602,1190179,13465,640325,12799,267228,7799,373097,11146,549854,5038,341313,5232,208541,4965,1856038,15150,1041987,13995,526147,10943,515840,10469,814051,5087,492710,7392,321341,7796,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4918037,2491,2123967,18736,1223779,12187,1179680,11590,1018819,12817,160861,5960,44099,2548,34003,2309,10096,1394,900188,11725,871790,11499,764314,10984,107476,6224,28398,2040,22642,1917,5756,1022,1261715,15617,540801,9527,477398,8622,294458,8309,182940,6997,63403,2895,40718,2277,22685,1949,720914,10257,660709,10011,450959,9487,209750,6861,60205,3037,39747,2649,20458,1806,1532355,13282,608725,9629,317735,9385,131655,5339,186080,7527,290990,3988,190811,4024,100179,3752,923630,10134,505185,9956,260657,6633,244528,7900,418445,3847,272152,5403,146293,4653,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2339549,2563,1113737,8648,637953,6316,613248,5865,556344,6227,56904,3864,24705,1826,19161,1638,5544,886,475784,6607,461736,6652,420199,6852,41537,2691,14048,1224,11809,1211,2239,471,603252,8511,259800,5275,219512,5097,150823,4619,68689,3969,40288,1987,27638,1800,12650,1137,343452,6190,305316,5714,225921,4977,79395,4417,38136,2026,27494,1788,10642,1296,622560,7798,250395,5359,108121,4310,50206,3020,57915,3621,142274,2760,99834,3063,42440,2224,372165,5532,164208,4855,94759,3857,69449,3375,207957,2708,146958,3325,60999,2888,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2124506,3176,987624,8181,570084,6211,545176,5922,482684,6001,62492,4403,24908,1974,19506,1753,5402,851,417540,6405,402638,6272,361397,5804,41241,2813,14902,1306,11492,1108,3410,715,529849,7641,230749,5269,199790,5268,130566,4689,69224,3848,30959,1845,21084,1642,9875,1247,299100,6589,270490,5971,204328,5351,66162,3636,28610,2041,20675,1871,7935,1113,607033,9222,233384,5517,112459,4558,53877,3389,58582,3415,120925,2140,81385,2462,39540,2008,373649,7277,194611,6434,114117,4835,80494,3946,179038,2942,121614,2625,57424,2692,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3315753,3428,1331710,12132,760372,8897,731582,8729,628449,8672,103133,5098,28790,1943,23620,1884,5170,902,571338,8198,554756,8300,487639,8381,67117,4469,16582,1662,13000,1529,3582,755,763546,11563,331761,8203,294639,7680,171730,6199,122909,5608,37122,2840,25418,2267,11704,1537,431785,8495,396487,8250,268956,5668,127531,5775,35298,2223,25115,1947,10183,1343,1220497,11750,500833,9005,286721,8666,99804,3807,186917,8255,214112,3055,135082,3502,79030,3470,719664,7331,420485,6778,187025,5259,233460,6572,299179,3073,185732,4232,113447,3926,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3434954,2874,1470625,13290,821719,10495,785311,10062,629352,8936,155959,7448,36408,2534,27846,2391,8562,1163,648906,9915,626541,9712,516461,9721,110080,5807,22365,1961,16796,1592,5569,1095,732012,12925,318379,8705,284338,8613,162720,7096,121618,6483,34041,2583,21619,1814,12422,1509,413633,8761,381627,8301,230593,7302,151034,5526,32006,2067,20168,1767,11838,1214,1232317,14195,486217,9009,289638,8062,97519,5840,192119,7936,196579,3327,106027,3556,90552,3846,746100,10087,457197,10033,210636,6654,246561,7559,288903,2625,153359,4222,135544,4287,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1058606,1333,425035,7646,238306,5347,228655,5525,194513,5001,34142,2501,9651,1090,7522,1024,2129,536,186729,4775,180470,4614,158650,4594,21820,2295,6259,857,5072,792,1187,357,295544,7278,130572,3957,109582,3858,64490,3866,45092,2651,20990,1515,12231,1209,8759,1200,164972,5358,147374,4865,95851,3973,51523,3427,17598,1498,11651,1327,5947,931,338027,6464,139907,4386,63601,3973,20263,1636,43338,3360,76306,1905,46487,2098,29819,1851,198120,4618,93147,4141,38967,2587,54180,3551,104973,1755,67358,2236,37615,2251,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4536080,2425,2172567,16994,1184408,10880,1129790,11162,978523,9943,151267,6639,54618,2877,45802,2351,8816,1309,988159,11023,950312,10834,845611,11313,104701,5386,37847,2201,32240,2035,5607,949,1065088,14463,450438,10511,396471,9784,264089,8425,132382,7053,53967,2883,38840,2447,15127,1640,614650,8586,558516,8599,404280,7309,154236,6451,56134,2437,43358,2270,12776,1308,1298425,14178,507830,9056,270302,8353,132961,6438,137341,6398,237528,3845,170153,4195,67375,3617,790595,9146,432043,8771,246253,6639,185790,7594,358552,3416,242397,3839,116155,4113,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5280950,1609,2311782,17784,1303646,12879,1245294,12070,1103215,11258,142079,6367,58352,3373,49005,3052,9347,1347,1008136,11416,966025,11249,864806,11174,101219,5626,42111,2623,36431,2694,5680,1031,1459932,15116,608175,9668,538038,9615,365532,7649,172506,6540,70137,3378,50113,3074,20024,1894,851757,11340,780133,10494,574935,10199,205198,7471,71624,3243,52069,2662,19555,1755,1509236,15767,605084,10381,310838,9785,133263,6434,177575,7068,294246,4894,186462,5016,107784,4612,904152,10988,463593,10038,240056,7573,223537,7804,440559,4008,273681,5032,166878,4428,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7578681,1896,2928329,20442,1676446,13245,1624993,12904,1425769,13354,199224,6072,51453,2884,42676,2736,8777,1252,1251883,13471,1217068,13614,1078628,12561,138440,6103,34815,2204,29810,2313,5005,926,1969256,18079,858100,12016,775904,11560,490936,9194,284968,7621,82196,3179,59937,2669,22259,1479,1111156,11142,1032224,10403,718895,9619,313329,8095,78932,2922,59309,2783,19623,1708,2681096,18342,1119121,11457,593268,11076,257758,6980,335510,8514,525853,3610,393146,4576,132707,4207,1561975,12620,843809,11751,447129,7910,396680,10125,718166,3767,533500,4786,184666,5540,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
