GEO_ID,C17015_001E,C17015_001M,C17015_002E,C17015_002M,C17015_003E,C17015_003M,C17015_004E,C17015_004M,C17015_005E,C17015_005M,C17015_006E,C17015_006M,C17015_007E,C17015_007M,C17015_008E,C17015_008M,C17015_009E,C17015_009M,C17015_010E,C17015_010M,C17015_011E,C17015_011M,C17015_012E,C17015_012M,C17015_013E,C17015_013M,C17015_014E,C17015_014M,C17015_015E,C17015_015M,NAME,C17015_001MA,C17015_001EA,C17015_002EA,C17015_002MA,C17015_003EA,C17015_003MA,C17015_004MA,C17015_004EA,C17015_005MA,C17015_005EA,C17015_006EA,C17015_006MA,C17015_007EA,C17015_007MA,C17015_008EA,C17015_008MA,C17015_009MA,C17015_009EA,C17015_010MA,C17015_010EA,C17015_011EA,C17015_011MA,C17015_012EA,C17015_012MA,C17015_013EA,C17015_013MA,C17015_014EA,C17015_014MA,C17015_015MA,C17015_015EA,state
0400000US33,345901,5099,20869,2427,3272,755,1063,398,2209,673,17597,2276,3405,1087,14192,2167,325032,5115,96026,2929,6575,1067,89451,3033,229006,4455,10095,1650,218911,4489,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2203675,15024,183122,6306,30004,2595,6770,1176,23234,2326,153118,5616,27697,2309,125421,5419,2020553,14123,543063,8098,42747,2895,500316,7901,1477490,12197,58307,3392,1419183,12640,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,489532,7201,80783,5015,13984,1744,3233,822,10751,1643,66799,4717,9218,1739,57581,4120,408749,7109,131398,4384,11418,1417,119980,4291,277351,6653,14120,1821,263231,6462,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4621954,18878,564577,12342,91842,4420,24704,2535,67138,4244,472735,12374,121871,6345,350864,9759,4057377,19572,1151030,11708,116971,5057,1034059,11330,2906347,18217,148369,5783,2757978,17558,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2492048,17217,319298,9025,56973,3862,10863,1585,46110,3310,262325,7784,39281,2968,223044,7692,2172750,16961,663525,9647,53451,3300,610074,9268,1509225,13892,61980,4098,1447245,13668,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,187800,4204,13823,1808,1526,498,495,350,1031,348,12297,1682,2500,880,9797,1533,173977,3963,43327,1818,2825,727,40502,1865,130650,3844,3683,785,126967,3732,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2923523,16690,339770,8301,57031,3708,14587,1885,42444,3136,282739,7607,67269,4086,215470,6713,2583753,14984,764513,8740,67702,3682,696811,8087,1819240,13845,82675,4374,1736565,13723,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,966516,7153,117589,3673,19711,1455,4863,703,14848,1303,97878,3345,16718,1751,81160,3212,848927,6916,252892,4222,20570,1783,232322,4391,596035,6588,25436,1938,570599,6441,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,966250,10337,106123,5403,17042,2103,3834,1083,13208,1943,89081,4794,22033,2470,67048,4323,860127,10332,274967,5847,23350,2229,251617,5755,585160,8410,31521,2956,553639,7770,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3185054,17847,300402,8489,59038,3354,17134,2115,41904,2695,241364,7600,68038,4677,173326,6846,2884652,16930,934157,9700,75364,3529,858793,9317,1950495,14068,96412,3767,1854083,13524,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,257165,5063,25675,2493,3942,833,1624,669,2318,745,21733,2358,4705,1012,17028,2116,231490,5299,70345,3103,6814,1336,63531,2778,161145,4718,9678,1609,151467,4542,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1201616,11426,158580,7692,30154,2500,5952,1336,24202,2107,128426,7215,18859,2358,109567,6599,1043036,10411,356168,6184,25651,2534,330517,5784,686868,9940,27807,2597,659061,9880,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,211235,4208,19798,1720,2965,638,848,320,2117,555,16833,1576,3708,748,13125,1516,191437,4014,50756,2095,3700,922,47056,2074,140681,3420,5725,1070,134956,3385,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1660344,15866,227899,7321,44814,2835,11781,1726,33033,2306,183085,6673,41052,3780,142033,6301,1432445,15401,467603,7318,43112,3059,424491,7349,964842,13746,54157,3906,910685,13507,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6407165,29321,859346,14678,127599,5723,27945,2231,99654,5133,731747,13750,78297,5838,653450,12701,5547819,27507,1349007,12974,125749,6125,1223258,11988,4198812,25121,159446,6610,4039366,25998,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,691495,6211,58508,4123,7850,1191,1200,436,6650,1147,50658,3764,4744,1204,45914,3380,632987,6369,142808,3600,11535,1338,131273,3394,490179,6604,15596,1808,474583,6969,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,162017,3119,14021,1467,2424,600,668,305,1756,597,11597,1476,4412,1001,7185,1011,147996,3267,44865,1766,4018,742,40847,1672,103131,3025,6015,1102,97116,3041,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2058820,15546,171482,6806,29849,2692,7650,1365,22199,2284,141633,6223,27021,2429,114612,5354,1887338,15435,511119,7132,37468,2607,473651,6953,1376219,12816,51986,3108,1324233,13175,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1725099,12755,151295,6377,24317,2651,6845,1387,17472,2124,126978,5400,27609,2652,99369,4851,1573804,13718,421371,6493,36371,2309,385000,6462,1152433,11865,56018,3718,1096415,11412,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,472869,8027,61757,3777,15547,1810,3551,875,11996,1604,46210,3232,11357,1686,34853,2916,411112,6988,161837,4481,15051,1725,146786,4259,249275,4887,13302,1678,235973,4802,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1485877,10597,133444,4841,21286,1933,4617,952,16669,1688,112158,4308,18080,1795,94078,4014,1352433,10596,387442,4935,28590,1913,358852,4920,964991,9579,38784,2783,926207,9372,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,149032,3982,10979,1437,1353,468,181,238,1172,412,9626,1342,961,434,8665,1333,138053,3888,36054,2139,2565,808,33489,1925,101999,3630,3737,1011,98262,3567,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,867505,10682,367074,8773,122867,5013,16934,2320,105933,4505,244207,8097,36241,3067,207966,7451,500431,9420,228288,6116,15034,1678,213254,6247,272143,7069,6957,1201,265186,7144,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
