GEO_ID,C17015_001E,C17015_001M,C17015_002E,C17015_002M,C17015_003E,C17015_003M,C17015_004E,C17015_004M,C17015_005E,C17015_005M,C17015_006E,C17015_006M,C17015_007E,C17015_007M,C17015_008E,C17015_008M,C17015_009E,C17015_009M,C17015_010E,C17015_010M,C17015_011E,C17015_011M,C17015_012E,C17015_012M,C17015_013E,C17015_013M,C17015_014E,C17015_014M,C17015_015E,C17015_015M,NAME,C17015_001MA,C17015_001EA,C17015_002EA,C17015_002MA,C17015_003EA,C17015_003MA,C17015_004MA,C17015_004EA,C17015_005MA,C17015_005EA,C17015_006EA,C17015_006MA,C17015_007EA,C17015_007MA,C17015_008EA,C17015_008MA,C17015_009MA,C17015_009EA,C17015_010MA,C17015_010EA,C17015_011EA,C17015_011MA,C17015_012EA,C17015_012MA,C17015_013EA,C17015_013MA,C17015_014EA,C17015_014MA,C17015_015MA,C17015_015EA,state
0400000US01,1232515,11755,184841,6662,40784,3307,8471,1471,32313,2712,144057,6325,25580,3094,118477,5948,1047674,12321,355687,5550,32300,2466,323387,5681,691987,10957,35657,2855,656330,10415,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,12999,1612,1041,375,394,188,647,336,11958,1591,3025,748,8933,1449,152016,3662,29858,1818,3397,593,26461,1705,122158,3781,6379,1249,115779,3545,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,209001,6363,35353,2827,5379,889,29974,2588,173648,6310,22630,2460,151018,5991,1370480,13405,450837,6491,33055,2541,417782,6118,919643,11425,37407,2660,882236,11359,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,104138,4501,22012,2610,5941,1208,16071,2036,82126,4085,16839,2305,65287,4170,648074,9714,224469,4835,19832,2063,204637,4771,423605,8909,22113,2040,401492,9015,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1067419,13044,147080,5649,39707,3126,107373,5147,920339,13751,223300,7154,697039,12585,7694640,28159,1982552,16183,240110,7030,1742442,14874,5712088,23131,352853,9247,5359235,23004,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,105560,4841,14494,1551,3474,747,11020,1377,91066,4535,15679,2192,75387,4000,1209723,10079,291381,5067,20972,1988,270409,4845,918342,9297,29643,2771,888699,9262,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,66949,4874,11808,1795,3007,936,8801,1477,55141,4460,13360,2408,41781,3635,820314,9845,220754,4757,16224,1700,204530,4570,599560,9172,24924,2973,574636,9532,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,19733,2314,3558,965,280,166,3278,957,16175,2100,2450,831,13725,1903,213267,4508,71053,2710,5300,1061,65753,2532,142214,4259,7153,1249,135061,4253,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,16707,2102,2563,714,528,292,2035,678,14144,2032,5414,1228,8730,1528,101157,3173,20359,1724,3515,812,16844,1614,80798,2876,4757,963,76041,2809,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,563761,13976,115075,5321,23136,2577,91939,4833,448686,12919,66278,4646,382408,12677,4129650,24086,1502335,12334,119123,4947,1383212,11674,2627315,21235,130117,5372,2497198,21484,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2426392,15122,342664,9063,59420,3640,12964,1845,46456,3117,283244,8482,36948,3161,246296,7879,2083728,15808,580320,8214,55112,3711,525208,8170,1503408,16036,60663,4273,1442745,15552,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314151,5725,24533,2343,4998,933,1100,461,3898,889,19535,2223,4380,1124,15155,1904,289618,5942,95363,3321,8277,1085,87086,3260,194255,5349,7889,1353,186366,4999,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,407499,5941,41633,2770,6830,1052,1472,496,5358,903,34803,2708,5301,1129,29502,2669,365866,6060,107690,3258,7832,1110,99858,3177,258176,5428,11619,1609,246557,5322,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099184,17994,325482,8355,50451,3615,12051,1617,38400,3265,275031,7668,47924,3112,227107,7609,2773702,18072,722504,9008,60843,3252,661661,8427,2051198,15064,85280,4085,1965918,15127,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1657223,12597,180534,6423,27377,2510,5840,1168,21537,2452,153157,5899,22592,2611,130565,5464,1476689,11767,434487,5852,31783,2141,402704,5821,1042202,10892,46754,2894,995448,11053,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,801562,6871,63382,3549,9072,1352,2602,851,6470,956,54310,3234,9714,1498,44596,3167,738180,7501,204476,3686,14531,1547,189945,3647,533704,6635,19099,1663,514605,6526,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,728602,7887,66858,3402,11185,1640,2961,835,8224,1336,55673,3050,7016,1158,48657,3179,661744,7678,176820,3890,10969,1264,165851,3872,484924,6778,17174,1822,467750,6708,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1124586,10250,162705,6162,38544,2865,10561,1410,27983,2653,124161,4997,28727,2216,95434,4586,961881,11820,321863,6528,32230,2797,289633,5827,640018,9741,34204,2545,605814,9600,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1112659,9882,165518,6200,33475,2744,8198,1335,25277,2428,132043,5823,25309,3048,106734,5445,947141,11077,273760,6480,27272,2690,246488,5613,673381,10796,32257,2791,641124,10448,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,344585,5357,33340,2772,7072,1180,1452,606,5620,965,26268,2661,6736,1236,19532,2257,311245,4889,103123,3199,6528,1049,96595,3081,208122,3895,11055,1543,197067,3976,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1445972,11686,102102,5580,16046,1531,2945,738,13101,1347,86056,5190,18148,1963,67908,4854,1343870,11944,341278,6394,27946,2192,313332,5909,1002592,9867,46426,2746,956166,9830,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1610581,11929,133552,5753,25262,2478,8190,1809,17072,1876,108290,5547,30565,3200,77725,4372,1477029,12298,396380,6636,37607,2379,358773,6492,1080649,10803,52506,3787,1028143,10766,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2485159,14714,284381,7142,55710,3711,13117,1724,42593,3220,228671,6352,51062,3139,177609,5691,2200778,14387,723240,7166,68145,3240,655095,7033,1477538,13267,82094,4265,1395444,12916,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1369594,10930,102173,5030,15618,1611,3437,929,12181,1372,86555,4710,24471,2229,62084,4266,1267421,10435,327780,4619,20134,1549,307646,4809,939641,9700,37134,2614,902507,9171,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,738463,9100,121515,4890,26846,2756,7129,1257,19717,2322,94669,4894,21124,2449,73545,4444,616948,8477,199153,5164,21213,2167,177940,5176,417795,7083,24630,2167,393165,6813,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1508816,13340,161317,6328,32127,2676,6917,1134,25210,2349,129190,5824,26885,2746,102305,5488,1347499,12605,418540,7064,34144,2574,384396,6349,928959,12382,37254,2675,891705,12365,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,251176,5144,23975,2068,3676,728,600,253,3076,649,20299,2064,3817,1020,16482,1895,227201,5088,71503,2635,4565,874,66938,2610,155698,4149,5998,1002,149700,4108,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,480317,5426,41864,2799,6679,948,1582,541,5097,830,35185,2701,6122,1230,29063,2270,438453,5413,111529,2771,6802,1090,104727,2672,326924,4747,12640,1527,314284,5014,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,642461,7985,70535,4275,11018,1587,2744,763,8274,1483,59517,3770,8176,1440,51341,3547,571926,7912,165865,4180,14244,1450,151621,3978,406061,7276,19176,2219,386885,7417,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
