GEO_ID,B07409_001E,B07409_001M,B07409_002E,B07409_002M,B07409_003E,B07409_003M,B07409_004E,B07409_004M,B07409_005E,B07409_005M,B07409_006E,B07409_006M,B07409_007E,B07409_007M,B07409_008E,B07409_008M,B07409_009E,B07409_009M,B07409_010E,B07409_010M,B07409_011E,B07409_011M,B07409_012E,B07409_012M,B07409_013E,B07409_013M,B07409_014E,B07409_014M,B07409_015E,B07409_015M,B07409_016E,B07409_016M,B07409_017E,B07409_017M,B07409_018E,B07409_018M,B07409_019E,B07409_019M,B07409_020E,B07409_020M,B07409_021E,B07409_021M,B07409_022E,B07409_022M,B07409_023E,B07409_023M,B07409_024E,B07409_024M,B07409_025E,B07409_025M,B07409_026E,B07409_026M,B07409_027E,B07409_027M,B07409_028E,B07409_028M,B07409_029E,B07409_029M,B07409_030E,B07409_030M,NAME,B07409_001MA,B07409_001EA,B07409_002EA,B07409_002MA,B07409_003EA,B07409_003MA,B07409_004EA,B07409_004MA,B07409_005EA,B07409_005MA,B07409_006MA,B07409_006EA,B07409_007MA,B07409_007EA,B07409_008MA,B07409_008EA,B07409_009EA,B07409_009MA,B07409_010EA,B07409_010MA,B07409_011EA,B07409_011MA,B07409_012EA,B07409_012MA,B07409_013MA,B07409_013EA,B07409_014EA,B07409_014MA,B07409_015EA,B07409_015MA,B07409_016EA,B07409_016MA,B07409_017MA,B07409_017EA,B07409_018MA,B07409_018EA,B07409_019MA,B07409_019EA,B07409_020MA,B07409_020EA,B07409_021MA,B07409_021EA,B07409_022EA,B07409_022MA,B07409_023MA,B07409_023EA,B07409_024MA,B07409_024EA,B07409_025MA,B07409_025EA,B07409_026MA,B07409_026EA,B07409_027EA,B07409_027MA,B07409_028MA,B07409_028EA,B07409_029MA,B07409_029EA,B07409_030MA,B07409_030EA,state
0400000US01,3250529,9054,497977,12057,1028439,14651,963173,15346,475963,11784,284977,8853,2860113,13367,430121,11258,912526,13560,843491,13896,419763,11582,254212,8635,243233,9590,44050,4161,73157,4623,78660,5678,32331,3822,15035,2358,82935,6224,15953,2456,26435,3357,22133,2859,11131,1935,7283,1633,64248,5752,7853,1672,16321,3406,18889,2739,12738,2361,8447,1697,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,499371,7187,37636,2577,143673,5464,179340,5968,91551,4161,47171,3644,386630,4669,28911,2132,109595,3971,138143,5232,72462,3175,37519,2943,45104,3875,3191,826,14031,1928,17363,2737,7584,1196,2935,868,10277,1771,361,158,2811,816,4875,1137,1263,556,967,524,57360,6841,5173,1510,17236,3238,18959,3349,10242,2122,5750,1875,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4368945,11439,609613,13297,1069146,17870,1496086,18368,749495,13781,444605,9067,3724491,16567,527183,13006,914389,17142,1260168,18164,641338,12263,381413,8481,456200,13164,61478,4375,111393,6292,168778,7986,72557,4425,41994,3836,66384,4795,10209,1766,15862,2073,25701,2724,9259,1915,5353,1366,121870,7316,10743,2017,27502,2549,41439,4263,26341,2853,15845,2322,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1955197,7578,286366,8839,681288,11436,571195,11376,269968,8693,146380,6017,1717099,11488,251971,8574,600799,11380,496606,10709,236697,8065,131026,6085,146655,8167,21889,2838,51847,4596,44855,3858,19090,2884,8974,1930,55710,4126,8931,1596,19516,2344,16562,2169,7299,1453,3402,975,35733,3632,3575,1008,9126,1426,13172,1925,6882,1255,2978,899,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25504070,17827,4572257,28803,5352932,35502,7551985,36953,5062644,35401,2964252,24277,22360243,33036,4095085,28580,4698878,32424,6595696,38133,4380865,31344,2589719,23598,2141260,30326,356342,11723,463371,13325,651755,16919,442134,11800,227658,8299,645330,17580,90594,5764,124216,6166,198259,9275,143871,7681,88390,5463,357237,13632,30236,3290,66467,5674,106275,5919,95774,5696,58485,3861,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3538606,11837,332802,9443,778570,14995,1078193,14000,844770,12635,504271,8486,2982781,15299,285431,8430,663585,14150,898189,13866,703514,11102,432062,8111,292533,9626,27819,3367,61170,4600,97685,5782,70874,4462,34985,3270,161036,7838,14979,2268,34012,4273,51283,4205,40929,3229,19833,2777,102256,6608,4573,1136,19803,2640,31036,3206,29453,3067,17391,2102,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2464210,6323,242200,8769,675632,13077,610263,10731,525713,11338,410402,9887,2198559,9154,211557,8876,608148,13038,541369,10348,470627,10493,366858,9003,173364,8031,22787,3324,50173,3757,42984,3836,32739,3358,24681,2667,37740,3277,4714,1102,9787,1687,10142,1411,6902,1502,6195,1565,54547,4501,3142,960,7524,1334,15768,2767,15445,2315,12668,1959,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,633912,3353,69542,4705,199225,5929,171206,5952,115220,5068,78719,4308,572526,4499,61711,4390,181514,5621,155882,5301,103905,4943,69514,4198,39924,3254,4927,1196,11500,1809,10582,1931,7301,1362,5614,1221,6051,1304,1836,674,1836,622,1425,624,772,528,182,276,15411,2001,1068,493,4375,1374,3317,804,3242,800,3409,812,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,465930,4813,44709,3714,86282,4736,79411,5039,113769,3760,141759,4559,380705,5134,40044,3498,72922,4353,68542,4323,87099,3959,112098,4278,44466,3398,3582,995,8126,1446,6072,1535,12849,1694,13837,2062,0,187,0,187,0,187,0,187,0,187,0,187,40759,3928,1083,435,5234,1311,4797,1342,13821,2087,15824,2293,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13813880,25116,1773281,21307,4092222,32254,4200423,31203,2395262,26693,1352692,18879,11999526,34659,1532395,20432,3573336,28667,3627086,29324,2082379,25927,1184330,19052,1146187,24502,159779,7320,346816,11167,362883,13712,183358,8803,93351,5098,381280,12857,52442,4618,102632,6474,123373,7975,69344,6300,33489,3925,286887,12783,28665,3453,69438,5614,87081,5445,60181,4573,41522,4354,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
