GEO_ID,B19129_001E,B19129_001M,B19129_002E,B19129_002M,B19129_003E,B19129_003M,B19129_004E,B19129_004M,B19129_005E,B19129_005M,B19129_006E,B19129_006M,B19129_007E,B19129_007M,NAME,B19129_001EA,B19129_001MA,B19129_002EA,B19129_002MA,B19129_003EA,B19129_003MA,B19129_004EA,B19129_004MA,B19129_005EA,B19129_005MA,B19129_006EA,B19129_006MA,B19129_007MA,B19129_007EA,state
0400000US01,87462060300,1436014219,9219506000,544516871,25636704500,1007686925,35108297600,1005294767,7332701400,438117506,8188131600,553207965,1976719200,258170064,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16332337500,532903821,741452000,100105606,3695885700,273434977,7692401300,472610620,1288514600,156152807,2355928900,297052434,558155100,154657318,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,124067397300,1615169465,15374006200,648760768,35443310600,1054144575,47240745100,1367196366,10145257300,478524702,12263456900,719012708,3600621200,383583138,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,51459579500,1365614624,5410582900,341423480,14787785900,674352391,22120502700,861969357,3875687300,296047859,4232759500,453558860,1032261100,153392852,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,864552261900,4884593284,58395889800,1086581052,238540595000,2987226386,345743646300,3625833474,81635171100,1532590349,101222120700,2043409110,39014839000,1001230208,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,127491607000,1871703484,8970269400,401872550,33199061400,1433719001,58337991500,1467725167,9884989900,467411986,14023068500,828731704,3076226200,316050407,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,108224002500,1805004428,6451700100,439330654,28302057600,1295606154,46435166100,1435820455,8933123200,617075643,14793983800,744689071,3307971700,430076837,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,21233585000,717451678,2029958400,153468723,4984935100,347055081,8260303800,594941435,2151229600,302854551,3128551800,366649189,678606300,148702224,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,14771200600,654555301,829836600,198864068,3539718800,414294370,7964531300,614795445,1380482900,251970122,612551000,173881199,444080000,122451530,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,371699221500,3345457667,52462739500,1262350987,108133474400,2303919820,136264754500,2161589438,29826290200,1022035525,33823420200,1255814554,11188542800,571606563,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,193167158900,2264913620,14361713000,548945473,55676326600,1740981136,82024361200,1902269124,16667886600,801837515,19198743400,911763831,5238128100,521277233,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,30369483900,910593421,2170560000,209120678,7727570900,538110512,10679253000,559518239,3023490900,293604060,4445818200,376931743,2322790900,239514048,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,30374415200,956540758,3152567800,295746266,7690739800,495216934,13186391900,738431993,2206821200,271214197,3551582800,463457070,586311600,135895418,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,292527234800,2692468473,19841680200,561894904,73535013100,1366407880,126205590700,2303077765,24798607700,900416164,38109587700,1096600553,10036755300,550306248,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,126242579600,1569847942,10097496700,336025735,32117142600,801335593,54720763600,1223412848,10245088800,609216878,15404591100,488755542,3657496800,371862677,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,67278058200,1182801439,4671176500,165969998,14840477900,652752184,33594262200,1007199517,3719431100,298018778,9497144800,592085784,955565700,143956927,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,62091317800,1097947937,4398054200,224413157,15264103700,691205488,29539140300,863948895,3746417500,264472756,7694249900,497762664,1449352300,167750014,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,79145129400,1214362500,7912033600,353454004,20716550200,654012273,33848949100,857064817,6036456300,328676448,8986990500,540749162,1644149700,207955879,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
