GEO_ID,B08103_001E,B08103_001M,B08103_002E,B08103_002M,B08103_003E,B08103_003M,B08103_004E,B08103_004M,B08103_005E,B08103_005M,B08103_006E,B08103_006M,B08103_007E,B08103_007M,NAME,B08103_001EA,B08103_001MA,B08103_002EA,B08103_002MA,B08103_003MA,B08103_003EA,B08103_004MA,B08103_004EA,B08103_005EA,B08103_005MA,B08103_006EA,B08103_006MA,B08103_007EA,B08103_007MA,state
0400000US01,42.4,0.2,42.7,0.3,38.9,0.9,38.8,6.2,31.2,4.9,40.5,2.6,47.7,1.2,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,39.9,0.5,40.2,0.6,36.6,2.1,27.3,5.0,40.2,2.9,39.9,2.8,49.5,2.9,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40.9,0.2,41.2,0.3,38.3,0.6,34.7,1.4,32.6,2.5,36.9,2.3,48.4,1.1,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,41.8,0.3,42.3,0.3,37.8,1.3,40.0,7.6,36.1,6.6,39.9,3.0,48.5,1.8,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,41.2,0.2,41.7,0.2,39.6,0.3,37.4,0.5,33.6,0.6,35.9,0.5,47.3,0.4,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,40.9,0.2,41.4,0.2,37.1,0.6,34.8,1.4,30.8,1.1,36.8,1.5,47.1,0.8,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,44.4,0.2,45.3,0.2,39.0,1.0,40.4,1.2,27.9,1.2,40.1,5.6,49.1,1.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,43.0,0.4,43.5,0.4,37.1,2.2,40.9,5.7,31.2,1.9,36.9,8.2,46.9,1.9,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,35.9,0.3,40.4,1.0,38.5,2.4,34.6,0.8,30.9,0.8,34.4,0.9,42.2,4.1,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,43.1,0.1,43.3,0.2,39.8,0.6,37.1,1.3,37.4,1.5,39.6,1.2,48.9,0.5,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,41.7,0.2,42.1,0.2,38.5,0.5,38.2,1.4,31.7,1.2,38.9,1.8,45.9,0.7,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,41.9,0.3,42.0,0.4,41.4,1.0,43.2,2.1,36.9,2.4,36.7,2.5,48.1,3.4,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,41.2,0.4,41.1,0.5,38.8,1.8,48.1,2.7,33.4,2.4,39.9,7.7,46.5,1.7,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,41.9,0.2,42.9,0.1,39.6,0.5,36.3,0.5,31.9,0.8,38.1,1.1,47.8,0.7,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,42.3,0.2,42.9,0.2,37.7,0.7,37.9,2.3,28.6,1.4,36.2,1.6,48.5,1.1,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,42.4,0.2,42.8,0.3,38.2,1.0,31.1,3.3,31.8,2.7,42.9,4.7,48.9,1.3,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,41.8,0.3,42.4,0.3,36.7,0.8,34.5,7.4,29.7,1.8,39.3,2.2,48.6,1.9,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,41.4,0.3,42.0,0.2,37.8,0.9,36.9,1.6,27.0,2.9,39.1,2.9,46.7,1.1,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,41.3,0.3,41.7,0.3,37.3,1.0,38.1,1.9,35.8,2.6,37.2,1.8,48.7,1.7,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,45.2,0.3,45.9,0.4,40.0,1.8,34.8,7.2,32.0,2.2,31.5,3.4,52.1,1.7,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,43.1,0.2,43.8,0.2,39.6,0.8,39.7,0.7,31.7,1.3,37.2,2.4,48.3,0.9,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,43.0,0.2,44.8,0.2,38.7,0.9,35.1,0.6,29.0,0.8,34.9,1.5,48.2,0.8,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,42.6,0.2,43.2,0.1,37.9,0.5,32.5,2.1,30.7,2.3,39.2,3.5,48.4,0.8,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,42.1,0.2,42.8,0.2,38.4,0.7,35.6,1.1,31.7,1.4,38.9,2.4,46.6,0.8,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,41.7,0.3,42.0,0.4,38.5,1.2,43.9,5.2,31.1,2.8,43.0,3.3,44.5,1.2,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,42.1,0.2,42.5,0.2,38.8,0.8,35.2,2.3,33.4,2.6,37.5,3.5,47.1,1.0,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,43.1,0.5,43.6,0.5,39.0,1.1,32.8,6.0,40.1,4.6,35.5,6.4,47.3,2.4,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,41.9,0.3,42.1,0.3,37.6,1.2,36.0,4.9,35.9,4.3,39.5,4.3,50.7,1.1,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,41.4,0.2,41.5,0.3,39.3,1.2,37.8,2.1,40.2,1.6,39.4,2.9,49.9,1.3,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,45.0,0.3,45.6,0.4,39.9,2.2,39.8,4.9,28.0,5.1,39.4,4.1,48.2,1.3,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,43.8,0.2,44.8,0.2,41.3,0.7,39.4,0.6,38.1,1.3,38.4,1.9,48.4,0.6,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41.7,0.3,41.7,0.4,39.0,1.3,34.0,3.2,37.8,4.5,38.1,3.5,53.3,1.5,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,42.5,0.2,44.8,0.1,40.5,0.7,38.6,0.3,36.3,0.5,39.9,0.9,47.9,0.5,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,42.2,0.2,42.6,0.2,38.1,0.6,35.8,1.7,29.1,1.9,41.6,1.7,47.0,0.7,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,40.1,0.4,40.1,0.5,35.6,2.4,33.0,7.9,43.7,3.7,43.1,8.5,48.0,3.2,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,42.9,0.2,43.4,0.2,38.0,0.6,39.0,1.8,29.6,1.2,38.0,2.8,47.3,0.7,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,41.1,0.2,41.7,0.3,37.6,0.7,37.6,2.7,33.5,2.1,38.2,2.8,45.5,2.3,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,41.9,0.3,43.0,0.3,38.2,1.1,36.1,1.4,32.3,1.6,36.0,1.9,47.9,1.5,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,43.8,0.2,44.8,0.2,38.7,0.6,37.6,0.6,33.1,1.2,36.3,1.8,47.7,0.7,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,43.1,0.4,44.3,0.4,38.7,1.6,34.4,5.1,27.1,1.4,34.9,5.3,44.9,2.3,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,41.8,0.2,42.3,0.3,37.8,1.0,36.4,3.4,24.1,1.2,39.0,2.7,48.2,0.9,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,42.5,0.4,42.7,0.4,36.6,1.6,35.1,11.8,31.7,3.6,43.6,5.0,52.1,1.9,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,42.1,0.2,42.5,0.2,38.2,0.6,41.7,1.6,31.7,2.3,39.9,2.5,47.3,1.2,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40.6,0.1,40.9,0.1,37.5,0.4,38.3,0.9,32.3,1.2,38.8,0.7,46.0,0.4,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,37.9,0.3,38.1,0.4,36.5,0.7,35.3,1.4,27.6,1.6,33.7,3.3,42.8,0.7,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,45.1,0.4,45.9,0.5,41.0,1.6,37.8,8.9,32.6,3.7,36.9,4.9,51.9,1.4,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,42.2,0.2,42.7,0.2,39.2,0.7,38.9,0.9,29.4,1.2,39.8,1.5,47.4,0.8,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,41.8,0.2,42.5,0.3,39.3,0.8,36.2,1.1,33.7,1.3,40.9,2.0,47.3,0.9,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43.3,0.3,43.7,0.3,40.6,1.3,35.5,5.5,35.5,2.0,36.7,8.2,45.8,1.8,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,42.6,0.1,43.1,0.2,38.9,0.6,33.7,2.0,30.3,1.0,38.0,1.5,49.0,0.6,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,41.5,0.8,42.7,0.9,36.7,1.7,39.8,7.5,33.6,2.4,34.1,3.9,48.1,3.4,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,41.0,0.3,40.8,0.3,41.3,1.3,43.0,1.3,42.9,2.0,39.1,2.3,45.7,1.4,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
