GEO_ID,C17024_001E,C17024_001M,C17024_002E,C17024_002M,C17024_003E,C17024_003M,C17024_004E,C17024_004M,C17024_005E,C17024_005M,C17024_006E,C17024_006M,C17024_007E,C17024_007M,C17024_008E,C17024_008M,C17024_009E,C17024_009M,C17024_010E,C17024_010M,C17024_011E,C17024_011M,C17024_012E,C17024_012M,C17024_013E,C17024_013M,C17024_014E,C17024_014M,C17024_015E,C17024_015M,C17024_016E,C17024_016M,C17024_017E,C17024_017M,C17024_018E,C17024_018M,C17024_019E,C17024_019M,C17024_020E,C17024_020M,C17024_021E,C17024_021M,C17024_022E,C17024_022M,C17024_023E,C17024_023M,C17024_024E,C17024_024M,C17024_025E,C17024_025M,C17024_026E,C17024_026M,C17024_027E,C17024_027M,C17024_028E,C17024_028M,NAME,C17024_001MA,C17024_001EA,C17024_002EA,C17024_002MA,C17024_003EA,C17024_003MA,C17024_004EA,C17024_004MA,C17024_005MA,C17024_005EA,C17024_006MA,C17024_006EA,C17024_007EA,C17024_007MA,C17024_008EA,C17024_008MA,C17024_009EA,C17024_009MA,C17024_010MA,C17024_010EA,C17024_011MA,C17024_011EA,C17024_012EA,C17024_012MA,C17024_013EA,C17024_013MA,C17024_014EA,C17024_014MA,C17024_015EA,C17024_015MA,C17024_016MA,C17024_016EA,C17024_017MA,C17024_017EA,C17024_018EA,C17024_018MA,C17024_019EA,C17024_019MA,C17024_020EA,C17024_020MA,C17024_021MA,C17024_021EA,C17024_022MA,C17024_022EA,C17024_023MA,C17024_023EA,C17024_024EA,C17024_024MA,C17024_025EA,C17024_025MA,C17024_026EA,C17024_026MA,C17024_027MA,C17024_027EA,C17024_028MA,C17024_028EA,state
0400000US01,4727549,2783,1092537,3816,143017,10338,159719,9023,83862,9534,171224,9677,181622,9426,128275,8727,88398,5200,136420,7044,2909843,3415,228011,9945,298235,11661,146312,10303,416474,14536,505878,16168,390685,15483,294923,11943,629325,14503,725169,2625,18991,2310,62202,3847,42561,3152,138181,6159,144715,5716,101938,4849,70220,4296,146361,5136,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,717723,893,182498,1064,10493,2040,18358,3438,7754,2315,24724,2764,32429,4169,27612,3831,20543,2543,40585,3334,466207,1444,22613,2713,26180,3463,17263,2534,44577,3604,65461,4435,60398,4708,52944,4374,176771,5905,69018,1293,1281,506,1702,520,3009,891,8866,1374,8905,1327,8674,1207,7986,1494,28595,2137,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6573369,3679,1591778,4164,192834,11437,214861,11388,121511,9995,274919,12581,276868,12532,178557,11273,116180,7821,216048,8856,3923585,2078,335984,11102,355433,13844,193825,10844,544709,15664,674214,19214,521450,15995,386112,13957,911858,16951,1058006,1776,32320,3039,67629,4400,50129,3840,164277,5602,202608,6547,163891,7078,109167,5348,267985,6842,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2882856,1835,695711,3129,76905,6698,106925,6745,50487,4955,135893,7758,122463,7356,80721,6069,48990,5433,73327,5786,1738815,3006,130186,6745,182453,8206,97501,6915,283049,11691,322578,11457,240230,11290,157630,8435,325188,10615,448330,2258,10753,1562,36660,2932,30378,3093,90594,5090,87471,4351,66363,4299,41590,3077,84521,5658,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38060228,7073,9014549,7414,836435,25712,1210824,29415,586007,18263,1514790,31876,1393792,29311,948684,23857,684908,18825,1839109,24128,24147864,4348,1692119,28489,2000588,29351,1109747,26488,3301684,40129,3715275,46323,2873071,42618,2281814,31925,7173566,49596,4897815,3448,148971,7282,370161,11470,243823,7743,718568,14259,796400,13713,608206,12052,471591,10779,1540095,17230,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5237149,2559,1230739,3289,82089,7020,107956,9291,70130,7250,194419,10799,214453,11308,161653,8043,118968,6638,281071,9585,3342130,2347,191733,7185,201995,9380,124758,8094,380723,12565,524672,16817,460357,14734,386622,12145,1071270,17236,664280,1966,14130,1938,32883,2659,28990,3030,87981,4401,116587,4988,96217,5439,76168,4656,211324,5181,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3485629,1870,764420,2089,52464,5734,61248,6485,33971,4874,95350,7541,94495,6281,90306,6414,79466,5569,257120,8445,2187684,1627,105620,6151,114066,7053,59341,5247,202241,10899,251280,10939,264606,12588,254585,9764,935945,14356,533525,1443,13570,1776,27804,2755,16015,2024,67578,3444,86285,4565,71194,4368,60255,3611,190824,5124,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,909611,1367,200374,1506,15613,3112,19878,3082,10270,2777,30217,4078,32927,3797,27935,3132,20660,2755,42874,4230,559511,1017,33865,3309,32969,3410,15797,2437,55842,5117,84572,5485,83248,6083,67223,5761,185995,7963,149726,818,4738,1442,6445,1206,4285,1139,19897,2299,27417,2988,24314,2446,16411,2031,46219,3533,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,624327,573,113123,622,14004,3091,15400,3359,5182,1640,15295,3120,11369,2232,10695,2327,5154,1499,36024,3174,439224,880,39551,3788,31241,3570,11678,1985,41938,4852,47132,4231,48152,5126,41306,4138,178226,5608,71980,877,3235,942,7235,1116,2988,884,8904,1226,8054,1335,6607,1208,6200,1165,28757,1961,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19470210,6164,3986311,6938,412497,19016,535968,21590,287205,15723,751367,20169,693160,21599,448931,16504,292713,14688,564470,16233,11760400,5047,861782,21632,1011562,27537,573474,19903,1754855,32393,2152744,32941,1619354,37763,1159378,29703,2627251,31982,3723499,4737,122198,5907,267608,8816,192589,7960,613115,14579,717735,13715,526534,13372,361083,10528,922637,16129,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
