GEO_ID,C14005_001E,C14005_001M,C14005_002E,C14005_002M,C14005_003E,C14005_003M,C14005_004E,C14005_004M,C14005_005E,C14005_005M,C14005_006E,C14005_006M,C14005_007E,C14005_007M,C14005_008E,C14005_008M,C14005_009E,C14005_009M,C14005_010E,C14005_010M,C14005_011E,C14005_011M,C14005_012E,C14005_012M,C14005_013E,C14005_013M,C14005_014E,C14005_014M,C14005_015E,C14005_015M,C14005_016E,C14005_016M,C14005_017E,C14005_017M,C14005_018E,C14005_018M,C14005_019E,C14005_019M,NAME,C14005_001EA,C14005_001MA,C14005_002MA,C14005_002EA,C14005_003MA,C14005_003EA,C14005_004EA,C14005_004MA,C14005_005EA,C14005_005MA,C14005_006EA,C14005_006MA,C14005_007MA,C14005_007EA,C14005_008MA,C14005_008EA,C14005_009EA,C14005_009MA,C14005_010EA,C14005_010MA,C14005_011EA,C14005_011MA,C14005_012EA,C14005_012MA,C14005_013MA,C14005_013EA,C14005_014MA,C14005_014EA,C14005_015EA,C14005_015MA,C14005_016EA,C14005_016MA,C14005_017EA,C14005_017MA,C14005_018MA,C14005_018EA,C14005_019MA,C14005_019EA,state
0400000US01,266406,5349,135400,4654,110934,4554,24466,2638,15707,1942,11595,1672,4112,1079,8759,1697,4263,1422,4496,1216,131006,4053,113404,3823,17602,2481,12748,1897,6830,1346,5918,1568,4854,1631,2250,921,2604,1270,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41183,2338,21637,1858,15663,1427,5974,1384,5138,1347,3941,1227,1197,594,836,366,285,241,551,273,19546,1596,15391,1707,4155,901,3488,839,2474,718,1014,401,667,323,345,273,322,155,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,366121,4870,189951,3630,156407,4790,33544,2788,22036,2311,16693,2171,5343,1042,11508,1592,5487,1592,6021,1182,176170,3744,150467,4439,25703,2334,18499,2048,12130,1790,6369,1568,7204,1578,3250,946,3954,1029,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,166422,3740,84240,3176,70047,2913,14193,1967,10111,1479,7910,1209,2201,815,4082,1253,2920,1146,1162,616,82182,3549,70323,3197,11859,1989,8171,1463,5212,1361,2959,924,3688,1416,845,418,2843,1218,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2134326,10534,1090445,6930,928650,9283,161795,5569,121067,5056,83728,4687,37339,3304,40728,3095,18381,2327,22347,2114,1043881,7950,929246,9722,114635,4986,93081,4678,60898,3905,32183,2923,21554,2191,7949,1237,13605,1774,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,269002,4393,139578,3579,114589,3395,24989,2202,17442,1719,14548,1697,2894,813,7547,1573,3928,1075,3619,1076,129424,3243,111439,3437,17985,2141,12599,1849,10128,1721,2471,653,5386,1334,3011,917,2375,819,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,203228,3124,102781,1990,90683,2750,12098,1933,8978,1690,7116,1398,1862,816,3120,1004,2219,774,901,608,100447,2632,90376,2873,10071,1430,7384,1282,5116,969,2268,881,2687,1010,1372,766,1315,599,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,49978,2009,25342,1261,21983,1557,3359,958,2562,898,1756,754,806,569,797,408,535,356,262,193,24636,1375,21752,1626,2884,930,2222,744,1848,691,374,268,662,480,396,400,266,245,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,33106,1892,15434,1356,13668,1400,1766,722,1494,742,655,398,839,642,272,221,139,168,133,149,17672,1265,15434,1557,2238,925,1677,933,746,691,931,557,561,354,278,251,283,291,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,959995,9588,490908,8097,412420,8834,78488,4965,48943,3844,34327,3552,14616,2018,29545,3087,12871,2150,16674,2419,469087,6422,407148,6559,61939,4065,44420,3834,28499,2966,15921,2671,17519,2323,9056,1878,8463,1565,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
