GEO_ID,B17001H_001E,B17001H_001M,B17001H_002E,B17001H_002M,B17001H_003E,B17001H_003M,B17001H_004E,B17001H_004M,B17001H_005E,B17001H_005M,B17001H_006E,B17001H_006M,B17001H_007E,B17001H_007M,B17001H_008E,B17001H_008M,B17001H_009E,B17001H_009M,B17001H_010E,B17001H_010M,B17001H_011E,B17001H_011M,B17001H_012E,B17001H_012M,B17001H_013E,B17001H_013M,B17001H_014E,B17001H_014M,B17001H_015E,B17001H_015M,B17001H_016E,B17001H_016M,B17001H_017E,B17001H_017M,B17001H_018E,B17001H_018M,B17001H_019E,B17001H_019M,B17001H_020E,B17001H_020M,B17001H_021E,B17001H_021M,B17001H_022E,B17001H_022M,B17001H_023E,B17001H_023M,B17001H_024E,B17001H_024M,B17001H_025E,B17001H_025M,B17001H_026E,B17001H_026M,B17001H_027E,B17001H_027M,B17001H_028E,B17001H_028M,B17001H_029E,B17001H_029M,B17001H_030E,B17001H_030M,B17001H_031E,B17001H_031M,B17001H_032E,B17001H_032M,B17001H_033E,B17001H_033M,B17001H_034E,B17001H_034M,B17001H_035E,B17001H_035M,B17001H_036E,B17001H_036M,B17001H_037E,B17001H_037M,B17001H_038E,B17001H_038M,B17001H_039E,B17001H_039M,B17001H_040E,B17001H_040M,B17001H_041E,B17001H_041M,B17001H_042E,B17001H_042M,B17001H_043E,B17001H_043M,B17001H_044E,B17001H_044M,B17001H_045E,B17001H_045M,B17001H_046E,B17001H_046M,B17001H_047E,B17001H_047M,B17001H_048E,B17001H_048M,B17001H_049E,B17001H_049M,B17001H_050E,B17001H_050M,B17001H_051E,B17001H_051M,B17001H_052E,B17001H_052M,B17001H_053E,B17001H_053M,B17001H_054E,B17001H_054M,B17001H_055E,B17001H_055M,B17001H_056E,B17001H_056M,B17001H_057E,B17001H_057M,B17001H_058E,B17001H_058M,B17001H_059E,B17001H_059M,NAME,B17001H_001MA,B17001H_001EA,B17001H_002MA,B17001H_002EA,B17001H_003MA,B17001H_003EA,B17001H_004EA,B17001H_004MA,B17001H_005EA,B17001H_005MA,B17001H_006MA,B17001H_006EA,B17001H_007MA,B17001H_007EA,B17001H_008MA,B17001H_008EA,B17001H_009MA,B17001H_009EA,B17001H_010MA,B17001H_010EA,B17001H_011MA,B17001H_011EA,B17001H_012MA,B17001H_012EA,B17001H_013EA,B17001H_013MA,B17001H_014MA,B17001H_014EA,B17001H_015EA,B17001H_015MA,B17001H_016MA,B17001H_016EA,B17001H_017MA,B17001H_017EA,B17001H_018MA,B17001H_018EA,B17001H_019MA,B17001H_019EA,B17001H_020MA,B17001H_020EA,B17001H_021MA,B17001H_021EA,B17001H_022EA,B17001H_022MA,B17001H_023MA,B17001H_023EA,B17001H_024EA,B17001H_024MA,B17001H_025MA,B17001H_025EA,B17001H_026EA,B17001H_026MA,B17001H_027EA,B17001H_027MA,B17001H_028MA,B17001H_028EA,B17001H_029MA,B17001H_029EA,B17001H_030MA,B17001H_030EA,B17001H_031EA,B17001H_031MA,B17001H_032EA,B17001H_032MA,B17001H_033EA,B17001H_033MA,B17001H_034MA,B17001H_034EA,B17001H_035EA,B17001H_035MA,B17001H_036MA,B17001H_036EA,B17001H_037EA,B17001H_037MA,B17001H_038EA,B17001H_038MA,B17001H_039MA,B17001H_039EA,B17001H_040MA,B17001H_040EA,B17001H_041MA,B17001H_041EA,B17001H_042EA,B17001H_042MA,B17001H_043EA,B17001H_043MA,B17001H_044EA,B17001H_044MA,B17001H_045MA,B17001H_045EA,B17001H_046EA,B17001H_046MA,B17001H_047MA,B17001H_047EA,B17001H_048EA,B17001H_048MA,B17001H_049EA,B17001H_049MA,B17001H_050MA,B17001H_050EA,B17001H_051EA,B17001H_051MA,B17001H_052MA,B17001H_052EA,B17001H_053EA,B17001H_053MA,B17001H_054EA,B17001H_054MA,B17001H_055EA,B17001H_055MA,B17001H_056MA,B17001H_056EA,B17001H_057EA,B17001H_057MA,B17001H_058MA,B17001H_058EA,B17001H_059EA,B17001H_059MA,state
0400000US01,3137929,3452,424912,15852,184929,9132,16040,2237,2848,792,17977,2217,9046,1828,3194,960,6383,1264,28721,3108,23403,2660,17537,2020,21460,2123,20379,2708,10606,1754,7335,1037,239983,9320,13944,2150,3419,1038,18202,2382,8294,1632,3134,950,4878,1108,36937,2820,36172,3242,27354,2282,27459,2560,25790,2308,18007,2040,16393,1727,2713017,16553,1349208,9489,66852,2358,14483,1664,89631,3714,51297,3233,15336,1407,33989,1850,107374,3223,160163,3248,175370,2295,199986,2378,196851,2747,148369,1794,89507,1119,1363809,9779,64616,2290,11415,1666,83965,3792,49015,3008,16532,1586,32701,1936,90949,2870,155649,3363,170405,2667,199918,2669,205862,2326,161055,2114,121727,2109,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,446614,1136,30523,3935,14277,2220,1114,468,166,105,1367,460,384,248,80,92,321,177,3010,1103,1524,562,1579,675,1911,542,1978,584,605,393,238,172,16246,2249,1038,486,197,161,958,362,671,321,95,107,508,384,3027,820,2569,700,2130,618,2004,720,2093,679,584,331,372,186,416091,4186,221636,2537,12350,722,2687,745,14239,1280,7374,1136,2413,548,4721,680,20505,1119,36373,733,28865,732,32478,598,34140,707,18601,464,6890,317,194455,2319,11367,525,2141,792,13503,1039,6985,1045,2824,647,4512,732,14841,890,29709,805,25694,921,29065,754,30039,694,15437,359,8338,294,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3706108,3595,423031,16923,196442,9325,12936,2403,2893,1180,14894,2377,7146,1587,2342,598,4177,948,31135,2989,26525,2801,17939,2032,21483,2364,31649,2918,13895,1854,9428,1392,226589,10228,13053,2360,2911,891,11920,2392,6426,1308,1631,604,4392,933,33205,3820,30304,3594,24860,2388,26731,2499,33537,3206,20275,1843,17344,1865,3283077,16733,1624334,9953,72384,2395,15931,2017,95475,4051,49311,3947,16443,1578,35943,1901,107005,3237,194622,2913,196548,2349,227226,2754,236372,2925,220496,2077,156578,1540,1658743,9841,67694,2397,15161,1861,90966,3392,49787,3069,16612,1738,33267,1930,99939,3862,183722,3501,187446,2517,228600,2606,263224,3283,239509,1814,182816,2120,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2121875,2425,308229,13581,135252,7759,12508,1784,2283,822,13922,1975,7876,1605,2147,767,5272,1248,20881,2189,15310,1871,12423,1850,16986,2007,14370,1938,6643,1016,4631,888,172977,7553,10657,1706,2680,827,12436,1895,6412,1426,2043,679,4584,1058,24805,2407,25888,2372,19565,2424,20584,1914,19389,1932,11064,1674,12870,1677,1813646,13665,905756,7712,47913,2090,9552,1633,62443,3190,32892,2519,11574,1459,22070,1693,67076,2542,114135,2261,117301,2246,126833,2242,127161,1916,101907,1130,64899,1076,907890,7624,46107,1954,9057,1739,58150,3386,32986,2933,8748,1221,22138,1510,61801,2425,105035,2565,113327,2325,126387,2100,133336,1918,110580,1673,80238,1911,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14578622,9497,1524613,27375,711234,16429,35877,3515,6266,1392,46949,4382,20060,2431,6905,1586,14268,1689,120375,6862,105317,5988,69643,4462,97246,5250,109082,5107,42995,3389,36251,3133,813379,16531,32798,2740,5656,1021,38690,4268,18828,2286,7157,1220,17808,2408,131200,6074,117379,5055,88669,4702,100602,5026,111615,5569,65073,3533,77904,3970,13054009,28913,6542838,16895,284493,3545,56708,2950,361184,6626,179546,6342,66871,3310,133062,3471,450648,7121,889335,6809,830613,4719,1018090,5526,1035509,5247,735696,3553,501083,3243,6511171,18046,270233,2643,55226,3586,341171,6689,175493,5813,57190,3370,127652,4105,394432,6748,819161,5253,766366,4767,997655,5341,1060255,5693,785653,3661,660684,4770,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3615653,2928,313853,12630,149174,7459,8816,1564,1162,479,10670,1779,4209,963,1653,712,3231,799,37706,3579,22347,2676,12844,2172,14833,1890,18863,2188,7638,1303,5202,858,164679,7408,6937,1292,1258,765,8032,1458,4990,1352,2705,798,2232,727,38193,3251,26075,3108,16640,2095,17456,1854,20512,2045,9481,1442,10168,1520,3301800,13365,1655255,7969,87687,1584,20698,1800,106898,3602,60413,3135,19054,1850,37227,2011,115602,3641,245311,2786,232634,2514,243468,2132,243263,2283,156107,1363,86893,1114,1646545,7863,81088,1741,15234,1811,108399,3092,54229,3012,17323,1908,34914,1947,102694,3403,228295,3573,220048,2535,247019,1957,254437,2121,166751,1522,116114,1905,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2395725,3276,145639,8514,62509,5003,3525,1184,745,509,4344,1189,1878,676,1009,477,1262,558,10467,1944,7419,1312,4933,1218,8790,1540,9235,1496,4457,963,4445,949,83130,4912,3045,1136,393,286,3615,1067,2095,794,889,443,1845,743,10695,1648,11736,1773,8272,1436,11199,1524,11682,1428,6882,1182,10782,1611,2250086,8815,1104234,5148,47060,1244,8394,1258,72416,3064,41019,2818,13987,1170,29985,1154,80402,2588,122827,1437,129316,1374,186241,1814,180931,1469,113838,1078,77818,1115,1145852,5527,45600,1147,9106,1277,66240,2583,40706,2237,13604,1506,27515,1739,73622,2229,117780,1742,131317,1621,194114,1551,188093,1547,125710,1392,112445,1661,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,581033,1353,51600,5297,22103,2747,1676,743,0,185,2474,882,574,409,0,185,729,379,4241,1030,1715,695,2073,717,2455,845,3275,860,1526,519,1365,565,29497,3367,1479,684,336,318,1566,567,695,390,238,211,346,176,4537,1254,4119,1158,3529,894,4068,1101,4092,895,1899,617,2593,843,529433,5260,259119,2893,12308,789,2589,783,14973,1266,8437,1046,3565,846,5130,936,18222,1156,33406,764,29156,710,39118,866,39861,920,32256,545,20098,589,270314,3378,12015,726,3052,923,14542,1546,7559,1153,2755,706,5631,693,16625,1364,32342,1142,29443,898,40302,1114,44209,912,36294,644,25545,935,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,221686,1546,15287,2071,7189,1362,0,198,89,151,0,198,0,198,0,198,0,198,2979,1053,2336,994,443,303,173,151,713,428,419,242,37,62,8098,1713,94,154,0,198,94,164,0,198,0,198,116,148,2873,893,1945,640,1380,950,208,135,475,299,588,540,325,292,206399,2695,103861,1576,5797,115,507,264,3814,589,1078,473,279,166,756,167,5386,1118,33153,1027,19674,314,13130,238,9625,433,6691,247,3971,248,102538,2121,5361,225,356,257,3746,700,1147,574,132,121,761,231,7172,1048,36879,652,15940,963,9953,147,9181,307,7055,566,4855,375,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10837144,8988,1246403,32115,557579,17539,35029,3787,7529,1826,42406,4500,20273,2387,8754,1765,13075,1853,72775,4588,64909,3757,46544,3246,76557,4202,91106,5816,42554,3211,36068,3064,688824,19046,33509,3399,5115,1143,40858,3596,21073,2733,7723,1875,14515,1954,86282,5160,88569,5698,72568,4843,87239,4488,95985,4530,64222,3865,71166,4135,9590741,36482,4734703,18677,186588,4317,41420,3534,249286,7530,133748,6052,48892,3102,93906,4424,311333,4656,527894,4423,526682,3568,682940,4759,713852,5761,685462,3323,532700,2913,4856038,21978,181979,3973,36025,3541,239785,6178,127601,5485,41795,2977,93908,3465,280944,5564,498007,5896,503088,5148,688331,4614,786287,4902,741608,4209,636680,4413,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
