GEO_ID,C08528_001E,C08528_001M,C08528_002E,C08528_002M,C08528_003E,C08528_003M,C08528_004E,C08528_004M,C08528_005E,C08528_005M,C08528_006E,C08528_006M,C08528_007E,C08528_007M,C08528_008E,C08528_008M,C08528_009E,C08528_009M,C08528_010E,C08528_010M,C08528_011E,C08528_011M,C08528_012E,C08528_012M,C08528_013E,C08528_013M,C08528_014E,C08528_014M,C08528_015E,C08528_015M,C08528_016E,C08528_016M,C08528_017E,C08528_017M,C08528_018E,C08528_018M,C08528_019E,C08528_019M,C08528_020E,C08528_020M,C08528_021E,C08528_021M,C08528_022E,C08528_022M,C08528_023E,C08528_023M,C08528_024E,C08528_024M,C08528_025E,C08528_025M,C08528_026E,C08528_026M,C08528_027E,C08528_027M,C08528_028E,C08528_028M,C08528_029E,C08528_029M,C08528_030E,C08528_030M,NAME,C08528_001MA,C08528_001EA,C08528_002EA,C08528_002MA,C08528_003EA,C08528_003MA,C08528_004EA,C08528_004MA,C08528_005MA,C08528_005EA,C08528_006MA,C08528_006EA,C08528_007MA,C08528_007EA,C08528_008EA,C08528_008MA,C08528_009EA,C08528_009MA,C08528_010EA,C08528_010MA,C08528_011MA,C08528_011EA,C08528_012MA,C08528_012EA,C08528_013EA,C08528_013MA,C08528_014EA,C08528_014MA,C08528_015EA,C08528_015MA,C08528_016MA,C08528_016EA,C08528_017MA,C08528_017EA,C08528_018EA,C08528_018MA,C08528_019EA,C08528_019MA,C08528_020EA,C08528_020MA,C08528_021EA,C08528_021MA,C08528_022MA,C08528_022EA,C08528_023MA,C08528_023EA,C08528_024EA,C08528_024MA,C08528_025EA,C08528_025MA,C08528_026EA,C08528_026MA,C08528_027MA,C08528_027EA,C08528_028MA,C08528_028EA,C08528_029EA,C08528_029MA,C08528_030EA,C08528_030MA,state
0400000US01,1960728,14412,1535273,14194,321018,10191,100761,5140,3676,853,1681753,15904,1326593,15150,285212,9261,67617,4265,2331,713,170458,8413,135529,7058,23961,2579,10480,1912,488,323,7454,1743,4822,1148,2129,949,460,331,43,70,43830,4062,34645,3953,4882,998,4067,1097,236,190,57233,3661,33684,3134,4834,832,18137,2181,578,322,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366124,5570,240376,5759,103501,4292,21691,1983,556,413,250684,6214,163492,5969,75017,3901,11758,1620,417,410,43650,3232,28453,2837,13519,1894,1645,560,33,54,5178,1224,4330,1149,805,363,43,73,0,187,52697,3275,36238,2751,13296,1215,3143,824,20,34,13915,1891,7863,1761,864,301,5102,995,86,71,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2803956,19199,2221229,21571,406728,9644,171706,8035,4293,1096,2158777,17865,1729438,19469,328773,8570,98766,5003,1800,688,293325,9205,232495,8663,41653,2982,18077,2373,1100,599,56512,4964,47117,4361,6892,1426,2503,1090,0,187,133689,7305,104326,6275,20828,2099,8417,1728,118,108,161653,6371,107853,5278,8582,1271,43943,3922,1275,547,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1244956,13403,962551,13325,201029,6784,79488,4485,1888,705,1028051,13906,806050,13353,170584,6380,50175,3541,1242,623,134288,6948,102656,5910,21825,2384,9707,1841,100,125,4138,1186,3179,1008,874,556,85,147,0,187,37104,3064,29956,2797,3876,1018,3011,814,261,193,41375,3177,20710,2335,3870,1253,16510,2190,285,236,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17255848,41675,13443800,46362,2387548,25102,1397075,20126,27425,2897,12684561,45443,10043391,42198,1795308,19610,832989,17225,12873,1517,1811654,28148,1424433,23496,236923,7487,145297,6766,5001,1194,913139,15806,757291,14762,106578,4787,48504,4129,766,322,915519,14959,704028,14486,144112,6960,64755,4318,2624,871,930975,16361,514657,11761,104627,6175,305530,10384,6161,1229,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2669008,13651,2125078,16016,376044,9282,164285,7189,3601,745,2019345,15439,1626967,16014,293387,7799,97096,5768,1895,653,256486,9969,205381,8871,35397,3612,15306,2027,402,260,88323,4484,73086,4269,13336,1912,1797,693,104,123,130501,6450,99307,5903,24687,2021,6244,1133,263,175,174353,6876,120337,5589,9237,1659,43842,3204,937,435,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1751075,13180,1409920,13104,231203,7670,106336,5485,3616,1068,1387627,14015,1116211,12497,198276,7070,70946,4373,2194,865,143947,7901,122719,7700,12351,1634,8139,1452,738,533,61369,3884,55884,3867,4097,1064,1388,588,0,187,76538,4878,59899,4534,11941,1699,4486,1226,212,177,81594,4474,55207,3374,4538,1379,21377,2310,472,300,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437466,8194,358074,7934,61329,3726,17345,1936,718,356,359027,8816,295228,8073,51811,3231,11432,1638,556,284,35048,3682,28611,3062,5566,1494,865,458,6,10,10085,1800,8501,1563,1512,671,72,115,0,187,14019,2369,11942,2312,1447,571,630,340,0,187,19287,2306,13792,2052,993,386,4346,1006,156,152,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,821495,12642,521531,11543,275771,7157,23240,2094,953,502,348856,9573,220568,7915,117232,4755,10847,1461,209,252,71576,4636,42095,3705,26991,2494,2337,831,153,201,311082,9176,194563,8026,111979,5041,4465,1291,75,89,72969,3489,51887,3188,18350,1891,2486,666,246,220,17012,2053,12418,1801,1219,518,3105,762,270,325,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8585487,32920,6997087,32879,1066364,19494,508722,14883,13314,2320,6852662,34711,5625345,33853,909066,17394,311097,10317,7154,1927,780601,18054,634667,16887,91076,5194,52453,5075,2405,950,177546,7809,152613,7828,14832,2033,9679,2152,422,344,308817,11111,256610,9877,27713,3075,23720,3274,774,628,465861,12632,327852,10205,23677,2401,111773,5583,2559,1254,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
