GEO_ID,B13012_001E,B13012_001M,B13012_002E,B13012_002M,B13012_003E,B13012_003M,B13012_004E,B13012_004M,B13012_005E,B13012_005M,B13012_006E,B13012_006M,B13012_007E,B13012_007M,B13012_008E,B13012_008M,B13012_009E,B13012_009M,B13012_010E,B13012_010M,B13012_011E,B13012_011M,B13012_012E,B13012_012M,B13012_013E,B13012_013M,B13012_014E,B13012_014M,B13012_015E,B13012_015M,NAME,B13012_001EA,B13012_001MA,B13012_002EA,B13012_002MA,B13012_003MA,B13012_003EA,B13012_004MA,B13012_004EA,B13012_005MA,B13012_005EA,B13012_006EA,B13012_006MA,B13012_007EA,B13012_007MA,B13012_008EA,B13012_008MA,B13012_009MA,B13012_009EA,B13012_010MA,B13012_010EA,B13012_011MA,B13012_011EA,B13012_012EA,B13012_012MA,B13012_013EA,B13012_013MA,B13012_014MA,B13012_014EA,B13012_015MA,B13012_015EA,state
0400000US01,1123745,4240,58618,3913,34294,2949,18377,2207,15917,2092,24324,2587,16106,2218,8218,1538,1065127,5495,475695,8355,338895,7337,136800,5575,589432,9400,376498,8487,212934,7480,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170621,2032,11460,1587,8861,1436,4638,967,4223,985,2599,605,1539,370,1060,443,159161,2270,73348,2870,54994,3037,18354,2095,85813,3375,63965,3036,21848,2220,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1512254,4037,82653,5270,48818,3713,23936,2441,24882,2430,33835,3877,20720,2863,13115,2007,1429601,7275,618753,10347,422214,8813,196539,6709,810848,12092,566459,10433,244389,7525,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,676919,4431,40479,3024,24304,2384,15012,1975,9292,1578,16175,1878,9693,1369,6482,1350,636440,5587,304085,6291,218640,5403,85445,5239,332355,7602,208666,6975,123689,6059,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9408610,11402,471226,12216,317441,9911,177341,7201,140100,6568,153785,6352,87136,4507,66649,4337,8937384,16388,3855339,23219,2673291,21897,1182048,19455,5082045,22977,3445049,20730,1636996,17726,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258093,4192,70387,5397,47600,3415,30256,2652,17344,2023,22787,3080,15390,2837,7397,1688,1187706,6619,567330,9207,416527,8454,150803,5563,620376,9507,476828,7843,143548,5959,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,827002,3420,42029,3720,27833,2632,18023,2061,9810,1559,14196,2165,9967,1964,4229,1088,784973,4657,319481,6293,249062,5876,70419,4184,465492,6853,349327,7522,116165,5408,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,214232,1956,10944,1357,6749,1181,4574,1034,2175,820,4195,832,3574,785,621,300,203288,2270,81672,3249,63891,3042,17781,2101,121616,3492,88303,3992,33313,2619,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,198632,1154,9901,1790,5096,1047,3833,832,1263,701,4805,1414,3406,1223,1399,633,188731,2149,47004,2677,38449,2647,8555,1492,141727,3460,108255,3827,33472,3168,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4405304,8605,213196,8030,125409,5442,74764,4340,50645,4081,87787,5673,54498,5001,33289,3501,4192108,12853,1733745,17188,1272711,15853,461034,12993,2458363,18701,1718985,18850,739378,13958,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2480510,7143,136208,7128,82517,5506,48764,4250,33753,3725,53691,4073,34431,3474,19260,2701,2344302,9689,1018107,12103,733269,11225,284838,8941,1326195,12606,909543,12557,416652,10617,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314017,1853,20324,2189,13967,1768,8118,1407,5849,1137,6357,1426,4407,1088,1950,696,293693,2695,135129,3866,100780,3624,34349,2556,158564,4231,114086,4158,44478,2512,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,364086,3071,21894,1935,16545,1709,9089,1430,7456,1136,5349,1182,2865,819,2484,814,342192,3857,175898,5642,121655,4637,54243,4264,166294,6432,113911,5761,52383,4239,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3045230,5614,152641,5309,100527,4466,63094,3118,37433,2987,52114,3409,35643,3030,16471,1943,2892589,8076,1235511,12942,930260,11697,305251,8747,1657078,14286,1214173,14165,442905,8858,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1518115,6181,84746,4859,51070,3488,32230,2867,18840,2029,33676,3205,22557,2693,11119,1855,1433369,7901,644637,8755,490795,9424,153842,5161,788732,10646,560204,9570,228528,7274,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,681959,3392,42607,2955,28029,2532,20258,2177,7771,1201,14578,1781,11291,1569,3287,831,639352,4441,312010,5651,257870,5650,54140,3203,327342,5951,252342,6593,75000,3922,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,645972,3712,37579,2740,25553,2132,16216,1620,9337,1328,12026,1804,8088,1580,3938,914,608393,4518,297427,6054,222635,5636,74792,3971,310966,7441,229844,7116,81122,3972,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1003435,4215,57558,3564,37217,2660,22333,2335,14884,1703,20341,2465,12908,1658,7433,1498,945877,5531,458997,6924,332648,7444,126349,4373,486880,7992,335935,6870,150945,5548,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1097873,4880,55380,3499,29963,3092,18074,2318,11889,1902,25417,2271,16250,2066,9167,1788,1042493,5965,415362,8185,291396,6842,123966,6289,627131,9048,425659,8947,201472,7201,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,284816,1917,13917,1768,7999,1260,5583,941,2416,678,5918,1483,3609,1102,2309,767,270899,2500,117664,4543,92040,4229,25624,2164,153235,4491,112487,4678,40748,3035,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437148,4237,69510,4047,44876,3224,30769,2594,14107,1896,24634,2707,17789,2135,6845,1297,1367638,6097,581721,9595,466188,8459,115533,5668,785917,10300,587871,9577,198046,5920,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1627692,4398,73343,4219,51726,3756,36158,3273,15568,2010,21617,2239,15056,2000,6561,1305,1554349,5821,625854,8891,498461,9869,127393,5334,928495,9775,700009,9864,228486,7375,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2233483,5452,125295,5526,75827,3819,47709,3133,28118,2579,49468,3427,33576,2663,15892,2041,2108188,7560,883688,11268,664081,10774,219607,5755,1224500,12167,883260,12115,341240,8517,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1236659,4261,77548,3904,55699,3260,40908,2778,14791,1900,21849,2352,16282,1888,5567,1091,1159111,6020,539265,7163,452887,6693,86378,4216,619846,7368,495221,7368,124625,4831,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,697571,3732,36377,3041,19347,2274,11856,1781,7491,1385,17030,2213,11891,1766,5139,1302,661194,5108,275646,7821,199941,7449,75705,4596,385548,8432,248996,7042,136552,5191,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1377913,4266,71719,3556,44553,2994,30044,2698,14509,1548,27166,2708,18081,2363,9085,1486,1306194,5593,594064,8367,455144,8384,138920,5407,712130,9177,513380,10290,198750,5874,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,216840,1944,11493,1516,8395,1403,5241,1097,3154,786,3098,757,1926,648,1172,466,205347,2618,94696,3286,73572,3123,21124,1942,110651,3509,81147,3273,29504,2075,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,417961,2242,28196,2600,20421,2061,14713,1699,5708,1245,7775,1386,5609,1263,2166,650,389765,3012,186710,4515,151904,4423,34806,2125,203055,5245,158497,5071,44558,2761,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,663750,2901,34770,2753,21642,1989,12673,1718,8969,1513,13128,2078,7987,1526,5141,1366,628980,3843,270697,6551,194644,6540,76053,4199,358283,6883,259147,6753,99136,4518,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,296271,2281,15130,1650,10306,1425,6841,1270,3465,933,4824,1038,3234,901,1590,631,281141,2828,127181,4053,100589,3687,26592,2955,153960,4487,116916,4518,37044,2965,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2074551,4778,100952,5262,69638,3710,47211,3010,22427,2487,31314,3144,21522,2372,9792,1660,1973599,6690,875972,8712,655090,10019,220882,7997,1097627,9871,790528,11258,307099,7311,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,462893,3265,27913,2780,16232,2299,8910,1518,7322,1552,11681,2199,7010,1658,4671,1206,434980,4108,180907,5786,123905,5153,57002,3972,254073,6245,167848,5827,86225,4818,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4780751,7830,223338,6305,147463,5912,91916,4453,55547,4125,75875,4450,48665,3343,27210,2824,4557413,10019,1810137,12244,1342902,12881,467235,9290,2747276,13312,1922656,15190,824620,11608,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2341683,7357,121209,6900,76012,5430,45903,4183,30109,2970,45197,3678,30642,3003,14555,2156,2220474,10409,1020332,11134,752133,12089,268199,7773,1200142,14227,848234,12708,351908,9960,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,166007,1994,11641,1933,8461,1869,6138,1670,2323,643,3180,879,2343,740,837,486,154366,2877,74253,3183,60196,2866,14057,1481,80113,3249,60943,3226,19170,1887,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2604652,6627,134227,5609,77041,4190,51332,3720,25709,2174,57186,4457,37745,3412,19441,2492,2470425,9339,1066848,12143,816437,12134,250411,6707,1403577,13620,1039500,12836,364077,8346,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,879428,3317,52524,3032,32598,2179,18234,1708,14364,1431,19926,2029,12297,1621,7629,1372,826904,5092,403688,5804,286836,5399,116852,4228,423216,5684,288608,6255,134608,5388,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,898602,3469,43919,3569,28338,2833,16714,1878,11624,1723,15581,2327,8763,1725,6818,1404,854683,5122,384034,6809,286457,5528,97577,4970,470649,7603,336060,7933,134589,5328,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2854997,6052,147251,6072,92132,4728,57584,3523,34548,2750,55119,3201,35514,2614,19605,2274,2707746,8331,1163148,11172,900359,11996,262789,6413,1544598,11918,1103102,11484,441496,8684,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,247833,1607,10238,1567,5430,1022,4167,944,1263,572,4808,1131,3166,883,1642,833,237595,2353,89282,3499,72574,3011,16708,2023,148313,3691,106909,3350,41404,3191,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1113334,4351,56013,4424,30565,3223,18693,2561,11872,1830,25448,2914,16995,2296,8453,1393,1057321,6099,449982,8296,331985,7956,117997,5170,607339,8483,435813,8857,171526,6841,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,182828,2168,10729,1267,7381,1184,5439,1002,1942,557,3348,740,1890,650,1458,552,172099,2321,80557,2668,67719,2645,12838,1368,91542,2875,71201,2869,20341,2103,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1526113,5319,80815,4355,48515,3369,29801,2538,18714,2262,32300,3130,22211,2802,10089,1732,1445298,6724,667097,11340,479813,9323,187284,6863,778201,9766,542144,10621,236057,6568,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6511933,9934,389359,10956,249866,9572,130880,6275,118986,6310,139493,6697,82420,5509,57073,4371,6122574,14824,2908613,22706,1978419,22852,930194,16667,3213961,23327,2229169,23927,984792,15346,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,707005,3073,50955,3850,43277,3027,20891,1914,22386,2463,7678,1853,4641,1368,3037,1152,656050,4977,358093,7302,242028,6752,116065,4312,297957,6326,214752,6156,83205,4696,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,139539,1405,6765,1145,4752,935,3445,766,1307,515,2013,782,1517,714,496,315,132774,1936,58193,2421,48110,2528,10083,1359,74581,2699,52610,2791,21971,1990,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1988929,5445,113157,5102,80580,4064,51533,3718,29047,2995,32577,3019,22862,2477,9715,1507,1875772,7267,869121,9987,653999,10511,215122,6190,1006651,11689,733886,10809,272765,7844,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1629159,4880,87338,5182,61645,3775,33098,2817,28547,2548,25693,3077,16308,2456,9385,1844,1541821,7219,731900,10003,525471,10900,206429,6535,809921,10230,582447,10391,227474,7336,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,396329,2542,18843,2208,11285,1635,5514,1060,5771,1310,7558,1393,3475,879,4083,1136,377486,3365,171567,5357,117666,4755,53901,2930,205919,5549,127845,4954,78074,4004,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1285219,4373,66998,3588,45221,2874,32363,2663,12858,1455,21777,2108,14453,1743,7324,1368,1218221,5603,545639,7324,448408,7515,97231,4453,672582,9088,520495,7964,152087,4325,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,129285,2480,7529,1220,5588,1090,3428,780,2160,715,1941,701,996,486,945,527,121756,2779,60460,3483,48446,3284,12014,1666,61296,3778,44790,3565,16506,2002,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,841882,3451,36022,3771,14824,2284,7859,1380,6965,1652,21198,2945,9612,1750,11586,2255,805860,5174,260153,7164,164232,5834,95921,4728,545707,8279,288446,6764,257261,7827,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
