GEO_ID,B24010A_001E,B24010A_001M,B24010A_002E,B24010A_002M,B24010A_003E,B24010A_003M,B24010A_004E,B24010A_004M,B24010A_005E,B24010A_005M,B24010A_006E,B24010A_006M,B24010A_007E,B24010A_007M,B24010A_008E,B24010A_008M,B24010A_009E,B24010A_009M,B24010A_010E,B24010A_010M,B24010A_011E,B24010A_011M,B24010A_012E,B24010A_012M,B24010A_013E,B24010A_013M,B24010A_014E,B24010A_014M,B24010A_015E,B24010A_015M,B24010A_016E,B24010A_016M,B24010A_017E,B24010A_017M,B24010A_018E,B24010A_018M,B24010A_019E,B24010A_019M,B24010A_020E,B24010A_020M,B24010A_021E,B24010A_021M,B24010A_022E,B24010A_022M,B24010A_023E,B24010A_023M,B24010A_024E,B24010A_024M,B24010A_025E,B24010A_025M,B24010A_026E,B24010A_026M,B24010A_027E,B24010A_027M,B24010A_028E,B24010A_028M,B24010A_029E,B24010A_029M,B24010A_030E,B24010A_030M,B24010A_031E,B24010A_031M,B24010A_032E,B24010A_032M,B24010A_033E,B24010A_033M,B24010A_034E,B24010A_034M,B24010A_035E,B24010A_035M,B24010A_036E,B24010A_036M,B24010A_037E,B24010A_037M,B24010A_038E,B24010A_038M,B24010A_039E,B24010A_039M,B24010A_040E,B24010A_040M,B24010A_041E,B24010A_041M,B24010A_042E,B24010A_042M,B24010A_043E,B24010A_043M,B24010A_044E,B24010A_044M,B24010A_045E,B24010A_045M,B24010A_046E,B24010A_046M,B24010A_047E,B24010A_047M,B24010A_048E,B24010A_048M,B24010A_049E,B24010A_049M,B24010A_050E,B24010A_050M,B24010A_051E,B24010A_051M,B24010A_052E,B24010A_052M,B24010A_053E,B24010A_053M,B24010A_054E,B24010A_054M,B24010A_055E,B24010A_055M,B24010A_056E,B24010A_056M,B24010A_057E,B24010A_057M,B24010A_058E,B24010A_058M,B24010A_059E,B24010A_059M,B24010A_060E,B24010A_060M,B24010A_061E,B24010A_061M,B24010A_062E,B24010A_062M,B24010A_063E,B24010A_063M,B24010A_064E,B24010A_064M,B24010A_065E,B24010A_065M,B24010A_066E,B24010A_066M,B24010A_067E,B24010A_067M,B24010A_068E,B24010A_068M,B24010A_069E,B24010A_069M,B24010A_070E,B24010A_070M,B24010A_071E,B24010A_071M,B24010A_072E,B24010A_072M,B24010A_073E,B24010A_073M,NAME,B24010A_001EA,B24010A_001MA,B24010A_002MA,B24010A_002EA,B24010A_003MA,B24010A_003EA,B24010A_004MA,B24010A_004EA,B24010A_005EA,B24010A_005MA,B24010A_006EA,B24010A_006MA,B24010A_007MA,B24010A_007EA,B24010A_008MA,B24010A_008EA,B24010A_009MA,B24010A_009EA,B24010A_010EA,B24010A_010MA,B24010A_011EA,B24010A_011MA,B24010A_012EA,B24010A_012MA,B24010A_013MA,B24010A_013EA,B24010A_014EA,B24010A_014MA,B24010A_015EA,B24010A_015MA,B24010A_016EA,B24010A_016MA,B24010A_017EA,B24010A_017MA,B24010A_018MA,B24010A_018EA,B24010A_019MA,B24010A_019EA,B24010A_020MA,B24010A_020EA,B24010A_021MA,B24010A_021EA,B24010A_022MA,B24010A_022EA,B24010A_023EA,B24010A_023MA,B24010A_024MA,B24010A_024EA,B24010A_025MA,B24010A_025EA,B24010A_026MA,B24010A_026EA,B24010A_027MA,B24010A_027EA,B24010A_028MA,B24010A_028EA,B24010A_029EA,B24010A_029MA,B24010A_030MA,B24010A_030EA,B24010A_031MA,B24010A_031EA,B24010A_032MA,B24010A_032EA,B24010A_033MA,B24010A_033EA,B24010A_034EA,B24010A_034MA,B24010A_035MA,B24010A_035EA,B24010A_036MA,B24010A_036EA,B24010A_037MA,B24010A_037EA,B24010A_038MA,B24010A_038EA,B24010A_039MA,B24010A_039EA,B24010A_040MA,B24010A_040EA,B24010A_041MA,B24010A_041EA,B24010A_042MA,B24010A_042EA,B24010A_043MA,B24010A_043EA,B24010A_044MA,B24010A_044EA,B24010A_045EA,B24010A_045MA,B24010A_046MA,B24010A_046EA,B24010A_047MA,B24010A_047EA,B24010A_048MA,B24010A_048EA,B24010A_049EA,B24010A_049MA,B24010A_050EA,B24010A_050MA,B24010A_051MA,B24010A_051EA,B24010A_052MA,B24010A_052EA,B24010A_053MA,B24010A_053EA,B24010A_054MA,B24010A_054EA,B24010A_055EA,B24010A_055MA,B24010A_056EA,B24010A_056MA,B24010A_057MA,B24010A_057EA,B24010A_058MA,B24010A_058EA,B24010A_059MA,B24010A_059EA,B24010A_060EA,B24010A_060MA,B24010A_061EA,B24010A_061MA,B24010A_062MA,B24010A_062EA,B24010A_063MA,B24010A_063EA,B24010A_064MA,B24010A_064EA,B24010A_065EA,B24010A_065MA,B24010A_066EA,B24010A_066MA,B24010A_067EA,B24010A_067MA,B24010A_068MA,B24010A_068EA,B24010A_069MA,B24010A_069EA,B24010A_070EA,B24010A_070MA,B24010A_071EA,B24010A_071MA,B24010A_072EA,B24010A_072MA,B24010A_073EA,B24010A_073MA,state
0400000US01,1449613,11185,792850,8043,254374,7055,118149,5298,89989,4714,28160,2311,57732,3894,23154,2454,29642,2981,4936,1031,53768,3136,11456,1501,8955,1368,21567,1736,11790,1960,24725,2795,17507,2435,7218,1454,90662,4470,1656,564,23686,2440,10433,1558,13253,1823,23619,2976,36555,3446,5146,1181,126956,5032,78477,4578,48479,3684,151638,6574,7345,1608,82713,5715,61580,3752,169220,6552,90495,5025,48280,4175,30445,3145,656763,8038,268414,6893,86003,3914,52652,3672,33351,3176,15084,2215,8721,1656,3817,959,2546,797,95201,4609,10175,1468,7300,1326,67584,4055,10142,1452,72126,3764,47670,3100,24456,2350,114628,4691,19421,2278,5530,962,3362,798,2168,637,39236,3152,15746,1826,34695,3039,228633,7111,83351,4427,145282,5026,5815,1170,703,404,3292,1028,1820,585,39273,3303,25973,2740,7429,1232,5871,1435,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,255080,4920,142214,3363,48399,3011,21321,2165,16774,1872,4547,1123,11959,1871,3968,1208,5103,974,2888,808,10670,1379,2732,881,960,363,4283,956,2695,746,4449,1073,2802,716,1647,633,17736,2276,311,258,5745,1177,2986,968,2759,786,5300,1348,4183,1232,2197,837,18766,2103,9547,1665,9219,1347,34502,2482,2071,514,19338,2485,13093,2186,22811,2968,7612,1410,10455,2087,4744,1097,112866,3074,52404,3052,17866,1962,10665,1495,7201,1144,3623,686,1298,395,927,459,1398,452,19682,1979,3494,942,1693,578,12270,1513,2225,604,11233,1704,7563,1158,3670,962,23037,2657,2944,934,1576,1082,275,195,1301,1061,7292,1595,2922,864,8303,1467,32236,2506,10328,1468,21908,2160,1775,810,437,245,984,705,354,358,3414,853,1037,386,1725,721,652,347,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2287146,21670,1231725,14136,405479,9256,194016,6194,140254,5606,53762,3543,90014,4479,44737,3439,36462,3004,8815,1504,82164,4542,16225,2210,11716,2047,34689,3353,19534,2058,39285,3118,26676,2595,12609,2120,207525,8305,6150,1210,54563,3798,31613,3305,22950,2643,62168,4728,64537,5032,20107,2633,243333,7585,148815,6207,94518,5030,207680,7979,12091,2541,117875,6607,77714,4230,167708,7264,63026,4539,67427,4649,37255,3033,1055421,13130,433347,9194,151536,6905,90719,5121,60817,4388,28905,2388,14169,1949,6577,1277,8159,1422,159186,5592,24001,1939,14589,1746,100116,4166,20480,2204,93720,5013,63269,3535,30451,3036,220426,8331,33112,3162,14069,1954,8580,1499,5489,1293,76672,5445,32311,2963,64262,4543,351676,8076,129000,5555,222676,6981,7352,1642,1857,681,3472,1199,2023,681,42620,3260,23081,2508,10042,1516,9497,1746,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1019177,9754,554325,6305,160374,6625,81558,4413,65219,3831,16339,2022,26944,2611,12601,1689,11170,1719,3173,776,36755,3298,9611,1645,4953,1177,14901,1958,7290,1354,15117,1989,10822,1760,4295,935,75306,5002,2496,755,18108,2586,7207,1330,10901,2136,21414,3315,26733,2664,6555,1264,90921,5128,57333,3815,33588,3274,111955,5426,10764,1619,59308,4599,41883,3336,115769,5069,57491,3464,35045,2958,23233,2612,464852,7269,185542,5231,55683,3125,34766,2501,20917,2328,9656,1927,6271,1614,1130,455,2255,734,71084,3685,9334,1774,4383,1047,50986,3084,6381,1317,49119,3533,32753,3152,16366,1796,92139,5061,18488,2013,2368,977,935,376,1433,917,33152,3265,14811,2027,23320,2425,154244,5114,55144,4168,99100,4851,3820,963,1644,721,968,409,1208,616,29107,2792,20262,2368,4158,1093,4687,1292,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10971268,39197,6008072,25555,2222718,18935,1041651,15411,785133,14802,256518,7720,472751,10376,231469,6988,179265,6156,62017,3491,561741,10304,55860,3793,90325,4776,210161,6762,205395,6628,146575,5446,102620,4839,43955,3424,873210,16449,30102,2863,184069,6678,104152,4871,79917,5028,292993,10553,263367,9090,102679,5725,1032110,16281,644334,11773,387776,9302,989245,14619,156170,6972,539019,12187,294056,9130,890789,12576,377023,10443,300524,8317,213242,8257,4963196,24909,2075052,22300,780598,12028,485767,10203,294831,8505,144968,5460,59998,3952,28002,2154,56968,3352,804415,14575,111790,5525,76279,4593,463558,9763,152788,6763,345071,11040,235657,8518,109414,5956,999316,15272,141567,6597,41543,3376,21625,2620,19918,2174,302220,8966,164640,6919,349346,9278,1570601,17782,607159,12490,963442,15801,81730,5878,60458,4959,10393,2090,10879,2014,236497,8734,137825,6120,37000,3138,61672,3983,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2322291,14529,1245267,10041,482663,9230,229226,6984,174464,5931,54762,4141,125786,4725,66140,3555,47099,3041,12547,1767,94271,4269,12483,1609,14584,1566,39242,2850,27962,2823,33380,2641,24527,2243,8853,1473,175476,6158,7484,1256,38106,3180,19850,2088,18256,2476,66410,4532,44303,3654,19173,2479,208906,6356,134273,5735,74633,4378,215090,7326,10681,1721,141454,6272,62955,4152,163132,6730,65474,4658,65094,3951,32564,3014,1077024,9477,487943,9026,191572,6040,113847,5162,77725,4593,42549,3293,19276,2245,10755,1403,12518,1943,163805,6022,25631,3096,15185,1656,97313,4047,25676,2320,90017,4471,66417,3766,23600,2229,212185,7446,36038,2618,10678,1454,5809,1105,4869,1084,70898,4830,33809,3786,60762,4149,327433,8137,125032,5007,202401,6943,9250,1586,2896,811,3572,950,2782,753,40213,2931,22440,2299,9804,1538,7969,1562,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1423904,10809,736953,7613,299744,7171,151515,5977,110964,5406,40551,2752,62752,4043,27893,2321,26977,2643,7882,1500,64175,4152,8398,1632,13290,1562,26003,2488,16484,2157,21302,2133,15583,1791,5719,1058,103413,5508,3827,1198,23555,2327,13108,1853,10447,1430,31080,2942,33556,2881,11395,1920,130736,5057,85515,4257,45221,2927,107615,5308,2770,969,66519,4525,38326,3328,95445,6163,50558,4160,27452,3318,17435,2461,686951,7142,337121,6019,115011,5046,68685,3906,46326,3001,20868,2085,10160,1433,4401,1141,6307,1056,130904,4747,17743,1712,13191,1732,84837,4168,15133,2062,70338,3918,48961,3348,21377,2381,116801,5649,24956,2530,3248,849,1697,544,1551,645,35626,3228,13440,1860,39531,3400,198584,5828,73874,4267,124710,5574,3654,935,930,493,965,426,1759,693,30791,3080,19121,2271,7356,1496,4314,1165,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,313193,5580,160699,3551,55810,3028,27738,2413,19837,2065,7901,1336,12518,1468,5289,1054,4711,973,2518,736,12117,1554,2224,734,2324,602,5646,1189,1923,581,3437,688,2506,658,931,348,24452,2506,714,439,5816,1027,3268,761,2548,723,7624,1449,7578,1237,2720,983,26585,2366,16917,2042,9668,1328,28343,2830,875,488,15347,2166,12121,1996,25509,3072,10322,2196,9985,1545,5202,1199,152494,3822,68293,3253,24522,2030,16143,1680,8379,1144,5639,1078,2715,827,583,303,2341,670,23358,1946,3161,720,2999,770,15642,1652,1556,538,14774,1852,9950,1295,4824,1291,26859,2616,4690,1027,1166,419,626,339,540,311,10392,1596,3429,1004,7182,1219,50065,3097,16330,1977,33735,2649,987,647,211,197,390,469,386,396,6290,1115,2979,803,1953,697,1358,567,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,177684,3674,90837,2420,71862,2094,32122,2450,22506,2078,9616,1626,14024,1864,6279,1293,2597,828,5148,1192,23934,1833,1458,614,10019,1529,5731,1173,6726,1119,1782,494,1600,477,182,145,6463,1637,327,336,1047,553,597,437,450,300,3517,1208,487,292,1085,532,10433,1786,5018,1053,5415,1401,1348,634,54,88,1193,617,101,128,731,360,313,233,381,281,37,60,86847,2368,66056,2644,27725,2025,17209,1678,10516,1621,8821,1305,4885,1014,813,437,3123,841,24986,2140,2045,626,7426,1083,6942,1130,8573,1314,4524,1028,4187,1011,337,270,6869,1456,119,145,405,207,308,174,97,119,2720,851,1199,526,2426,924,13349,1873,4941,1269,8408,1398,207,161,44,73,46,92,117,112,366,285,134,139,125,208,107,127,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6734867,33528,3599091,24479,1180874,15899,617437,10807,464799,10304,152638,6332,218443,8740,116762,6673,82675,5017,19006,2488,237798,7825,33173,2696,42427,3218,87056,4766,75142,4964,107196,6398,74902,4742,32294,3134,616312,16160,23010,2705,132803,6745,76183,5543,56620,4507,204774,11706,197223,9795,58502,4562,723788,13383,452463,11369,271325,8562,610625,14164,31888,3910,350355,10718,228382,8502,467492,12805,157031,6989,207901,7581,102560,6300,3135776,20177,1237666,14705,459742,10009,287031,9033,172711,6758,68038,4744,38120,3975,13200,1871,16718,2163,434693,9082,53141,4119,51267,3914,271285,7082,59000,3908,275193,8367,184909,6826,90284,5540,656364,11894,116395,6717,28666,2965,16245,2182,12421,1954,227134,8598,133045,6729,151124,6812,1094081,17418,424126,11098,669955,12911,31344,3176,9109,1678,12237,1887,9998,1811,116321,6693,62944,4025,28240,3108,25137,3658,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
