GEO_ID,B05003I_001E,B05003I_001M,B05003I_002E,B05003I_002M,B05003I_003E,B05003I_003M,B05003I_004E,B05003I_004M,B05003I_005E,B05003I_005M,B05003I_006E,B05003I_006M,B05003I_007E,B05003I_007M,B05003I_008E,B05003I_008M,B05003I_009E,B05003I_009M,B05003I_010E,B05003I_010M,B05003I_011E,B05003I_011M,B05003I_012E,B05003I_012M,B05003I_013E,B05003I_013M,B05003I_014E,B05003I_014M,B05003I_015E,B05003I_015M,B05003I_016E,B05003I_016M,B05003I_017E,B05003I_017M,B05003I_018E,B05003I_018M,B05003I_019E,B05003I_019M,B05003I_020E,B05003I_020M,B05003I_021E,B05003I_021M,B05003I_022E,B05003I_022M,B05003I_023E,B05003I_023M,NAME,B05003I_001MA,B05003I_001EA,B05003I_002EA,B05003I_002MA,B05003I_003EA,B05003I_003MA,B05003I_004EA,B05003I_004MA,B05003I_005MA,B05003I_005EA,B05003I_006MA,B05003I_006EA,B05003I_007MA,B05003I_007EA,B05003I_008EA,B05003I_008MA,B05003I_009EA,B05003I_009MA,B05003I_010EA,B05003I_010MA,B05003I_011MA,B05003I_011EA,B05003I_012MA,B05003I_012EA,B05003I_013EA,B05003I_013MA,B05003I_014EA,B05003I_014MA,B05003I_015EA,B05003I_015MA,B05003I_016MA,B05003I_016EA,B05003I_017MA,B05003I_017EA,B05003I_018MA,B05003I_018EA,B05003I_019EA,B05003I_019MA,B05003I_020EA,B05003I_020MA,B05003I_021EA,B05003I_021MA,B05003I_022MA,B05003I_022EA,B05003I_023MA,B05003I_023EA,state
0400000US15,143238,-555555555,74543,774,27002,720,26992,724,10,17,10,17,0,181,47541,270,41128,1235,6413,1246,3429,887,2984,976,68695,773,25567,720,25356,867,211,318,181,316,30,52,43128,270,37158,1271,5970,1226,3865,928,2105,707,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,196912,692,101018,1687,40310,1383,37487,1634,2823,984,66,80,2757,975,60708,1007,30677,2469,30031,2457,9721,1970,20310,2645,95894,1565,37716,1381,35736,1709,1980,879,110,124,1870,863,58178,1017,34145,2589,24033,2355,7231,1270,16802,2350,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2151506,1358,1103259,2870,369656,2264,354062,2880,15594,2251,2546,832,13048,2154,733603,1834,331732,7688,401871,7547,131034,5752,270837,7862,1048247,2539,356810,2204,342575,3169,14235,2027,2567,711,11668,1917,691437,1634,339437,6983,352000,6550,129541,5090,222459,6892,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,425465,1512,218245,2998,85043,2592,79817,2706,5226,1624,841,442,4385,1534,133202,1610,66058,3547,67144,3405,17143,2157,50001,3578,207220,3011,79724,2417,74914,2758,4810,1292,873,436,3937,1140,127496,1801,70088,4059,57408,3670,16283,2388,41125,3142,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,171067,1077,89914,2170,36114,1756,34777,1813,1337,532,256,178,1081,511,53800,1326,25067,2327,28733,2128,7472,1454,21261,2242,81153,2047,32519,1725,30772,1866,1747,760,190,199,1557,743,48634,1094,25766,1669,22868,1347,6692,1218,16176,1340,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,328957,813,168886,1806,65838,1415,61201,1809,4637,1142,639,396,3998,1064,103048,1246,49209,2869,53839,2867,15706,2112,38133,2735,160071,1939,64016,1576,59835,1942,4181,1138,495,280,3686,1070,96055,1221,50910,3223,45145,3077,12727,1840,32418,2688,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,145170,2196,79404,2026,29667,1665,27188,1657,2479,768,266,260,2213,713,49737,1880,17486,2062,32251,2229,5562,1064,26689,2257,65766,1845,27095,1537,24445,1744,2650,887,809,582,1841,716,38671,1491,17647,1930,21024,1725,4446,983,16578,1487,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,223889,1880,122375,2943,34999,1756,31522,1824,3477,1114,389,333,3088,1092,87376,2321,37250,2804,50126,3323,12718,1804,37408,3295,101514,2476,31674,2152,27130,2094,4544,1163,492,319,4052,1166,69840,1824,33430,2781,36410,2380,11630,1639,24780,2709,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19839,643,9490,933,2414,484,2225,491,189,164,90,91,99,140,7076,852,4636,966,2440,785,1510,617,930,490,10349,969,3349,662,3022,677,327,291,50,86,277,281,7000,806,4765,857,2235,718,1127,498,1108,499,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,556179,498,289452,1859,92418,1594,84114,2057,8304,1565,886,446,7418,1527,197034,1029,59289,3948,137745,4034,34848,3262,102897,4550,266727,1898,87907,1654,78232,2365,9675,1841,1053,514,8622,1719,178820,944,58669,3394,120151,3340,39824,2661,80327,3601,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,730094,984,361163,1420,119715,967,110226,2079,9489,1933,2891,1118,6598,1587,241448,1043,134795,4330,106653,4241,39459,3528,67194,4734,368931,1046,113857,960,104602,1802,9255,1630,3190,1049,6065,1262,255074,468,149349,4006,105725,4040,48081,3287,57644,3709,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,475095,660,241400,1742,89958,1488,85561,1760,4397,1064,889,453,3508,935,151442,1163,97236,3326,54206,3132,13664,1653,40542,3035,233695,1608,86898,1319,82874,1513,4024,839,1329,585,2695,771,146797,1158,99533,2611,47264,2537,14936,1717,32328,2487,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,276440,454,145300,1805,58396,1465,54372,1483,4024,1163,1570,514,2454,936,86904,1064,38890,2962,48014,2841,9116,1537,38898,2763,131140,1742,51547,1376,47051,1782,4496,987,1518,543,2978,910,79593,1052,35543,2352,44050,2535,12273,1931,31777,2287,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,80566,2343,46358,2464,14739,1607,13657,1633,1082,756,323,467,759,475,31619,1895,13950,2045,17669,1577,2357,768,15312,1564,34208,2076,12790,1433,11297,1382,1493,598,98,172,1395,572,21418,1878,10919,1919,10499,1350,2367,807,8132,1223,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,233325,2161,119701,2446,45134,1718,42368,1824,2766,875,1274,608,1492,623,74567,1897,45028,2944,29539,2258,7599,1210,21940,2272,113624,2576,42643,2039,39259,2075,3384,1106,1213,835,2171,867,70981,1552,43897,2494,27084,2242,8371,1677,18713,2131,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,34668,565,17325,1226,6833,987,6707,1001,126,121,0,161,126,121,10492,790,8321,952,2171,644,1546,574,625,404,17343,1268,6330,1043,6109,1001,221,195,79,123,142,139,11013,767,8412,960,2601,696,749,373,1852,619,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,190280,787,99315,1724,40125,1056,37457,1254,2668,892,0,153,2668,892,59190,1298,24876,1823,34314,1962,9063,1386,25251,2162,90965,1574,36127,1030,33332,1209,2795,1044,180,187,2615,981,54838,1065,25842,1808,28996,1945,7226,1255,21770,1936,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,790038,-555555555,401702,1258,137463,873,128619,1922,8844,1565,841,422,8003,1519,264239,775,118055,4460,146184,4428,42601,3293,103583,4695,388336,1258,130983,873,123402,1857,7581,1622,825,531,6756,1508,257353,774,110981,3870,146372,3810,52080,3266,94292,4136,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,42452,730,21481,867,7308,521,6649,788,659,598,101,115,558,594,14173,816,9027,941,5146,938,2418,747,2728,772,20971,893,7247,511,6747,626,500,375,87,90,413,360,13724,718,7748,1077,5976,1037,3132,1057,2844,909,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1729172,-555555555,872263,1255,259546,1169,239138,2722,20408,2598,3546,949,16862,2233,612717,456,261476,8008,351241,8047,138491,5440,212750,7836,856909,1256,244730,1171,227085,2571,17645,2365,4616,1316,13029,1892,612179,460,266793,6722,345386,6755,157450,5372,187936,7046,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,994154,-555555555,495271,1311,152972,1311,147497,2517,5475,1806,1379,1005,4096,1144,342299,-555555555,271242,4861,71057,4860,20230,2152,50827,4243,498883,1311,144441,1312,138684,1590,5757,1426,642,404,5115,1373,354442,-555555555,279943,4201,74499,4201,24754,2621,49745,3869,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,35
0400000US36,3670289,1404,1812485,1998,516184,1630,476952,4393,39232,4158,7270,1483,31962,3894,1296301,1305,630102,10956,666199,10928,244528,8552,421671,12155,1857804,2059,493490,1660,458877,4050,34613,3481,7438,1502,27175,3393,1364314,1309,671550,10772,692764,10847,324570,8531,368194,9459,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,890601,1196,466376,3826,179591,3261,165306,3567,14285,1941,1481,667,12804,1859,286785,2349,91293,4547,195492,4237,33965,3686,161527,5250,424225,3917,167766,3735,154591,3763,13175,2026,1039,685,12136,1926,256459,2056,88453,4273,168006,4085,35417,3017,132589,4784,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,20618,1228,10356,1284,3321,857,3312,858,9,15,0,147,9,15,7035,965,5649,1033,1386,538,359,281,1027,513,10262,1099,4361,897,4270,913,91,191,0,147,91,191,5901,705,4578,647,1323,516,608,377,715,519,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,398706,1832,205849,2952,75159,1862,71188,1963,3971,1039,1565,740,2406,785,130690,2272,87246,3546,43444,3095,11702,1790,31742,3091,192857,2648,71078,2140,68023,2376,3055,910,1205,559,1850,786,121779,1508,89444,2451,32335,2594,13369,1717,18966,2202,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,378879,714,200048,1669,79136,1283,73626,1811,5510,1248,596,439,4914,1187,120912,1177,55810,2570,65102,2495,12108,1674,52994,2474,178831,1469,70987,1231,65801,1665,5186,1206,387,351,4799,1182,107844,1094,54584,2054,53260,2029,11887,1345,41373,2234,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,496791,-555555555,257172,2207,94069,1948,87759,2004,6310,1401,877,415,5433,1332,163103,1469,68916,3957,94187,4045,22312,2357,71875,4313,239619,2205,92653,1949,86914,2169,5739,1332,589,401,5150,1278,146966,1218,75858,3624,71108,3464,15809,2130,55299,3330,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,837487,1034,427359,2153,150790,1779,140503,2436,10287,1845,2014,688,8273,1655,276569,1327,180411,4759,96158,4775,28458,2753,67700,4973,410128,2079,142125,1643,133917,2733,8208,2290,1615,569,6593,2227,268003,1074,189507,4682,78496,4832,32216,2672,46280,4059,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,148096,-555555555,73848,909,25315,633,23571,914,1744,765,516,306,1228,660,48533,636,20989,2262,27544,2199,10004,1550,17540,2465,74248,909,23927,640,21717,885,2210,763,401,331,1809,798,50321,589,23573,2127,26748,2023,11665,1496,15083,1856,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,257404,860,139037,2352,46234,1805,43240,1912,2994,978,175,212,2819,978,92803,1567,33717,2915,59086,3479,10615,1946,48471,3413,118367,2252,44388,2051,40560,2443,3828,1552,406,494,3422,1313,73979,1176,32915,2300,41064,2383,10226,1650,30838,2349,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,28719,1214,14282,1413,5311,789,5075,807,236,167,12,29,224,163,8971,1001,6715,978,2256,754,1057,417,1199,552,14437,1292,6352,1009,6229,1001,123,170,0,151,123,170,8085,1043,6341,1122,1744,583,794,479,950,313,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,322339,1777,169484,2626,65200,2267,58706,2339,6494,1520,445,465,6049,1499,104284,1922,33631,3074,70653,3219,11045,1614,59608,3252,152855,2429,62761,2190,56704,2699,6057,1614,656,443,5401,1534,90094,1708,36509,2936,53585,2784,11468,2007,42117,3068,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10408238,1826,5236161,4676,1780756,4125,1680800,6451,99956,5445,10531,2005,89425,5369,3455405,2125,1985746,17555,1469659,17632,376038,11963,1093621,17867,5172077,4328,1710110,3989,1617623,7972,92487,6766,9553,2082,82934,6216,3461967,2183,2039960,16767,1422007,16623,418686,10628,1003321,15828,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,397100,447,203545,1320,79085,1105,74810,1679,4275,1239,438,271,3837,1220,124460,751,57108,3232,67352,3353,16735,2331,50617,3373,193555,1358,75153,1099,71328,1306,3825,1077,458,344,3367,1053,118402,606,52169,2936,66233,2898,19314,2103,46919,3194,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10775,584,5179,732,1786,498,1700,484,86,168,86,168,0,147,3393,577,2719,626,674,392,175,134,499,356,5596,673,1466,463,1437,462,29,45,29,45,0,147,4130,560,3425,567,705,315,347,204,358,247,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,731971,2514,377837,3414,120336,2528,106646,3328,13690,2072,1966,966,11724,1861,257501,2567,97820,5174,159681,5035,46559,3705,113122,5745,354134,3669,114901,2806,104224,2796,10677,1683,1761,679,8916,1557,239233,2562,91060,4993,148173,5007,49474,3584,98699,4988,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,858778,-555555555,445362,1844,166987,1593,155037,2554,11950,2125,1417,823,10533,2032,278375,933,138274,5377,140101,5571,31158,3316,108943,5535,413416,1843,162201,1581,153890,2165,8311,1585,903,475,7408,1536,251215,902,136674,4517,114541,4243,28374,2841,86167,3787,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,24503,1679,13196,1616,4647,1079,4209,1251,438,404,85,100,353,389,8549,1698,6343,1709,2206,693,522,286,1684,698,11307,1742,4204,1156,3636,1017,568,450,175,224,393,401,7103,1239,5426,1384,1677,635,1019,443,658,437,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,370982,455,191746,1680,75164,1439,71291,1617,3873,978,699,377,3174,879,116582,1359,60393,3010,56189,3122,13671,1811,42518,3053,179236,1667,71298,1511,66895,1701,4403,992,1046,375,3357,955,107938,1226,63525,2528,44413,2370,12616,1864,31797,2198,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,57065,-555555555,28822,1809,9960,1257,9789,1241,171,228,105,196,66,107,18862,1016,13043,1419,5819,1225,1007,544,4812,1366,28243,1809,9533,1303,9254,1339,279,312,0,190,279,312,18710,934,13776,1296,4934,1133,823,443,4111,1095,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3514279,3817,1687085,3845,400044,3222,397910,3430,2134,848,293,321,1841,751,1287041,1970,1245740,4115,41301,3282,16574,2291,24727,2186,1827194,3948,367365,3162,365777,3196,1588,676,213,215,1375,640,1459829,2146,1419303,4030,40526,3052,18730,2077,21796,2318,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
