GEO_ID,C17014_001E,C17014_001M,C17014_002E,C17014_002M,C17014_003E,C17014_003M,C17014_004E,C17014_004M,C17014_005E,C17014_005M,C17014_006E,C17014_006M,C17014_007E,C17014_007M,C17014_008E,C17014_008M,C17014_009E,C17014_009M,C17014_010E,C17014_010M,C17014_011E,C17014_011M,NAME,C17014_001MA,C17014_001EA,C17014_002EA,C17014_002MA,C17014_003EA,C17014_003MA,C17014_004MA,C17014_004EA,C17014_005MA,C17014_005EA,C17014_006MA,C17014_006EA,C17014_007EA,C17014_007MA,C17014_008EA,C17014_008MA,C17014_009MA,C17014_009EA,C17014_010MA,C17014_010EA,C17014_011MA,C17014_011EA,state
0400000US01,1232515,11755,184841,6662,72782,4516,89933,4302,21019,2468,1107,437,1047674,12321,163392,4103,353640,7289,441394,9300,89248,4304,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,165015,3765,12999,1612,4122,955,6534,1109,1992,575,351,120,152016,3662,11306,1229,46967,2979,74304,3115,19439,1821,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1579481,13962,209001,6363,71608,3767,103604,4849,28465,3223,5324,1328,1370480,13405,235600,6457,445702,10129,553449,11000,135729,6054,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752212,9854,104138,4501,38010,2705,53070,3617,12110,2049,948,438,648074,9714,101851,3867,213090,5592,280892,6794,52241,3589,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8762059,27318,1067419,13044,335219,7481,539476,11084,160816,6211,31908,2779,7694640,28159,798613,11524,2472173,22189,3321798,22137,1102056,14163,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1315283,8405,105560,4841,32721,2487,53260,3521,18261,2426,1318,628,1209723,10079,127223,3734,366037,8065,583742,9820,132721,5322,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,887263,10002,66949,4874,24684,3122,34341,3570,6522,1342,1402,583,820314,9845,83227,3561,243508,6692,376821,8470,116758,4678,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233000,4645,19733,2314,6414,1251,10761,1736,2383,918,175,158,213267,4508,32728,2105,62813,3250,89772,4021,27954,2288,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117864,3359,16707,2102,8427,1695,6515,1481,1645,658,120,145,101157,3173,8637,1223,33671,2659,51624,2729,7225,1270,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4693411,24879,563761,13976,208271,7862,281659,9990,64495,4780,9336,1457,4129650,24086,754988,10687,1337985,19371,1644821,19431,391856,10245,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2426392,15122,342664,9063,110746,5316,190405,7751,36979,3175,4534,1103,2083728,15808,249789,6151,697343,14570,927684,15040,208912,6743,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314151,5725,24533,2343,9401,1649,10759,1503,3528,956,845,372,289618,5942,28153,2052,89895,4623,123085,4727,48485,2982,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,407499,5941,41633,2770,11726,1878,21000,2120,8381,1378,526,321,365866,6060,52255,2906,108849,4658,165920,5596,38842,3449,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099184,17994,325482,8355,110072,5013,170785,5631,39463,3361,5162,914,2773702,18072,307798,6386,830355,11218,1258038,14910,377511,8859,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1657223,12597,180534,6423,53971,3800,100166,5235,23081,2309,3316,840,1476689,11767,186930,4483,445863,8764,674929,9978,168967,4937,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
