GEO_ID,B27001_001E,B27001_001M,B27001_002E,B27001_002M,B27001_003E,B27001_003M,B27001_004E,B27001_004M,B27001_005E,B27001_005M,B27001_006E,B27001_006M,B27001_007E,B27001_007M,B27001_008E,B27001_008M,B27001_009E,B27001_009M,B27001_010E,B27001_010M,B27001_011E,B27001_011M,B27001_012E,B27001_012M,B27001_013E,B27001_013M,B27001_014E,B27001_014M,B27001_015E,B27001_015M,B27001_016E,B27001_016M,B27001_017E,B27001_017M,B27001_018E,B27001_018M,B27001_019E,B27001_019M,B27001_020E,B27001_020M,B27001_021E,B27001_021M,B27001_022E,B27001_022M,B27001_023E,B27001_023M,B27001_024E,B27001_024M,B27001_025E,B27001_025M,B27001_026E,B27001_026M,B27001_027E,B27001_027M,B27001_028E,B27001_028M,B27001_029E,B27001_029M,B27001_030E,B27001_030M,B27001_031E,B27001_031M,B27001_032E,B27001_032M,B27001_033E,B27001_033M,B27001_034E,B27001_034M,B27001_035E,B27001_035M,B27001_036E,B27001_036M,B27001_037E,B27001_037M,B27001_038E,B27001_038M,B27001_039E,B27001_039M,B27001_040E,B27001_040M,B27001_041E,B27001_041M,B27001_042E,B27001_042M,B27001_043E,B27001_043M,B27001_044E,B27001_044M,B27001_045E,B27001_045M,B27001_046E,B27001_046M,B27001_047E,B27001_047M,B27001_048E,B27001_048M,B27001_049E,B27001_049M,B27001_050E,B27001_050M,B27001_051E,B27001_051M,B27001_052E,B27001_052M,B27001_053E,B27001_053M,B27001_054E,B27001_054M,B27001_055E,B27001_055M,B27001_056E,B27001_056M,B27001_057E,B27001_057M,NAME,B27001_001EA,B27001_001MA,B27001_002EA,B27001_002MA,B27001_003MA,B27001_003EA,B27001_004MA,B27001_004EA,B27001_005EA,B27001_005MA,B27001_006EA,B27001_006MA,B27001_007EA,B27001_007MA,B27001_008MA,B27001_008EA,B27001_009MA,B27001_009EA,B27001_010MA,B27001_010EA,B27001_011EA,B27001_011MA,B27001_012EA,B27001_012MA,B27001_013EA,B27001_013MA,B27001_014EA,B27001_014MA,B27001_015MA,B27001_015EA,B27001_016EA,B27001_016MA,B27001_017EA,B27001_017MA,B27001_018EA,B27001_018MA,B27001_019MA,B27001_019EA,B27001_020MA,B27001_020EA,B27001_021MA,B27001_021EA,B27001_022EA,B27001_022MA,B27001_023EA,B27001_023MA,B27001_024EA,B27001_024MA,B27001_025MA,B27001_025EA,B27001_026MA,B27001_026EA,B27001_027EA,B27001_027MA,B27001_028EA,B27001_028MA,B27001_029MA,B27001_029EA,B27001_030MA,B27001_030EA,B27001_031MA,B27001_031EA,B27001_032MA,B27001_032EA,B27001_033EA,B27001_033MA,B27001_034EA,B27001_034MA,B27001_035MA,B27001_035EA,B27001_036MA,B27001_036EA,B27001_037MA,B27001_037EA,B27001_038EA,B27001_038MA,B27001_039MA,B27001_039EA,B27001_040MA,B27001_040EA,B27001_041MA,B27001_041EA,B27001_042MA,B27001_042EA,B27001_043MA,B27001_043EA,B27001_044EA,B27001_044MA,B27001_045MA,B27001_045EA,B27001_046MA,B27001_046EA,B27001_047MA,B27001_047EA,B27001_048MA,B27001_048EA,B27001_049EA,B27001_049MA,B27001_050MA,B27001_050EA,B27001_051MA,B27001_051EA,B27001_052MA,B27001_052EA,B27001_053MA,B27001_053EA,B27001_054EA,B27001_054MA,B27001_055MA,B27001_055EA,B27001_056MA,B27001_056EA,B27001_057MA,B27001_057EA,state
0400000US01,4767383,1932,2289780,5872,180774,4077,174036,4549,6738,1465,384145,5137,367556,5612,16589,2658,236975,3747,178184,4870,58791,3988,283658,3829,201139,4943,82519,4735,286297,3968,225680,5287,60617,4456,306272,3089,256316,3581,49956,3306,294579,2244,266144,3032,28435,2629,198963,1759,198024,1876,939,466,118117,1636,117825,1611,292,259,2477603,5606,169526,3889,164335,3881,5191,1286,372402,3993,358498,4171,13904,2537,237408,2932,191777,4427,45631,3953,314043,3628,244065,4507,69978,3929,310113,3427,253847,4402,56266,3565,335435,2972,288042,3993,47393,3494,330587,2047,297273,2853,33314,2823,231300,1755,229393,1751,1907,878,176789,2021,176080,1972,709,499,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,32423,1370,28924,1447,3499,823,62233,1864,53993,2371,8240,1694,40465,1856,30350,2100,10115,1531,54358,1880,38490,2249,15868,2072,44478,1417,34125,1604,10353,1247,48114,1213,37130,1506,10984,1158,47618,1024,41695,1258,5923,862,24071,848,23329,913,742,423,9829,792,9590,767,239,254,347952,2104,31460,1477,28690,1469,2770,795,60129,1523,53386,1878,6743,1154,35525,1115,27063,1389,8462,1379,51334,1190,38088,2081,13246,1791,44358,1287,35873,1425,8485,1109,46606,1051,38292,1393,8314,1170,43422,809,35726,1332,7696,1179,21957,744,21263,789,694,356,13161,879,13098,880,63,87,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,268507,3684,245373,4928,23134,3296,557851,3937,498208,5977,59643,4199,328324,2112,243582,5303,84742,4747,433332,2735,315515,5598,117817,5002,402628,2617,317769,4467,84859,4513,402312,1842,329174,4217,73138,3836,371403,1105,326389,3576,45014,3430,290746,1306,286912,1596,3834,1023,196194,1182,194847,1342,1347,525,3371777,2888,257277,4264,234754,4270,22523,2470,536941,4347,480387,6330,56554,4578,325057,1774,259156,4434,65901,4185,430231,2181,356062,5510,74169,5023,415511,1840,342991,4727,72520,4572,419256,1809,356005,3813,63251,3871,416438,1148,369463,3420,46975,3288,327287,1219,321478,1958,5809,1394,243779,1187,241681,1505,2098,835,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,117821,3217,112405,3404,5416,1667,242570,4154,230100,4236,12470,2021,144070,2721,111154,3498,32916,2937,181138,3435,131474,3653,49664,3895,176985,3031,139710,4161,37275,3237,183655,2986,152823,3393,30832,2713,175477,1529,158606,2159,16871,1924,123712,1295,123419,1256,293,333,77984,1147,77817,1149,167,162,1490964,4568,110503,3533,106286,3413,4217,1024,232917,3816,220941,3715,11976,1974,142429,2631,115260,3074,27169,3129,187336,2819,147731,3728,39605,3608,189151,3125,158151,4517,31000,3695,191610,2559,166306,3293,25304,2381,190384,1758,173444,2526,16940,2162,140624,1388,139897,1311,727,455,106010,1618,105681,1651,329,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,1534723,7474,1476075,9045,58648,5039,3123268,8050,2926865,10485,196403,8498,1978296,5187,1552542,10183,425754,8674,2827196,5223,2106622,13153,720574,12483,2522938,4351,2007420,12129,515518,11399,2554490,4652,2142505,10293,411985,9968,2155141,3297,1908771,8147,246370,7748,1306922,2480,1283312,3574,23610,2812,862520,2250,854455,2646,8065,1413,19431963,5973,1467115,7973,1408664,8788,58451,4514,3010027,8190,2826439,12458,183588,9141,1921375,3951,1595871,10809,325504,11012,2774927,4420,2279562,11151,495365,10906,2579992,3236,2159909,10283,420083,10127,2622661,2760,2246287,9067,376374,9253,2327493,2433,2071588,7681,255905,7385,1505240,2282,1472939,3696,32301,3263,1223133,3000,1210920,3424,12213,1876,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,210906,2966,202588,3227,8318,1838,429394,3727,401685,5025,27709,3663,259382,2647,212441,4374,46941,3663,390134,3608,300662,6051,89472,5049,359282,3288,298185,4818,61097,4494,346712,2190,302379,3807,44333,3618,323268,1491,298747,2705,24521,2283,194508,1262,192337,1592,2171,766,108825,1411,107939,1427,886,427,2643611,4048,194507,3246,185624,3362,8883,1606,410625,3639,385451,4441,25174,2857,247086,2691,211619,3548,35467,3514,383238,2893,329420,5158,53818,4259,351031,2779,306360,3738,44671,3517,354361,2075,316606,3593,37755,3302,341816,1772,313966,2925,27850,2545,211970,1323,209486,1481,2484,696,148977,1527,147916,1614,1061,520,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,115676,2586,111520,2894,4156,1285,279327,2541,268922,3139,10405,1962,173367,1791,151274,2968,22093,2484,212101,1617,171551,3638,40550,3487,210090,1825,182494,3533,27596,2928,261921,1554,239415,2745,22506,2274,233999,1137,219712,2216,14287,1854,139843,1204,138545,1301,1298,489,93101,1077,92719,1166,382,325,1821857,2336,112679,2265,109262,2470,3417,1199,266339,2382,255447,2868,10892,2077,168282,1264,154797,2184,13485,1774,216712,1620,193843,3007,22869,2685,224785,1589,208373,2366,16412,1864,282561,1633,263566,2820,18995,2542,249918,1064,236482,1781,13436,1457,160164,1044,158223,1153,1941,714,140417,1349,139738,1331,679,439,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,35151,1445,32966,1559,2185,1024,68880,1428,66052,1730,2828,1034,45311,920,39023,1622,6288,1444,56241,1044,45372,2029,10869,1898,53003,845,45335,1644,7668,1468,59890,764,53966,1382,5924,1203,57714,703,54639,1069,3075,896,42168,722,42098,725,70,116,25265,592,25265,592,0,185,477307,1167,33712,1742,32831,1825,881,640,65671,1687,59913,2098,5758,1476,44142,560,39795,1302,4347,1136,61585,644,54581,1515,7004,1452,57015,580,53014,1293,4001,1293,67073,433,61527,1186,5546,1161,65816,371,61060,1147,4756,1141,48575,574,48428,555,147,176,33718,629,33468,646,250,318,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,24896,1047,24425,1063,471,366,33244,929,32221,1066,1023,510,35239,626,32202,1272,3037,1057,67685,799,60730,1746,6955,1622,44704,597,41355,1184,3349,1043,37427,574,33659,1405,3768,1311,31517,551,29571,964,1946,672,17491,595,17347,597,144,157,11588,605,11184,504,404,531,344175,1099,23199,931,22802,901,397,344,33495,790,33001,901,494,347,43151,234,41097,773,2054,746,80035,574,76112,1265,3923,1191,46711,418,45119,753,1592,633,38138,417,35327,1057,2811,958,36545,111,35026,570,1519,569,23506,374,23298,386,208,179,19395,786,19302,758,93,130,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,658309,7707,613945,7983,44364,3572,1407695,8329,1257356,10609,150339,9258,881522,5664,623209,11455,258313,10183,1204467,5776,785745,11173,418722,11674,1157330,5436,827595,10238,329735,9107,1307942,5082,1008224,10699,299718,10436,1196333,3719,997074,8172,199259,7700,961376,3422,945211,4264,16165,2404,715885,3430,709645,3614,6240,1314,10092498,7609,636937,7877,591056,8661,45881,4774,1343209,7478,1205806,10478,137403,8870,867094,3935,650630,9089,216464,8625,1235529,4615,930095,11782,305434,10118,1220794,4397,946613,10006,274181,9854,1386343,4042,1102152,9253,284191,8003,1356354,3196,1129479,9201,226875,8213,1104083,2558,1083206,3426,20877,2903,942155,3022,931155,3577,11000,2038,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
