GEO_ID,C15010H_001E,C15010H_001M,C15010H_002E,C15010H_002M,C15010H_003E,C15010H_003M,C15010H_004E,C15010H_004M,C15010H_005E,C15010H_005M,C15010H_006E,C15010H_006M,NAME,C15010H_001EA,C15010H_001MA,C15010H_002MA,C15010H_002EA,C15010H_003EA,C15010H_003MA,C15010H_004EA,C15010H_004MA,C15010H_005EA,C15010H_005MA,C15010H_006EA,C15010H_006MA,state
0400000US01,592343,10279,172995,5841,64071,4382,141464,5086,100206,4626,113607,4932,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,106726,4659,41054,3056,9168,1483,15781,1835,16274,1756,24449,2049,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,948072,12005,296210,7166,90941,3918,201852,6990,147358,5357,211711,6594,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,349974,9966,96430,4225,37348,3290,75815,4447,73280,4234,67101,4530,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4685070,28121,1830843,21672,314385,8084,789540,13241,370360,8914,1379942,18284,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1177687,13048,457292,10330,94467,4404,219645,6662,122162,5246,284121,6669,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,763752,10269,267095,5985,63418,3581,153468,5798,91628,4264,188143,6108,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,141522,5237,50119,3055,12037,1525,29945,2799,20387,1948,29034,2240,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,162863,1934,78881,3443,5704,998,17553,1839,4867,938,55858,3474,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2615135,23067,804260,13928,243809,8394,606069,13070,412879,9224,548118,13865,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1275085,14311,392179,11005,106258,4986,307593,9482,197737,6896,271318,7736,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,109956,4257,47188,3608,9207,1403,17157,1796,10919,1436,25485,2248,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,242477,7982,84142,4967,25936,2669,45460,4105,37682,3011,49257,3906,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2113430,16889,662360,11845,187294,7509,439303,9700,318639,7133,505834,11161,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,927897,14449,253842,7393,111591,5419,190400,6302,168217,6408,203847,8361,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,523477,9115,152046,4575,47632,2889,110827,4963,101679,4302,111293,4210,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,518269,8186,138148,4542,56083,3393,113300,4415,94281,3563,116457,4557,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,587420,10864,165011,6229,69559,4327,115863,4473,105939,4660,131048,5450,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,520593,10172,143295,5707,63823,3786,107298,5376,87070,4906,119107,4747,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,268798,6574,89331,4537,25690,1951,42085,2827,39991,2592,71701,3463,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,981107,9313,395837,8582,76374,3803,160784,5320,109789,4868,238323,5622,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1597386,17416,593924,10678,129278,4788,293737,8530,162702,5599,417745,9878,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1505383,15702,470063,9059,157489,4976,328955,7109,239532,6411,309344,7379,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1123894,11653,358696,6480,107024,4816,222674,6033,173827,5735,261673,6258,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,293805,8522,71039,4457,34229,3319,66813,4250,68861,4332,52863,3407,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,962313,14265,268698,9425,99930,4844,208943,6890,169046,5890,215696,6212,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,192850,5014,69183,3423,23055,2303,28817,2931,36844,2841,34951,3004,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,326002,6389,83692,3366,37245,2742,73948,3536,68809,3244,62308,2981,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,307322,7394,96175,4572,27855,2366,68235,3979,43375,3212,71682,3787,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,303724,7015,107706,4374,27417,2257,58713,3400,37732,1964,72156,4732,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1522844,14780,515984,11649,114250,4459,330671,7881,210067,6314,351872,8259,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,244670,5846,94847,4282,19894,1876,33142,2360,40442,3048,56345,3208,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3268089,17444,1083234,14800,253951,6465,589913,12328,424690,8261,916301,13916,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1474495,17879,480377,9116,136348,6018,299255,8937,208529,7247,349986,9375,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,121381,3938,37102,2265,14612,1672,24416,2344,24332,1971,20919,2111,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1798122,15920,526620,11420,194955,6066,391136,8876,317797,8121,367614,8917,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,485812,8845,129957,4579,47703,2750,111280,4467,99507,3647,97365,4218,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,730185,13043,282065,8731,58260,3928,105008,4734,88369,4707,196483,8342,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2196738,19892,689391,11547,227899,6374,436144,7566,369423,8503,473881,8994,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,192636,6290,64210,3589,16694,1991,35044,2853,23247,2227,53441,3547,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,683836,11413,215797,6975,62795,3741,150445,4836,112312,4660,142487,6253,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,142624,5166,38577,3072,16473,1844,28638,2129,33802,2632,25134,2190,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,923809,14533,274297,8627,88925,4165,207902,6944,151083,5432,201602,7350,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3047811,26209,1009314,16656,244747,7424,689911,12919,442914,10978,660925,13132,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,474218,8261,151175,5624,44364,2916,88697,3734,73124,3632,116858,3975,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,145498,4103,52102,2600,11621,1249,17582,1590,21302,1751,42891,2222,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1506967,16038,595999,11275,107263,5237,273183,7780,158250,4854,372272,9594,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1251442,17236,479259,11170,105662,5123,203648,6895,147895,6456,314978,8711,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,230295,6207,61022,4018,27775,2297,47597,3092,51902,3561,41999,3014,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1008433,12823,304462,6736,113144,4880,198909,5299,172698,5163,219220,5744,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,95875,3906,33402,2865,8651,1500,14547,1903,19142,2089,20133,2423,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,5864,1279,2299,757,502,262,1114,452,805,492,1144,584,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
