GEO_ID,C15002I_001E,C15002I_001M,C15002I_002E,C15002I_002M,C15002I_003E,C15002I_003M,C15002I_004E,C15002I_004M,C15002I_005E,C15002I_005M,C15002I_006E,C15002I_006M,C15002I_007E,C15002I_007M,C15002I_008E,C15002I_008M,C15002I_009E,C15002I_009M,C15002I_010E,C15002I_010M,C15002I_011E,C15002I_011M,NAME,C15002I_001EA,C15002I_001MA,C15002I_002MA,C15002I_002EA,C15002I_003MA,C15002I_003EA,C15002I_004EA,C15002I_004MA,C15002I_005EA,C15002I_005MA,C15002I_006MA,C15002I_006EA,C15002I_007MA,C15002I_007EA,C15002I_008MA,C15002I_008EA,C15002I_009MA,C15002I_009EA,C15002I_010EA,C15002I_010MA,C15002I_011EA,C15002I_011MA,state
0400000US13,471297,4595,246975,3778,104667,5211,66410,4867,42071,3486,33827,3539,224322,2979,82748,4077,58095,3887,44558,3421,38921,3408,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,71345,822,36617,749,4593,1223,13514,1619,11654,1375,6856,1317,34728,481,2750,718,10105,1465,13593,1629,8280,1450,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,93318,1730,46898,1410,20938,2261,13887,2124,8960,1843,3113,962,46420,1348,18326,2007,11789,1896,11622,1754,4683,1299,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1169583,2216,602400,2064,220421,6525,188526,6567,120426,5335,73027,4424,567183,2081,194512,5190,161188,5516,128201,5363,83282,4671,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,206972,2753,106111,2028,41386,2843,31111,2537,22234,2485,11380,1693,100861,2173,33753,2541,27259,2574,25064,2625,14785,2076,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,79434,2190,41886,1574,18694,1902,9350,1526,9220,1400,4622,932,37548,1559,13142,1612,9886,1232,8870,1322,5650,879,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,156938,2106,81022,1841,32783,2409,21777,2127,17365,2001,9097,1429,75916,1331,28028,2139,19231,2102,18243,1770,10414,1584,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,70136,2217,39664,1950,15162,2023,11467,1831,7353,1403,5682,997,30472,1651,9342,1452,8716,1499,6713,1321,5701,1039,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,129086,2763,72016,2540,21975,2174,22976,3505,15986,1769,11079,1696,57070,1937,14246,1607,14852,1861,15876,1959,12096,1944,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11660,741,5860,859,439,246,1639,554,1837,555,1945,565,5800,806,854,405,1305,567,2117,660,1524,575,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,313515,2023,163872,1811,66028,4626,34164,3450,31818,3286,31862,2927,149643,1475,48957,3624,36291,3391,27795,2979,36600,2580,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,395884,1618,189693,1330,67645,4291,60638,4252,33512,3054,27898,2999,206191,801,64237,4078,54386,3847,47016,3106,40552,3026,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,235609,2024,119383,1571,37495,2290,33941,2434,30071,2237,17876,1683,116226,1602,33096,1937,29178,2102,32920,2462,21032,1743,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,131931,2204,69046,1496,25246,2224,21180,2267,12066,1502,10554,1403,62885,1624,20568,1917,16578,1725,15213,1737,10526,1639,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,43265,2103,25727,1694,10042,1316,8757,1219,4281,1119,2647,1016,17538,1815,5778,1172,3965,857,5111,1076,2684,834,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,115485,2674,58722,2130,16486,2197,17803,2216,13545,1885,10888,1759,56763,1742,16406,1740,11898,1987,15296,2172,13163,1843,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,15020,1355,7605,841,1408,538,2884,694,2151,643,1162,510,7415,1034,1002,425,1958,656,2565,738,1890,577,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,90991,1645,46809,1636,23464,1843,10914,1565,8169,1256,4262,953,44182,1184,19098,1702,12411,1485,7585,1176,5088,990,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,426459,1141,215896,985,80974,3709,67753,3959,48585,3273,18584,1952,210563,996,77612,3996,59714,3642,53780,3493,19457,2379,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22410,1060,11347,893,2632,819,3851,940,3126,818,1738,718,11063,815,1634,685,3074,801,3880,901,2475,728,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1035152,1133,513119,936,149435,7077,176973,7622,107978,5660,78733,4291,522033,792,135774,4600,158304,5052,127730,4832,100225,4691,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,582025,2014,283736,1521,77543,4131,92251,4355,76521,3621,37421,2823,298289,1237,75155,3960,85613,4071,92941,4182,44580,3018,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2225471,2196,1071517,1966,363061,9965,308995,9665,235137,8306,164324,7628,1153954,1568,370669,8978,293812,7548,266152,7514,223321,7966,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,438807,4368,230490,2838,110557,5207,57501,4697,39895,3100,22537,2585,208317,2621,84724,4358,48189,3412,42593,3200,32811,2622,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8892,808,4845,828,1120,617,1580,662,1437,577,708,558,4047,447,659,403,867,369,1953,627,568,362,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,202231,2742,104434,2579,32749,2703,29277,2749,26485,2799,15923,2053,97797,1905,22541,1969,26717,2710,28103,2402,20436,1845,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,179657,1848,95199,1802,41177,2249,27821,2192,18267,1777,7934,1273,84458,1257,32076,1883,22437,1758,19590,1796,10355,1293,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,247445,2234,130292,1844,51307,3712,37417,3636,26713,2937,14855,1995,117153,1773,41215,3666,30897,3043,28372,2638,16669,2054,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,434183,2248,220226,1975,80069,4354,76794,4116,38496,3338,24867,2572,213957,1653,61654,4128,64395,3371,52752,3109,35156,2371,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,78192,740,37976,624,13562,1567,11741,1623,7420,1463,5253,1337,40216,766,13965,1895,10644,1698,10676,1441,4931,1137,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,136035,2687,75068,2394,33972,3339,20324,2348,11767,1933,9005,1665,60967,1559,20062,2435,17572,2154,13119,1707,10214,1721,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12830,1293,6368,992,1532,693,2471,734,944,427,1421,761,6462,904,1349,531,2009,615,1503,602,1601,833,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,159159,2708,85528,2371,37680,2590,25178,2800,12571,1906,10099,1602,73631,2066,26254,2279,20554,2486,14589,2031,12234,1811,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5689860,4407,2820281,3603,1086181,17358,778265,17190,621155,11296,334680,9452,2869579,2934,1045020,14161,733670,14189,687069,12062,403820,9522,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,193879,1303,99999,926,34789,3166,29558,2694,23851,1972,11801,1572,93880,1049,32247,2617,25420,2343,24423,2194,11790,1822,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5541,629,2645,457,385,232,492,315,936,327,832,426,2896,581,362,303,398,145,1223,464,913,370,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,408120,3021,211531,2846,68114,4975,53526,4266,42877,4206,47014,3761,196589,2458,56047,4009,48290,3634,47336,3085,44916,3601,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,419481,2340,220256,1910,81949,4144,51881,3690,55376,3831,31050,2709,199225,1420,71902,4036,44657,3924,52896,3216,29770,3126,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,12118,1616,6414,1372,1415,629,2232,847,1316,622,1451,535,5704,1094,618,378,2068,599,1755,724,1263,597,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,181768,2019,93968,1717,36992,2729,28946,2280,18723,2222,9307,1527,87800,1453,27523,2085,26201,2079,21139,2052,12937,1586,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,30849,1428,15146,1267,4441,1317,5301,1477,4092,1013,1312,683,15703,970,4455,1064,3290,890,5902,1242,2056,795,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2374875,4526,1095690,2797,311094,6770,342680,8274,223353,6832,218563,6763,1279185,2974,311352,8433,322204,7283,285681,8519,359948,7444,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
