GEO_ID,B19001H_001E,B19001H_001M,B19001H_002E,B19001H_002M,B19001H_003E,B19001H_003M,B19001H_004E,B19001H_004M,B19001H_005E,B19001H_005M,B19001H_006E,B19001H_006M,B19001H_007E,B19001H_007M,B19001H_008E,B19001H_008M,B19001H_009E,B19001H_009M,B19001H_010E,B19001H_010M,B19001H_011E,B19001H_011M,B19001H_012E,B19001H_012M,B19001H_013E,B19001H_013M,B19001H_014E,B19001H_014M,B19001H_015E,B19001H_015M,B19001H_016E,B19001H_016M,B19001H_017E,B19001H_017M,NAME,B19001H_001EA,B19001H_001MA,B19001H_002MA,B19001H_002EA,B19001H_003EA,B19001H_003MA,B19001H_004EA,B19001H_004MA,B19001H_005MA,B19001H_005EA,B19001H_006EA,B19001H_006MA,B19001H_007EA,B19001H_007MA,B19001H_008EA,B19001H_008MA,B19001H_009EA,B19001H_009MA,B19001H_010EA,B19001H_010MA,B19001H_011MA,B19001H_011EA,B19001H_012EA,B19001H_012MA,B19001H_013MA,B19001H_013EA,B19001H_014MA,B19001H_014EA,B19001H_015MA,B19001H_015EA,B19001H_016EA,B19001H_016MA,B19001H_017MA,B19001H_017EA,state
0400000US01,1268856,8154,95374,4790,73310,4252,71546,3585,74143,3839,70083,3709,66089,3934,61340,3963,61448,3107,60057,3499,101931,5378,132438,5322,151868,6099,98470,5161,56496,3519,53281,3190,40982,2494,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,176108,2546,5345,1029,5028,1046,5058,1008,5955,1194,5145,979,4956,873,5691,1209,6908,1438,6326,1088,11118,1257,20797,2128,24638,2111,24476,2204,15040,1704,16138,1515,13489,1746,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1613335,9790,99000,5323,75739,3267,74894,4545,80023,4438,80866,4745,85157,4160,77210,4034,83641,4614,70886,4044,134816,5500,170263,5818,202198,6536,137901,5132,79700,3840,79194,4240,81847,4206,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,869449,6738,62414,3755,59744,3274,53386,3679,56367,4141,52503,2965,48145,3518,50804,3083,47369,3365,39597,2883,74891,4185,85184,4034,99168,5675,59150,3731,29783,2662,26058,2301,24886,2240,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6269578,18213,315105,9753,270937,7942,242378,7927,251031,7083,234198,7786,236082,7937,219194,6500,223343,7864,209773,6558,412460,9384,581476,10472,781711,11460,630425,9695,424584,9100,539671,10005,697210,9530,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1548214,8060,76516,4051,51889,3388,55747,3272,62382,3441,62613,4006,68149,3728,62988,3522,67303,3800,61525,3644,118289,5221,166173,5361,217113,6020,157249,5381,99180,4780,112440,4375,108658,3767,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1004635,6901,40816,3524,27452,2240,39143,3222,35626,2418,36177,2866,33405,2370,34568,3094,37229,2616,33785,2838,63759,3465,94815,3945,137941,6093,104075,4927,78096,4731,90846,4350,116902,4238,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,239982,3052,12830,1550,7119,1274,8944,1231,9987,1172,9361,1287,12517,1492,11331,1753,10218,1366,10083,1530,18935,1797,26198,2245,32641,2223,23017,1923,15042,1822,16399,1581,15360,1701,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,113992,2428,5434,1469,2102,792,1016,487,1800,816,1482,593,1979,786,1684,575,2458,877,1700,698,4424,976,8906,1419,14634,1495,13324,1716,9668,1352,15604,1737,27777,1897,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4675110,19403,296636,9406,216447,6938,246762,9049,264643,7078,249626,8535,255438,7295,232956,8152,236175,7630,217330,7633,402090,10568,481066,9270,557831,12118,369851,8726,203263,5832,210436,7058,234560,7067,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2119079,13083,133931,5514,95304,5004,96707,5301,101577,5020,97303,5219,104218,5307,96584,5743,103842,4752,87474,3888,174427,7096,218302,7525,272238,6995,179930,6810,107933,5308,121398,5412,127911,4779,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,140383,3380,8625,1388,4593,900,5148,1095,4283,987,4940,1034,4625,840,4705,1088,6720,1429,4310,938,10989,1515,15699,2063,19962,1824,14316,1672,9506,1408,11362,1616,10600,1303,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,520497,4777,35952,3759,27808,2638,29568,2670,28407,2679,27155,2957,33925,3227,26692,2701,28683,2842,24207,2210,46013,3044,56926,4115,63921,4251,37228,3280,20600,2831,16828,1842,16584,2389,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
