GEO_ID,B06001_001E,B06001_001M,B06001_002E,B06001_002M,B06001_003E,B06001_003M,B06001_004E,B06001_004M,B06001_005E,B06001_005M,B06001_006E,B06001_006M,B06001_007E,B06001_007M,B06001_008E,B06001_008M,B06001_009E,B06001_009M,B06001_010E,B06001_010M,B06001_011E,B06001_011M,B06001_012E,B06001_012M,B06001_013E,B06001_013M,B06001_014E,B06001_014M,B06001_015E,B06001_015M,B06001_016E,B06001_016M,B06001_017E,B06001_017M,B06001_018E,B06001_018M,B06001_019E,B06001_019M,B06001_020E,B06001_020M,B06001_021E,B06001_021M,B06001_022E,B06001_022M,B06001_023E,B06001_023M,B06001_024E,B06001_024M,B06001_025E,B06001_025M,B06001_026E,B06001_026M,B06001_027E,B06001_027M,B06001_028E,B06001_028M,B06001_029E,B06001_029M,B06001_030E,B06001_030M,B06001_031E,B06001_031M,B06001_032E,B06001_032M,B06001_033E,B06001_033M,B06001_034E,B06001_034M,B06001_035E,B06001_035M,B06001_036E,B06001_036M,B06001_037E,B06001_037M,B06001_038E,B06001_038M,B06001_039E,B06001_039M,B06001_040E,B06001_040M,B06001_041E,B06001_041M,B06001_042E,B06001_042M,B06001_043E,B06001_043M,B06001_044E,B06001_044M,B06001_045E,B06001_045M,B06001_046E,B06001_046M,B06001_047E,B06001_047M,B06001_048E,B06001_048M,B06001_049E,B06001_049M,B06001_050E,B06001_050M,B06001_051E,B06001_051M,B06001_052E,B06001_052M,B06001_053E,B06001_053M,B06001_054E,B06001_054M,B06001_055E,B06001_055M,B06001_056E,B06001_056M,B06001_057E,B06001_057M,B06001_058E,B06001_058M,B06001_059E,B06001_059M,B06001_060E,B06001_060M,NAME,B06001_001MA,B06001_001EA,B06001_002EA,B06001_002MA,B06001_003EA,B06001_003MA,B06001_004EA,B06001_004MA,B06001_005MA,B06001_005EA,B06001_006MA,B06001_006EA,B06001_007EA,B06001_007MA,B06001_008EA,B06001_008MA,B06001_009EA,B06001_009MA,B06001_010MA,B06001_010EA,B06001_011MA,B06001_011EA,B06001_012MA,B06001_012EA,B06001_013EA,B06001_013MA,B06001_014EA,B06001_014MA,B06001_015EA,B06001_015MA,B06001_016MA,B06001_016EA,B06001_017MA,B06001_017EA,B06001_018MA,B06001_018EA,B06001_019EA,B06001_019MA,B06001_020EA,B06001_020MA,B06001_021EA,B06001_021MA,B06001_022EA,B06001_022MA,B06001_023MA,B06001_023EA,B06001_024MA,B06001_024EA,B06001_025EA,B06001_025MA,B06001_026EA,B06001_026MA,B06001_027MA,B06001_027EA,B06001_028MA,B06001_028EA,B06001_029MA,B06001_029EA,B06001_030EA,B06001_030MA,B06001_031EA,B06001_031MA,B06001_032MA,B06001_032EA,B06001_033MA,B06001_033EA,B06001_034MA,B06001_034EA,B06001_035MA,B06001_035EA,B06001_036EA,B06001_036MA,B06001_037EA,B06001_037MA,B06001_038MA,B06001_038EA,B06001_039MA,B06001_039EA,B06001_040MA,B06001_040EA,B06001_041EA,B06001_041MA,B06001_042EA,B06001_042MA,B06001_043MA,B06001_043EA,B06001_044MA,B06001_044EA,B06001_045MA,B06001_045EA,B06001_046MA,B06001_046EA,B06001_047EA,B06001_047MA,B06001_048EA,B06001_048MA,B06001_049MA,B06001_049EA,B06001_050MA,B06001_050EA,B06001_051MA,B06001_051EA,B06001_052EA,B06001_052MA,B06001_053EA,B06001_053MA,B06001_054MA,B06001_054EA,B06001_055MA,B06001_055EA,B06001_056MA,B06001_056EA,B06001_057EA,B06001_057MA,B06001_058EA,B06001_058MA,B06001_059EA,B06001_059MA,B06001_060MA,B06001_060EA,state
0400000US01,4849377,-555555555,291160,2782,817440,3350,484011,4587,615948,5176,613234,5576,651204,4714,332246,6316,128234,5077,169388,5562,434244,2252,312268,2589,3409230,22317,259966,4154,658983,8067,346476,6580,400616,7552,389947,7405,410955,6398,217522,5689,86636,4292,115145,5355,298500,4864,224484,3725,1238719,20177,29380,3220,140162,7238,116407,5518,170850,7499,181334,6590,208355,6116,101238,4350,37453,2684,49626,3338,124378,3907,79536,3391,44072,4960,1139,523,6008,1768,4641,1525,8676,1752,5698,1161,7757,1566,4369,1257,1669,615,978,454,2201,975,936,367,157356,6968,675,453,12287,2154,16487,2394,35806,3274,36255,3208,24137,2725,9117,1457,2476,706,3639,1043,9165,1556,7312,1420,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,736732,-555555555,53408,986,133361,1184,84814,2111,113774,1886,93083,1846,96361,1550,50972,2410,18394,1613,22666,1869,46227,1124,23672,1155,304277,7422,44123,1599,92859,3517,44282,2811,47858,2846,25865,1608,22814,1832,9165,1022,2576,540,4315,689,6656,650,3764,504,359770,6431,8283,1332,33713,2881,32089,2635,55205,2742,53061,2474,60331,2034,34518,2212,13650,1522,16802,1612,35211,1193,16907,1025,18013,2410,505,465,3401,1124,2918,1031,2905,996,3361,864,2365,780,1752,703,301,240,63,75,163,167,279,279,54672,3978,497,447,3388,1537,5525,1573,7806,1576,10796,1206,10851,1415,5537,1188,1867,635,1486,522,4197,938,2722,722,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6731484,-555555555,432663,1394,1189408,1571,673187,2578,895519,3441,839439,2412,836539,2217,411123,7202,156127,6060,226722,6327,622516,1542,448241,1233,2622700,19254,380385,3581,872251,8675,358335,8460,347756,8363,232332,7029,177697,5743,79130,3989,26093,1855,35158,2546,70297,3614,43266,2864,3091404,18239,42614,3336,248416,8156,225990,7921,367760,8546,394962,6122,472701,6297,261802,6108,104326,5185,159075,5665,465182,4595,348576,3921,97821,6190,3395,1299,18177,3128,13186,2161,18834,2983,13484,2000,12500,1647,7029,1191,1779,697,2628,850,4221,975,2588,671,919559,15821,6269,1370,50564,4520,75676,4242,161169,6813,198661,6694,173641,5571,63162,3764,23929,2732,29861,2592,82816,4155,53811,3092,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2966369,-555555555,190396,2624,515744,3120,291815,4071,378309,4797,374567,4557,380913,4053,192353,4950,72422,2981,104838,4239,268763,1856,196249,1537,1812501,17305,164267,3295,386177,7177,181382,5474,215229,6295,200225,6118,196084,5746,102282,4329,39403,2391,57829,3192,151702,3675,117921,3375,993733,16943,24641,2776,117260,7321,93464,5461,123450,5647,135746,6277,159817,5225,82901,3881,29228,2148,43787,3230,109422,3582,74017,3556,20138,2275,486,345,3113,1036,2884,821,4608,1198,4026,1277,2730,795,783,269,296,268,176,215,659,329,377,266,139997,6123,1002,689,9194,2027,14085,2554,35022,3042,34570,2728,22282,2769,6387,1543,3495,1146,3046,927,6980,1331,3934,969,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38802500,-555555555,2511692,2542,6639887,2642,3996629,5195,5722924,5885,5184418,4975,5235948,4891,2421544,15297,895484,15216,1203882,14669,2836598,3103,2153494,2791,21322694,54263,2341168,7248,5751929,18216,2993682,16457,3148310,22973,2077450,19568,1981558,19177,912947,12454,324570,8513,426008,8966,859801,9970,505271,9775,6470238,40591,95423,6505,392833,13865,357353,11118,759116,15089,752836,12737,990177,15978,591588,10911,255095,6505,351745,8307,1002009,11565,922063,8831,497169,13249,25109,3026,75873,4977,47510,3817,84926,5528,72604,4807,77833,4082,35996,2516,12438,1596,15816,1636,29119,2970,19945,2175,10512399,46440,49992,3524,419252,11596,598084,13734,1730572,19680,2281528,17608,2186380,16871,881013,11506,303381,9434,410313,9191,945669,9684,706215,8326,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5355866,-555555555,332058,2144,915087,2257,524258,3278,798685,4259,724786,4318,711280,3151,350888,7073,132391,4788,186861,5488,409895,2002,269677,1926,2296599,22798,289867,3857,676329,8669,256834,7079,296888,8917,214678,6905,203553,5817,101785,3642,34703,2948,50107,3065,99431,3690,72424,3380,2439470,22851,35665,3226,194700,8089,212621,7180,374657,9192,363714,7289,396571,6873,210264,5868,84649,4058,120411,4953,274008,4191,172210,3934,81553,5725,2078,695,11001,2396,10784,1834,13192,1981,16294,2337,14049,1586,7153,1168,1764,610,2012,658,1720,596,1506,677,538244,12742,4448,1061,33057,3422,44019,3476,113948,5723,130100,4854,97107,4436,31686,2714,11275,1862,14331,1604,34736,2743,23537,2080,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3596677,-555555555,188862,964,586014,1141,349983,1993,438421,2369,441421,2181,549077,2421,267359,6285,95078,4674,124934,4234,304711,1300,250817,1315,1992919,16302,161776,2850,443376,6886,212034,5401,235229,4903,200228,5306,262945,5589,128443,5362,46255,3455,55466,3026,134740,3768,112427,3418,977382,16571,20576,2725,97800,6341,89597,5337,99224,4425,117780,4799,169659,5654,88431,3563,33659,2609,48054,3068,116855,3635,95747,4007,134457,7398,1941,729,15782,2301,11487,2156,18651,2555,23675,2563,22900,2203,11005,1895,3310,999,5565,1434,11617,1467,8524,1211,491919,12684,4569,1030,29056,3085,36865,2682,85317,4459,99738,4826,93573,5448,39480,2963,11854,1615,15849,2069,41499,2481,34119,2686,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,935614,-555555555,56010,228,147832,596,91429,1001,121964,1022,111621,1099,128366,838,68820,2531,23699,2083,32114,2512,91578,968,62181,661,426504,9723,46781,1601,104406,3281,43034,2740,52988,2823,43720,2770,48663,2922,25049,2296,8709,1356,10423,1584,24618,1724,18113,1779,413036,9428,8459,1547,37115,3232,39707,2693,49375,3074,45659,3051,64575,3057,37487,2155,13005,1520,19064,2099,58597,1799,39993,1765,15774,2331,280,261,1133,576,1802,712,2014,760,4165,1680,2596,926,1681,667,240,188,580,264,843,337,440,321,80300,4876,490,307,5178,1065,6886,1348,17587,2492,18077,2000,12532,1778,4603,934,1745,655,2047,716,7520,1262,3635,940,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,658893,-555555555,42763,6,72267,4,80652,347,150211,535,92877,421,76790,457,36171,1743,13563,1326,19134,1417,41946,524,32519,497,238581,5759,32511,1969,49635,2822,27194,1837,33951,2547,25247,1783,26750,1813,14059,1322,5275,936,6489,908,11138,1054,6332,976,316189,6137,8329,1669,16054,2604,43159,1945,91286,2843,45597,2229,32989,2178,15184,1381,6404,1036,10154,1156,24522,1393,22511,1040,12174,1675,472,374,1036,500,1494,720,2894,780,2200,578,1485,596,1355,593,141,171,348,324,107,140,642,599,91949,5261,1451,886,5542,1299,8805,1397,22080,2124,19833,2171,15566,1866,5573,862,1743,519,2143,607,6179,985,3034,942,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19893297,-555555555,1077572,3345,2976451,3914,1798078,6225,2512629,7641,2432609,6425,2730745,6443,1334879,13696,515057,10740,724323,11913,2083890,3796,1707064,3642,7176103,45601,949956,8098,2161353,17780,991192,14428,1003809,16884,647430,12161,586945,12667,259774,7610,86582,5077,104769,5087,231174,7051,153119,5851,8065349,39864,91631,6956,538193,16133,482952,12475,821482,12944,921958,12338,1276741,12824,713937,13749,294896,7722,425276,10224,1343671,9736,1154612,8928,678330,15934,14679,2428,85011,6658,62513,4420,110248,6870,111897,4549,96366,6151,47129,4074,16215,1892,25350,3175,62603,3797,46319,3425,3973515,35748,21306,3182,191894,8394,261421,10262,577090,13009,751324,13549,770693,11215,314039,7859,117364,5486,168928,7534,446442,8973,353014,7085,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
