GEO_ID,B23027_001E,B23027_001M,B23027_002E,B23027_002M,B23027_003E,B23027_003M,B23027_004E,B23027_004M,B23027_005E,B23027_005M,B23027_006E,B23027_006M,B23027_007E,B23027_007M,B23027_008E,B23027_008M,B23027_009E,B23027_009M,B23027_010E,B23027_010M,B23027_011E,B23027_011M,B23027_012E,B23027_012M,B23027_013E,B23027_013M,B23027_014E,B23027_014M,B23027_015E,B23027_015M,B23027_016E,B23027_016M,B23027_017E,B23027_017M,B23027_018E,B23027_018M,B23027_019E,B23027_019M,B23027_020E,B23027_020M,B23027_021E,B23027_021M,B23027_022E,B23027_022M,B23027_023E,B23027_023M,B23027_024E,B23027_024M,B23027_025E,B23027_025M,B23027_026E,B23027_026M,B23027_027E,B23027_027M,B23027_028E,B23027_028M,B23027_029E,B23027_029M,B23027_030E,B23027_030M,B23027_031E,B23027_031M,B23027_032E,B23027_032M,B23027_033E,B23027_033M,B23027_034E,B23027_034M,B23027_035E,B23027_035M,B23027_036E,B23027_036M,NAME,B23027_001MA,B23027_001EA,B23027_002EA,B23027_002MA,B23027_003EA,B23027_003MA,B23027_004EA,B23027_004MA,B23027_005MA,B23027_005EA,B23027_006MA,B23027_006EA,B23027_007MA,B23027_007EA,B23027_008MA,B23027_008EA,B23027_009MA,B23027_009EA,B23027_010EA,B23027_010MA,B23027_011MA,B23027_011EA,B23027_012MA,B23027_012EA,B23027_013MA,B23027_013EA,B23027_014MA,B23027_014EA,B23027_015EA,B23027_015MA,B23027_016MA,B23027_016EA,B23027_017MA,B23027_017EA,B23027_018MA,B23027_018EA,B23027_019MA,B23027_019EA,B23027_020MA,B23027_020EA,B23027_021MA,B23027_021EA,B23027_022MA,B23027_022EA,B23027_023MA,B23027_023EA,B23027_024MA,B23027_024EA,B23027_025MA,B23027_025EA,B23027_026EA,B23027_026MA,B23027_027MA,B23027_027EA,B23027_028MA,B23027_028EA,B23027_029MA,B23027_029EA,B23027_030EA,B23027_030MA,B23027_031EA,B23027_031MA,B23027_032MA,B23027_032EA,B23027_033MA,B23027_033EA,B23027_034MA,B23027_034EA,B23027_035MA,B23027_035EA,B23027_036EA,B23027_036MA,state
0400000US01,3868747,3738,266406,5349,98095,5397,9041,1608,89054,5247,168311,5898,345575,4686,256861,5084,101886,4745,154975,6114,88714,4648,1229182,6203,961594,9557,682671,9327,278923,8394,267588,8098,651204,4714,479890,7103,368399,7455,111491,5378,171314,5606,629868,2616,368481,5684,264037,6150,104444,4680,261387,5237,249064,5333,74334,3921,36720,2831,37614,2518,174730,5218,497448,6189,53091,2989,17192,1870,35899,2640,444357,6063,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,569911,1636,41183,2338,22496,1835,3523,1142,18973,1538,18687,1793,63579,2368,56399,2063,27798,2348,28601,2298,7180,1363,206857,2112,178935,2865,116483,3682,62452,3442,27922,2035,96361,1550,80456,1985,55166,2078,25290,1889,15905,1444,92032,1084,66085,2049,42467,2299,23618,2004,25947,1913,28463,1608,13681,1526,5221,977,8460,1260,14782,1411,41436,1905,7546,1165,3651,868,3895,713,33890,1754,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5290469,4130,366121,4870,148701,5290,15841,2233,132860,5014,217420,5456,488122,2715,372768,5895,158748,6071,214020,7384,115354,5939,1734958,3357,1373989,9765,958785,11401,415204,9360,360969,9507,836539,2217,654041,5966,485283,7016,168758,6000,182498,5900,793972,1476,490792,6584,325823,6444,164969,5273,303180,6532,349877,6618,108369,5024,44659,3483,63710,3456,241508,5425,720880,6375,77021,4140,21845,2679,55176,3303,643859,7285,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2343443,3729,166422,3740,61178,3220,6361,1425,54817,2990,105244,4284,208607,4043,157951,5427,65535,4403,92416,5200,50656,4125,752876,5484,596195,6494,429164,7860,167031,6197,156681,6123,380913,4053,282689,4939,216726,5585,65963,3560,98224,4534,369613,2190,225197,4252,160913,4739,64284,3164,144416,4433,153939,4103,49394,3072,23548,2225,25846,2503,104545,3896,311073,4470,36794,2050,13180,1723,23614,1961,274279,4246,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30704439,9615,2134326,10534,634969,11468,50552,3532,584417,11841,1499357,14664,2915821,5958,2089701,13402,709189,13378,1380512,17139,826120,13661,10907342,6811,8781513,24330,5881591,30014,2899922,29332,2125829,23788,5235948,4891,4129354,14308,2922718,16776,1206636,13763,1106594,14094,4520910,3167,2941324,15310,1940219,15343,1001105,13624,1579586,15002,1657360,12780,599600,8829,288503,7116,311097,7981,1057760,11943,3332732,13411,396175,10116,139474,5921,256701,6818,2936557,12552,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4238297,3544,269002,4393,149667,4465,11396,1662,138271,4224,119335,4705,384832,3653,329129,4262,127602,5738,201527,6243,55703,3996,1523471,4313,1309896,6974,930639,11269,379257,10704,213575,7120,711280,3151,596316,5160,443110,6206,153206,5932,114964,4661,670140,2469,481872,5640,324668,5583,157204,5328,188268,5767,244057,5028,103363,3695,45824,2850,57539,3300,140694,4729,435515,5039,60190,3084,17093,1810,43097,2813,375325,5587,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2919245,2833,203228,3124,96793,3786,4885,1212,91908,3834,106435,4024,244199,2078,200300,3950,63581,3288,136719,4383,43899,3900,879842,3200,747988,6123,512052,7782,235936,7561,131854,6093,549077,2421,455546,5046,325968,5988,129578,4757,93531,4616,487371,1400,365814,4917,252321,5309,113493,4479,121557,4882,178364,3751,78982,2813,38477,2261,40505,2296,99382,3720,377164,3781,56355,2937,18097,1685,38258,2420,320809,3808,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,754226,1498,49978,2009,24935,1865,1214,491,23721,1849,25043,2141,63905,1589,50802,2140,21069,2237,29733,2217,13103,1686,233585,1157,198180,3085,140916,3765,57264,3262,35405,2973,128366,838,103895,2341,79702,2747,24193,2294,24471,2200,124633,690,84443,2707,60446,2944,23997,1862,40190,2778,52684,2315,19446,1883,8722,1405,10724,1422,33238,1986,101075,2364,12721,1312,3335,744,9386,1165,88354,2303,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,555126,827,33106,1892,15142,1976,646,442,14496,1966,17964,2095,58809,1786,45719,2541,14823,1939,30896,2328,13090,2079,243088,468,211501,3117,161828,4813,49673,3577,31587,3052,76790,457,60252,2004,45510,2775,14742,2012,16538,1972,68868,228,42545,1790,31161,1759,11384,1402,26323,1752,22471,1256,9514,1195,5701,964,3813,836,12957,1382,51994,1288,8979,1181,4077,784,4902,912,43015,1518,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16308785,7380,959995,9588,302350,9363,26824,3104,275526,9576,657645,11146,1307594,7628,953058,12033,380000,9911,573058,11437,354536,11084,4945238,8298,3996771,19808,2822232,21049,1174539,16560,948467,18361,2730745,6443,2141910,13323,1580970,16674,560940,11696,588835,12987,2574259,4406,1610890,15815,1111737,14018,499153,11021,963369,16224,1158099,12226,371780,9640,168580,6533,203200,7520,786319,13666,2632855,12169,285531,9345,86248,4571,199283,8160,2347324,13287,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7881211,6136,578399,9600,206367,7375,18640,2664,187727,7473,372032,8953,726404,7280,524719,8647,195141,7606,329578,9622,201685,7835,2760108,10130,2216084,15969,1583931,18416,632153,12671,544024,12393,1390329,7142,1077546,10396,819807,11485,257739,8171,312783,8472,1177101,3410,737610,9234,525762,9505,211848,7820,439491,9382,447842,7335,141657,5771,72856,4684,68801,3758,306185,7407,801028,7386,90614,4759,31490,2821,59124,3783,710414,7958,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1143931,1584,65157,2002,24790,2010,3342,781,21448,1860,40367,2264,104188,1490,82019,2594,37631,2416,44388,2524,22169,2443,387058,1879,325605,4060,235879,4969,89726,4679,61453,4037,178931,1276,150589,2277,117131,3097,33458,2326,28342,2437,180536,738,127221,2752,88919,2774,38302,2508,53315,2818,78175,2767,30656,2267,17803,1748,12853,1683,47519,2463,149886,2897,18896,1716,7764,1209,11132,1371,130990,2812,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1250127,3046,94461,3170,50542,2990,3413,1297,47129,2904,43919,3052,110473,2630,92040,3543,32173,3551,59867,3306,18433,2766,413807,3504,341945,5149,227157,6204,114788,5272,71862,4131,196806,2564,161933,3705,116466,4236,45467,3210,34873,2911,199601,1745,137278,4068,90875,3956,46403,2588,62323,3819,80661,3061,25714,2123,9490,1344,16224,1824,54947,3107,154318,3136,19784,1960,4386,846,15398,1736,134534,2923,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10240928,4678,699585,5642,305609,6681,21007,2212,284602,6534,393976,6557,902267,4282,700589,7620,252131,6918,448458,9103,201678,7406,3459344,5665,2885519,11463,2037149,13871,848370,13545,573825,11063,1768994,4332,1447582,9653,1073402,9003,374180,8375,321412,8414,1622884,2767,1108139,9853,755115,10272,353024,6606,514745,9479,576661,8122,210715,6359,100439,4464,110276,4554,365946,7360,1211193,8413,149036,5347,44944,3022,104092,4497,1062157,8246,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5192037,4727,371143,5767,182941,5797,12945,1997,169996,5689,188202,5430,477978,4197,395409,5668,141212,5893,254197,6596,82569,4482,1675149,4699,1400453,9179,973350,12792,427103,11045,274696,7946,887498,3350,718620,6568,532609,8253,186011,6259,168878,5644,838775,2706,567106,5709,397672,6477,169434,5230,271669,5924,314166,5198,113750,4302,50656,3011,63094,3150,200416,5529,627328,5111,82697,3888,21841,2148,60856,2889,544631,5259,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2463632,3335,178132,3708,114589,3758,5978,1020,108611,3814,63543,3297,222766,3513,194724,3949,77965,3891,116759,3919,28042,3088,755947,4441,672021,5449,499668,6051,172353,4818,83926,4141,409347,2748,359312,3338,277473,4724,81839,3812,50035,2960,406812,1682,309611,3339,217351,4241,92260,3373,97201,3269,149482,3047,65119,2481,25889,1480,39230,2097,84363,2923,341146,3327,52189,2732,12864,1396,39325,2100,288957,3871,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2259733,3545,164720,4682,95594,4087,7891,1298,87703,3768,69126,3606,213492,4302,179633,4759,72055,3535,107578,4721,33859,2990,737025,3731,632485,5547,459343,6608,173142,5307,104540,5027,364467,2475,303625,3481,232782,3737,70843,3291,60842,3329,362496,1787,264031,4386,194768,3941,69263,3493,98465,4087,131288,3306,56810,2702,26638,1945,30172,2071,74478,3686,286245,3434,42800,2339,13209,1442,29591,2113,243445,3106,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
