GEO_ID,B16005_001E,B16005_001M,B16005_002E,B16005_002M,B16005_003E,B16005_003M,B16005_004E,B16005_004M,B16005_005E,B16005_005M,B16005_006E,B16005_006M,B16005_007E,B16005_007M,B16005_008E,B16005_008M,B16005_009E,B16005_009M,B16005_010E,B16005_010M,B16005_011E,B16005_011M,B16005_012E,B16005_012M,B16005_013E,B16005_013M,B16005_014E,B16005_014M,B16005_015E,B16005_015M,B16005_016E,B16005_016M,B16005_017E,B16005_017M,B16005_018E,B16005_018M,B16005_019E,B16005_019M,B16005_020E,B16005_020M,B16005_021E,B16005_021M,B16005_022E,B16005_022M,B16005_023E,B16005_023M,B16005_024E,B16005_024M,B16005_025E,B16005_025M,B16005_026E,B16005_026M,B16005_027E,B16005_027M,B16005_028E,B16005_028M,B16005_029E,B16005_029M,B16005_030E,B16005_030M,B16005_031E,B16005_031M,B16005_032E,B16005_032M,B16005_033E,B16005_033M,B16005_034E,B16005_034M,B16005_035E,B16005_035M,B16005_036E,B16005_036M,B16005_037E,B16005_037M,B16005_038E,B16005_038M,B16005_039E,B16005_039M,B16005_040E,B16005_040M,B16005_041E,B16005_041M,B16005_042E,B16005_042M,B16005_043E,B16005_043M,B16005_044E,B16005_044M,B16005_045E,B16005_045M,NAME,B16005_001EA,B16005_001MA,B16005_002EA,B16005_002MA,B16005_003EA,B16005_003MA,B16005_004MA,B16005_004EA,B16005_005MA,B16005_005EA,B16005_006EA,B16005_006MA,B16005_007EA,B16005_007MA,B16005_008EA,B16005_008MA,B16005_009MA,B16005_009EA,B16005_010MA,B16005_010EA,B16005_011MA,B16005_011EA,B16005_012EA,B16005_012MA,B16005_013EA,B16005_013MA,B16005_014MA,B16005_014EA,B16005_015MA,B16005_015EA,B16005_016MA,B16005_016EA,B16005_017EA,B16005_017MA,B16005_018EA,B16005_018MA,B16005_019MA,B16005_019EA,B16005_020MA,B16005_020EA,B16005_021MA,B16005_021EA,B16005_022MA,B16005_022EA,B16005_023EA,B16005_023MA,B16005_024EA,B16005_024MA,B16005_025MA,B16005_025EA,B16005_026EA,B16005_026MA,B16005_027MA,B16005_027EA,B16005_028EA,B16005_028MA,B16005_029MA,B16005_029EA,B16005_030MA,B16005_030EA,B16005_031MA,B16005_031EA,B16005_032MA,B16005_032EA,B16005_033MA,B16005_033EA,B16005_034MA,B16005_034EA,B16005_035EA,B16005_035MA,B16005_036MA,B16005_036EA,B16005_037EA,B16005_037MA,B16005_038MA,B16005_038EA,B16005_039EA,B16005_039MA,B16005_040EA,B16005_040MA,B16005_041MA,B16005_041EA,B16005_042MA,B16005_042EA,B16005_043MA,B16005_043EA,B16005_044EA,B16005_044MA,B16005_045EA,B16005_045MA,state
0400000US01,4558217,2782,4401536,7476,4299014,9262,76295,4890,58026,4677,11998,2303,5663,1348,608,413,14902,2574,13114,2243,708,313,1080,731,0,189,8389,1442,7000,1223,885,525,504,412,0,189,2936,1133,2628,1085,308,325,0,189,0,189,156681,6861,36718,4452,66394,4157,22041,2795,12896,2269,21805,3453,9652,2252,17573,2614,12389,1966,4079,1074,1105,519,0,189,29220,3049,10742,1756,10897,1920,6267,2126,1314,694,6776,1735,4293,1293,1065,662,582,395,836,603,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683324,986,629149,4311,560605,6483,14653,2312,11778,2011,2092,878,565,503,218,308,8189,1708,6561,1527,1453,823,157,168,18,34,13298,1916,9992,1552,2171,845,928,554,207,285,32404,1900,28373,1750,3153,741,599,192,279,280,54175,3928,9154,1349,7681,1465,3730,1085,2324,944,1319,713,308,210,9315,2329,6259,1736,1398,558,976,657,682,442,25249,1723,9890,1748,9813,1519,4980,1324,566,349,2776,2399,1843,1401,882,1048,51,47,0,145,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6298821,1394,5385531,15643,4458705,20019,746036,14818,643469,14321,73786,5148,21898,2637,6883,1425,40171,3699,37082,3640,2036,554,1053,440,0,200,24684,3297,21346,3226,2491,636,705,432,142,232,115935,4098,92232,3902,14741,1713,6700,837,2262,321,913290,15630,142403,5900,552631,12870,191591,8456,105908,5408,140159,7397,114973,7186,85537,6606,58028,4990,17255,2497,6687,1578,3567,1517,99590,4741,48473,3285,28999,2949,15682,2293,6436,1967,33129,4265,18430,3286,8888,1911,3204,1048,2607,962,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2775973,2624,2636978,6368,2554628,6456,63922,4718,48589,4215,10854,1908,3901,1242,578,702,7627,1407,6799,1259,462,296,366,318,0,190,8732,1469,7103,1297,1323,724,306,259,0,190,2069,1190,1751,1078,217,218,13,27,88,155,138995,5913,30225,3911,77101,4939,20633,2970,23894,3019,21258,2935,11316,2345,9644,1951,6980,1525,1997,703,474,380,193,256,20450,2658,8123,1587,8589,1876,3495,1104,243,334,1575,893,801,468,657,563,117,147,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36290808,2542,25828401,45442,19304435,56006,5243188,35256,4544321,33990,527496,13065,142011,4831,29360,3068,428689,13679,387956,13165,28124,2605,11211,1690,1398,648,761313,15121,631631,14244,93478,4618,31567,3062,4637,1102,90776,7190,81193,7142,5847,1216,2764,925,972,876,10462407,45501,1057073,17511,5194105,34950,1528166,20559,1162411,21565,1518291,19946,985237,16918,1169009,26858,706713,19529,265678,10154,141488,7906,55130,4697,2775008,27619,1170349,21814,816638,16192,588196,11427,199825,8306,267212,15137,154803,8749,64495,6265,32846,4438,15068,2995,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5023808,2144,4490012,12067,4072164,16101,331574,9077,279930,9257,37700,4555,12138,1899,1806,729,44043,3500,39900,3148,2186,663,1796,663,161,187,27028,2683,23098,2580,2735,762,1003,557,192,182,15203,3224,14153,3146,374,294,676,464,0,192,533796,12410,85198,4918,269388,10012,95154,5589,59355,5023,76890,5471,37989,4508,76386,5376,49484,3700,16884,2447,7473,1908,2545,959,69311,3881,32379,3207,21307,2454,11680,1627,3945,1079,33513,4372,20564,3168,7524,1698,3658,1113,1767,822,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3407815,964,2920465,12409,2553115,13592,259110,9084,193822,8626,32909,3676,23242,3057,9137,2048,84829,5696,75498,5264,6803,1275,2362,592,166,206,16743,2179,14742,2103,1141,513,860,560,0,197,6668,1551,5974,1438,506,514,120,152,68,111,487350,12307,112148,6184,130269,7996,44794,4091,33149,3114,38444,4474,13882,2783,158604,9019,85849,5957,43629,3411,23418,3198,5708,1590,66747,4293,31236,3334,19354,2354,11265,1617,4892,1556,19582,3604,13910,3226,3506,940,1834,780,332,267,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879604,228,799794,4883,748443,5763,38210,3397,31809,3222,4458,991,1786,794,157,160,6402,1249,5598,1189,560,292,244,183,0,185,3708,1051,2919,1254,633,534,156,205,0,185,3031,1300,2632,1247,399,356,0,185,0,185,79810,4888,17107,2585,22694,2633,6534,1399,6411,1248,6614,1339,3135,1121,16786,2993,11270,1970,3375,1074,1526,763,615,434,17366,2212,9133,1980,4478,1486,3354,1430,401,274,5857,2975,5237,2913,417,248,203,198,0,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,616130,6,525632,5095,482031,5700,22653,2778,19418,2328,2659,1275,576,452,0,198,13355,2241,12334,2178,726,620,262,282,33,55,4173,1021,3681,947,455,341,37,61,0,198,3420,1148,2898,1043,369,312,153,250,0,198,90498,5094,24189,3251,30264,2917,11520,1766,8225,1694,8469,2075,2050,927,17095,2756,13829,2388,2060,765,1052,741,154,249,8607,1440,4303,1071,1934,754,1361,798,1009,680,10343,2183,5469,1425,3438,1048,1339,755,97,116,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18815725,3345,14863516,35339,12737700,39261,1745391,26160,1427802,23730,197749,8834,89407,6920,30433,3369,287227,12189,261728,11628,19061,2424,5347,1279,1091,542,57416,5089,49063,4789,5904,1558,2289,893,160,254,35782,5136,31101,5247,3511,1714,1170,612,0,214,3952209,35155,756315,19436,2188529,24086,804333,15580,489485,15690,533095,15957,361616,13768,692865,21940,387112,15031,176510,10079,99038,7166,30205,4191,241820,9188,115828,6089,68029,5526,43857,4770,14106,2809,72680,6351,46617,4536,17161,3098,7140,1581,1762,620,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
