GEO_ID,B23003_001E,B23003_001M,B23003_002E,B23003_002M,B23003_003E,B23003_003M,B23003_004E,B23003_004M,B23003_005E,B23003_005M,B23003_006E,B23003_006M,B23003_007E,B23003_007M,B23003_008E,B23003_008M,B23003_009E,B23003_009M,B23003_010E,B23003_010M,B23003_011E,B23003_011M,B23003_012E,B23003_012M,B23003_013E,B23003_013M,B23003_014E,B23003_014M,B23003_015E,B23003_015M,B23003_016E,B23003_016M,B23003_017E,B23003_017M,B23003_018E,B23003_018M,B23003_019E,B23003_019M,B23003_020E,B23003_020M,B23003_021E,B23003_021M,B23003_022E,B23003_022M,B23003_023E,B23003_023M,B23003_024E,B23003_024M,B23003_025E,B23003_025M,B23003_026E,B23003_026M,B23003_027E,B23003_027M,B23003_028E,B23003_028M,B23003_029E,B23003_029M,B23003_030E,B23003_030M,NAME,B23003_001EA,B23003_001MA,B23003_002MA,B23003_002EA,B23003_003MA,B23003_003EA,B23003_004EA,B23003_004MA,B23003_005EA,B23003_005MA,B23003_006EA,B23003_006MA,B23003_007MA,B23003_007EA,B23003_008MA,B23003_008EA,B23003_009MA,B23003_009EA,B23003_010EA,B23003_010MA,B23003_011EA,B23003_011MA,B23003_012EA,B23003_012MA,B23003_013MA,B23003_013EA,B23003_014MA,B23003_014EA,B23003_015EA,B23003_015MA,B23003_016EA,B23003_016MA,B23003_017EA,B23003_017MA,B23003_018EA,B23003_018MA,B23003_019EA,B23003_019MA,B23003_020MA,B23003_020EA,B23003_021EA,B23003_021MA,B23003_022EA,B23003_022MA,B23003_023EA,B23003_023MA,B23003_024EA,B23003_024MA,B23003_025MA,B23003_025EA,B23003_026EA,B23003_026MA,B23003_027EA,B23003_027MA,B23003_028EA,B23003_028MA,B23003_029EA,B23003_029MA,B23003_030MA,B23003_030EA,state
0400000US01,1450804,4314,504038,8392,115643,5836,80335,5228,54,79,80281,5224,70361,4914,9920,2100,35308,3056,92265,4708,58368,4102,326,294,58042,4102,52043,3854,5999,1311,33897,3270,296130,6869,220337,6560,10,16,220327,6557,206165,6258,14162,1966,75793,4697,946766,9018,605053,9831,599,364,604454,9851,557159,9646,47295,3954,341713,8866,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,209897,1375,77273,2730,19676,2041,13292,1666,222,240,13070,1646,12356,1550,714,344,6384,1320,17770,1790,10252,1381,108,107,10144,1372,9425,1324,719,279,7518,1167,39827,2143,31163,1964,174,207,30989,1943,29659,1947,1330,416,8664,1166,132624,3193,100173,3667,402,219,99771,3655,91597,3523,8174,1673,32451,2365,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1908105,3320,674266,11659,142253,5845,91743,5196,126,121,91617,5196,84366,5063,7251,1559,50510,3280,152576,6834,89269,5498,285,292,88984,5479,82159,5285,6825,1341,63307,4332,379437,7890,274585,7549,315,263,274270,7471,254731,7253,19539,2550,104852,4771,1233839,11725,847875,12386,1119,485,846756,12338,788126,13093,58630,4321,385964,8884,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,855233,3116,310802,6596,74238,4338,51872,3527,30,54,51842,3509,47966,3432,3876,976,22366,2576,63999,4322,41659,3498,41,68,41618,3490,39045,3373,2573,821,22340,2782,172565,5797,128969,5298,29,49,128940,5298,120890,5167,8050,1619,43596,3278,544431,6647,351704,7926,63,103,351641,7933,330405,7846,21236,2202,192727,6175,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11628170,6157,4148518,22766,930560,14855,618236,11972,1561,563,616675,11956,559698,10374,56977,4232,312324,10161,876217,16068,516385,12361,706,473,515679,12274,461136,11955,54543,3250,359832,9202,2341741,21180,1682332,18441,679,355,1681653,18413,1559565,18063,122088,4768,659409,12965,7479652,23695,5324778,26861,5337,1238,5319441,26833,4904751,26338,414690,11085,2154874,21372,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1607386,2689,579984,8665,143360,4676,100361,4084,355,259,100006,4093,94191,3897,5815,1487,42999,3335,114361,4629,71105,3379,513,429,70592,3337,65049,3022,5543,1328,43256,3358,322263,7784,245936,6532,420,254,245516,6540,235462,6472,10054,1495,76327,4315,1027402,8744,787735,9907,753,409,786982,9909,749186,9765,37796,2902,239667,6234,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1071801,2777,375460,6430,79628,4433,58920,4038,0,197,58920,4038,54865,3880,4055,933,20708,2292,65361,3285,46813,3254,0,197,46813,3254,42087,3089,4726,1242,18548,2079,230471,5601,184477,5517,271,340,184206,5469,173752,5481,10454,1717,45994,3309,696341,6915,542660,7587,925,515,541735,7589,504267,7559,37468,3014,153681,5875,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,279893,1348,91598,4103,21193,2355,16437,2120,10,17,16427,2123,15360,2028,1067,613,4756,1039,18413,1989,13401,1855,0,185,13401,1855,12569,1874,832,442,5012,1082,51992,3423,41568,3027,52,92,41516,3017,39063,2953,2453,825,10424,1849,188295,4363,141195,4356,221,216,140974,4347,132429,4326,8545,1662,47100,2974,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,222442,1615,51916,2851,16913,1808,13375,1592,0,198,13375,1592,12589,1563,786,440,3538,959,8156,1279,5957,992,0,198,5957,992,4991,916,966,478,2199,890,26847,2225,21386,2223,0,198,21386,2223,18651,2072,2735,950,5461,1210,170526,3098,137799,3777,128,121,137671,3780,127831,3614,9840,1632,32727,2979,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5800850,7141,1823262,18562,415405,13524,292661,10294,750,471,291911,10331,262648,9721,29263,2982,122744,6635,335321,11029,217986,9047,485,377,217501,9038,195288,8429,22213,2819,117335,5566,1072536,17751,824217,18120,1146,517,823071,18158,761901,17834,61170,5100,248319,8173,3977588,18550,2802026,23167,3135,934,2798891,23163,2594241,21558,204650,8837,1175562,16326,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3070074,5266,1150707,13784,256264,8875,177738,6695,242,199,177496,6687,157469,6360,20027,3434,78526,5896,239876,7178,155786,6647,308,271,155478,6671,137802,6174,17676,2642,84090,5128,654567,12252,496666,11488,829,590,495837,11660,461144,11226,34693,3745,157901,6955,1919367,14209,1330917,14455,2128,751,1328789,14322,1229624,14678,99165,5949,588450,11426,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,403130,2107,137921,4839,34997,2971,22714,2490,653,386,22061,2409,20892,2428,1169,458,12283,1430,27922,2278,18198,1851,16,27,18182,1854,17561,1845,621,324,9724,1447,75002,4091,61421,3877,419,267,61002,3877,58050,3793,2952,893,13581,1623,265209,4995,200554,5662,2078,616,198476,5493,190875,5514,7601,1628,64655,3605,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,455193,2760,176383,5746,37782,3042,23838,2289,126,162,23712,2309,23128,2204,584,379,13944,2233,41600,2717,21588,2213,21,38,21567,2209,20569,2167,998,500,20012,2166,97001,5095,72886,4579,491,581,72395,4643,69678,4686,2717,920,24115,3111,278810,6197,196443,6216,94,128,196349,6213,186843,6260,9506,1701,82367,4540,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3863329,4850,1371258,12207,314454,7659,225658,6832,298,348,225360,6872,204990,6463,20370,2453,88796,4176,260148,6380,169930,6726,42,70,169888,6717,154344,6390,15544,1696,90218,4940,796656,10249,619501,10212,162,213,619339,10197,577455,10775,41884,3395,177155,5593,2492071,12163,1868944,15088,452,313,1868492,15082,1738698,14958,129794,5447,623127,10717,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1924414,3908,698085,9927,156420,5002,112458,4446,0,187,112458,4446,103454,4308,9004,1679,43962,2997,146736,5591,97256,4500,0,187,97256,4500,89722,4296,7534,1272,49480,3631,394929,8938,318545,7920,0,187,318545,7920,300151,7371,18394,2306,76384,3638,1226329,10215,890037,10804,62,89,889975,10806,836318,11143,53657,3970,336292,8269,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,872867,3537,330056,4932,81710,3702,64882,3256,176,160,64706,3254,61584,3141,3122,794,16828,2010,67431,3294,51932,3133,0,155,51932,3133,49565,3116,2367,733,15499,1791,180915,4706,154009,4453,0,155,154009,4453,149731,4267,4278,845,26906,2355,542811,5596,428130,5584,0,155,428130,5584,412304,5500,15826,1823,114681,4198,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,822007,3487,315454,5514,78130,3671,55076,3171,149,138,54927,3178,52093,2995,2834,858,23054,2094,68528,3414,46416,2900,66,119,46350,2870,43448,2838,2902,882,22112,2253,168796,4685,134965,4746,293,275,134672,4757,128893,4767,5779,1068,33831,2438,506553,5947,379047,6483,633,333,378414,6479,363667,6540,14747,2091,127506,5457,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1300335,4378,466563,6762,113777,5404,78479,4925,45,75,78434,4924,69641,4519,8793,1484,35298,2898,87977,5131,56330,3853,103,133,56227,3853,51883,3607,4344,1069,31647,3165,264809,6601,198112,6015,86,101,198026,6013,184803,5822,13223,1953,66697,3891,833772,7238,553170,8372,563,395,552607,8318,518089,7719,34518,3116,280602,6501,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1396082,4477,491726,8617,117742,6319,82190,5242,242,160,81948,5268,73309,5374,8639,1715,35552,3132,105808,5086,69749,4368,274,306,69475,4359,64600,4147,4875,1332,36059,3232,268176,6688,200775,6229,268,290,200507,6222,189056,6287,11451,1800,67401,4333,904356,9160,604910,9754,677,413,604233,9728,563420,9486,40813,3063,299446,6529,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
