GEO_ID,B19126_001E,B19126_001M,B19126_002E,B19126_002M,B19126_003E,B19126_003M,B19126_004E,B19126_004M,B19126_005E,B19126_005M,B19126_006E,B19126_006M,B19126_007E,B19126_007M,B19126_008E,B19126_008M,B19126_009E,B19126_009M,B19126_010E,B19126_010M,B19126_011E,B19126_011M,NAME,B19126_001MA,B19126_001EA,B19126_002EA,B19126_002MA,B19126_003EA,B19126_003MA,B19126_004EA,B19126_004MA,B19126_005MA,B19126_005EA,B19126_006MA,B19126_006EA,B19126_007EA,B19126_007MA,B19126_008MA,B19126_008EA,B19126_009EA,B19126_009MA,B19126_010EA,B19126_010MA,B19126_011MA,B19126_011EA,state
0400000US01,53764,933,68529,1175,75194,1489,64801,1259,26950,729,37343,2463,35165,3401,40026,2734,24534,884,18514,1345,32960,1475,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,82307,2332,97254,3420,102102,5063,94797,4649,45303,4062,49872,4290,47210,5849,61838,9738,41181,4016,31724,4047,70690,13510,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,59700,943,71252,794,75515,1323,69097,1293,35411,1027,42152,1682,36829,3036,46770,3139,32303,756,24897,1456,43436,2074,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,51528,921,61923,1097,67840,2816,59137,1474,29388,937,38832,2365,34938,3904,44884,3307,25840,867,20388,821,35471,1468,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,71015,368,87072,562,86659,910,87376,685,40533,495,48928,999,40322,1205,55989,1150,36846,542,26482,668,48911,935,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,75405,844,87242,1057,91561,1669,84564,1504,42286,1118,51807,2810,47370,2579,58931,4268,38322,1234,30398,1181,49692,2526,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,88819,1385,106976,1289,118884,3462,100434,1567,46175,2424,58116,4072,44876,6639,67281,5051,40851,1438,29934,1837,57013,2541,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,72594,1921,87100,2751,100387,4511,80633,2763,41363,2941,52021,5692,42228,14040,56930,10890,37912,2686,30756,1764,50240,3948,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,84094,6264,142152,7954,156438,11712,132801,11177,39663,4580,50519,13569,40491,15303,55418,10780,35665,5384,25194,3443,52930,5927,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,57212,401,68757,592,73152,1459,66632,572,34361,605,41017,852,34955,1396,46454,1318,31730,428,24463,904,41033,730,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,58885,791,74419,864,79049,1871,71029,878,31765,629,40309,2025,34959,2906,46296,2055,29444,835,23043,1115,38010,1386,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
