GEO_ID,B24091_001E,B24091_001M,B24091_002E,B24091_002M,B24091_003E,B24091_003M,B24091_004E,B24091_004M,B24091_005E,B24091_005M,B24091_006E,B24091_006M,B24091_007E,B24091_007M,B24091_008E,B24091_008M,B24091_009E,B24091_009M,NAME,B24091_001EA,B24091_001MA,B24091_002MA,B24091_002EA,B24091_003MA,B24091_003EA,B24091_004EA,B24091_004MA,B24091_005EA,B24091_005MA,B24091_006EA,B24091_006MA,B24091_007MA,B24091_007EA,B24091_008MA,B24091_008EA,B24091_009EA,B24091_009MA,state
0400000US01,38620,634,36705,370,36275,368,53565,6659,41283,1388,40345,861,44164,1529,64846,3985,28403,2304,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,53345,2461,51024,1021,50457,1213,75150,13620,51904,3645,59299,4475,60793,2674,61386,3068,40405,5467,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40901,263,40046,471,39107,698,60918,1399,44189,2653,43693,1530,42305,821,60354,2364,31523,1429,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35835,441,35140,672,34774,1040,43188,7677,40454,1691,35878,1283,37492,1390,55847,2958,28447,4158,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,47338,185,44898,452,43247,522,70848,1264,52111,386,61308,362,61287,538,60652,730,36449,537,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,46787,382,45956,516,45329,560,56506,5130,48291,1837,49252,1336,48687,1518,65506,3174,35451,1793,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,56466,724,54425,1445,53215,1577,72565,6024,55977,2301,63758,3058,67100,2564,62382,4060,50723,1134,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46652,1017,45554,1400,44873,2291,58882,4420,49306,2993,51915,3918,48220,3228,58600,6874,33521,5105,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,65595,2525,59045,3859,57263,3514,90190,19416,63246,3773,55247,3732,51672,4576,91473,2440,51275,5728,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,37434,249,36339,251,35842,259,47439,2249,40823,535,42480,630,41393,546,57948,1925,26816,569,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,40864,229,40076,299,39311,604,51919,1103,46682,1002,40746,595,41629,650,55888,1349,31684,873,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,42831,1509,40395,509,39925,906,65188,6716,46017,3243,51934,3480,49801,1363,62027,3169,35729,4557,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36856,687,35166,959,34105,1404,52065,8755,45327,3924,39187,3086,41973,1349,55792,4191,32446,4183,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,46952,321,45544,364,44921,577,62183,1469,46894,651,55917,941,54404,2344,60961,899,36772,1216,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,40865,229,40484,284,40229,293,51858,1209,41910,716,42021,607,43245,1530,56923,1601,30514,862,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,41977,238,41191,285,40981,301,50972,1275,41498,701,47485,1420,51602,998,57517,3966,35807,1473,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,41561,341,41585,385,41246,412,54911,9010,41232,1127,41662,898,41564,770,55248,2901,32314,2516,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38876,607,37900,784,37382,552,51321,1118,40748,932,39367,1784,40795,742,55087,3218,30555,1182,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,40340,264,39992,543,39025,761,60469,4064,41494,1101,36933,1041,42020,738,56223,1988,31957,2150,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,41040,445,40357,622,39793,1159,53393,7376,40179,2166,45805,1903,43225,2122,58910,4414,32388,5836,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,53906,730,49238,889,48143,951,65471,6625,55545,1499,55919,1095,52080,1122,90908,917,43793,4304,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,56023,492,55009,896,54091,1131,67081,6843,57079,1162,62010,865,62103,803,66081,1293,41003,1011,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,43685,538,41964,242,41751,246,50839,882,46908,893,50092,947,55404,1084,61114,1786,31432,802,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,47765,535,47028,432,46680,443,52403,3638,49566,1402,51047,537,50968,967,59690,1412,37073,1454,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,36203,425,35360,542,34968,1152,52299,5270,37794,3594,33776,2350,37204,965,53306,3945,35418,6403,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,40439,186,40358,267,40034,349,55926,6008,41374,614,41309,775,36744,689,55756,1701,31887,858,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,37898,1026,36808,738,36273,809,42488,7630,37566,2864,40453,1707,44315,3758,51361,3540,31180,994,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,40234,315,38693,701,38200,698,46839,3475,40762,1119,45189,2156,42054,1506,55390,2277,35988,1112,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,40055,530,36964,448,36571,446,58543,9505,45290,4749,54019,2234,52315,1911,56706,5279,36873,2760,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,50359,506,50147,1340,49502,2222,61293,9745,49389,2918,51211,1352,49161,4104,73248,5693,40432,4546,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,54716,606,52332,334,51978,291,67406,5034,55910,1399,61192,689,62231,974,66605,3223,41738,893,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,38253,1144,36465,754,35997,822,47471,6326,40561,1863,36335,1860,39209,2430,64340,4466,27244,4936,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,49400,486,46117,300,45566,311,61346,1041,50544,450,59415,1081,61711,567,60783,822,32771,2643,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,39377,438,38381,575,37650,555,51688,1052,44927,1707,38822,1005,40286,636,53712,2626,31286,601,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,43761,1497,43989,2045,42805,1904,60434,3976,42614,2630,40453,1962,44876,2977,50176,7719,45744,5646,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,42257,181,41318,200,41112,206,52035,1101,45043,1220,48798,1017,50406,1018,61630,1013,32018,757,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,38093,541,37706,571,37149,331,52007,1931,37562,1580,35728,944,38360,1224,51770,893,31770,860,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,42614,763,41122,431,40683,445,53032,4796,44956,2008,54416,1696,49623,1823,59278,2800,32312,2422,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,45398,248,43735,493,42984,497,59003,3968,46284,666,51056,618,50679,526,60329,1219,35567,1164,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,46479,884,42331,1316,42021,654,61336,10168,49215,3061,60102,4409,57074,7578,68589,5349,41936,5449,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,37915,853,37402,654,36974,476,51925,1008,39568,2147,36756,889,40831,1236,51901,1783,31850,1080,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,37453,766,36880,672,36459,664,47539,3836,37334,1648,36111,875,41098,1902,51049,1654,38071,4715,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,38099,477,36694,342,36296,336,56185,6142,41286,692,41108,426,40199,838,58803,3485,34142,3687,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,41530,137,40984,182,40599,183,62285,2804,41945,492,44713,837,45023,786,58668,1913,32299,688,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,42903,1186,41370,438,40695,434,62314,6395,51048,1511,45302,1620,47266,1917,60724,1390,35810,4600,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,42952,1511,41301,787,40680,791,54063,5062,47449,2225,50185,4417,49960,3355,62381,2706,30545,2466,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,49687,660,45907,458,45356,470,60493,1678,52074,746,46386,684,45736,1235,87898,2237,36250,1824,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,50162,289,48333,741,47748,774,52706,4301,50207,1376,58446,2279,51686,606,58223,2535,39257,3461,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,38801,1027,37282,767,37099,613,51500,3593,39902,2271,38124,2052,37654,1484,61503,2983,30507,2848,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,42633,497,41696,260,41520,264,50776,841,46402,1018,50553,550,50295,911,56459,1125,31919,729,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,44694,2187,42429,2582,42136,1457,60222,17116,41120,1520,48262,4023,49603,3326,55114,5531,40018,10563,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22386,351,20936,439,20714,440,29676,6822,23493,1597,18826,913,27978,896,45362,7397,18090,1167,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
