GEO_ID,B01001I_001E,B01001I_001M,B01001I_002E,B01001I_002M,B01001I_003E,B01001I_003M,B01001I_004E,B01001I_004M,B01001I_005E,B01001I_005M,B01001I_006E,B01001I_006M,B01001I_007E,B01001I_007M,B01001I_008E,B01001I_008M,B01001I_009E,B01001I_009M,B01001I_010E,B01001I_010M,B01001I_011E,B01001I_011M,B01001I_012E,B01001I_012M,B01001I_013E,B01001I_013M,B01001I_014E,B01001I_014M,B01001I_015E,B01001I_015M,B01001I_016E,B01001I_016M,B01001I_017E,B01001I_017M,B01001I_018E,B01001I_018M,B01001I_019E,B01001I_019M,B01001I_020E,B01001I_020M,B01001I_021E,B01001I_021M,B01001I_022E,B01001I_022M,B01001I_023E,B01001I_023M,B01001I_024E,B01001I_024M,B01001I_025E,B01001I_025M,B01001I_026E,B01001I_026M,B01001I_027E,B01001I_027M,B01001I_028E,B01001I_028M,B01001I_029E,B01001I_029M,B01001I_030E,B01001I_030M,B01001I_031E,B01001I_031M,NAME,B01001I_001EA,B01001I_001MA,B01001I_002MA,B01001I_002EA,B01001I_003EA,B01001I_003MA,B01001I_004MA,B01001I_004EA,B01001I_005EA,B01001I_005MA,B01001I_006EA,B01001I_006MA,B01001I_007EA,B01001I_007MA,B01001I_008MA,B01001I_008EA,B01001I_009MA,B01001I_009EA,B01001I_010EA,B01001I_010MA,B01001I_011EA,B01001I_011MA,B01001I_012EA,B01001I_012MA,B01001I_013MA,B01001I_013EA,B01001I_014MA,B01001I_014EA,B01001I_015MA,B01001I_015EA,B01001I_016MA,B01001I_016EA,B01001I_017EA,B01001I_017MA,B01001I_018EA,B01001I_018MA,B01001I_019EA,B01001I_019MA,B01001I_020MA,B01001I_020EA,B01001I_021MA,B01001I_021EA,B01001I_022EA,B01001I_022MA,B01001I_023EA,B01001I_023MA,B01001I_024EA,B01001I_024MA,B01001I_025MA,B01001I_025EA,B01001I_026MA,B01001I_026EA,B01001I_027MA,B01001I_027EA,B01001I_028EA,B01001I_028MA,B01001I_029EA,B01001I_029MA,B01001I_030MA,B01001I_030EA,B01001I_031MA,B01001I_031EA,state
0400000US01,192413,2014,103078,2906,12379,1489,12664,1299,8784,1479,4688,1397,4117,1438,7534,1798,9218,1568,11379,1697,16626,1886,7672,1502,4891,933,1710,860,1377,563,39,70,89335,2869,10405,1108,11725,1622,8878,1313,3180,989,3234,933,5409,1118,6950,1197,9546,1460,11531,1389,8548,1361,5712,1447,2185,836,1297,617,735,599,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,49276,200,25704,885,1950,648,2567,596,1788,651,1855,415,1765,627,2726,741,3130,601,1534,730,3368,834,2535,709,1497,397,565,452,424,283,0,145,23572,876,3461,576,1639,580,2424,570,1042,422,846,412,2322,448,1679,325,2190,743,2913,606,2486,454,1398,371,619,355,511,271,42,75,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2056456,-555555555,1031816,1023,95493,768,103430,3707,100979,3751,57560,535,39716,1174,98461,939,81584,1036,80197,1162,138982,1042,110139,819,69144,612,36468,572,17384,782,2279,588,1024640,1023,91340,841,97754,3666,100421,3688,56509,652,37314,1122,93187,1132,74277,530,74581,708,142001,1252,110984,1163,75799,431,42182,540,21529,1154,6762,1023,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,205763,1452,107998,1985,11783,1354,13110,1284,10962,1320,4537,848,3441,1055,11083,1262,9470,999,10287,1318,15691,1373,9111,1152,5039,906,2195,765,1160,612,129,138,97765,2038,11468,1283,12038,1428,10939,1439,5237,795,4227,1129,7978,1165,7372,1085,8605,1238,14644,1593,7952,1210,4031,983,2361,754,905,492,8,19,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14988770,-555555555,7541913,1756,673904,923,691025,10177,655257,10153,396152,986,269180,1431,697678,1629,635464,1191,604819,1356,1079349,1858,889779,1620,543611,966,253934,1316,118223,2416,33538,2601,7446857,1756,652547,1005,654238,8505,644969,8599,382694,1066,259089,1078,655146,1235,579381,1197,563606,908,1055255,1202,874853,1237,585134,915,310972,1238,159234,3238,69739,3279,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1135107,-555555555,577957,1971,53917,914,59833,3076,55906,2954,29532,1534,18381,871,51614,1663,46728,1536,47548,1822,84672,1943,60483,1476,38552,797,19991,796,8721,793,2079,612,557150,1971,49677,1234,55674,2655,55293,2938,29452,1130,17589,959,46983,1439,42651,1570,43866,1400,78976,1768,58773,1430,40704,907,22476,721,11172,822,3864,857,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,541153,-555555555,270794,989,23688,432,24159,2160,24824,2168,14479,912,9295,483,26691,1190,22993,1134,21904,675,40573,1351,31576,1272,17905,564,8747,606,3550,314,410,255,270359,990,23720,396,24878,1904,22649,1821,13735,450,9170,480,23082,804,20834,456,21365,684,39660,1007,34950,1090,19781,453,10104,416,5201,611,1230,500,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,83326,-555555555,43405,680,5156,576,4444,874,4201,873,1995,266,1920,505,4237,569,2810,370,3972,481,6305,434,4454,558,2189,281,1380,400,311,273,31,55,39921,680,3510,576,4012,875,4492,874,1990,267,1710,583,3255,640,3347,418,3349,238,6858,398,3332,318,2555,184,956,219,226,158,329,257,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,68356,-555555555,35063,-555555555,3735,-555555555,2296,458,1529,457,902,-555555555,1184,521,2573,521,4224,-555555555,4598,-555555555,6324,-555555555,3992,-555555555,2267,-555555555,602,476,837,476,0,198,33293,-555555555,3565,-555555555,1708,767,2197,767,923,-555555555,1096,394,2682,393,4040,-555555555,4048,-555555555,5125,-555555555,3359,-555555555,2391,-555555555,1318,-555555555,634,135,207,136,District of Columbia,null,*****,*****,null,null,*****,null,null,null,null,null,*****,null,null,null,null,*****,null,null,*****,null,*****,null,*****,*****,null,null,null,null,null,null,null,null,*****,null,*****,null,null,null,null,*****,null,null,null,null,null,null,*****,*****,null,*****,null,*****,null,null,*****,null,*****,null,null,null,null,11
0400000US12,4788870,-555555555,2368280,3396,166147,1899,175749,4590,166527,4526,102077,1796,71626,2759,185944,3129,189237,2778,185162,2086,367265,3051,326641,2845,210297,1902,128922,1826,69411,2925,23275,2326,2420590,3396,161830,1936,163183,5418,162150,5523,94003,1719,66675,2350,171635,2983,168063,1945,175186,2235,364754,2597,339443,2528,243618,1504,163800,1324,100010,4038,46240,3899,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
