GEO_ID,B25014G_001E,B25014G_001M,B25014G_002E,B25014G_002M,B25014G_003E,B25014G_003M,NAME,B25014G_001MA,B25014G_001EA,B25014G_002EA,B25014G_002MA,B25014G_003EA,B25014G_003MA,state
0400000US01,19730,2114,19290,2043,440,346,Alabama,null,null,null,null,null,null,01
0400000US02,11527,1271,10657,1339,870,350,Alaska,null,null,null,null,null,null,02
0400000US04,46633,3886,45372,3842,1261,421,Arizona,null,null,null,null,null,null,04
0400000US05,16768,1945,16267,1927,501,421,Arkansas,null,null,null,null,null,null,05
0400000US06,392951,7397,367864,7507,25087,2387,California,null,null,null,null,null,null,06
0400000US08,47041,3487,44960,3453,2081,740,Colorado,null,null,null,null,null,null,08
0400000US09,22639,2169,21853,2129,786,377,Connecticut,null,null,null,null,null,null,09
0400000US10,3713,925,3591,912,122,128,Delaware,null,null,null,null,null,null,10
0400000US11,5635,1077,5371,1054,264,234,District of Columbia,null,null,null,null,null,null,11
0400000US12,105762,6589,100759,6579,5003,1121,Florida,null,null,null,null,null,null,12
0400000US13,44389,3407,43349,3314,1040,433,Georgia,null,null,null,null,null,null,13
0400000US15,70700,3663,63294,3630,7406,1228,Hawaii,null,null,null,null,null,null,15
0400000US16,8891,1233,8795,1227,96,80,Idaho,null,null,null,null,null,null,16
0400000US17,61086,3672,58101,3559,2985,823,Illinois,null,null,null,null,null,null,17
0400000US18,30811,2805,30022,2751,789,509,Indiana,null,null,null,null,null,null,18
0400000US19,12141,1606,11869,1591,272,228,Iowa,null,null,null,null,null,null,19
0400000US20,21404,2058,20884,1980,520,270,Kansas,null,null,null,null,null,null,20
0400000US21,19860,2186,18978,2195,882,453,Kentucky,null,null,null,null,null,null,21
0400000US22,17192,2100,16752,2107,440,256,Louisiana,null,null,null,null,null,null,22
0400000US23,8077,1084,7813,1103,264,186,Maine,null,null,null,null,null,null,23
0400000US24,40681,2976,39534,2979,1147,602,Maryland,null,null,null,null,null,null,24
0400000US25,46639,3268,43599,3070,3040,865,Massachusetts,null,null,null,null,null,null,25
0400000US26,57210,3591,55421,3451,1789,609,Michigan,null,null,null,null,null,null,26
0400000US27,28339,2342,27176,2477,1163,646,Minnesota,null,null,null,null,null,null,27
0400000US28,8008,1684,7668,1686,340,346,Mississippi,null,null,null,null,null,null,28
0400000US29,37687,3200,36396,3132,1291,527,Missouri,null,null,null,null,null,null,29
0400000US30,5695,1203,5620,1202,75,94,Montana,null,null,null,null,null,null,30
0400000US31,8866,1337,8704,1343,162,141,Nebraska,null,null,null,null,null,null,31
0400000US32,28796,2546,27427,2520,1369,593,Nevada,null,null,null,null,null,null,32
0400000US33,6651,1269,6364,1234,287,254,New Hampshire,null,null,null,null,null,null,33
0400000US34,46523,3017,44722,3037,1801,659,New Jersey,null,null,null,null,null,null,34
0400000US35,17556,1681,16950,1727,606,367,New Mexico,null,null,null,null,null,null,35
0400000US36,139961,6125,128921,5844,11040,2002,New York,null,null,null,null,null,null,36
0400000US37,49507,3163,48192,3131,1315,540,North Carolina,null,null,null,null,null,null,37
0400000US38,5265,1376,5211,1363,54,76,North Dakota,null,null,null,null,null,null,38
0400000US39,66296,3941,65463,3921,833,447,Ohio,null,null,null,null,null,null,39
0400000US40,78873,3304,76073,3272,2800,603,Oklahoma,null,null,null,null,null,null,40
0400000US41,45118,3054,43121,3018,1997,802,Oregon,null,null,null,null,null,null,41
0400000US42,62328,4064,60754,4030,1574,648,Pennsylvania,null,null,null,null,null,null,42
0400000US44,7285,1393,6948,1338,337,258,Rhode Island,null,null,null,null,null,null,44
0400000US45,18987,2260,18514,2194,473,299,South Carolina,null,null,null,null,null,null,45
0400000US46,5204,999,4718,1090,486,381,South Dakota,null,null,null,null,null,null,46
0400000US47,34366,2894,33228,2877,1138,609,Tennessee,null,null,null,null,null,null,47
0400000US48,163402,6065,155873,5915,7529,1380,Texas,null,null,null,null,null,null,48
0400000US49,11800,1653,11243,1629,557,335,Utah,null,null,null,null,null,null,49
0400000US50,4269,893,4135,857,134,187,Vermont,null,null,null,null,null,null,50
0400000US51,57688,3938,55641,3833,2047,675,Virginia,null,null,null,null,null,null,51
0400000US53,86702,4134,83244,4144,3458,803,Washington,null,null,null,null,null,null,53
0400000US54,5930,1223,5764,1224,166,159,West Virginia,null,null,null,null,null,null,54
0400000US55,24120,2406,23106,2305,1014,473,Wisconsin,null,null,null,null,null,null,55
0400000US56,4067,1132,4067,1132,0,190,Wyoming,null,null,null,null,null,null,56
0400000US72,76583,3907,73370,3854,3213,878,Puerto Rico,null,null,null,null,null,null,72
