GEO_ID,C08513_001E,C08513_001M,C08513_002E,C08513_002M,C08513_003E,C08513_003M,C08513_004E,C08513_004M,C08513_005E,C08513_005M,C08513_006E,C08513_006M,C08513_007E,C08513_007M,C08513_008E,C08513_008M,C08513_009E,C08513_009M,C08513_010E,C08513_010M,C08513_011E,C08513_011M,C08513_012E,C08513_012M,C08513_013E,C08513_013M,C08513_014E,C08513_014M,C08513_015E,C08513_015M,C08513_016E,C08513_016M,C08513_017E,C08513_017M,C08513_018E,C08513_018M,C08513_019E,C08513_019M,C08513_020E,C08513_020M,C08513_021E,C08513_021M,C08513_022E,C08513_022M,C08513_023E,C08513_023M,C08513_024E,C08513_024M,C08513_025E,C08513_025M,C08513_026E,C08513_026M,C08513_027E,C08513_027M,C08513_028E,C08513_028M,C08513_029E,C08513_029M,C08513_030E,C08513_030M,NAME,C08513_001EA,C08513_001MA,C08513_002MA,C08513_002EA,C08513_003MA,C08513_003EA,C08513_004EA,C08513_004MA,C08513_005EA,C08513_005MA,C08513_006EA,C08513_006MA,C08513_007EA,C08513_007MA,C08513_008MA,C08513_008EA,C08513_009MA,C08513_009EA,C08513_010EA,C08513_010MA,C08513_011EA,C08513_011MA,C08513_012EA,C08513_012MA,C08513_013MA,C08513_013EA,C08513_014MA,C08513_014EA,C08513_015EA,C08513_015MA,C08513_016EA,C08513_016MA,C08513_017EA,C08513_017MA,C08513_018EA,C08513_018MA,C08513_019MA,C08513_019EA,C08513_020MA,C08513_020EA,C08513_021EA,C08513_021MA,C08513_022EA,C08513_022MA,C08513_023EA,C08513_023MA,C08513_024MA,C08513_024EA,C08513_025MA,C08513_025EA,C08513_026MA,C08513_026EA,C08513_027EA,C08513_027MA,C08513_028EA,C08513_028MA,C08513_029EA,C08513_029MA,C08513_030MA,C08513_030EA,state
0400000US01,1960728,14412,1854398,14742,106330,5370,59437,4236,46893,3479,1681753,15904,1597338,15990,84415,4856,49962,4062,34453,2954,170458,8413,155206,7571,15252,2458,5802,1310,9450,2017,7454,1743,6506,1623,948,427,498,315,450,320,43830,4062,40245,3711,3585,1315,1409,742,2176,1027,57233,3661,55103,3559,2130,877,1766,787,364,392,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366124,5570,309818,5442,56306,3033,38222,2792,18084,1942,250684,6214,219570,5742,31114,2597,21205,2371,9909,1276,43650,3232,33942,2505,9708,1760,6894,1401,2814,919,5178,1224,4861,1175,317,323,43,48,274,311,52697,3275,39673,3168,13024,1474,8353,1042,4671,927,13915,1891,11772,1691,2143,768,1727,721,416,251,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2803956,19199,2041164,20363,762792,14023,488882,14708,273910,10168,2158777,17865,1592935,16535,565842,12864,376498,12700,189344,8088,293325,9205,183013,6689,110312,7140,61820,5169,48492,4100,56512,4964,37446,3766,19066,2888,10048,1793,9018,2166,133689,7305,93811,5792,39878,4616,23462,2734,16416,3490,161653,6371,133959,6180,27694,3536,17054,2417,10640,2403,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1244956,13403,1154388,13507,90568,4185,41416,3525,49152,4061,1028051,13906,963301,13583,64750,4135,31720,3250,33030,3207,134288,6948,114298,5759,19990,2810,6998,1741,12992,2322,4138,1186,3882,1191,256,230,201,211,55,94,37104,3064,33568,2968,3536,1122,1661,608,1875,1008,41375,3177,39339,3068,2036,829,836,440,1200,696,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17255848,41675,9556144,39501,7699704,36776,4386008,36011,3313696,29029,12684561,45443,7217174,37744,5467387,35300,3277942,31883,2189445,23285,1811654,28148,760909,18160,1050745,20941,496964,14503,553781,12790,913139,15806,425673,11502,487466,12254,236983,8669,250483,10100,915519,14959,515565,10853,399954,11531,198050,7725,201904,8221,930975,16361,636823,14098,294152,8575,176069,7316,118083,4565,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2669008,13651,2234399,14764,434609,10296,267011,8258,167598,8357,2019345,15439,1713576,15394,305769,9494,198773,8093,106996,6528,256486,9969,183205,8178,73281,5581,34198,3414,39083,4498,88323,4484,67353,3799,20970,2393,10059,1822,10911,1774,130501,6450,112611,5901,17890,2546,11639,1899,6251,1578,174353,6876,157654,6152,16699,2225,12342,1761,4357,1539,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1751075,13180,1363463,12548,387612,10154,238415,8938,149197,6456,1387627,14015,1116591,12095,271036,9914,179898,8543,91138,5114,143947,7901,89003,5372,54944,4748,25951,2611,28993,3873,61369,3884,37041,3043,24328,3153,10431,1958,13897,2248,76538,4878,51495,4405,25043,3343,13380,1877,11663,2228,81594,4474,69333,4362,12261,1897,8755,1466,3506,1124,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437466,8194,381807,7328,55659,3189,35630,2774,20029,2700,359027,8816,316910,7878,42117,2953,28075,2667,14042,2076,35048,3682,27597,3354,7451,1767,3969,960,3482,1377,10085,1800,8581,1673,1504,529,857,408,647,340,14019,2369,11135,2012,2884,972,1564,774,1320,652,19287,2306,17584,2250,1703,769,1165,511,538,562,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,821495,12642,629300,10542,192195,7696,129828,5501,62367,5390,348856,9573,269878,7512,78978,5049,54151,3898,24827,2954,71576,4636,50110,3360,21466,2967,10566,1675,10900,2302,311082,9176,237606,6859,73476,4936,50978,3840,22498,3170,72969,3489,57505,3327,15464,2471,12015,1994,3449,1205,17012,2053,14201,1843,2811,877,2118,728,693,491,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8585487,32920,5914671,29693,2670816,25514,1577418,21080,1093398,22503,6852662,34711,4810655,28186,2042007,23723,1263921,18645,778086,18683,780601,18054,454946,12756,325655,12198,159663,8974,165992,8259,177546,7809,90460,4874,87086,6609,35395,4129,51691,5638,308817,11111,204456,9382,104361,6909,48271,4516,56090,5172,465861,12632,354154,10117,111707,6761,70168,5034,41539,4309,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
