GEO_ID,B24080_001E,B24080_001M,B24080_002E,B24080_002M,B24080_003E,B24080_003M,B24080_004E,B24080_004M,B24080_005E,B24080_005M,B24080_006E,B24080_006M,B24080_007E,B24080_007M,B24080_008E,B24080_008M,B24080_009E,B24080_009M,B24080_010E,B24080_010M,B24080_011E,B24080_011M,B24080_012E,B24080_012M,B24080_013E,B24080_013M,B24080_014E,B24080_014M,B24080_015E,B24080_015M,B24080_016E,B24080_016M,B24080_017E,B24080_017M,B24080_018E,B24080_018M,B24080_019E,B24080_019M,B24080_020E,B24080_020M,B24080_021E,B24080_021M,NAME,B24080_001EA,B24080_001MA,B24080_002EA,B24080_002MA,B24080_003EA,B24080_003MA,B24080_004MA,B24080_004EA,B24080_005MA,B24080_005EA,B24080_006EA,B24080_006MA,B24080_007EA,B24080_007MA,B24080_008EA,B24080_008MA,B24080_009MA,B24080_009EA,B24080_010MA,B24080_010EA,B24080_011MA,B24080_011EA,B24080_012EA,B24080_012MA,B24080_013EA,B24080_013MA,B24080_014MA,B24080_014EA,B24080_015MA,B24080_015EA,B24080_016MA,B24080_016EA,B24080_017EA,B24080_017MA,B24080_018EA,B24080_018MA,B24080_019EA,B24080_019MA,B24080_020EA,B24080_020MA,B24080_021MA,B24080_021EA,state
0400000US01,2030482,13376,1063971,9912,798419,11061,758541,11191,39878,3053,50917,3496,65319,4621,40806,3307,39937,3060,66996,3916,1577,600,966511,9413,658565,10117,642780,10294,15785,1779,89490,4387,75063,3919,73119,4424,29641,2734,38375,3114,2258,726,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352531,5376,193046,3792,122984,4373,114778,4374,8206,1218,12467,1624,14063,1326,13434,1544,17485,2201,12248,1504,365,396,159485,3660,81902,3425,77101,3389,4801,1080,22615,2099,20584,2014,15270,1964,8494,1307,10453,1321,167,104,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2866629,19029,1536201,12175,1182372,12952,1112669,13599,69703,3830,62036,3932,86241,4145,51358,3439,47336,3525,104572,5678,2286,676,1330428,13240,914788,15728,887032,15616,27756,2177,122339,6443,106414,4981,80980,4987,30478,3050,73006,4393,2423,812,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1269092,12369,674746,7976,505955,8722,478197,8867,27758,2481,32567,3345,26157,2481,38245,3444,15903,2032,54495,3262,1424,661,594346,9058,387445,9487,377733,9474,9712,1455,57049,3340,37830,3252,72993,4651,10731,1742,27646,2691,652,296,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17638152,36488,9538063,25006,7245808,29409,6841582,27474,404226,9665,428593,10471,527581,12905,288984,9130,195721,7066,837987,14603,13389,1764,8100089,27742,5420744,32812,5235916,32720,184828,7382,719592,11948,776883,13119,423636,9337,134788,5885,608983,11216,15463,1954,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2699282,13014,1448165,9628,1115916,10927,1031284,11609,84632,4557,73566,4059,75794,4613,45238,3377,43311,3385,92643,4752,1697,448,1251117,8853,843334,9337,801457,9542,41877,3088,137780,6796,103047,4657,60020,3516,28326,2468,76463,4545,2147,558,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1798758,11166,926447,7567,700330,8911,655305,8806,45025,3900,58201,2933,52079,3184,34117,2852,13597,1588,66516,4208,1607,772,872311,7900,580915,8369,564929,8481,15986,1812,112083,4590,82571,4565,41217,2945,10141,1636,43333,3418,2051,716,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441144,5793,221880,3918,172026,4267,160939,4585,11087,1823,13109,1855,6237,1245,14035,2032,5619,972,10467,1596,387,220,219264,4356,150148,4487,146555,4439,3593,791,23925,2379,5833,940,25330,2270,6269,1458,7486,1229,273,200,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,345592,5578,164672,3444,92358,4100,84098,4035,8260,1456,28140,2546,7386,1539,2407,775,27502,2367,6599,1236,280,195,180920,4102,90347,3766,86008,3637,4339,971,39207,2866,10092,1498,4934,989,29471,2051,6490,1201,379,365,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8738970,32696,4561665,24092,3582010,26974,3251097,27161,330913,9452,188070,6703,255914,7174,111679,5492,112112,5710,302541,11712,9339,2052,4177305,20438,3042059,22960,2889906,22628,152153,6227,337267,10591,350410,10893,152403,5713,66082,4355,224170,9513,4914,1159,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4466307,22294,2318083,16321,1793106,16586,1671123,16372,121983,5794,93714,4749,122284,6148,75568,4474,80993,5680,149212,8497,3206,1281,2148224,15141,1483915,17884,1428324,17652,55591,3581,172003,7878,184134,8023,139555,6154,65601,5121,99337,5200,3679,1003,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,664180,7810,346145,4348,227928,4684,213449,4677,14479,1692,20953,2376,12917,1767,23204,2016,33997,2457,25926,2102,1220,620,318035,5879,203363,5233,197125,5263,6238,1067,29964,2581,7524,1422,38787,2947,17580,1761,18928,2042,1889,895,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,726768,8459,393071,5541,296420,6083,272846,6417,23574,3012,15494,1915,20728,2186,17217,2045,11652,1560,30687,2610,873,557,333697,5800,225059,6594,216235,6356,8824,1802,29234,2589,25590,2401,22901,2187,7711,1925,22101,2612,1101,507,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6143429,21683,3221223,14741,2544912,17150,2391300,15622,153612,6121,176715,5935,181443,6575,96788,4812,48979,3363,168407,5659,3979,1109,2922206,15717,2040123,16190,1977600,16645,62523,4027,352469,8301,230690,6677,135492,5040,45868,3079,113203,5300,4361,843,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3087270,14316,1616832,11853,1300973,13000,1242679,12673,58294,3767,86261,4335,73868,4117,47633,3463,21089,2430,84459,4541,2549,767,1470438,11235,1032822,12572,1008815,12493,24007,2507,194015,7199,102708,4744,61137,3439,22427,2332,55499,3522,1830,631,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1593590,9293,832309,7053,633087,7087,592547,6935,40540,2509,41610,2651,38938,2725,34433,2473,13721,1736,69087,2775,1433,510,761281,7094,500115,6977,485237,6835,14878,1612,92513,3321,60934,3373,56948,3472,10907,1652,38832,2684,1032,384,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1397854,9549,739606,6987,562960,7767,531127,8096,31833,2504,32331,2329,42168,2847,33357,2865,18383,2179,48707,3071,1700,603,658248,6886,422804,7233,409600,7185,13204,1569,78926,3848,59386,3299,46817,3423,14932,1565,34052,2351,1331,465,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1909704,13212,1002508,9302,772440,10369,733446,10126,38994,3230,48982,3465,49270,3636,43383,3119,21040,2289,65415,3938,1978,658,907196,8482,603520,8512,588654,8474,14866,1689,103919,4616,60171,3143,80547,4213,20242,2229,37334,2839,1463,591,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
