GEO_ID,B15002_001E,B15002_001M,B15002_002E,B15002_002M,B15002_003E,B15002_003M,B15002_004E,B15002_004M,B15002_005E,B15002_005M,B15002_006E,B15002_006M,B15002_007E,B15002_007M,B15002_008E,B15002_008M,B15002_009E,B15002_009M,B15002_010E,B15002_010M,B15002_011E,B15002_011M,B15002_012E,B15002_012M,B15002_013E,B15002_013M,B15002_014E,B15002_014M,B15002_015E,B15002_015M,B15002_016E,B15002_016M,B15002_017E,B15002_017M,B15002_018E,B15002_018M,B15002_019E,B15002_019M,B15002_020E,B15002_020M,B15002_021E,B15002_021M,B15002_022E,B15002_022M,B15002_023E,B15002_023M,B15002_024E,B15002_024M,B15002_025E,B15002_025M,B15002_026E,B15002_026M,B15002_027E,B15002_027M,B15002_028E,B15002_028M,B15002_029E,B15002_029M,B15002_030E,B15002_030M,B15002_031E,B15002_031M,B15002_032E,B15002_032M,B15002_033E,B15002_033M,B15002_034E,B15002_034M,B15002_035E,B15002_035M,NAME,B15002_001EA,B15002_001MA,B15002_002MA,B15002_002EA,B15002_003EA,B15002_003MA,B15002_004EA,B15002_004MA,B15002_005EA,B15002_005MA,B15002_006EA,B15002_006MA,B15002_007EA,B15002_007MA,B15002_008EA,B15002_008MA,B15002_009EA,B15002_009MA,B15002_010MA,B15002_010EA,B15002_011EA,B15002_011MA,B15002_012EA,B15002_012MA,B15002_013MA,B15002_013EA,B15002_014EA,B15002_014MA,B15002_015EA,B15002_015MA,B15002_016EA,B15002_016MA,B15002_017MA,B15002_017EA,B15002_018MA,B15002_018EA,B15002_019EA,B15002_019MA,B15002_020EA,B15002_020MA,B15002_021MA,B15002_021EA,B15002_022EA,B15002_022MA,B15002_023MA,B15002_023EA,B15002_024MA,B15002_024EA,B15002_025MA,B15002_025EA,B15002_026MA,B15002_026EA,B15002_027EA,B15002_027MA,B15002_028MA,B15002_028EA,B15002_029MA,B15002_029EA,B15002_030EA,B15002_030MA,B15002_031MA,B15002_031EA,B15002_032MA,B15002_032EA,B15002_033EA,B15002_033MA,B15002_034MA,B15002_034EA,B15002_035MA,B15002_035EA,state
0400000US01,3256766,4841,1536770,3518,21835,2309,8492,1535,16863,1813,33368,3164,34883,3132,47683,3758,51253,3950,35074,3030,500588,9170,86520,4515,239456,6823,105109,5866,222959,6522,81139,4058,30728,2720,20820,2185,1719996,3389,21730,1986,8837,1617,15952,1790,37671,2864,36576,3366,48955,3335,50134,3717,28453,2905,528077,10046,111509,4477,271673,7580,151668,7310,255099,9196,120252,5036,21148,2150,12262,1478,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,465149,2124,242227,1823,1352,463,1201,467,1309,471,1741,469,2051,592,3076,648,3892,708,2755,669,75131,3280,18640,1987,51131,3367,19426,2090,39715,2585,14646,1804,3500,874,2661,737,222922,1412,1929,588,1414,618,1283,538,2396,559,1572,520,2951,695,2555,812,1776,669,56856,3166,16832,1910,44956,3009,18660,1791,45919,2539,18457,2054,3723,915,1643,591,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4436226,2926,2168954,2253,30297,2612,18811,2528,44540,3534,47687,3831,37870,3498,41046,3552,49209,3593,44239,3210,536699,12603,155759,5493,389203,9100,166293,6054,375253,8475,152877,5372,45901,2953,33270,2385,2267272,2025,35216,3103,17218,2068,43633,2969,48605,3384,34974,3598,37546,3176,45687,3212,42208,3347,543113,11317,188715,7197,405010,9221,210356,8020,390531,9776,175523,4950,28629,2670,20308,2127,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1968414,4284,946419,3264,10397,1531,7406,1556,14086,2341,26627,2565,21588,2519,22353,2366,27760,2671,16581,1933,345870,7754,57873,3354,147838,4830,49908,3371,129048,5258,40953,3013,16290,1953,11841,1600,1021995,2692,12241,1641,5961,1624,10523,1492,23573,2487,18246,2291,26878,2362,30229,2604,14288,1881,340916,7406,73371,3490,168980,6051,73963,4751,143363,6036,63683,3894,8241,1359,7539,1369,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25654292,5461,12529368,4098,310010,8629,203769,7777,468562,11467,232488,8292,255104,8100,194458,8488,269382,8232,352654,8078,2692125,24896,682007,12756,1984448,20172,878440,14696,2455695,21025,983567,12997,326552,9388,240107,7168,13124924,4002,363097,8983,235335,7833,501417,10726,240749,7857,251329,8319,179454,6290,236728,7581,298989,8313,2668728,19840,781363,12209,2112742,20793,1124244,15402,2664467,21895,1051690,13806,260434,8787,154158,5818,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3584463,3721,1776214,2938,18986,1746,10938,1869,25604,3080,26566,3068,20818,2567,24424,2612,27933,2684,27327,2659,393396,10937,112205,4846,281064,7845,138491,5983,420199,9374,168158,5612,44122,3076,35983,2896,1808249,2721,15364,1845,9155,1620,22466,2141,19083,2152,20165,2774,21693,2609,24413,2202,23947,2737,390420,8493,116507,4768,283148,6721,156138,5820,441959,8119,205374,6068,31707,2130,26710,2408,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2471818,1977,1177865,2111,11580,1830,5599,1402,13779,2663,18731,2481,14205,1863,18225,2217,20106,2083,18909,2392,339595,8551,61701,3873,134860,6099,73591,4375,255024,5972,124940,4629,42276,3175,24744,2180,1293953,1436,12354,1703,8060,1833,14056,2102,18451,2147,15776,2213,19057,2314,21427,2682,14852,1591,340679,7608,71770,3439,153343,4780,110998,4614,272448,7378,173744,5490,29366,2500,17572,2001,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,640343,870,302774,756,3968,1163,1565,688,2460,849,3385,990,4699,960,7898,1399,8555,1887,5063,1103,96557,4071,16800,1836,40578,2892,21218,2197,53496,2743,23796,2128,6112,899,6624,1098,337569,684,3215,791,1755,625,2065,914,3215,791,4858,1124,6172,1300,6841,1362,4953,1187,103190,3764,20991,2068,44892,3125,29569,2603,63435,3706,33239,2518,4600,990,4579,1049,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,463211,347,217026,365,2773,1071,1962,837,2535,878,2398,833,2301,689,3385,984,5133,1238,2423,605,41162,3227,6005,1483,21176,2455,6723,1442,54229,3062,36327,2480,18441,2119,10053,1459,246185,490,2330,547,1508,828,2532,1004,3031,961,3397,831,3607,950,3774,935,2365,561,43051,2819,10555,1557,25200,2623,9213,1346,58477,3068,50450,3113,18288,1901,8407,1203,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14041196,6948,6726869,6046,96601,5876,53749,4706,103041,7028,112208,6383,117483,6402,129578,6828,146876,7854,155516,6714,2004125,20642,409249,10310,939750,14417,574433,13409,1190522,18054,441957,10643,164220,6752,87561,4644,7314327,5053,106073,5296,53500,4347,102442,5889,107599,6334,101407,6378,119317,5322,136337,6090,153966,7129,2147175,20496,491434,10728,1065021,19666,783812,14706,1258141,18050,522959,10086,97574,5665,67570,4418,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
