GEO_ID,B07010_001E,B07010_001M,B07010_002E,B07010_002M,B07010_003E,B07010_003M,B07010_004E,B07010_004M,B07010_005E,B07010_005M,B07010_006E,B07010_006M,B07010_007E,B07010_007M,B07010_008E,B07010_008M,B07010_009E,B07010_009M,B07010_010E,B07010_010M,B07010_011E,B07010_011M,B07010_012E,B07010_012M,B07010_013E,B07010_013M,B07010_014E,B07010_014M,B07010_015E,B07010_015M,B07010_016E,B07010_016M,B07010_017E,B07010_017M,B07010_018E,B07010_018M,B07010_019E,B07010_019M,B07010_020E,B07010_020M,B07010_021E,B07010_021M,B07010_022E,B07010_022M,B07010_023E,B07010_023M,B07010_024E,B07010_024M,B07010_025E,B07010_025M,B07010_026E,B07010_026M,B07010_027E,B07010_027M,B07010_028E,B07010_028M,B07010_029E,B07010_029M,B07010_030E,B07010_030M,B07010_031E,B07010_031M,B07010_032E,B07010_032M,B07010_033E,B07010_033M,B07010_034E,B07010_034M,B07010_035E,B07010_035M,B07010_036E,B07010_036M,B07010_037E,B07010_037M,B07010_038E,B07010_038M,B07010_039E,B07010_039M,B07010_040E,B07010_040M,B07010_041E,B07010_041M,B07010_042E,B07010_042M,B07010_043E,B07010_043M,B07010_044E,B07010_044M,B07010_045E,B07010_045M,B07010_046E,B07010_046M,B07010_047E,B07010_047M,B07010_048E,B07010_048M,B07010_049E,B07010_049M,B07010_050E,B07010_050M,B07010_051E,B07010_051M,B07010_052E,B07010_052M,B07010_053E,B07010_053M,B07010_054E,B07010_054M,B07010_055E,B07010_055M,B07010_056E,B07010_056M,B07010_057E,B07010_057M,B07010_058E,B07010_058M,B07010_059E,B07010_059M,B07010_060E,B07010_060M,B07010_061E,B07010_061M,B07010_062E,B07010_062M,B07010_063E,B07010_063M,B07010_064E,B07010_064M,B07010_065E,B07010_065M,B07010_066E,B07010_066M,NAME,B07010_001MA,B07010_001EA,B07010_002EA,B07010_002MA,B07010_003EA,B07010_003MA,B07010_004MA,B07010_004EA,B07010_005MA,B07010_005EA,B07010_006MA,B07010_006EA,B07010_007EA,B07010_007MA,B07010_008EA,B07010_008MA,B07010_009MA,B07010_009EA,B07010_010MA,B07010_010EA,B07010_011MA,B07010_011EA,B07010_012EA,B07010_012MA,B07010_013EA,B07010_013MA,B07010_014EA,B07010_014MA,B07010_015MA,B07010_015EA,B07010_016MA,B07010_016EA,B07010_017MA,B07010_017EA,B07010_018EA,B07010_018MA,B07010_019EA,B07010_019MA,B07010_020MA,B07010_020EA,B07010_021MA,B07010_021EA,B07010_022MA,B07010_022EA,B07010_023MA,B07010_023EA,B07010_024EA,B07010_024MA,B07010_025EA,B07010_025MA,B07010_026MA,B07010_026EA,B07010_027MA,B07010_027EA,B07010_028MA,B07010_028EA,B07010_029MA,B07010_029EA,B07010_030EA,B07010_030MA,B07010_031EA,B07010_031MA,B07010_032MA,B07010_032EA,B07010_033MA,B07010_033EA,B07010_034MA,B07010_034EA,B07010_035EA,B07010_035MA,B07010_036EA,B07010_036MA,B07010_037MA,B07010_037EA,B07010_038EA,B07010_038MA,B07010_039MA,B07010_039EA,B07010_040MA,B07010_040EA,B07010_041EA,B07010_041MA,B07010_042MA,B07010_042EA,B07010_043EA,B07010_043MA,B07010_044MA,B07010_044EA,B07010_045MA,B07010_045EA,B07010_046EA,B07010_046MA,B07010_047EA,B07010_047MA,B07010_048MA,B07010_048EA,B07010_049EA,B07010_049MA,B07010_050MA,B07010_050EA,B07010_051MA,B07010_051EA,B07010_052EA,B07010_052MA,B07010_053MA,B07010_053EA,B07010_054EA,B07010_054MA,B07010_055MA,B07010_055EA,B07010_056MA,B07010_056EA,B07010_057EA,B07010_057MA,B07010_058MA,B07010_058EA,B07010_059MA,B07010_059EA,B07010_060EA,B07010_060MA,B07010_061MA,B07010_061EA,B07010_062EA,B07010_062MA,B07010_063MA,B07010_063EA,B07010_064MA,B07010_064EA,B07010_065EA,B07010_065MA,B07010_066MA,B07010_066EA,state
0400000US01,3931966,3565,589351,11341,3342615,11460,764315,12443,411183,9538,617867,9963,430089,10765,434204,11714,267424,8298,102320,5045,315213,8846,3371431,17208,497746,10240,2873685,17795,620071,12045,349711,8518,530489,9817,371285,9675,381298,10712,241060,8164,92561,4930,287210,8132,330058,12092,48757,3700,281301,10602,81581,5815,40095,4237,55847,3981,37658,3362,31479,3410,15981,2265,5921,1157,12739,1843,129052,8034,25186,3062,103866,6488,37634,3022,11301,1828,17589,2550,11676,1789,12871,2253,5700,1426,1518,607,5577,1176,90023,6471,14248,1976,75775,5742,22443,3201,9419,1870,13109,1981,8717,1872,7610,1351,4422,1172,2251,751,7804,1877,11402,2283,3414,1405,7988,1583,2586,885,657,581,833,482,753,367,946,464,261,208,69,112,1883,926,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,579778,1194,28421,3155,551357,3463,118058,4180,40726,3067,74317,3894,60155,3329,71887,4144,60559,3368,31202,2789,94453,3550,466074,5731,19829,2670,446245,5719,97198,3929,31721,2633,55863,3264,44773,2927,57196,3825,51062,3285,26188,2546,82244,3269,63692,5252,3759,1110,59933,5013,12038,1933,5401,1253,8835,1946,9330,1512,8492,1442,5865,1370,2837,876,7135,1383,15035,2383,1353,663,13682,2203,2898,736,1388,594,2316,682,1239,497,2180,940,1259,549,839,420,1563,598,31426,3146,2772,886,28654,2909,5128,1013,1929,649,6870,1491,4417,1049,3683,1000,2185,781,1224,705,3218,811,3551,1138,708,472,2843,999,796,512,287,388,433,414,396,292,336,317,188,163,114,114,293,380,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5381925,2298,883214,14340,4498711,14363,904376,12814,488685,11852,779965,14543,601768,14205,648285,13310,396774,9959,154489,6292,524369,10137,4411248,21468,716978,12217,3694270,22829,703429,10295,395626,10429,640694,12788,492765,11981,541453,12924,330476,9322,133556,5756,456271,9906,619652,17155,101169,7006,518483,14502,117438,7103,60065,4743,95903,6953,77701,5036,72434,5278,42659,3767,12294,1627,39989,3622,101406,8237,20005,3130,81401,6726,27218,3333,10908,1859,13007,2094,6335,1352,8213,1783,6762,1194,2153,948,6805,1463,207247,9954,29844,3425,177403,8265,45431,3351,19854,2587,25866,2962,23346,3003,23826,2406,14241,2060,5397,1389,19442,2468,42372,4814,15218,2157,27154,4057,10860,3361,2232,846,4495,1133,1621,598,2359,735,2636,934,1089,590,1862,726,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2381476,2931,341226,8716,2040250,9145,444257,9582,268205,7752,400302,10403,274468,8367,274260,9153,166286,6850,55306,3359,157166,5643,2019198,14014,281946,9496,1737252,14057,352997,8287,223744,7041,337287,8877,240177,7544,242167,8644,146799,6519,50020,3239,144061,5225,207221,9798,25993,2667,181228,8916,49872,4296,27559,3056,42858,3942,20109,2992,19542,2816,11053,2109,2742,986,7493,1478,87250,5460,17875,2346,69375,4544,24508,2688,10332,1765,12504,1907,7539,1430,7603,1491,3705,1215,626,336,2558,795,60394,4677,12603,1817,47791,3781,15175,1990,6117,1327,6947,1249,6082,1404,4755,1190,4429,1442,1723,688,2563,974,7413,1808,2809,953,4604,1224,1705,614,453,389,706,432,561,384,193,193,300,279,195,285,491,391,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31206124,3092,5519926,33316,25686198,33797,4994634,32936,2924395,25760,4170110,33370,2876950,24608,3071808,28045,2219086,20837,1020233,12863,4408982,25986,26765172,40923,4689757,32008,22075415,47899,4145039,32354,2507912,24944,3584808,31227,2477734,26006,2657892,27158,1928380,21002,890609,11228,3883041,23701,2819369,38163,469424,13628,2349945,33151,498501,12250,287911,9999,404932,10776,275729,10175,280895,9745,190108,7935,85889,5146,325980,10547,918778,21119,190779,7613,727999,17587,202788,7568,74803,4875,106847,5996,75224,5035,79151,4881,57531,4304,22812,2480,108843,5011,434375,13489,61601,5018,372774,11290,91842,5324,37591,2838,52961,4067,34426,3480,40929,3303,33336,2947,15296,2013,66393,4819,268430,10646,108365,7139,160065,6851,56464,4190,16178,2344,20562,2872,13837,2266,12941,1820,9731,1326,5627,1060,24725,2897,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4309301,2682,470656,9879,3838645,9229,714556,11921,336220,10519,581713,12620,478186,9813,573878,11173,381827,8796,170843,6006,601422,8798,3467774,20150,381849,9576,3085925,18825,537475,9926,266909,8943,453476,11239,378447,8197,464389,9838,320015,8025,145023,5592,520191,8732,400328,11564,38431,3262,361897,10565,78863,5200,37617,3851,61226,4738,48938,3765,53342,4359,31320,3315,13259,2092,37332,3363,227007,10056,23900,2912,203107,8777,47103,3591,17361,1914,36065,2769,28130,3218,32025,3120,15680,1859,7042,1270,19701,2352,185663,10056,19585,2641,166078,8777,42858,3587,12702,1931,27931,3515,19275,2885,23194,3614,13376,2000,4870,1132,21872,2736,28529,3743,6891,1528,21638,2794,8257,1782,1631,563,3015,801,3396,952,928,464,1436,547,649,404,2326,759,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2967896,1050,350053,9450,2617843,9531,459488,10065,214154,7133,378289,8310,292857,8906,347633,8967,267853,7870,131619,5080,525950,9609,2600817,11297,296716,8996,2304101,12195,383052,9259,184889,6513,328715,7787,254873,8461,310933,8871,243033,7417,116215,4769,482391,9294,219687,9398,28703,3164,190984,8197,39482,3111,17577,2234,33653,3253,24545,2643,23409,2429,16385,2381,9855,1599,26078,2651,55010,4336,7927,1217,47083,3956,14874,2263,4541,964,6095,1109,5330,1430,5664,1593,3091,877,2593,680,4895,1134,68104,5920,8653,1873,59451,5284,16487,2150,6006,1472,7402,1620,5979,1555,6351,1543,4372,1188,2515,841,10339,1789,24278,3212,8054,1988,16224,2455,5593,1362,1141,481,2424,893,2130,722,1276,464,972,565,441,428,2247,914,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,765491,834,90565,4371,674926,4390,123891,4611,63912,3755,98997,5051,91397,5049,101893,4806,68769,4131,29831,2453,96236,4319,671334,5754,76043,3976,595291,5808,103820,4683,56566,3314,85565,4669,81528,5141,90095,4439,62481,4011,27159,2223,88077,4363,54611,4536,8507,1805,46104,3863,10410,1662,4014,987,7543,1228,6323,1309,7476,1321,4132,949,1486,585,4720,1111,7973,1321,1172,384,6801,1290,1692,565,261,192,1882,765,660,301,1162,633,373,286,233,202,538,367,27312,2682,3444,946,23868,2310,7182,1285,2551,817,3492,797,2753,861,2845,708,1647,573,811,477,2587,884,4261,1190,1399,648,2862,998,787,475,520,515,515,309,133,124,315,233,136,144,142,152,314,208,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,559363,238,65112,4047,494251,4047,97069,4429,31675,3027,52398,3752,47019,4123,58672,3769,48235,3166,22307,2498,136876,4976,437520,6300,51077,3697,386443,6754,67102,4296,25750,2561,41497,3606,37313,3735,44401,3486,36876,2914,18291,2294,115213,4992,57703,4177,4483,1113,53220,4136,12011,1925,3499,973,5842,1316,4703,1117,6804,1434,6372,1330,2300,754,11689,1888,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,54519,4235,7251,1567,47268,3713,15261,2122,2178,592,4037,944,4546,1131,6961,1361,4598,1063,1619,626,8068,1487,9621,1902,2301,1030,7320,1581,2695,798,248,184,1022,566,457,336,506,311,389,298,97,117,1906,782,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16544829,3434,2568718,22467,13976111,22595,2767278,25987,1644887,20037,2693540,28593,1917310,23244,1893261,21405,1146942,18767,433164,11192,1479729,18735,13920864,37691,2113267,23198,11807597,39978,2241790,25499,1392525,19085,2267532,28379,1610291,21596,1611693,20198,1001845,18383,378362,11036,1303559,17995,1466704,29362,217477,11045,1249227,24940,281300,9996,154407,8006,263611,9971,188061,9257,162618,8598,81166,4954,28259,3041,89805,5031,525788,14323,118793,5386,406995,12147,115659,5926,41390,3283,72959,5606,55783,4304,51703,5312,27305,2773,11107,1836,31089,3511,465128,16495,58366,4101,406762,14957,90600,5078,44731,3790,73636,5399,51883,4476,55542,4913,32237,2643,12729,1806,45404,3715,166345,10199,60815,5747,105530,9001,37929,4245,11834,2058,15802,2300,11292,2342,11705,2702,4389,1170,2707,1053,9872,2377,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
