GEO_ID,B10052_001E,B10052_001M,B10052_002E,B10052_002M,B10052_003E,B10052_003M,B10052_004E,B10052_004M,B10052_005E,B10052_005M,B10052_006E,B10052_006M,B10052_007E,B10052_007M,B10052_008E,B10052_008M,B10052_009E,B10052_009M,B10052_010E,B10052_010M,B10052_011E,B10052_011M,NAME,B10052_001MA,B10052_001EA,B10052_002MA,B10052_002EA,B10052_003EA,B10052_003MA,B10052_004EA,B10052_004MA,B10052_005EA,B10052_005MA,B10052_006EA,B10052_006MA,B10052_007MA,B10052_007EA,B10052_008EA,B10052_008MA,B10052_009EA,B10052_009MA,B10052_010EA,B10052_010MA,B10052_011EA,B10052_011MA,state
0400000US01,114534,6358,37670,3200,19033,2450,9434,1861,9599,1409,18637,2036,76864,5633,40877,4398,25655,3123,15222,2389,35987,3371,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14694,1540,4340,1044,1513,438,301,117,1212,423,2827,859,10354,1459,4211,706,2918,654,1293,347,6143,1196,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,161514,8101,43950,3952,16028,1990,7617,1411,8411,1455,27922,3370,117564,6263,42736,3429,27975,2861,14761,1761,74828,4998,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,69110,4713,23351,2456,11982,1829,6730,1511,5252,1057,11369,1780,45759,3806,25671,2542,17214,2080,8457,1374,20088,2807,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1161022,20075,277947,9164,55983,3768,22745,2665,33238,3059,221964,8444,883075,17336,228292,9540,139202,8238,89090,5496,654783,14117,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,92238,5809,19170,2549,7248,1621,2801,884,4447,1134,11922,1954,73068,4885,25372,2897,16906,2459,8466,1592,47696,3940,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,61705,4165,14273,1811,4454,1175,2697,1028,1757,532,9819,1360,47432,3888,15248,2411,9765,1666,5483,1382,32184,3308,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,25008,2731,7370,1526,2292,761,1041,465,1251,476,5078,1444,17638,2115,7686,1353,5349,1248,2337,760,9952,1727,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9919,1771,3197,759,1590,600,1012,519,578,270,1607,608,6722,1465,2603,753,1373,641,1230,510,4119,1215,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,480430,16085,125239,6894,38188,3838,16502,2226,21686,2653,87051,5803,355191,12712,117096,8340,73389,6692,43707,4488,238095,9230,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,259761,10151,71820,4572,28709,2808,14402,2331,14307,2167,43111,3857,187941,8291,85668,5536,56672,4487,28996,2912,102273,6014,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,55265,3819,14422,1965,3304,900,652,393,2652,800,11118,1640,40843,2994,10542,1743,5626,1444,4916,1087,30301,2483,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
