GEO_ID,B15002H_001E,B15002H_001M,B15002H_002E,B15002H_002M,B15002H_003E,B15002H_003M,B15002H_004E,B15002H_004M,B15002H_005E,B15002H_005M,B15002H_006E,B15002H_006M,B15002H_007E,B15002H_007M,B15002H_008E,B15002H_008M,B15002H_009E,B15002H_009M,B15002H_010E,B15002H_010M,B15002H_011E,B15002H_011M,B15002H_012E,B15002H_012M,B15002H_013E,B15002H_013M,B15002H_014E,B15002H_014M,B15002H_015E,B15002H_015M,B15002H_016E,B15002H_016M,B15002H_017E,B15002H_017M,B15002H_018E,B15002H_018M,B15002H_019E,B15002H_019M,NAME,B15002H_001MA,B15002H_001EA,B15002H_002MA,B15002H_002EA,B15002H_003EA,B15002H_003MA,B15002H_004MA,B15002H_004EA,B15002H_005EA,B15002H_005MA,B15002H_006MA,B15002H_006EA,B15002H_007MA,B15002H_007EA,B15002H_008MA,B15002H_008EA,B15002H_009MA,B15002H_009EA,B15002H_010EA,B15002H_010MA,B15002H_011MA,B15002H_011EA,B15002H_012MA,B15002H_012EA,B15002H_013EA,B15002H_013MA,B15002H_014MA,B15002H_014EA,B15002H_015MA,B15002H_015EA,B15002H_016EA,B15002H_016MA,B15002H_017MA,B15002H_017EA,B15002H_018MA,B15002H_018EA,B15002H_019MA,B15002H_019EA,state
0400000US01,2269895,1954,1088784,1422,44066,3362,99622,4777,270457,6328,73303,4543,234484,6294,77148,4591,181964,5681,107740,5264,1181111,1244,47677,3202,97229,5017,302486,6824,66374,3871,263600,7017,101106,5207,187401,7094,115238,4515,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,317114,804,168513,379,1958,552,5441,956,36489,2737,9053,1210,50658,3122,14477,1875,32415,2228,18022,1911,148601,614,1570,585,3865,1027,28629,2342,4067,735,40390,2951,13791,1588,35965,2282,20324,2325,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2825371,1240,1377698,869,22422,2531,60952,3582,250257,6917,62811,3163,381437,8174,119306,5238,295787,7772,184726,6021,1447673,725,21839,2304,61082,3990,301149,8282,42846,3532,404843,10061,148355,6496,294572,8379,172987,5538,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1529290,1713,737324,1182,34056,3146,61286,4114,219277,6813,49037,3320,163013,5753,41652,3108,110449,4963,58554,3529,791966,1059,28967,2605,61222,3455,221597,6381,49852,3668,189218,6471,60139,4216,117377,5182,63594,3762,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11250601,4613,5550170,2496,83543,4931,238551,8754,906006,14097,156075,5491,1325469,15620,451646,10431,1417291,16618,971589,14079,5700431,3130,92951,4749,205705,6677,1010210,14738,97374,4627,1433516,14320,564485,10699,1425727,14356,870463,11797,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2653095,2152,1309254,1352,16568,1968,44699,3436,211851,7225,55530,4189,295572,7409,108843,5064,360505,8587,215686,5893,1343841,1720,12169,1715,39986,3331,234237,6229,34554,3197,303295,6391,118104,5135,376184,6961,225312,5831,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1807653,1744,861851,1159,18074,1993,37347,2800,207749,7130,29079,2747,144759,5595,59003,4024,210280,5513,155560,5210,945802,882,22305,2338,36166,2790,223224,6641,21176,2209,158917,4397,86102,3636,216518,6559,181394,5565,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,440632,492,209530,370,4233,859,16014,1819,59140,3288,8294,1427,38172,2418,15999,1932,40339,2720,27339,2168,231102,254,3997,957,12243,1642,71518,2781,5655,1011,43497,2972,20348,1892,45138,2684,28706,2149,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,180393,298,91156,198,461,501,324,214,2267,735,263,216,4612,1250,1473,482,36138,2082,45618,1977,89237,180,170,147,500,366,1613,621,520,382,3553,1029,1774,674,32892,1759,48215,2144,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8473627,5263,4095948,2618,98360,5886,261147,10720,958260,13933,219071,8530,862546,13056,360063,9083,835677,15065,500824,10846,4377679,3186,84488,4893,236255,6736,1143324,14449,172780,7241,982055,14631,480143,11646,811245,14492,467389,10453,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3851535,2972,1862186,1957,63271,4295,151896,6526,407805,10493,115818,5340,381986,8288,112051,4919,404779,9390,224580,7285,1989349,2025,59276,3959,134102,5425,462124,10299,97979,5119,433808,9426,156334,6116,399004,8987,246722,8464,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,250534,656,137350,512,1255,501,2825,755,23039,2616,3595,1165,36045,3079,12427,1716,34307,2583,23857,2162,113184,334,1232,549,2831,962,19239,1678,1284,363,26101,2142,10705,1359,31758,2326,20034,1716,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,906691,1351,444620,762,7343,1412,22882,2692,101833,5232,24806,2442,121112,6366,40866,2755,78944,4326,46834,3512,462071,1058,6660,1293,20914,2238,107768,4481,21276,3012,139575,5595,49179,3517,82853,4843,33846,2659,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5771650,1819,2783873,1298,57366,3521,130109,5731,638812,10845,111031,4832,600815,10689,218339,5882,639615,9610,387786,8870,2987777,1202,66074,3450,132593,4476,718540,10572,92805,3610,627727,10777,264009,6926,662927,9879,423102,6950,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3641903,1377,1758960,1077,55520,2945,121329,5250,534154,7984,103667,4467,364613,8727,135135,4835,289378,6151,155164,5603,1882943,1100,50612,3566,128665,4818,562298,9026,83521,4042,389074,7622,185418,5882,310666,8078,172689,6074,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1867667,949,906863,654,20463,1618,41220,2871,268175,5960,43235,2574,190259,6186,97416,4235,164709,5343,81386,4018,960804,547,16027,1602,35575,2420,266721,4904,30810,2328,212751,5558,121538,3903,191818,4888,85564,4002,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1529297,1548,741197,992,14263,1656,35036,2321,173446,5346,35094,2309,180820,5662,53320,3375,163515,4479,85703,2906,788100,912,15849,1635,32133,2619,173220,4665,27479,2190,196306,5519,74062,3510,175096,5360,93955,3249,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2611800,1934,1255003,1672,86364,4311,122167,4848,352589,7636,98706,4552,243748,6227,75826,4366,171774,6427,103829,4353,1356797,1134,80411,4386,106865,4746,349811,6607,92435,3796,288884,7436,126574,5396,174528,5231,137289,5081,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1933961,2026,936276,1551,47062,4311,80480,4376,254783,7155,63852,4390,197850,6792,44970,3242,162989,5421,84290,3738,997685,1478,37935,3306,76007,4496,280342,6314,48981,2993,217986,6654,63120,3878,184743,6004,88571,3952,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,913042,1084,437759,960,14869,1601,26010,2137,121929,4598,25470,2455,85892,4075,41108,2581,78918,3587,43563,2677,475283,434,11926,1717,19304,2014,131279,4653,19598,1744,97926,3649,48933,2672,98235,3943,48082,2490,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
