GEO_ID,C01001H_001E,C01001H_001M,C01001H_002E,C01001H_002M,C01001H_003E,C01001H_003M,C01001H_004E,C01001H_004M,C01001H_005E,C01001H_005M,C01001H_006E,C01001H_006M,C01001H_007E,C01001H_007M,C01001H_008E,C01001H_008M,C01001H_009E,C01001H_009M,NAME,C01001H_001MA,C01001H_001EA,C01001H_002EA,C01001H_002MA,C01001H_003MA,C01001H_003EA,C01001H_004EA,C01001H_004MA,C01001H_005EA,C01001H_005MA,C01001H_006MA,C01001H_006EA,C01001H_007MA,C01001H_007EA,C01001H_008EA,C01001H_008MA,C01001H_009MA,C01001H_009EA,state
0400000US01,3205535,1421,1567184,1833,330853,1645,977175,646,259156,59,1638351,1642,316082,1681,992727,424,329542,62,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,455009,805,242335,851,47711,688,168014,402,26610,136,212674,564,45422,477,142234,217,25018,57,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3777085,1922,1865701,1647,335264,1362,1126017,696,404420,380,1911384,1348,319813,1100,1125698,606,465873,121,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2176186,956,1070168,1764,233626,1584,654690,564,181852,78,1106018,1678,219226,1571,661671,513,225121,119,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14849129,7495,7411933,3776,1229199,2689,4848298,2529,1334436,983,7437196,5131,1163423,2976,4646816,2989,1626957,1114,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3686726,1784,1846966,1780,365662,1459,1221470,1079,259834,276,1839760,1736,340788,1608,1188522,751,310450,289,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2465919,2504,1200235,1569,228674,674,765756,1165,205805,117,1265684,1241,216538,604,779260,895,269886,226,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,594488,607,288014,431,53317,140,178704,371,55993,92,306474,376,50637,270,187134,261,68703,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,235433,447,117587,226,12390,115,93788,198,11409,198,117846,323,11936,158,92886,248,13024,51,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11055931,7320,5421807,3820,900941,2497,3207707,2320,1313159,689,5634124,4962,857698,2674,3231044,2782,1545382,1544,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5474262,3318,2700626,2870,581842,2638,1713835,1238,404949,97,2773636,3285,546791,2660,1721845,1233,505000,278,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,325266,574,180553,859,22508,813,127657,170,30388,72,144713,991,20012,904,95318,138,29383,252,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1352954,769,674720,1130,167265,1041,404632,332,102823,215,678234,1184,158300,1075,404100,448,115834,391,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8006397,2946,3927599,2332,793392,1576,2529672,1461,604535,275,4078798,2290,753919,1857,2536272,1142,788607,387,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5293743,2944,2603935,2120,587441,1751,1643186,1132,373308,190,2689808,2047,556769,1533,1652280,1269,480759,400,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2707827,952,1335791,982,295507,828,832399,392,207885,136,1372036,1035,281684,812,823997,439,266355,115,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2227984,909,1101181,1263,249065,1261,685952,426,166164,160,1126803,1550,236371,1390,680813,381,209619,150,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3769031,1775,1851214,2342,417344,2122,1166395,1027,267475,204,1917817,2226,388629,2104,1189624,572,339564,229,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2753573,1470,1354525,1828,293363,1896,858932,732,202230,179,1399048,1964,281266,1896,864118,405,253664,458,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1245685,1001,609183,1003,118936,526,382858,877,107389,136,636502,713,111226,623,395032,131,130244,145,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3133653,2911,1535124,1771,303481,1085,983689,991,247954,272,1598529,1727,288844,820,995985,1209,313700,378,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4977913,5629,2410552,2859,456523,1598,1570647,2068,383382,568,2567361,3690,433089,1812,1623555,2598,510717,580,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7500803,2543,3701295,1409,770448,876,2346576,806,584271,314,3799508,1691,731816,1084,2339634,1062,728058,337,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4437012,2786,2196404,2105,466099,753,1401665,1486,328640,163,2240608,1454,444211,968,1389314,809,407083,137,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1712773,870,841847,2211,185332,2184,518806,555,137709,19,870926,2188,175282,2113,521135,519,174509,235,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4847814,3135,2381316,2751,521334,2173,1492605,1241,367377,156,2466498,2244,497587,2001,1504680,1050,464231,168,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,887541,223,445743,617,90489,594,277986,148,77268,38,441798,599,86773,593,270282,68,84743,31,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1513607,990,748258,920,168436,754,467452,435,112370,107,765349,999,160577,833,463603,376,141169,146,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1457400,1473,742579,1400,126645,1237,471996,537,143938,267,714821,1410,119055,1269,443878,460,151888,114,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1209818,929,595794,1005,117406,384,385980,844,92408,142,614024,484,112562,348,389757,303,111705,128,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5059967,3659,2465988,2253,498220,1025,1550755,1835,417013,370,2593979,2103,472847,1029,1565169,1517,555963,561,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,807748,1623,398330,1854,62440,1779,247704,1161,88186,269,409418,1727,61728,1420,246017,822,101673,364,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11122385,5763,5437057,3322,1059924,1417,3488705,2347,888428,1006,5685328,3584,1004151,1510,3520089,2596,1161088,921,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6359485,4159,3104502,3478,622585,2952,1968284,1611,513633,446,3254983,3326,596606,2948,2008012,1156,650365,454,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
