GEO_ID,C01001H_001E,C01001H_001M,C01001H_002E,C01001H_002M,C01001H_003E,C01001H_003M,C01001H_004E,C01001H_004M,C01001H_005E,C01001H_005M,C01001H_006E,C01001H_006M,C01001H_007E,C01001H_007M,C01001H_008E,C01001H_008M,C01001H_009E,C01001H_009M,NAME,C01001H_001MA,C01001H_001EA,C01001H_002EA,C01001H_002MA,C01001H_003MA,C01001H_003EA,C01001H_004EA,C01001H_004MA,C01001H_005EA,C01001H_005MA,C01001H_006MA,C01001H_006EA,C01001H_007MA,C01001H_007EA,C01001H_008EA,C01001H_008MA,C01001H_009MA,C01001H_009EA,state
0400000US38,641678,840,328068,928,69070,589,213750,719,45248,14,313610,710,64714,602,193122,281,55774,44,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9277608,2747,4549101,1677,987252,1308,2867329,1025,694520,359,4728507,1869,935688,1275,2895658,1073,897161,254,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2597146,626,1278550,831,267497,731,800530,279,210523,117,1318596,865,251298,737,804848,418,262450,153,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3052407,2154,1501819,1445,284892,906,952869,1061,264058,299,1550588,1515,268313,1056,965974,891,316301,136,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9937668,4362,4855051,3256,950161,1184,3081993,2908,822897,212,5082617,2054,902743,1121,3102212,1277,1077662,206,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,781398,1569,376247,1028,66323,722,246279,690,63645,125,405151,1141,62586,766,256587,496,85978,239,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3082187,1352,1508391,1742,304172,1616,937954,353,266265,312,1573796,1924,290483,1780,961567,534,321746,94,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,709585,340,355776,959,80118,926,220049,179,55609,62,353809,936,74676,899,212163,142,66970,138,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4881929,2029,2381863,2206,505938,1794,1495764,1131,380161,354,2500066,2325,483679,1927,1540869,900,475518,506,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11708178,5418,5798692,5170,1189973,4019,3698499,2996,910220,969,5909486,4802,1124558,4133,3675240,2690,1109688,1021,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2330356,2210,1167385,1310,346158,464,696479,1066,124748,61,1162971,1115,327462,620,690891,755,144618,73,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,584101,1464,287899,929,56202,461,184822,475,46875,282,296202,670,52780,287,187401,410,56021,351,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5242578,3799,2590592,2294,523562,2195,1669847,1603,397183,229,2651986,4208,497921,3385,1663859,1498,490206,276,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4960822,3247,2472011,2266,475994,1465,1603653,1405,392364,181,2488811,1888,452965,1132,1569454,1166,466392,246,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1713147,1738,842447,1592,173984,1372,526678,1130,141785,239,870700,1632,166090,1467,530955,676,173655,143,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4731591,967,2346177,634,479131,415,1499190,546,367856,192,2385414,761,454372,723,1477658,268,453384,199,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,490892,356,249348,745,54927,651,158977,141,35444,166,241544,653,52237,652,149964,5,39343,131,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23709,2697,12068,1643,1813,706,7842,1375,2413,731,11641,1900,1597,743,7612,1601,2432,700,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
