GEO_ID,B01001A_001E,B01001A_001M,B01001A_002E,B01001A_002M,B01001A_003E,B01001A_003M,B01001A_004E,B01001A_004M,B01001A_005E,B01001A_005M,B01001A_006E,B01001A_006M,B01001A_007E,B01001A_007M,B01001A_008E,B01001A_008M,B01001A_009E,B01001A_009M,B01001A_010E,B01001A_010M,B01001A_011E,B01001A_011M,B01001A_012E,B01001A_012M,B01001A_013E,B01001A_013M,B01001A_014E,B01001A_014M,B01001A_015E,B01001A_015M,B01001A_016E,B01001A_016M,B01001A_017E,B01001A_017M,B01001A_018E,B01001A_018M,B01001A_019E,B01001A_019M,B01001A_020E,B01001A_020M,B01001A_021E,B01001A_021M,B01001A_022E,B01001A_022M,B01001A_023E,B01001A_023M,B01001A_024E,B01001A_024M,B01001A_025E,B01001A_025M,B01001A_026E,B01001A_026M,B01001A_027E,B01001A_027M,B01001A_028E,B01001A_028M,B01001A_029E,B01001A_029M,B01001A_030E,B01001A_030M,B01001A_031E,B01001A_031M,NAME,B01001A_001EA,B01001A_001MA,B01001A_002EA,B01001A_002MA,B01001A_003MA,B01001A_003EA,B01001A_004MA,B01001A_004EA,B01001A_005MA,B01001A_005EA,B01001A_006EA,B01001A_006MA,B01001A_007EA,B01001A_007MA,B01001A_008MA,B01001A_008EA,B01001A_009MA,B01001A_009EA,B01001A_010MA,B01001A_010EA,B01001A_011MA,B01001A_011EA,B01001A_012EA,B01001A_012MA,B01001A_013EA,B01001A_013MA,B01001A_014EA,B01001A_014MA,B01001A_015MA,B01001A_015EA,B01001A_016MA,B01001A_016EA,B01001A_017EA,B01001A_017MA,B01001A_018EA,B01001A_018MA,B01001A_019EA,B01001A_019MA,B01001A_020EA,B01001A_020MA,B01001A_021MA,B01001A_021EA,B01001A_022MA,B01001A_022EA,B01001A_023EA,B01001A_023MA,B01001A_024EA,B01001A_024MA,B01001A_025EA,B01001A_025MA,B01001A_026MA,B01001A_026EA,B01001A_027MA,B01001A_027EA,B01001A_028EA,B01001A_028MA,B01001A_029EA,B01001A_029MA,B01001A_030EA,B01001A_030MA,B01001A_031EA,B01001A_031MA,state
0400000US01,3320273,6197,1628317,4295,91780,1966,94878,4214,103496,3948,61113,1441,42706,2310,112894,2225,99552,1852,102606,1693,205449,2289,230777,1459,221850,765,160819,731,79368,1878,21029,1817,1691956,3964,86154,1469,88990,3352,100203,3510,60106,1391,40722,2153,105794,2628,101688,1449,101174,1447,204573,1477,234031,1345,235767,1228,182657,804,103280,2784,46817,2785,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,483584,2777,257596,1791,14571,632,14434,1254,14405,1323,8766,482,6413,648,22176,755,23004,716,19768,682,32656,686,36713,652,37157,414,19819,503,6393,601,1321,455,225988,1814,14217,750,12699,1030,14563,1140,8756,499,4654,715,15638,990,17107,472,17093,680,30017,741,32028,389,33194,176,16484,371,6159,831,3379,809,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5273335,23780,2620038,13344,154103,2947,171244,5137,168308,5771,101312,2454,69828,2194,184749,3295,170275,3055,168464,2443,321401,3259,336670,2987,324137,1733,265302,1332,142338,2432,41907,2328,2653297,13073,147082,2777,157142,5455,164690,4722,97860,2217,63928,2183,172689,3179,158489,2530,160096,2619,318252,3300,337538,3082,353759,2021,293823,1177,157718,3540,70231,3612,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2322472,6143,1146404,4279,70619,1697,74222,3386,73023,3473,44293,1367,31342,2140,78845,2377,72490,1566,75332,1849,143740,2163,152342,1376,145803,818,111586,812,57169,1692,15598,1596,1176068,3447,65655,1637,69570,3438,70754,3589,41832,1208,28658,1672,74253,1816,72188,1537,71573,1329,144625,1730,153190,1093,156276,953,125140,645,68012,1812,34342,1767,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23814044,55051,11889237,32169,722819,8142,747312,11460,739693,10907,466439,4888,316882,4656,873565,7208,884235,7413,848809,6743,1548324,9304,1648808,8095,1486460,6315,951045,3976,472941,5593,181905,5358,11924807,30490,695563,8288,703651,11864,716402,10478,439293,5362,297360,3966,809461,7146,821351,6130,798076,6200,1486164,8356,1628357,7085,1538707,5740,1065033,4187,593966,7843,331423,7204,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4520381,14471,2269699,9062,136531,2408,143267,3996,148160,4710,82486,2170,58249,2067,163613,2861,171162,2411,170030,2383,311339,2940,306508,2367,293856,1452,180755,950,78329,1920,25414,1896,2250682,7938,126186,1932,137224,4537,141939,4791,77474,1923,53393,1442,148434,2594,157376,2608,161635,2225,293208,3245,308141,1932,305729,1621,193926,942,95818,3085,50199,3030,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2763949,11640,1346129,6738,63961,1280,72482,3225,84095,3614,53520,1121,39049,913,90098,2279,79701,2020,75394,1802,156796,1834,214013,2317,202655,1085,125541,780,63095,1949,25729,1837,1417820,6532,61411,1488,67737,2841,83434,3012,49915,977,37807,891,84131,1380,75844,1726,76954,1577,160769,2364,226339,1755,213368,1436,140986,757,84389,2825,54736,2727,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,647533,4080,315880,2424,17487,939,16229,1524,19189,1717,10685,422,8017,462,21100,653,20212,557,19390,718,36194,972,45588,663,44715,529,34851,395,17120,768,5103,798,331653,2517,15483,826,17378,1412,16252,1525,10358,411,8401,463,19237,660,21812,616,19359,550,37701,808,46176,540,49867,408,38907,179,21122,1297,9600,1338,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,265077,3969,132670,2349,6852,612,4460,696,3269,754,1392,203,3763,921,11405,1019,20173,517,19769,891,23681,755,14610,523,11192,436,7599,466,3188,532,1317,431,132407,2152,7124,740,3605,735,2692,653,1530,271,4037,934,14163,968,23366,551,19723,712,19727,660,11346,489,10820,399,8691,283,3685,743,1898,725,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15113860,28793,7415057,15117,362740,4215,385071,7465,400121,6840,248127,3436,172927,3947,465499,3542,470230,4714,448434,3752,895513,6108,1056844,4339,995989,3370,849730,2628,485533,6709,178299,6466,7698803,17070,349118,3863,361656,10571,387162,9496,238087,2981,161143,3260,435200,4374,446365,3666,429782,4378,891153,3929,1074179,4777,1096759,3588,958129,3090,572704,8606,297366,9053,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6043917,17213,2999157,9967,175129,3189,195555,6302,196896,5946,117245,2453,89399,4180,207522,3817,195399,2633,192670,3326,402955,3988,434637,3115,379033,1602,265234,1434,113273,2390,34210,2189,3044760,9489,167354,3158,180476,5138,188401,5413,110761,2689,76610,3374,189637,4195,189136,2814,190910,2688,398668,3757,432726,2668,404111,1638,295290,1285,154274,2678,66406,2632,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,360711,3547,200259,2168,9585,831,7566,1056,7394,1056,3486,615,4261,710,19574,970,21106,829,16163,861,27144,980,24466,734,28323,467,21030,302,6585,762,3576,757,160452,2669,8077,885,7549,1060,4691,766,3491,668,3244,609,10306,661,14416,669,13180,933,18713,778,20091,427,26519,533,18359,240,8369,743,3447,710,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1498107,5221,748200,3555,48955,1415,57932,2852,54617,2961,33546,1239,21278,1788,52295,1879,46403,916,48858,1215,93632,1631,92454,1408,91944,1078,66599,805,29565,1488,10122,1401,749907,3126,48711,1328,51898,2957,55324,2974,30267,1189,19459,1410,46272,1612,48689,1380,49280,1228,92136,1553,91874,1010,96635,855,68004,779,35809,1678,15549,1722,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9290445,21829,4585387,10681,264855,2384,273565,6399,295132,6119,178317,2105,121462,2480,306423,3581,312358,2683,316143,3193,591303,3489,666435,3178,621524,2052,379643,1136,187269,2855,70958,2863,4705058,13205,253175,3487,264181,6325,274298,5676,169926,2233,115922,2349,295874,3459,302734,2682,308509,2590,580038,3151,666754,3115,643879,2055,426644,1562,259885,4821,143239,4770,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
