GEO_ID,C27004_001E,C27004_001M,C27004_002E,C27004_002M,C27004_003E,C27004_003M,C27004_004E,C27004_004M,C27004_005E,C27004_005M,C27004_006E,C27004_006M,C27004_007E,C27004_007M,C27004_008E,C27004_008M,C27004_009E,C27004_009M,C27004_010E,C27004_010M,C27004_011E,C27004_011M,C27004_012E,C27004_012M,C27004_013E,C27004_013M,C27004_014E,C27004_014M,C27004_015E,C27004_015M,C27004_016E,C27004_016M,C27004_017E,C27004_017M,C27004_018E,C27004_018M,C27004_019E,C27004_019M,C27004_020E,C27004_020M,C27004_021E,C27004_021M,NAME,C27004_001MA,C27004_001EA,C27004_002EA,C27004_002MA,C27004_003EA,C27004_003MA,C27004_004MA,C27004_004EA,C27004_005MA,C27004_005EA,C27004_006MA,C27004_006EA,C27004_007MA,C27004_007EA,C27004_008EA,C27004_008MA,C27004_009MA,C27004_009EA,C27004_010MA,C27004_010EA,C27004_011MA,C27004_011EA,C27004_012MA,C27004_012EA,C27004_013EA,C27004_013MA,C27004_014EA,C27004_014MA,C27004_015MA,C27004_015EA,C27004_016EA,C27004_016MA,C27004_017MA,C27004_017EA,C27004_018MA,C27004_018EA,C27004_019EA,C27004_019MA,C27004_020MA,C27004_020EA,C27004_021MA,C27004_021EA,state
0400000US01,4767383,1932,2289780,5872,564919,4746,265883,8224,299036,8547,1407781,3396,836673,11242,571108,10535,317080,1997,120507,3988,196573,4257,2477603,5606,541928,4642,261143,8261,280785,8046,1527586,3213,904875,10567,622711,9942,408089,2062,135729,4009,272360,4170,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,94656,1704,42319,2355,52337,2440,235033,2140,137035,4375,97998,4156,33900,1002,16086,1180,17814,1359,347952,2104,91589,1669,42894,2824,48695,2836,221245,1198,123099,4151,98146,4481,35118,972,15728,1339,19390,1483,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,826358,2285,388127,10752,438231,10910,1937999,2770,1057477,12355,880522,12438,486940,1367,140739,4057,346201,4313,3371777,2888,794218,2258,370476,8294,423742,8424,2006493,2365,1088048,12342,918445,12289,571066,1364,146336,4541,424730,4633,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,360391,3763,143743,5975,216648,6656,861325,3214,481944,10011,379381,10255,201696,1438,55336,2721,146360,2825,1490964,4568,343420,3861,139940,6029,203480,6632,900910,3016,493937,8097,406973,7907,246634,1843,59293,2736,187341,2939,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,4657991,3964,2210259,23533,2447732,23202,12038061,7340,6718716,33061,5319345,33974,2169442,2989,752933,10175,1416509,10783,19431963,5973,4477142,4008,2103770,21312,2373372,20925,12226448,3884,6752527,32131,5473921,31706,2728373,3145,801822,9628,1926551,9909,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,640300,2702,329785,7338,310515,7627,1678778,3434,1015789,10155,662989,10279,303333,1624,99966,3786,203367,3597,2643611,4048,605132,2527,314833,7651,290299,7511,1677532,2424,1015322,11493,662210,11395,360947,1439,111243,3207,249704,3335,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,395003,1458,234601,5878,160402,5944,1091478,1984,722648,9709,368830,9577,232944,1423,99509,3374,133435,3402,1821857,2336,379018,1430,227110,5677,151908,5803,1142258,1885,743585,8018,398673,8085,300581,1319,114690,3702,185891,3691,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,104031,825,60509,2974,43522,2919,272159,1135,180833,4135,91326,4188,67433,733,34440,1673,32993,1828,477307,1167,99383,901,55513,2845,43870,2859,295631,700,194827,4345,100804,4335,82293,658,36419,1912,45874,1925,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,58140,442,26801,2019,31339,2042,216572,977,129703,4128,86869,4099,29079,646,17015,1325,12064,1362,344175,1099,56694,456,23250,2216,33444,2190,244580,597,151325,3941,93255,3897,42901,869,21566,1580,21335,1535,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,2066004,5977,825203,16459,1240801,16219,5747594,5911,2878225,19632,2869369,19852,1677261,3397,479909,8227,1197352,8207,10092498,7609,1980146,6054,795025,15982,1185121,16559,6066114,4654,3122229,24264,2943885,22995,2046238,3447,493209,9566,1553029,10663,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
