GEO_ID,B12503_001E,B12503_001M,B12503_002E,B12503_002M,B12503_003E,B12503_003M,B12503_004E,B12503_004M,B12503_005E,B12503_005M,B12503_006E,B12503_006M,B12503_007E,B12503_007M,B12503_008E,B12503_008M,B12503_009E,B12503_009M,B12503_010E,B12503_010M,B12503_011E,B12503_011M,NAME,B12503_001EA,B12503_001MA,B12503_002MA,B12503_002EA,B12503_003MA,B12503_003EA,B12503_004MA,B12503_004EA,B12503_005EA,B12503_005MA,B12503_006EA,B12503_006MA,B12503_007MA,B12503_007EA,B12503_008MA,B12503_008EA,B12503_009MA,B12503_009EA,B12503_010EA,B12503_010MA,B12503_011EA,B12503_011MA,state
0400000US01,3931966,3565,1878536,4030,621776,9121,1256760,8852,17639,2102,1239121,8785,2053430,3383,566426,9085,1487004,9191,21358,2125,1465646,9535,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,579778,1194,305440,1713,117205,4109,188235,4021,2775,805,185460,4077,274338,1697,83733,3142,190605,2860,2823,663,187782,2974,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5381925,2298,2655529,2772,986840,12574,1668689,12213,19883,2324,1648806,12408,2726396,1795,810874,11697,1915522,11739,24070,2457,1891452,11696,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2381476,2931,1157713,3880,367542,7265,790171,7179,13902,2031,776269,7300,1223763,3540,305010,6538,918753,5755,14187,2168,904566,6116,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31206124,3092,15387827,3823,6217072,25440,9170755,24946,102669,6385,9068086,26057,15818297,3340,5280301,26401,10537996,26605,113803,5136,10424193,28163,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4309301,2682,2153568,3483,760603,10349,1392965,9162,21128,2564,1371837,9455,2155733,2503,601891,9295,1553842,8897,22569,2389,1531273,9379,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2967896,1050,1433554,1802,539976,7792,893578,7659,10490,1571,883088,7717,1534342,1569,485371,6290,1048971,6429,12320,1980,1036651,6842,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,765491,834,366631,834,132545,3166,234086,3213,3779,1235,230307,3296,398860,760,123172,3801,275688,3678,3518,1050,272170,3839,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,559363,238,262074,505,150865,3712,111209,3764,1520,585,109689,3789,297289,534,165425,3553,131864,3613,2547,865,129317,3690,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16544829,3434,8013533,5072,2819903,23429,5193630,23038,61235,4669,5132395,23531,8531296,4298,2409539,17158,6121757,17967,81300,6430,6040457,18789,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8019982,4605,3862111,5494,1444653,15660,2417458,15738,33632,3266,2383826,16422,4157871,5202,1315258,14143,2842613,13985,46661,4122,2795952,14525,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1158752,687,583110,1258,220895,5091,362215,5099,4041,928,358174,5142,575642,1221,166862,4500,408780,4460,3421,817,405359,4484,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1274423,2323,632611,2589,194809,5703,437802,5552,4710,1061,433092,5461,641812,2452,148957,4888,492855,5039,9235,1570,483620,5251,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10412161,2949,5061711,3343,1930523,15981,3131188,15919,35117,3240,3096071,16369,5350450,3393,1730603,14253,3619847,13637,38953,3115,3580894,14544,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5284811,3328,2572431,3530,865086,10398,1707345,10538,25944,2382,1681401,10948,2712380,3223,751182,10670,1961198,9917,30688,3144,1930510,9379,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2503309,2920,1232864,3156,394855,6798,838009,6516,9307,1669,828702,6819,1270445,2591,330276,6659,940169,6388,8442,1241,931727,6555,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2299146,3172,1136728,3508,370573,5976,766155,6429,11298,1449,754857,6392,1162418,3370,299323,7231,863095,6525,12551,2110,850544,6988,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3569190,3373,1740854,3716,555037,9569,1185817,9367,18443,1776,1167374,9356,1828336,3332,457294,7848,1371042,7563,20024,2255,1351018,8099,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3716740,3485,1797076,3531,694903,8037,1102173,7333,14921,2146,1087252,7685,1919664,3748,625735,8952,1293929,9176,13115,1844,1280814,9257,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1119690,1197,541803,1527,170892,4135,370911,4339,5794,1306,365117,4478,577887,1431,150136,3391,427751,3532,6351,1188,421400,3743,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4854750,2202,2322878,2355,884012,8706,1438866,8722,15866,2002,1423000,8787,2531872,2090,834587,9619,1697285,9472,20692,2453,1676593,9750,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5604860,1239,2687387,2085,1074332,10622,1613055,10937,17492,2515,1595563,10935,2917473,2098,1004940,9931,1912533,9586,20553,2380,1891980,9374,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8089154,2302,3933762,2830,1424877,10948,2508885,11204,33626,2684,2475259,11530,4155392,2445,1258179,11393,2897213,11114,38065,3028,2859148,10961,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4386934,2222,2166462,2506,766344,8844,1400118,8320,16395,1719,1383723,8405,2220472,2151,636833,7297,1583639,7155,17268,1942,1566371,7176,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2383607,2810,1141338,2572,415131,7241,726207,7387,12898,2155,713309,7517,1242269,2938,385898,6893,856371,6178,12439,1893,843932,6443,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4909194,3433,2378868,3878,794587,8263,1584281,8820,23188,2427,1561093,9228,2530326,3067,703820,9188,1826506,9475,21249,2192,1805257,9660,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,835422,1508,417444,1722,131905,3999,285539,3966,5098,1107,280441,4279,417978,1477,107164,3490,310814,3310,2883,844,307931,3303,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1488730,1877,733769,2148,242745,4454,491024,4607,6276,1141,484748,4741,754961,1948,200086,4497,554875,4451,6745,1151,548130,4337,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2287984,1576,1144209,1832,429417,6863,714792,6698,11263,2135,703529,7020,1143775,1728,342521,6903,801254,6600,11885,1674,789369,6401,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1111188,1013,545435,1515,177905,4668,367530,4827,4953,1106,362577,4720,565753,1385,151360,4502,414393,4463,4999,1405,409394,4675,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7282046,1363,3518889,2286,1328240,11568,2190649,11503,23170,2713,2167479,12226,3763157,2085,1196420,12976,2566737,13087,20600,1874,2546137,13266,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1667854,2014,820542,2649,308918,5918,511624,5919,6939,1485,504685,6166,847312,1929,265986,6326,581326,6060,8202,1707,573124,5977,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,16248072,3243,7787815,3443,3207375,20040,4580440,19406,46042,3701,4534398,18898,8460257,3464,3045518,16757,5414739,16693,53686,3373,5361053,16913,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8029973,4767,3863351,5186,1332169,13008,2531182,13434,30164,3235,2501018,13979,4166622,4788,1188823,13693,2977799,13545,37370,2784,2940429,13913,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,598037,1279,305227,1714,112831,4082,192396,3944,1532,563,190864,3949,292810,1368,78241,3178,214569,3142,2237,816,212332,3113,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9422595,3652,4562386,4494,1610302,13244,2952084,13198,35740,3184,2916344,13677,4860209,3572,1417330,11935,3442879,11575,42121,2827,3400758,11207,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3080740,1721,1510864,2322,480122,5802,1030742,5779,17458,1819,1013284,5999,1569876,2075,389663,5377,1180213,5113,19562,1887,1160651,5355,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3258094,2359,1601320,3180,547721,8159,1053599,7768,13920,1886,1039679,7901,1656774,2865,452271,6993,1204503,6793,17270,2147,1187233,6987,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10562571,2771,5117508,3096,1878338,14749,3239170,14645,36609,2835,3202561,14616,5445063,3018,1675810,12099,3769253,12742,39266,2708,3729987,13252,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,882072,653,422664,1263,165692,3302,256972,3309,2763,787,254209,3358,459408,1118,152890,3886,306518,3872,3930,979,302588,4110,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3929135,3151,1889452,3490,667180,8789,1222272,8394,16757,2039,1205515,8685,2039683,3042,605264,8401,1434419,8676,18236,2271,1416183,8922,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,675764,1415,337200,2015,115307,3744,221893,3681,2388,831,219505,3730,338564,1951,91746,2810,246818,2671,2590,722,244228,2636,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
