GEO_ID,B21001I_001E,B21001I_001M,B21001I_002E,B21001I_002M,B21001I_003E,B21001I_003M,B21001I_004E,B21001I_004M,B21001I_005E,B21001I_005M,B21001I_006E,B21001I_006M,B21001I_007E,B21001I_007M,B21001I_008E,B21001I_008M,B21001I_009E,B21001I_009M,B21001I_010E,B21001I_010M,B21001I_011E,B21001I_011M,B21001I_012E,B21001I_012M,B21001I_013E,B21001I_013M,B21001I_014E,B21001I_014M,B21001I_015E,B21001I_015M,B21001I_016E,B21001I_016M,B21001I_017E,B21001I_017M,B21001I_018E,B21001I_018M,B21001I_019E,B21001I_019M,B21001I_020E,B21001I_020M,B21001I_021E,B21001I_021M,B21001I_022E,B21001I_022M,B21001I_023E,B21001I_023M,B21001I_024E,B21001I_024M,B21001I_025E,B21001I_025M,B21001I_026E,B21001I_026M,B21001I_027E,B21001I_027M,B21001I_028E,B21001I_028M,B21001I_029E,B21001I_029M,B21001I_030E,B21001I_030M,B21001I_031E,B21001I_031M,B21001I_032E,B21001I_032M,B21001I_033E,B21001I_033M,NAME,B21001I_001MA,B21001I_001EA,B21001I_002EA,B21001I_002MA,B21001I_003MA,B21001I_003EA,B21001I_004MA,B21001I_004EA,B21001I_005MA,B21001I_005EA,B21001I_006EA,B21001I_006MA,B21001I_007EA,B21001I_007MA,B21001I_008EA,B21001I_008MA,B21001I_009MA,B21001I_009EA,B21001I_010MA,B21001I_010EA,B21001I_011EA,B21001I_011MA,B21001I_012MA,B21001I_012EA,B21001I_013EA,B21001I_013MA,B21001I_014MA,B21001I_014EA,B21001I_015EA,B21001I_015MA,B21001I_016EA,B21001I_016MA,B21001I_017EA,B21001I_017MA,B21001I_018EA,B21001I_018MA,B21001I_019EA,B21001I_019MA,B21001I_020EA,B21001I_020MA,B21001I_021MA,B21001I_021EA,B21001I_022EA,B21001I_022MA,B21001I_023MA,B21001I_023EA,B21001I_024EA,B21001I_024MA,B21001I_025EA,B21001I_025MA,B21001I_026EA,B21001I_026MA,B21001I_027EA,B21001I_027MA,B21001I_028EA,B21001I_028MA,B21001I_029EA,B21001I_029MA,B21001I_030EA,B21001I_030MA,B21001I_031MA,B21001I_031EA,B21001I_032MA,B21001I_032EA,B21001I_033EA,B21001I_033MA,state
0400000US48,6900651,2389,3441814,2885,1457396,3419,40224,4446,1417172,5423,1315060,3244,71052,4649,1244008,5341,379408,2030,48692,2907,330716,3735,186485,1988,46430,2920,140055,3749,103465,1699,27853,2215,75612,2383,3458837,2408,1361409,3589,8472,1716,1352937,4078,1314428,3235,10243,1940,1304185,3796,401063,1923,3161,970,397902,1994,224607,1962,1021,436,223586,2028,157330,1763,1336,576,155994,1853,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,242321,641,123959,855,57116,942,1031,459,56085,1051,50019,775,2103,701,47916,989,10521,714,1167,477,9354,868,4475,619,941,371,3534,617,1828,350,816,324,1012,360,118362,607,53980,855,269,386,53711,948,45762,860,278,257,45484,871,10573,545,98,138,10475,569,5118,427,0,184,5118,427,2929,452,0,184,2929,452,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US51,485016,2844,247495,3258,111093,2841,5845,1681,105248,2996,104755,2000,12730,1963,92025,2437,20714,1214,3013,842,17701,1154,7331,1245,1975,806,5356,874,3602,733,1111,532,2491,644,237521,2609,100826,2287,2558,926,98268,2448,96733,1983,2191,688,94542,2139,22640,1394,345,299,22295,1425,10810,1055,31,50,10779,1054,6512,944,0,195,6512,944,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,522696,1424,272399,1644,129242,1765,5227,1263,124015,2082,105564,1516,6896,1741,98668,2079,24222,1210,3510,791,20712,1370,9507,1145,3298,903,6209,962,3864,614,1569,416,2295,567,250297,960,116649,1200,1042,449,115607,1249,95771,1175,1531,656,94240,1248,20984,1148,280,204,20704,1126,11576,978,277,241,11299,974,5317,607,170,183,5147,634,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15652,1840,8549,1698,4229,1307,59,94,4170,1306,2544,677,507,420,2037,568,1332,606,340,243,992,591,320,277,69,100,251,241,124,134,18,40,106,126,7103,1239,2963,916,131,165,2832,889,1812,535,70,77,1742,524,1178,534,56,94,1122,519,445,369,0,187,445,369,705,437,0,187,705,437,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,224375,886,116437,1378,54831,1223,1163,538,53668,1295,45820,1226,1758,623,44062,1415,9291,932,767,351,8524,958,4267,607,1088,531,3179,637,2228,520,591,199,1637,524,107938,1226,47678,1432,213,180,47465,1436,43196,1298,212,158,42984,1266,9227,865,178,190,9049,859,4717,710,0,145,4717,710,3120,615,0,145,3120,615,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,36968,628,18429,1171,9310,1631,980,778,8330,1263,6227,1360,461,323,5766,1335,1940,710,450,523,1490,460,634,310,314,230,320,229,318,188,139,132,179,153,18539,950,8198,1609,0,190,8198,1609,6636,1325,209,230,6427,1340,2072,516,0,190,2072,516,1250,473,0,190,1250,473,383,206,0,190,383,206,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2745780,3317,1286174,2141,394847,2430,4296,1200,390551,2567,430619,2459,13717,1812,416902,2994,196244,618,15141,1841,181103,2070,158116,899,23746,1832,134370,2056,106348,909,25833,1868,80515,2001,1459606,2161,403447,1990,950,608,402497,2115,476981,2145,2151,863,474830,2247,233203,794,1353,572,231850,967,191911,809,291,212,191620,817,154064,651,694,348,153370,757,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,118021,1779,63349,1881,31441,2393,1256,710,30185,2501,23936,1708,1492,657,22444,1782,4846,927,1466,498,3380,763,1710,860,1076,744,634,436,1416,567,566,354,850,419,54672,1826,24953,2069,273,311,24680,2048,19790,1790,536,339,19254,1785,5712,1447,272,268,5440,1445,2185,836,0,189,2185,836,2032,816,92,109,1940,836,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,29957,735,15011,937,6978,951,917,711,6061,999,5547,917,1354,653,4193,875,1497,397,239,214,1258,401,565,452,323,413,242,191,424,283,191,166,233,205,14946,544,6977,860,404,396,6573,883,5399,728,115,184,5284,716,1398,371,62,93,1336,393,619,355,0,145,619,355,553,267,0,145,553,267,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1350555,767,672698,667,298449,1254,8540,1842,289909,2168,248974,1161,12701,1738,236273,2171,69144,612,9095,1527,60049,1626,36468,572,10586,1371,25882,1490,19663,460,6802,1116,12861,1087,677857,493,278806,986,1913,827,276893,1338,252779,1004,2086,721,250693,1350,75799,431,1149,574,74650,657,42182,540,539,322,41643,569,28291,494,253,290,28038,571,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,125152,1392,67069,1632,33744,1684,686,386,33058,1640,24802,1564,462,284,24340,1571,5039,906,757,402,4282,852,2195,765,777,460,1418,590,1289,629,158,160,1131,625,58083,1450,28182,1515,83,87,28099,1508,22596,1425,34,58,22562,1425,4031,983,114,146,3917,1006,2361,754,0,190,2361,754,913,493,10,22,903,492,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10213431,3020,5104542,2909,2188620,2962,43361,3851,2145259,5459,1966642,1534,64746,4198,1901896,4365,543585,966,39157,2925,504428,2952,253934,1316,48767,3041,205167,3248,151761,1199,37486,2502,114275,2571,5108889,1069,2054131,1092,8162,1411,2045969,1929,1929679,990,8049,1628,1921630,1761,585134,915,2827,789,582307,1164,310972,1238,755,298,310217,1239,228973,988,1433,514,227540,1161,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,742047,1226,375651,1667,161703,1943,3317,851,158386,2165,144605,1436,9727,1607,134878,2069,38552,797,7540,1327,31012,1532,19991,796,8249,913,11742,1077,10800,782,4473,775,6327,882,366396,1120,150481,1456,972,468,149509,1494,137699,1420,1386,649,136313,1458,40704,907,669,323,40035,947,22476,721,118,120,22358,729,15036,701,50,81,14986,694,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,367745,786,182563,773,79898,1110,1128,527,78770,1177,72053,947,3398,1201,68655,1445,17905,564,1618,791,16287,1039,8747,606,1588,578,7159,570,3960,175,921,343,3039,398,185182,417,74373,745,301,347,74072,763,74493,712,349,224,74144,728,19781,453,67,111,19714,467,10104,416,58,99,10046,431,6431,357,10,22,6421,356,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,53266,226,27349,226,12732,523,398,269,12334,574,10706,481,1016,580,9690,773,2189,281,734,499,1455,436,1380,400,178,238,1202,384,342,275,162,212,180,192,25917,4,11661,238,101,151,11560,314,10190,238,197,222,9993,272,2555,184,0,185,2555,184,956,219,81,133,875,224,555,259,18,30,537,253,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51212,299,26312,299,12426,150,209,220,12217,255,10180,220,673,481,9507,530,2267,3,90,149,2177,149,602,476,144,445,458,389,837,476,0,198,837,476,24900,3,11866,3,0,198,11866,3,8484,5,87,108,8397,109,2391,4,0,198,2391,4,1318,-555555555,48,78,1270,78,841,-555555555,0,198,841,4,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,*****,null,null,null,null,null,11
0400000US12,3588623,2133,1750687,2452,626833,2869,12416,2298,614417,3642,692061,2579,31890,3534,660171,4296,210185,1924,20872,2349,189313,3074,128922,1826,17386,1844,111536,2272,92686,1693,12757,1647,79929,1946,1837936,1385,580412,2047,3403,1237,577009,2221,703856,2193,4087,1161,699769,2244,243618,1504,1030,497,242588,1581,163800,1324,450,348,163350,1362,146250,1276,429,285,145821,1282,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,575318,2606,302144,2868,139833,3170,3367,1263,136466,3398,130280,3061,7057,1576,123223,3081,21213,1374,3369,1019,17844,1245,7702,1338,2158,695,5544,1318,3116,884,1116,513,2000,800,273174,2223,122159,3340,1052,699,121107,3396,113987,3420,1333,691,112654,3428,21926,1836,395,335,21531,1790,8716,1323,232,224,8484,1271,6386,1099,0,211,6386,1099,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,84760,1100,42410,1058,20280,1106,2194,813,18086,1314,14776,621,2311,740,12465,831,4407,355,1126,377,3281,471,2159,289,645,313,1514,386,788,190,410,194,378,173,42350,465,19678,575,277,201,19401,602,14124,468,524,294,13600,541,4928,323,53,92,4875,335,2203,340,0,181,2203,340,1417,341,0,181,1417,341,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,118571,846,60393,1071,27319,928,95,82,27224,915,23878,986,775,509,23103,959,4985,1057,621,451,4364,1038,3420,756,666,385,2754,805,791,389,147,194,644,372,58178,1017,26293,1343,621,441,25672,1370,21997,1222,351,303,21646,1230,5565,714,40,64,5525,730,2942,785,0,190,2942,785,1381,500,0,190,1381,500,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1422613,1704,731325,1936,310499,1943,5817,1274,304682,2308,297109,1479,7250,1242,289859,1999,74223,1033,3374,840,70849,1196,32722,854,4036,780,28686,956,16772,1011,3371,680,13401,1047,691288,1614,286808,1543,1268,488,285540,1564,272747,1502,990,525,271757,1617,71351,998,426,387,70925,1065,36873,968,203,280,36670,1011,23509,818,77,92,23432,837,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,260698,1519,133202,1610,60642,1945,1594,784,59048,1958,54688,1836,2758,1086,51930,2123,10516,833,1924,643,8592,860,3935,614,1750,646,2185,518,3421,630,1418,439,2003,571,127496,1801,56746,1915,200,180,56546,1942,49055,2142,594,462,48461,2182,12462,1107,140,116,12322,1108,5177,619,84,122,5093,624,4056,740,0,187,4056,740,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,102388,1176,53754,1324,26264,1256,472,322,25792,1281,20720,1354,1297,537,19423,1352,4505,836,613,314,3892,785,1388,460,334,201,1054,415,877,379,362,212,515,337,48634,1094,23575,1387,126,163,23449,1372,17830,1304,82,127,17748,1315,4123,668,16,27,4107,663,1695,560,0,155,1695,560,1411,560,0,155,1411,560,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,196814,1620,100889,1624,47272,1421,1408,628,45864,1371,38682,1390,1962,704,36720,1385,9238,943,987,529,8251,940,3918,811,1102,448,2816,608,1779,601,522,291,1257,484,95925,1233,44255,1696,213,191,44042,1705,35772,1514,222,251,35550,1574,7604,886,72,92,7532,871,5259,917,50,62,5209,927,3035,659,0,168,3035,659,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,86365,2087,47881,1946,24401,1661,508,383,23893,1637,18505,1497,1410,683,17095,1395,3244,658,241,209,3003,679,1283,388,294,182,989,367,448,357,35,57,413,327,38484,1516,18136,1249,177,189,17959,1245,14867,1258,190,184,14677,1280,2658,672,35,61,2623,672,2026,661,0,185,2026,661,797,358,0,185,797,358,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
